,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label
21,(주)구영테크,53270,2013-12-01,2002-02-07,,5,  자동차 및 트레일러 제조업,10.89,-1.02,-5.16,0.76,-19.07,6.37,-7.4,31.89,12.89,1.26,5.74,5.08,1.4,13433.05,179.0,60.26,40.24,4.62,-23.73,282.41,1.39,244.81,35.98,26.15,593.8,1.11,4.56,1.82,9.43,8.4,10.55,34.59,38.71,43.46,0.02,0.14,1.06,2.08,2.88,4.14,40563.29,27.18,49.51,101.87,23.48,58.88,41.12,5.37,0
22,(주)구영테크,53270,2014-12-01,2002-02-07,,5,  자동차 및 트레일러 제조업,-1.28,3.79,22.12,3.36,6.37,33.8,4.44,-0.13,13.18,1.31,4.75,3.71,1.47,8615.1,123.0,71.98,44.53,4.84,-14.26,198.5,1.38,189.11,36.65,33.5,517.9,1.12,3.74,1.76,8.61,7.61,11.3,32.3,42.4,47.95,0.02,0.2,1.22,2.03,3.08,4.79,40918.73,26.25,47.84,94.78,24.0,62.82,37.18,5.47,0
23,(주)국보디자인,66620,2012-12-01,2002-09-05,,5,  전문직별 공사업,-8.64,52.79,0.0,-10.65,25.04,19.57,15.81,36.75,16.02,6.94,15.67,14.11,9.57,15920.4,1111.0,216.7,216.7,38.65,43.1,61.35,2003.29,32.2,80.04,61.98,1535.05,1.38,2.26,6.08,0.0,7.07,29.85,12.23,0.0,51.64,0.03,0.0,1.2,64.57,1.78,1.78,34487.68,37.13,1542.73,337981.94,28.88,72.45,27.55,24.01,0
24,(주)국보디자인,66620,2013-12-01,2002-09-05,,5,  전문직별 공사업,36.95,-1.92,0.0,35.04,38.38,13.96,37.71,32.05,13.45,6.69,17.76,12.26,9.91,21802.47,1458.0,172.74,172.74,17.75,33.87,94.98,1539.88,38.16,80.43,51.29,1749.28,1.48,2.66,7.51,0.0,7.87,18.59,19.64,0.0,46.37,0.04,0.0,1.21,73.86,1.85,1.85,44261.95,34.61,2018.69,670229.43,27.07,72.51,27.49,24.71,0
25,(주)국보디자인,66620,2014-12-01,2002-09-05,,5,  전문직별 공사업,7.86,18.43,0.0,0.07,3.98,13.34,3.21,0.06,14.9,6.2,15.64,11.54,8.42,23516.52,1459.0,197.66,197.66,15.07,40.03,77.55,1917.05,33.69,81.03,56.32,1982.69,1.36,2.52,7.04,0.0,7.64,13.78,26.49,0.0,47.8,0.05,0.0,1.09,73.65,1.68,1.68,48193.45,36.51,2193.81,1604309.22,27.32,73.38,26.62,22.7,0
26,(주)국영지앤엠,6050,2012-12-01,1994-10-07,,5,  비금속 광물제품 제조업,2.85,2.41,6.03,9.16,-16.25,40.41,-1.35,0.0,15.98,7.29,16.17,14.75,10.03,15794.48,1158.0,216.64,216.64,38.98,42.2,59.35,-4.57,34.46,78.37,62.76,1554.22,1.38,2.22,5.63,0.0,7.08,31.25,11.68,0.0,51.53,0.03,0.0,1.23,64.31,1.82,1.82,34226.02,36.85,1534.37,335417.72,28.89,71.86,28.14,25.22,0
27,(주)국영지앤엠,6050,2013-12-01,1994-10-07,,5,  비금속 광물제품 제조업,27.43,-0.98,-0.4,-2.56,18.49,0.84,4.83,-80.27,12.94,6.15,15.29,11.33,8.77,20428.83,1256.0,175.37,175.37,13.5,33.56,87.79,2.35,41.16,78.08,53.25,1731.89,1.43,2.49,6.55,0.0,7.47,18.1,20.16,0.0,48.88,0.03,0.0,1.2,69.31,1.82,1.82,41668.79,34.16,1902.38,630962.84,27.2,74.42,25.58,22.6,0
28,(주)국영지앤엠,6050,2014-12-01,1994-10-07,,5,  비금속 광물제품 제조업,-7.7,2.1,13.53,-4.39,-9.75,1.93,-6.52,-58.51,13.8,4.99,11.67,9.18,6.38,21102.51,1054.0,191.77,191.77,15.18,37.78,78.4,5.13,37.57,78.94,56.05,1878.72,1.28,2.34,5.95,0.0,7.2,13.01,28.06,0.0,50.71,0.04,0.0,1.05,66.13,1.63,1.63,42850.2,34.09,1951.05,1426438.11,27.07,77.98,22.02,18.44,0
29,(주)그래디언트,35080,2012-12-01,1999-07-05,,5,  소매업; 자동차 제외,5.99,20.45,-14.32,0.04,-13.6,20.61,-4.84,0.0,34.16,2.81,3.52,2.21,1.68,7465.64,260.0,89.27,76.37,15.91,-3.91,86.55,1.38,125.93,32.5,53.6,1276.02,0.6,1.25,0.91,12.07,12.37,21.15,17.25,30.25,29.52,0.02,0.31,0.8,9.57,1.75,2.05,139063.68,18.79,268.23,1805.84,30.62,50.39,49.61,9.17,0
30,(주)그래디언트,35080,2013-12-01,1999-07-05,,5,  소매업; 자동차 제외,545.17,14.78,96.61,24.01,307.13,89.57,116.02,-39.01,10.46,0.81,1.94,4.34,2.03,48166.03,138.0,135.82,126.34,14.11,16.15,112.58,7.5,82.38,61.25,47.04,1302.96,2.51,5.1,5.24,56.88,8.22,12.74,28.66,6.42,44.41,0.05,0.02,2.65,52.59,4.81,5.25,176314.61,11.03,296.26,2788.85,6.02,47.58,52.42,13.49,0
31,(주)그래디언트,35080,2014-12-01,1999-07-05,,5,  소매업; 자동차 제외,6.98,-2.56,17.48,25.52,16.73,19.74,20.13,9.79,9.76,1.0,2.0,3.1,1.79,51527.28,147.0,130.06,120.93,22.39,13.76,113.29,14.81,86.35,59.51,46.88,1451.81,1.78,3.79,4.49,42.21,4.52,6.04,60.43,8.65,80.73,0.03,0.02,1.68,53.32,2.95,3.18,208989.84,10.88,360.14,3050.0,6.67,44.88,55.12,15.05,0
32,(주)글로벌스탠다드테크놀로지,83450,2012-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,56.16,21.61,19.18,19.02,-6.78,30.49,2.38,108.99,38.3,10.81,20.94,16.01,13.16,7698.43,923.0,197.65,89.16,54.87,29.02,49.48,25.45,61.68,58.74,66.9,830.55,1.22,2.04,3.17,4.06,10.47,13.48,27.08,89.87,34.86,0.01,0.95,1.25,4.11,1.98,3.86,25842.97,48.01,149.48,12256.51,39.87,64.84,35.16,27.1,0
33,(주)글로벌스탠다드테크놀로지,83450,2013-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,24.95,11.6,-1.79,12.52,19.04,18.39,16.35,-16.98,32.42,7.32,14.17,13.33,10.18,9085.68,727.0,221.07,120.96,54.63,32.91,46.91,46.16,58.62,60.1,68.07,922.31,1.39,2.06,3.43,4.71,12.09,16.42,22.24,77.52,30.19,0.01,2.61,1.58,4.43,2.34,4.65,25846.64,41.27,134.06,12236.95,31.92,70.21,29.79,22.93,0
34,(주)글로벌스탠다드테크놀로지,83450,2014-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,10.05,0.15,-22.23,8.07,14.16,19.27,11.73,33.84,32.16,8.84,16.07,13.42,11.89,9564.87,845.0,268.19,185.45,113.29,38.51,37.62,60.23,53.11,61.4,72.67,1044.51,1.34,1.91,3.43,5.88,9.19,23.17,15.75,62.04,39.71,0.01,0.0,1.57,4.62,2.21,3.54,29112.38,41.61,158.79,15981.15,32.67,68.34,31.66,27.07,0
35,(주)금화피에스시,36190,2012-12-01,2000-12-26,,5,  전문직별 공사업,30.8,9.03,0.0,9.6,13.08,20.9,12.01,21.76,61.76,6.59,16.42,22.37,14.31,23021.61,796.0,676.8,414.22,9.83,73.99,14.72,44552.04,15.12,86.82,87.17,1765.36,2.17,2.49,16.48,6.45,19.1,68.27,5.35,56.61,19.11,0.01,0.0,2.18,143.1,2.5,4.09,15161.21,33.18,2186.02,2367.42,15.28,31.7,68.3,43.14,0
36,(주)금화피에스시,36190,2013-12-01,2000-12-26,,5,  전문직별 공사업,53.5,10.7,0.0,68.35,21.41,27.42,35.5,23.26,21.24,13.72,19.37,20.64,15.94,27687.07,3855.0,412.81,411.84,12.41,47.51,21.52,4840.81,45.34,62.69,82.29,3920.56,1.16,1.41,3.12,784.0,5.98,127.94,2.85,0.47,61.09,0.02,0.0,1.49,10.69,1.85,1.86,109187.93,76.39,702.94,266312020.68,65.73,67.45,32.55,20.87,0
37,(주)금화피에스시,36190,2014-12-01,2000-12-26,,5,  전문직별 공사업,14.15,24.18,207.13,23.12,3.12,13.53,10.58,-6.14,17.87,11.28,17.06,16.9,14.22,31605.29,3565.0,447.38,444.23,40.6,45.39,18.37,1424.85,49.17,58.46,84.48,4438.85,1.26,1.51,3.19,439.64,5.85,74.42,4.9,0.83,62.42,0.02,0.0,1.69,10.89,2.08,2.09,129346.5,81.84,670.79,70680.76,68.21,70.77,29.23,16.54,0
38,(주)기가레인,49080,2014-12-01,2013-12-19,,5,  기타 기계 및 장비 제조업,0.98,30.84,7.13,27.42,-18.52,21.14,7.67,-28.29,18.57,8.11,11.26,7.49,6.1,5406.5,439.0,129.12,94.62,31.92,7.34,74.57,7.6,117.78,32.53,57.28,853.71,0.75,1.39,1.21,8.63,6.94,20.93,17.44,42.27,52.57,0.01,0.0,1.15,1.64,2.0,2.61,28620.93,21.7,44.93,90.69,29.9,45.15,54.85,27.13,0
39,(주)기산텔레콤,35460,2012-12-01,1999-11-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13.15,-81.7,-29.35,-42.78,0.26,-7.0,-15.1,0.0,17.87,-2.53,-2.03,2.94,-2.36,5183.38,0.0,152.48,116.13,38.57,26.14,132.37,0.71,55.89,75.95,43.04,408.56,0.93,2.27,3.07,4.64,4.9,8.1,45.07,78.65,74.44,0.01,0.69,0.78,9.16,1.34,1.88,11594.7,15.83,515.09,1085.22,15.6,77.0,23.0,-16.23,0
40,(주)기산텔레콤,35460,2013-12-01,1999-11-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6.93,-18.81,14.27,-14.19,14.52,15.87,7.61,0.0,21.66,4.94,10.89,7.17,5.17,5542.43,286.0,178.79,136.26,37.93,35.62,115.82,4.99,41.39,80.82,46.34,468.25,1.05,2.34,4.86,5.59,3.71,7.14,51.15,65.25,98.37,0.01,0.46,0.83,34.94,1.33,1.75,15427.01,19.57,756.88,1385.96,19.41,54.83,45.17,25.47,0
41,(주)기산텔레콤,35460,2014-12-01,1999-11-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-6.23,10.9,45.27,-12.54,1.79,5.45,-0.96,-27.46,20.47,3.68,7.2,2.88,3.5,5197.08,181.0,191.51,126.49,41.03,39.69,102.7,2.53,34.33,83.06,49.33,494.07,0.95,1.99,5.26,4.01,2.74,4.72,77.41,91.02,133.11,0.01,0.49,0.75,34.67,1.16,1.63,13247.64,16.97,586.09,1239.96,17.78,64.41,35.59,20.72,0
42,(주)나노신소재,121600,2012-12-01,2011-02-09,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-29.38,-3.69,1.09,0.75,-10.42,-2.75,-6.44,0.0,30.51,-6.12,-2.52,-0.6,-2.05,3269.31,-205.0,467.61,166.59,58.54,48.45,20.78,-2.32,46.34,61.63,82.8,1565.01,0.33,0.41,0.9,0.88,7.4,204.74,1.78,416.36,49.34,0.0,0.0,0.44,1.08,0.53,1.34,8523.49,12.47,40.17,73.22,36.05,72.61,27.39,-16.97,0
43,(주)나노신소재,121600,2013-12-01,2011-02-09,,5,  화학물질 및 화학제품 제조업; 의약품 제외,14.23,-8.95,-0.98,-5.73,1.6,2.24,-1.21,0.0,35.99,4.32,2.04,2.24,1.72,3734.54,165.0,905.68,337.48,126.73,56.39,16.7,4.32,42.73,63.38,85.69,1600.09,0.4,0.47,1.06,1.0,5.7,133.35,2.74,364.67,64.07,0.0,0.0,0.55,1.31,0.64,1.74,10555.15,15.63,56.13,109.1,39.08,58.86,41.14,11.05,0
44,(주)나노신소재,121600,2014-12-01,2011-02-09,,5,  화학물질 및 화학제품 제조업; 의약품 제외,3.4,-5.41,16.79,-7.9,14.27,6.42,6.15,225.13,44.29,13.58,6.35,5.43,5.45,3861.43,538.0,828.86,297.38,104.98,60.0,16.4,24.79,36.98,68.23,85.91,1702.89,0.4,0.47,1.18,0.96,3.96,136.61,2.67,380.4,92.12,0.0,0.0,0.55,1.46,0.61,1.67,14718.05,20.53,79.48,159.01,52.7,48.76,51.24,25.77,0
45,(주)나노엔텍,39860,2012-12-01,2000-08-16,,5,"  의료, 정밀, 광학기기 및 시계 제조업",2.14,32.68,24.45,40.16,-28.51,-20.08,-10.5,0.0,8.54,-43.79,-25.61,-10.71,-13.24,690.53,-302.0,441.63,362.2,38.69,45.58,93.4,-5.04,79.44,58.92,51.71,236.19,0.3,0.58,0.74,2.85,2.69,10.62,34.37,127.93,135.93,0.0,0.0,0.42,1.03,0.51,0.63,-519.47,-1.17,-4.67,-31.13,-3.87,0.0,0.0,0.0,0
46,(주)나노엔텍,39860,2013-12-01,2000-08-16,,5,"  의료, 정밀, 광학기기 및 시계 제조업",42.05,-3.42,3.62,8.42,-4.47,2.62,0.82,0.0,27.13,-6.48,-5.31,-0.16,-2.77,972.36,-63.0,530.8,427.26,103.4,45.31,90.02,-0.44,83.94,55.83,52.63,238.66,0.43,0.82,1.0,3.98,3.61,14.87,24.55,91.69,101.08,0.01,0.0,0.62,1.49,0.75,0.92,5043.95,11.26,40.0,140.32,26.43,78.34,21.66,-24.52,0
47,(주)나노엔텍,39860,2014-12-01,2000-08-16,,5,"  의료, 정밀, 광학기기 및 시계 제조업",2.17,-5.46,13.7,1.7,-7.51,50.57,-3.44,0.0,28.0,-12.64,-8.34,-5.38,-5.6,863.87,-113.0,447.79,340.4,34.91,41.53,21.85,-8.4,56.69,53.47,82.07,314.58,0.44,0.66,0.98,3.74,3.08,11.94,30.58,97.59,118.67,0.01,0.0,0.67,1.59,0.81,1.03,4994.25,11.54,42.16,161.2,25.61,103.84,-3.84,-49.34,0
48,(주)나스미디어,89600,2014-12-01,2013-07-17,,5,  전문 서비스업,20.61,-18.46,0.0,8.62,-0.24,11.34,0.37,41.71,-2.99,-15.33,-17.62,-6.25,-7.17,3976.24,-610.0,62.68,54.3,10.96,-16.78,167.49,44552.04,192.11,28.18,37.38,644.62,0.47,1.15,0.65,11.2,4.14,11.47,31.83,32.59,88.23,0.01,0.26,0.68,1.01,1.65,1.94,12222.47,8.01,18.38,34.01,17.36,98.81,1.19,-88.31,0
49,(주)나이벡,138610,2012-12-01,2011-07-13,,5,  의료용 물질 및 의약품 제조업,43.42,4.29,-5.16,9.7,-35.25,-14.03,-5.41,0.0,21.42,4.24,5.85,4.52,3.95,3373.5,149.0,187.45,157.21,46.27,29.77,58.65,-2.68,57.41,63.82,63.03,503.41,0.93,1.38,2.32,8.62,3.81,6.18,59.04,42.36,95.81,0.01,0.16,1.05,86.66,1.55,1.9,5008.37,8.75,849.19,1763.68,10.35,44.36,55.64,40.92,0
50,(주)나이벡,138610,2013-12-01,2011-07-13,,5,  의료용 물질 및 의약품 제조업,-41.38,-5.69,56.91,0.47,14.14,-34.26,3.61,0.0,22.75,1.58,1.81,1.45,1.18,2902.4,48.0,236.44,200.2,80.05,37.85,49.01,-5.06,51.27,65.59,67.11,508.18,0.75,1.15,2.11,7.33,2.63,3.84,95.04,49.78,138.87,0.01,0.16,0.78,76.07,1.15,1.37,3190.9,5.88,632.75,1635.11,7.67,78.11,21.89,20.54,0
51,(주)나이벡,138610,2014-12-01,2011-07-13,,5,  의료용 물질 및 의약품 제조업,110.66,-7.53,-0.3,-13.0,-28.96,-12.77,-17.04,0.0,18.35,1.24,1.5,0.96,1.04,3187.48,41.0,292.83,254.09,157.77,45.43,39.2,-5.51,43.17,68.99,71.84,538.18,0.85,1.22,2.58,8.81,3.78,4.79,76.13,41.43,96.48,0.02,0.13,0.91,99.01,1.26,1.46,4511.8,8.37,1076.61,3457.4,9.87,51.34,48.66,12.52,0
52,(주)나이스디앤비,130580,2012-12-01,2011-12-22,,5,  사업지원 서비스업,10.54,0.23,0.0,1.32,10.91,11.27,9.49,21.8,67.01,7.69,12.27,18.52,9.98,83289.1,0.0,398.95,103.78,30.02,55.28,22.89,44552.04,32.23,73.77,81.37,5222.41,1.3,1.59,4.95,2.38,21.8,61.87,5.9,153.52,16.75,0.01,0.0,1.41,35.06,1.76,6.76,13959.31,21.75,587.65,590.07,16.76,22.99,77.01,45.91,0
53,(주)나이스디앤비,130580,2013-12-01,2011-12-22,,5,  사업지원 서비스업,1.59,1.54,0.0,-26.01,15.05,11.21,9.44,-0.4,63.07,12.29,19.62,20.61,15.83,92092.22,1887.0,447.53,197.9,99.5,61.6,24.76,44552.04,25.79,79.33,80.16,2106.5,1.29,1.6,5.56,2.63,19.28,28.05,13.01,138.55,18.93,0.01,0.0,1.36,40.6,1.68,4.61,20729.43,26.29,959.44,968.65,22.51,17.88,82.12,54.62,0
54,(주)나이스디앤비,130580,2014-12-01,2011-12-22,,5,  사업지원 서비스업,7.9,-17.96,0.0,-0.91,16.08,11.32,14.51,20.35,61.51,8.75,10.09,11.18,8.47,12780.17,1117.0,682.17,299.37,155.32,63.74,14.62,44552.04,29.01,74.69,87.25,2343.98,0.97,1.15,4.19,2.25,16.52,23.33,15.64,162.14,22.09,0.01,0.0,1.06,36.87,1.26,2.86,15887.32,17.93,710.33,1114.56,19.6,28.56,71.44,44.63,0
55,(주)네오리진,94860,2014-12-01,2007-04-16,,5,  출판업,-16.81,-35.12,-54.8,-43.55,-11.83,-46.53,-27.26,0.0,43.41,14.49,7.86,7.69,7.13,3777.25,549.0,1643.4,853.92,334.24,69.34,8.56,-8.5,28.41,73.83,92.12,1431.44,0.49,0.54,1.83,1.4,4.01,161.44,2.26,261.51,90.95,0.0,0.0,0.62,2.16,0.67,1.3,19229.47,22.81,103.34,255.85,46.77,48.81,51.19,30.97,1
56,(주)네오위즈,95660,2012-12-01,2007-07-02,,5,  출판업,1.02,-5.79,-86.96,-21.71,35.32,5.7,-0.07,-89.74,36.75,0.86,2.94,18.76,0.92,30782.08,358.0,157.55,157.52,50.6,18.77,116.93,12.72,105.44,51.39,46.1,2390.72,1.08,2.4,1.95,2643.51,5.95,9.18,39.78,0.14,61.29,0.05,0.0,1.4,5.93,2.41,2.41,179996.8,28.76,163.13,2666.89,26.68,54.45,45.55,3.21,0
57,(주)네오위즈,95660,2013-12-01,2007-07-02,,5,  출판업,-34.35,-4.09,402.19,12.73,-49.03,2.54,-19.01,525.43,44.21,10.58,16.83,18.38,8.28,20209.79,2168.0,152.55,152.28,66.7,11.14,71.33,10.3,115.92,32.34,58.37,2694.76,0.78,1.52,1.37,2499.12,6.01,10.56,34.56,0.15,60.73,0.04,0.0,1.11,4.1,1.82,1.83,175124.17,34.55,165.47,4947.93,39.54,46.5,53.5,26.76,0
58,(주)네오위즈,95660,2014-12-01,2007-07-02,,5,  출판업,-54.61,-94.92,-14.1,-34.85,21.96,-3.71,-16.48,0.0,51.64,-4.07,-2.63,7.84,-1.76,9173.15,-351.0,375.16,374.68,78.05,34.64,48.62,5.0,78.43,47.23,67.28,2589.97,0.43,0.69,0.71,731.71,5.9,22.11,16.51,0.5,61.89,0.02,0.0,0.77,3.62,1.1,1.11,80754.13,19.08,1502.31,6439.58,40.17,78.32,21.68,-10.13,0
59,(주)네오위즈홀딩스,42420,2012-12-01,2000-06-27,,5,  출판업,2.16,-7.22,-26.92,-14.8,13.76,2.71,-1.46,-48.82,35.03,1.87,6.79,16.96,2.0,81138.15,1233.0,165.29,165.12,63.33,21.3,79.06,20.9,82.49,53.93,55.85,3568.23,1.07,1.95,2.15,1577.03,6.13,8.99,40.61,0.23,59.56,0.05,0.0,1.3,8.04,2.13,2.13,224993.09,32.62,252.82,3133.5,30.28,62.16,37.84,6.19,0
60,(주)네오위즈홀딩스,42420,2013-12-01,2000-06-27,,5,  출판업,-31.08,-3.43,4.09,9.5,-35.31,8.07,-14.66,101.43,43.43,11.7,12.59,17.33,9.37,55923.61,2482.0,192.36,192.03,85.95,19.63,41.39,17.47,83.58,40.88,70.73,4051.07,0.8,1.28,1.54,1261.35,6.27,10.25,35.61,0.29,58.21,0.04,0.0,1.06,5.85,1.67,1.67,198668.51,33.76,231.17,5236.64,38.8,50.28,49.72,30.15,0
61,(주)네오위즈홀딩스,42420,2014-12-01,2000-06-27,,5,  출판업,-48.8,-89.18,-20.09,-16.57,17.91,12.31,-2.47,166.65,48.34,21.93,27.59,8.17,9.89,28634.86,6619.0,390.63,390.17,108.48,36.77,22.78,17.44,62.09,49.43,81.45,5220.16,0.45,0.59,0.82,703.89,6.31,16.5,22.12,0.52,57.87,0.03,0.0,0.73,5.51,1.0,1.0,176915.2,30.82,1902.58,12431.26,67.47,44.26,55.74,32.5,0
62,(주)네오티스,85910,2012-12-01,2007-10-01,,5,  자동차 및 트레일러 제조업,19.86,61.28,22.44,25.65,-24.49,1.86,3.18,8.51,4.58,-0.39,-2.97,1.31,-0.94,56548.24,-218.0,121.12,120.73,2.35,13.58,216.24,33.52,69.92,77.89,31.62,1406.19,2.44,7.71,10.99,83.69,3.97,5.5,66.31,4.36,91.86,0.03,0.01,1.71,93.99,3.13,3.26,10321.87,6.39,223.87,904.22,2.66,94.15,5.85,-14.51,0
63,(주)네오티스,85910,2013-12-01,2007-10-01,,5,  자동차 및 트레일러 제조업,3.25,3.6,-4.33,1.03,62.17,0.85,21.08,-47.36,23.5,6.72,3.79,4.45,2.85,3868.31,284.0,163.86,147.43,62.93,17.12,40.46,7.82,78.77,43.92,71.2,1284.36,0.42,0.6,0.76,9.62,3.74,17.36,21.02,37.92,97.67,0.01,0.0,0.6,0.97,0.97,1.07,15818.52,18.57,46.29,95.7,43.8,61.14,38.86,15.34,0
64,(주)네오티스,85910,2014-12-01,2007-10-01,,5,  자동차 및 트레일러 제조업,4.27,-8.04,13.47,28.15,-37.48,5.46,-0.68,19.31,24.31,8.13,4.31,5.31,3.62,3790.3,0.0,127.93,104.64,5.82,6.03,32.28,6.55,95.71,27.65,75.6,1266.53,0.44,0.59,0.61,8.84,4.13,18.51,19.72,41.27,88.42,0.01,0.0,0.9,1.1,1.61,1.97,17394.94,20.55,57.91,103.05,46.19,61.07,38.93,17.61,0
65,(주)네오팜,92730,2012-12-01,2007-01-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,10.8,-6.06,41.06,-8.74,13.35,0.17,0.42,-28.36,0.0,27.36,15.92,9.84,7.46,9372.99,2641.0,155.21,155.21,15.18,29.02,115.73,28.19,39.73,81.59,46.35,3281.22,0.27,0.58,1.24,0.0,3.56,0.6,604.07,0.0,102.48,0.0,0.34,0.21,8.29,0.35,0.35,60927.73,18.89,629.37,0.0,74.25,44.0,56.0,36.85,0
66,(주)네오팜,92730,2013-12-01,2007-01-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,7.26,-6.01,22.59,-7.42,12.3,1.38,1.81,192.55,12.4,-67.9,-30.26,-12.57,-12.11,803.2,-614.0,243.47,216.7,180.75,19.8,68.91,188.23,112.14,33.61,59.2,612.37,0.18,0.45,0.25,3.59,3.95,41.95,8.7,101.57,92.43,0.01,0.0,0.41,0.34,0.64,0.78,-410.68,-2.36,-5.31,-18.77,-15.2,0.0,0.0,0.0,0
67,(주)네오팜,92730,2014-12-01,2007-01-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,27.14,-6.04,9.27,-15.59,20.62,2.67,3.1,35.54,26.29,-36.3,-14.69,-4.46,-8.31,1151.95,-418.0,145.85,122.36,88.72,7.23,85.85,629.34,143.09,23.01,53.81,526.47,0.23,0.4,0.32,6.19,6.94,34.62,10.54,59.0,52.62,0.01,0.0,0.53,0.48,0.8,0.92,932.19,5.66,12.68,48.68,24.05,127.11,-27.11,-150.94,0
68,(주)네오퍼플,28090,2012-12-01,1996-11-29,2013-05-03,4,  식료품 제조업,-23.25,-63.42,-5.37,-35.37,21.96,-18.85,-6.54,0.0,14.27,-53.08,-103.49,-10.43,-32.81,419.35,0.0,98.41,84.59,30.92,-1.06,204.43,-2.52,104.65,65.62,32.85,41.58,0.62,1.88,1.8,6.71,14.7,25.25,14.45,54.42,24.83,0.02,0.0,0.47,5.46,0.94,1.1,-11813.58,-29.25,-258.29,-943.07,-47.31,0.0,0.0,0.0,1
69,(주)네이블커뮤니케이션즈,153460,2013-12-01,2012-07-19,,5,  출판업,-23.02,-1.82,1159.95,-2.49,-15.74,6.02,-11.72,-79.46,0.0,18.03,15.82,16.61,12.96,1538.02,277.0,492.28,492.28,91.23,61.34,21.82,4.62,28.05,76.97,82.09,371.07,0.72,0.88,4.51,0.0,14.57,0.0,0.0,0.0,25.06,0.04,0.07,0.72,85.06,0.86,0.86,14683.11,42.18,4524.55,0.0,61.99,64.12,35.88,29.08,0
70,(주)네이블커뮤니케이션즈,153460,2014-12-01,2012-07-19,,5,  출판업,8.04,-1.82,-39.71,6.88,1.62,-0.92,3.38,-56.6,50.0,2.06,2.08,1.51,1.61,4873.74,106.0,353.59,341.69,82.56,46.9,22.69,126.65,42.45,65.4,81.5,1016.41,0.78,0.96,2.26,35.51,2.77,11.31,32.26,10.28,131.62,0.01,0.04,0.93,3.01,1.19,1.24,13216.4,43.59,167.91,0.0,55.77,93.68,6.32,3.69,0
71,(주)네패스,33640,2012-12-01,1999-12-14,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5.23,11.01,11.79,10.97,-4.6,9.36,5.98,0.0,26.69,4.12,7.56,13.1,3.63,13312.21,501.0,107.66,85.92,22.09,2.05,116.0,7.99,153.61,28.88,46.3,1362.66,0.88,1.94,1.27,15.52,6.36,15.28,23.89,23.51,57.35,0.02,0.15,1.58,1.43,2.9,3.57,85831.24,25.34,48.47,86.65,29.54,39.67,60.33,13.93,0
72,(주)네패스,33640,2013-12-01,1999-12-14,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",25.33,4.52,26.95,7.54,39.0,-25.66,16.63,0.0,11.11,-12.58,-24.11,-0.08,-12.48,16683.9,-1562.0,89.92,73.33,18.29,-3.86,238.87,-0.1,222.22,34.42,29.51,1155.16,0.99,2.66,1.46,16.24,8.54,17.99,20.29,22.47,42.76,0.02,0.15,1.53,1.66,3.11,3.85,59763.9,15.13,28.49,43.84,16.41,67.93,32.07,-76.65,0
73,(주)네패스,33640,2014-12-01,1999-12-14,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-9.7,-13.25,-36.15,-9.57,11.21,28.17,-2.42,0.0,13.98,-3.54,-6.73,2.0,-2.98,15064.85,-391.0,138.54,123.87,69.6,10.91,157.99,0.66,156.78,39.23,38.76,1094.87,0.84,2.47,1.33,16.0,8.44,16.01,22.8,22.81,43.26,0.02,0.12,1.2,1.57,2.29,2.67,81181.29,21.06,46.28,77.77,24.69,48.94,51.06,-14.32,0
74,(주)넥스턴바이오사이언스,89140,2012-12-01,2006-11-01,,5,  기타 기계 및 장비 제조업,-22.12,-2.7,47.57,-3.2,-9.46,1.74,-7.65,-20.99,46.01,-6.87,-4.7,-5.0,-2.85,674.94,-50.0,331.0,293.93,194.16,44.73,65.06,158.14,59.28,64.09,60.58,986.22,0.41,0.68,1.15,5.78,2.46,8.93,40.85,63.19,148.14,0.01,0.0,0.5,2.1,0.65,0.73,922.32,1.51,7.66,142.02,3.64,356.14,-256.14,-188.76,0
