회사명,거래소코드,회계년도,매출액증가율(IFRS),총자본증가율(IFRS),매출액순이익률(IFRS),총자본정상영업이익률(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 총자본비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS)
메디앙스(주),014100,2015/12,-7.57,4.63,1.8,4.1,15,8.72,1.6,3.88,18.96,70.25
메디포스트(주),078160,2010/12,52.68,5.64,10.89,2.35,5.74,1.07,0.27,0.33,7.95,60.28
메디포스트(주),078160,2011/12,40.26,81.81,16.17,3.26,4.51,0.4,0.26,0.3,6.56,89.66
메디포스트(주),078160,2012/12,11.27,3.25,7.67,-0.7,-22.06,-2.14,0.22,0.24,2.95,24.66
메디포스트(주),078160,2013/12,4.4,8.11,6.17,0.41,-15.53,-2.46,0.22,0.25,4.2,35.97
메디포스트(주),078160,2014/12,0.97,30.67,-1.17,-0.24,-1.9,-0.65,0.18,0.25,2.88,11.12
메디포스트(주),078160,2015/12,18.09,2.22,9.95,0.62,-3.91,-0.76,0.19,0.26,4.66,18.95
무림에스피(주),001810,2010/12,5.03,13.53,8.89,5.66,8.05,2.56,0.66,0.99,16.02,71.55
무림에스피(주),001810,2011/12,7.75,7.84,3.41,4.61,-5.9,-2.08,0.65,0.97,11.03,45.36
무림에스피(주),001810,2012/12,-3.37,-3.95,6.57,3.39,14.05,5.01,0.61,0.95,14.22,55.64
무림에스피(주),001810,2013/12,2.88,2.16,5.68,4.73,16.48,5.59,0.64,0.98,13.74,54.79
무림에스피(주),001810,2014/12,-7.74,3.86,3.15,4.5,11.63,4.12,0.57,0.87,11.94,49.56
무림에스피(주),001810,2015/12,-4.29,0.4,2.92,3.04,15.19,5.27,0.53,0.82,11.2,47.45
미래나노텍(주),095500,2010/12,3.8,7.57,8.68,11.68,28.22,10.45,1.07,1.72,20.99,96.8
미래나노텍(주),095500,2011/12,-7.58,0.1,4.02,5.47,22.14,7.78,0.95,1.49,17.97,72.05
미래나노텍(주),095500,2012/12,17.53,17.02,6.68,11.96,26.51,10.28,1.03,1.64,21.41,106.71
미래나노텍(주),095500,2013/12,-17.2,1.5,0.66,0.63,17.98,7.69,0.78,1.32,13.83,59.45
미래나노텍(주),095500,2014/12,-19.47,-17.79,-21.09,-9.92,11.17,5.2,0.69,1.24,-2.74,-9.3
미래나노텍(주),095500,2015/12,2.47,-8.49,2.58,2.11,19.41,7.76,0.82,1.44,16.07,55.12
미리넷(주),056710,2010/12,-20.91,-34.15,18.65,-5.9,14.26,6.96,0.68,1.98,41.28,981.84
미리넷(주),056710,2011/12,-36.01,18.13,-447.6,-50.33,-5.65,-12.83,0.5,0,-200.18,-37865.43
미스터블루(주),207760,2014/12,,,,,,,,,,
미스터블루(주),207760,2015/12,0,0,-35.44,12.27,40.48,11.63,0.57,0.8,-11.54,-50.14
미주제강(주),002670,2010/12,11.03,-21.92,-12.67,-2.3,6.85,3.57,0.96,1.96,-3.1,-12.37
미주제강(주),002670,2011/12,-24.11,-20.14,-34.38,-4.32,18.6,12.42,0.92,2.23,-23.72,-82.33
바디텍메드(주),206640,2014/12,,,,,,,,,,
바디텍메드(주),206640,2015/12,0,0,-3.77,17.76,81.65,13.62,0.55,0.66,13.76,79.51
바이온(주),032980,2010/06,-15.06,1.74,-8.88,-10.13,-60.81,-25.99,1.03,3.29,-6.7,-15.64
바이온(주),032980,2011/06,-9.28,23.17,-22.73,-18.08,-16.76,-7.54,0.83,1.48,-4.64,-11.5
바이온(주),032980,2012/06,-19.53,-0.87,0.81,3.91,-37.09,-12.61,0.6,1,18.98,49.05
바이온(주),032980,2013/06,-0.52,-40.22,-97.64,-17.86,-122.8,-26.34,0.76,1.07,-72.28,-139.24
바이온(주),032980,2014/06,-8.11,80.23,-86.57,-13.68,-96.85,-17.02,0.66,0.82,-34.12,-125.95
바이온(주),032980,2015/12,0,0,6.83,2.51,-54.05,-12.09,0.5,0.64,11.29,51.45
베뉴지(주),019010,2010/12,5.77,-7.68,-31.12,-7.41,-2.92,-1.62,0.25,0.55,-4.75,-8.52
베뉴지(주),019010,2011/12,-13.42,-1.22,-1.69,0.97,-0.59,-0.33,0.23,0.51,4.24,7.54
베뉴지(주),019010,2012/12,-19.97,-19.99,-24.05,-0.68,-7.28,-3.76,0.2,0.44,-2.41,-5.17
베뉴지(주),019010,2013/12,-28.98,-4.37,-23.05,-0.09,-3.87,-2.07,0.17,0.35,-1.58,-3.28
베뉴지(주),019010,2014/12,9.27,6.69,-3.83,0.67,17.79,10.16,0.18,0.4,2.64,5.28
베뉴지(주),019010,2015/12,-0.98,-7.75,45.57,0.43,22.99,10.09,0.18,0.37,14.57,27.69
보성파워텍(주),006910,2010/12,29.23,7.91,3.56,6.07,-6.31,-3.02,1.29,3.41,18.92,48.81
보성파워텍(주),006910,2011/12,-19.96,7.18,-4.01,-3.47,-25.64,-14,0.96,1.97,9.17,25.59
보성파워텍(주),006910,2012/12,40.18,20.45,1.02,3.59,-6.68,-4.08,1.18,2.81,13.94,39.22
보성파워텍(주),006910,2013/12,-3.11,-5.68,-2.04,1.02,3.58,2.19,1.07,2.76,12.92,34.61
보성파워텍(주),006910,2014/12,-13.02,-8.63,-5.44,-4.92,-1.94,-1.14,1.01,2.52,8.31,20.91
보성파워텍(주),006910,2015/12,-13.52,10.78,0.81,1.93,-0.07,-0.04,0.86,1.86,11.13,31.48
비알엔사이언스(주),038710,2010/12,714.05,209.84,-180.93,-13.73,-5.41,-5.25,0.6,3.22,-62.92,-142.88
비에이치아이(주),083650,2010/12,-34.81,5.01,12.02,8.68,13.52,8.95,0.65,2,18.71,44.5
비에이치아이(주),083650,2011/12,37.73,34.44,3.66,5.62,10.35,7.61,0.74,2.5,10.82,33.37
비에이치아이(주),083650,2012/12,109.57,56.91,5.18,5.68,-10.89,-8.34,1.05,4.28,13.34,49.01
비에이치아이(주),083650,2013/12,23.22,-3.18,2.93,4.46,-17.65,-12.79,1.08,4.24,13.54,50.57
비에이치아이(주),083650,2014/12,-19.75,-4.75,-1.49,0.2,3.85,2.84,0.9,3.34,10.73,39.22
비에이치아이(주),083650,2015/12,-28.6,-14.81,-18.04,-8.34,13.21,10.56,0.71,3.04,-2.19,-5.01
빛샘전자(주),072950,2012/12,-3.02,10.82,9.63,8.92,78.31,8.35,0.86,0.99,22.87,71.03
빛샘전자(주),072950,2013/12,-7.22,2.26,4.62,3.74,85.77,9.57,0.75,0.84,18.48,56.31
빛샘전자(주),072950,2014/12,-12.68,18.8,3.52,1.3,43.52,5.92,0.59,0.67,13.24,31.93
빛샘전자(주),072950,2015/12,3.45,4.31,10.07,4.41,59.24,7.74,0.55,0.64,17.04,47
삼륭물산(주),014970,2010/12,-2.7,27.67,13.4,11.09,24.66,7.4,0.67,1.01,18.46,87.99
삼륭물산(주),014970,2011/12,6.04,33.3,9.52,6.5,13.88,6.11,0.55,0.88,11.76,80.3
삼륭물산(주),014970,2012/12,16.56,10.44,8.01,5.54,12.22,5.65,0.53,0.96,12.79,107.32
삼륭물산(주),014970,2013/12,-12.29,-3.24,6.44,4.24,16.16,6.84,0.45,0.81,11.79,112.6
삼륭물산(주),014970,2014/12,3.18,-3.12,4.07,4.42,13.14,5.32,0.48,0.82,12.39,142.09
삼륭물산(주),014970,2015/12,2.52,1.22,6.27,5.53,8.92,3.5,0.5,0.82,11.53,117.23
삼목에스폼(주),018310,2010/12,-5.24,33.14,8.48,11.33,57.84,23.91,0.92,1.73,32.11,47.87
삼목에스폼(주),018310,2011/12,2.55,-17.62,2.39,3.45,85.21,23.93,0.91,1.41,25.47,38.2
삼목에스폼(주),018310,2012/12,14.72,19.46,3.42,4.91,45.88,16.85,1.05,1.56,21.93,34.34
삼목에스폼(주),018310,2013/12,49.26,27.01,9.75,14.99,52.88,20.34,1.27,2.04,31.38,40.79
삼목에스폼(주),018310,2014/12,15.47,10.54,16.02,24.66,107.98,27.62,1.25,1.82,40.61,57.75
삼목에스폼(주),018310,2015/12,3.5,14.34,12.78,18.11,105.59,22.94,1.15,1.5,34.1,48.99
삼보모터스(주),053700,2010/12,2875.05,721.97,-5.41,-15.33,3.07,1.8,2.58,6.55,13.69,36.24
삼보모터스(주),053700,2011/12,19.26,18.37,1.09,2.61,9.81,6.23,1.58,4.1,24.22,71.36
삼보모터스(주),053700,2012/12,17.98,24.87,1.7,8.11,12.7,8.81,1.53,4.61,24.25,73.77
삼보모터스(주),053700,2013/12,6.68,30.07,0.6,4.14,6.86,5.1,1.28,4.59,22.57,77.49
삼보모터스(주),053700,2014/12,-6.38,10.05,3.62,5.37,1.92,1.28,1.01,3.38,20.39,59.66
삼보모터스(주),053700,2015/12,7.11,6.12,2.57,4.08,9.07,5.86,1,2.9,19.93,56.62
삼보산업(주),009620,2010/12,56.8,35.09,2.57,9.42,3.2,2.59,2.74,15.76,14.31,59.45
삼보산업(주),009620,2011/12,7.43,19.51,0.72,4.24,-2.19,-1.81,2.33,12.81,10.61,52.46
삼보산업(주),009620,2012/12,-1.94,-3.75,0.8,4.04,2.85,2.29,2.14,11.51,11.85,47.65
삼보산업(주),009620,2013/12,-6.14,32.28,-1.42,0.38,6.83,6.07,1.77,11.84,5.01,27.24
삼보산업(주),009620,2014/12,22.31,24.12,-1.1,1.11,-5.21,-4.84,1.69,18.87,7.57,31.05
삼보산업(주),009620,2015/12,-3.55,-10.48,0.38,4.05,-1.23,-1.12,1.55,19.77,10.38,40.11
삼아제약(주),009300,2010/12,3.1,15.89,42.03,3.01,-6.05,-1.26,0.46,0.6,35.94,116.81
삼아제약(주),009300,2011/12,3.87,7.08,17.27,5.68,28.53,5.65,0.43,0.53,18.48,65.99
삼아제약(주),009300,2012/12,-0.5,5.02,21.12,6.56,52.15,8.45,0.4,0.49,17.69,68.41
삼아제약(주),009300,2013/12,-3.42,1.56,13.15,4.15,56.01,7.51,0.37,0.44,17.77,62.73
삼아제약(주),009300,2014/12,3.92,-0.8,14.21,3.97,83.14,6.68,0.39,0.43,18.75,65.02
삼아제약(주),009300,2015/12,5.08,4.83,12,4.05,86.47,7.26,0.4,0.44,18.63,65.89
삼영엠텍(주),054540,2010/12,1.17,15.5,6.24,8.97,20.24,8.28,1.06,1.75,17.83,91.9
삼영엠텍(주),054540,2011/12,3.92,1.92,7.65,10.52,21.63,8.45,1.02,1.7,20.05,114.58
삼영엠텍(주),054540,2012/12,-1.36,18.79,9.19,9.22,29.76,12.49,0.91,1.53,18.83,98.59
삼영엠텍(주),054540,2013/12,-8.89,10.8,2.76,4.47,6.05,2.66,0.73,1.27,13.67,59.48
삼영엠텍(주),054540,2014/12,-7.52,-3.89,-0.98,0.17,-2.75,-1.22,0.65,1.16,8.68,36.52
삼영엠텍(주),054540,2015/12,-9.32,-5.82,3.58,4.6,17.3,6.96,0.62,1.08,12.69,52.96
삼영이엔씨(주),065570,2010/12,6.5,7.79,18,16.92,77.95,14.41,0.73,0.94,28.85,206.7
삼영이엔씨(주),065570,2011/12,6.87,10.7,18.87,15.7,59.95,9.67,0.71,0.86,27.95,250.93
삼영이엔씨(주),065570,2012/12,-1.34,10.17,17.62,14.48,44.62,6.97,0.64,0.76,24.35,189.04
삼영이엔씨(주),065570,2013/12,3.4,8.93,16.68,12.2,72.54,7.34,0.6,0.69,22.63,133.5
삼영이엔씨(주),065570,2014/12,-4.8,12.81,17.01,9.54,57.2,8.1,0.52,0.59,21.03,101.49
삼영이엔씨(주),065570,2015/12,-18.78,0.58,15.15,5.59,109.4,11.82,0.39,0.45,17.78,89.38
삼지전자(주),037460,2010/12,143.37,17.45,9.84,1.69,10.09,3.15,0.51,0.7,11.22,410.14
삼지전자(주),037460,2011/12,33.17,-9.38,-1.58,1.48,5.28,1.56,0.67,0.96,4.96,133.79
삼지전자(주),037460,2012/12,13.22,-2.59,5.41,2.73,2.02,0.51,0.8,1.1,12.87,198.76
삼지전자(주),037460,2013/12,-17.16,-4.86,-5.68,4.64,26.2,5.62,0.69,0.9,2.72,42.15
삼지전자(주),037460,2014/12,-42.08,8.38,-7.85,-4.43,16.36,4.39,0.39,0.52,3.31,67.61
삼지전자(주),037460,2015/12,-19.14,47.67,5.05,-1.53,3.58,1.2,0.25,0.36,4.97,35.94
삼천당제약(주),000250,2010/12,9.81,3.75,9.29,9.71,64.66,9.91,0.8,0.95,28.02,101.24
삼천당제약(주),000250,2011/12,3.98,3.22,7.3,6.97,76.92,11.27,0.8,0.94,25.62,96.93
삼천당제약(주),000250,2012/12,-1.18,4.1,1.75,5.93,35.66,6.31,0.76,0.91,23.14,85.08
삼천당제약(주),000250,2013/12,4.88,14.62,7.67,8.27,20.51,4.88,0.73,0.92,22.99,94.35
삼천당제약(주),000250,2014/12,13.84,3.96,8.98,8.56,35.67,6.79,0.76,0.97,26.69,105.86
삼천당제약(주),000250,2015/12,9.83,5.43,8.41,8.5,28.39,5.29,0.8,0.99,26.04,108.23
삼천리자전거(주),024950,2010/12,-12.03,1.41,5.16,4.38,34.8,3.99,0.91,1.04,14.81,39.55
삼천리자전거(주),024950,2011/12,22.41,8.46,1.32,2.33,-18.86,-3.49,1.06,1.25,11.08,32.03
삼천리자전거(주),024950,2012/12,21.38,7.69,7.03,8.8,14.17,2.67,1.19,1.47,21.27,66.27
삼천리자전거(주),024950,2013/12,1.68,5.67,7.92,8.8,47.33,7.94,1.14,1.38,22.08,63.91
삼천리자전거(주),024950,2014/12,10.07,18.79,8.28,12.78,35.98,8.41,1.12,1.4,22.84,64.32
삼천리자전거(주),024950,2015/12,3.93,8.93,9.88,12.06,39.15,9.27,1.02,1.34,22.66,75.47
삼현철강(주),017480,2010/12,2.78,27.3,5.92,9.11,34.52,11.85,1.24,1.73,14.69,161.06
삼현철강(주),017480,2011/12,22.05,3.66,7.83,13.2,14.49,4.52,1.33,1.98,17.87,151.33
삼현철강(주),017480,2012/12,16.47,3.79,3.43,6.42,25,7.74,1.49,2.17,12.23,39.58
삼현철강(주),017480,2013/12,-0.89,2.41,3.05,5.59,28.35,8.41,1.44,2.06,11.65,44.85
삼현철강(주),017480,2014/12,-8.97,-4.85,5.69,5.44,17.07,3.59,1.32,1.78,17,60.84
삼현철강(주),017480,2015/12,-23.38,-13.76,-0.51,4.76,123.47,11,1.12,1.32,4.83,15.23
상신이디피(주),091580,2010/12,46.21,24.92,2.93,6.31,9.42,5.04,1.23,2.72,30.5,62.75
상신이디피(주),091580,2011/12,35.51,10.71,4.32,10.15,16.37,8.34,1.42,2.97,27.96,55.35
상신이디피(주),091580,2012/12,-12.05,9.61,2.1,5.6,17.99,9.5,1.13,2.36,23.34,40.73
상신이디피(주),091580,2013/12,0.88,6.09,4.6,7.8,19.14,9.84,1.06,2.22,26.05,55.1
상신이디피(주),091580,2014/12,-18.66,-0.27,3.62,4.09,24.92,12.17,0.84,1.68,23.62,53.24
상신이디피(주),091580,2015/12,-22.6,1.04,-3.27,-1.68,10.91,5.68,0.65,1.31,16.03,40.72
서암기계공업(주),100660,2011/12,43.3,50.35,14.95,15.75,41.92,9.45,0.89,1.18,29.48,102.85
서암기계공업(주),100660,2012/12,-11.24,-1.87,13.36,10.36,90.65,12.44,0.67,0.81,26.43,87.74
서암기계공업(주),100660,2013/12,-22.05,0.73,7.91,3.41,77.69,9.12,0.52,0.6,20.01,72.65
서암기계공업(주),100660,2014/12,2.27,3.72,5.06,1.57,51.09,7.01,0.52,0.6,18.39,71.59
서암기계공업(주),100660,2015/12,5.49,-0.94,4.06,1.06,35.97,4.41,0.54,0.62,18.79,73.02
서울반도체(주),046890,2010/12,85.04,54.09,12.93,17.49,12.86,3.5,1.25,1.6,24.74,162.28
서울반도체(주),046890,2011/12,-11.86,7.93,4.68,3.6,4.63,1.42,0.87,1.23,13.7,69.78
서울반도체(주),046890,2012/12,15.66,-1,1.06,1.89,8.09,2.41,0.98,1.4,11.9,62.18
서울반도체(주),046890,2013/12,13.95,-2.23,4.38,7.29,30.12,7.02,1.13,1.54,20.55,104.87
서울반도체(주),046890,2014/12,-13.63,10.4,-0.05,-0.29,8.27,2.6,0.94,1.3,9.54,47.18
서울반도체(주),046890,2015/12,14.48,2.2,2.25,2.61,21.38,6.76,1.02,1.48,12.74,67.33
서울전자통신(주),027040,2010/12,6.65,15.69,97.83,22.5,-14.45,-2.48,0.17,0.22,26.27,926.85
서울전자통신(주),027040,2011/12,14.91,5.89,4.54,0.42,-17.74,-3.74,0.18,0.22,5.02,156.75
서울전자통신(주),027040,2012/12,-16.42,-14.02,-113.15,-5.83,8.2,2.34,0.15,0.2,-11.84,-246.13
서울전자통신(주),027040,2013/12,65.12,9.2,50.74,-2.7,18.66,4.08,0.26,0.35,3.58,82.43
서울전자통신(주),027040,2014/12,24.38,-13.03,-74.57,0.62,32.37,11.62,0.33,0.47,-34.76,-625.55
서울전자통신(주),027040,2015/12,-5.33,-10.12,-0.93,0.69,21.76,9.4,0.36,0.59,9.3,252.02
서호전기(주),065710,2010/12,-57.08,-12.18,4.71,-1.21,198.1,18.24,0.35,0.42,12.55,45.7
서호전기(주),065710,2011/12,10.14,-4.11,1.68,-1.62,228.45,21.25,0.43,0.47,8.66,29.3
서호전기(주),065710,2012/12,14.99,0.35,3.48,0.61,67.31,5.62,0.5,0.55,10.89,37.28
서호전기(주),065710,2013/12,4.26,0.97,5.81,2.27,37.11,2.7,0.52,0.56,12.95,44.58
서호전기(주),065710,2014/12,29.82,14.06,7.55,4.83,34.41,5.24,0.62,0.7,15.67,61.74
서호전기(주),065710,2015/12,52.3,9.05,5.89,5.84,54.34,11.09,0.85,1.04,17.89,77.24
성우전자(주),081580,2010/12,-0.33,8.33,4.23,2.15,10.78,2.95,1.14,1.55,13.57,72.61
성우전자(주),081580,2011/12,11.08,7.85,7.29,3.95,14.5,3.77,1.17,1.6,18.59,99.2
성우전자(주),081580,2012/12,3.44,12.28,3.97,1.71,21.96,5.69,1.1,1.49,12.96,76.45
성우전자(주),081580,2013/12,28.78,3.69,3.75,8.28,28.12,7.3,1.31,1.77,16.52,98.57
성우전자(주),081580,2014/12,-0.1,3.58,8.47,8.73,62.48,12.75,1.27,1.65,21.35,135.39
성우전자(주),081580,2015/12,2.79,3.51,4.59,3.62,77.48,9.54,1.26,1.5,18.02,117.18
성우테크론(주),045300,2010/12,36.38,36.07,3.68,2.61,4.77,2.34,0.53,0.99,28.2,87.85
성우테크론(주),045300,2011/12,-4.62,2.21,11.06,6.95,9.16,4.29,0.44,0.84,34.33,67.71
성우테크론(주),045300,2012/12,6.47,6.1,0.9,-0.9,5.45,2.75,0.45,0.87,24.8,52.8
성우테크론(주),045300,2013/12,13.07,17.88,3.19,0.71,7.6,3.06,0.45,0.82,21.53,36.73
성우테크론(주),045300,2014/12,-3.36,-3.37,-4.38,0.96,7.36,2.98,0.41,0.69,18.87,31.49
성우테크론(주),045300,2015/12,15.41,-3.41,-0.2,1.97,7.27,2.87,0.49,0.81,23.01,38.36
성융광전투자유한공사,900150,2010/12,,,,,,,,,,
성융광전투자유한공사,900150,2011/12,,,,,,,,,,
성호전자(주),043260,2010/12,42.16,12.19,5.34,9.5,5.42,2.68,1.42,2.85,16.88,104.64
성호전자(주),043260,2011/12,-18.74,5.22,2.76,3.93,4.64,2.27,1.06,2.09,10.47,75.28
성호전자(주),043260,2012/12,-22.39,8.48,0.82,-0.3,7.16,3.59,0.77,1.53,5.28,42.48
성호전자(주),043260,2013/12,-26.54,-3.3,-5.06,-2.15,9.11,4.45,0.55,1.1,2.31,14.11
성호전자(주),043260,2014/12,-6.38,-1.79,-6.1,-1.08,3.85,1.96,0.53,1.06,1.49,9.12
성호전자(주),043260,2015/12,1.66,-5.95,0.89,3.56,3.31,1.57,0.56,1.11,3.96,23.18
세명전기공업(주),017510,2010/12,14.09,6.93,15.41,4.75,8.2,1.55,0.28,0.33,11.05,19.65
세명전기공업(주),017510,2011/12,20.68,2.98,11.96,3.96,22.86,4.47,0.32,0.4,10.13,18.59
세명전기공업(주),017510,2012/12,-3.9,5.82,20.98,3.25,35.03,6.76,0.29,0.37,11.77,23.23
세명전기공업(주),017510,2013/12,22.42,3.48,22.53,8.49,33.58,5.38,0.34,0.42,14.97,22.9
세명전기공업(주),017510,2014/12,-13.66,-0.25,16.19,6,45.09,6.45,0.29,0.35,11.19,17.82
세명전기공업(주),017510,2015/12,1.8,6.08,20.09,7.54,57.04,7.95,0.29,0.34,12.01,20.38
세미텍(주),081220,2010/12,46.68,7.31,2.02,4.39,22.7,15.37,1.29,4.16,43.49,57.85
세미텍(주),081220,2011/12,9.04,6.15,0.72,3.65,38.02,25.21,1.31,3.98,43.58,60.66
세미텍(주),081220,2012/12,-5.02,-0.35,-3.69,-2.58,27.28,19.88,1.21,3.99,37.93,50.62
세미텍(주),081220,2013/12,-10.6,-17.81,-8.12,-2.7,22.42,17.32,1.19,4.75,37.07,44.73
세종텔레콤(주),036630,2010/12,-8.11,-20.73,-5.04,-0.4,2.01,1.39,1.36,5.9,13.84,34.04
세종텔레콤(주),036630,2011/12,-1.54,-0.72,-3.42,-3.15,12.38,9.19,1.52,5.35,12.58,35.97
세종텔레콤(주),036630,2012/12,-26.45,-14.56,-2.33,-1.49,-2.73,-1.03,1.21,2.83,17.12,47.02
세종텔레콤(주),036630,2013/12,-43.42,-30.88,-22.86,-5.73,-17.48,-6.11,0.88,1.38,0.66,1.52
세종텔레콤(주),036630,2014/12,-14.36,-11.84,1.25,1.12,29.29,7.7,0.98,1.41,25.46,99.95
세종텔레콤(주),036630,2015/12,39.96,48.21,-3.1,0.39,14.72,7.82,1.17,2.03,26.07,50.08
소니드(주),060230,2010/12,691.83,191.43,-44.73,-25.58,-2.53,-2.06,0.66,1.77,-6.31,-10.77
소니드(주),060230,2011/12,19.42,-22.04,-39.13,-10.2,-2.75,-2.61,0.6,4.78,-6.11,-10.23
소니드(주),060230,2012/12,21.09,-19.34,6.61,4.74,-2.27,-1.9,0.91,9.12,25.18,38.28
소니드(주),060230,2013/12,30.33,59.45,5.7,5.77,1.73,1.4,1.03,5.69,12.83,23.26
소니드(주),060230,2014/12,7.34,-21.49,-15.39,-0.76,4.41,3.83,1.01,6.12,4.12,7.66
소니드(주),060230,2015/12,-39.89,-18.01,-15.38,-2.51,-0.06,-0.04,0.76,3.45,12.69,22.14
솔브레인홀딩스(주),036830,2010/12,20.18,24.52,11.41,17.48,34.82,11.98,1.22,1.79,28.72,115.87
솔브레인홀딩스(주),036830,2011/12,31.38,37.14,3.74,16.62,16.34,7.56,1.22,2.07,19.91,68
솔브레인홀딩스(주),036830,2012/12,27.77,5.23,10.44,22.51,52.88,14.95,1.31,2.08,35.49,81.75
솔브레인홀딩스(주),036830,2013/12,-9.75,5.04,10.72,17.99,112.27,23.73,1.13,1.49,33.29,82.15
솔브레인홀딩스(주),036830,2014/12,-11.41,2.82,8.84,12.25,126.26,19.53,0.96,1.17,29.29,64.33
솔브레인홀딩스(주),036830,2015/12,13.25,24.34,11.07,16.63,61.07,14.66,0.96,1.2,26.75,78.62
스탠다드펌(주),179280,2013/12,,,,,,,,,,
스탠다드펌(주),179280,2014/12,,,,,,,,,,
시그네틱스(주),033170,2010/12,19.74,34.96,5.96,9.37,37.94,17.3,1.13,2.23,24.74,36.57
시그네틱스(주),033170,2011/12,15.84,3.35,5.5,8.27,48.94,19.81,1.12,1.97,24.77,35.4
시그네틱스(주),033170,2012/12,11.95,14.12,5.12,6.88,47.83,16.35,1.15,1.84,22.4,35.05
시그네틱스(주),033170,2013/12,-11.51,-12.48,3.29,4.16,63.86,17.49,1.02,1.48,23.58,34.1
시그네틱스(주),033170,2014/12,-14.41,-5.79,-1.94,-1.62,50.38,13.04,0.97,1.32,16.71,26.96
시그네틱스(주),033170,2015/12,-10.91,-5.33,-1.78,1.55,45.54,11.24,0.91,1.22,19.16,29.38
신라섬유(주),001000,2010/12,12.22,-1.98,-13.98,0.77,0.96,0.61,0.17,0.56,2.07,5.18
신라섬유(주),001000,2011/12,33.9,4.6,-1.42,1.26,1.55,0.94,0.22,0.58,2.1,5.46
신라섬유(주),001000,2012/12,-21.19,4.16,13.95,1.8,0.12,0.07,0.17,0.42,5.15,13.8
신라섬유(주),001000,2013/12,-17.6,2.31,15.39,1.92,0.05,0.03,0.13,0.33,4.93,13.63
신라섬유(주),001000,2014/12,-40.31,-3.3,15.77,1.48,-6.22,-3.56,0.08,0.19,4.32,11.62
신라섬유(주),001000,2015/12,13.85,-8.99,-79.14,-7.25,-7.35,-4.43,0.1,0.24,-4.2,-10.3
신라에스지(주),025870,2010/12,-23.1,3.84,2.87,4.13,8.37,3.75,0.64,1.11,20.93,53.32
신라에스지(주),025870,2011/12,95.32,14.14,-2.68,4.29,-11.48,-6.4,1.15,2.32,22.75,85.86
신라에스지(주),025870,2012/12,57.05,13.68,0.92,1.03,-7.46,-4.54,1.58,3.8,21.43,86.21
신라에스지(주),025870,2013/12,-12.16,3.2,0.83,2.99,3.78,2.28,1.28,3.26,15.65,61.38
신라에스지(주),025870,2014/12,19.33,9.15,1.58,3.58,2.08,1.3,1.44,3.76,17.13,71.73
신라에스지(주),025870,2015/12,-21.66,-24.66,-5.6,-0.67,22.55,13.08,1.24,3.14,12.45,40.22
신성델타테크(주),065350,2010/12,24.23,44.86,4.36,7.99,11.85,5.63,1.11,2.05,18.38,40.16
신성델타테크(주),065350,2011/12,-6.2,-1.52,-2.01,2.59,6.22,2.84,0.89,1.66,14.15,29.82
신성델타테크(주),065350,2012/12,-13.04,2.47,3.68,4.11,3.11,1.43,0.77,1.42,18.01,40.82
신성델타테크(주),065350,2013/12,-2.82,11.67,5.54,3.01,3.56,1.7,0.7,1.31,16,40.05
신성델타테크(주),065350,2014/12,-0.81,2.55,2.39,1.68,-0.35,-0.16,0.65,1.23,11.89,29.95
신성델타테크(주),065350,2015/12,10.32,7.28,4.43,2.98,4.76,2.29,0.68,1.3,14.07,39.54
신원종합개발(주),017000,2010/12,-28.42,-26.42,-13.16,-7.17,20.28,12.55,0.8,2.08,-3.78,-126.9
신원종합개발(주),017000,2011/12,-31.27,-36.8,-6.64,1.09,16.02,7.53,0.79,1.8,2.43,379.52
신원종합개발(주),017000,2012/12,-31.46,3.4,2.37,1.4,-27.84,-13.19,0.69,1.3,8.08,1382.77
신원종합개발(주),017000,2013/12,6.19,23.83,8.3,1.72,-13.06,-6.88,0.64,1.29,10.85,2792.69
신원종합개발(주),017000,2014/12,38.98,-8.04,-0.77,1.06,2.48,1.23,0.84,1.72,6.44,1721.45
신원종합개발(주),017000,2015/12,-39.07,0.7,-3.57,-1.95,-9.13,-4.74,0.53,1.08,5.07,1584.2
신일제약(주),012790,2010/12,-17.02,2.38,11.1,8.49,61.05,10.23,0.61,0.76,30.56,143.49
신일제약(주),012790,2011/12,-6.73,1.92,9.22,5.96,69.97,10.14,0.56,0.66,28.65,140.18
신일제약(주),012790,2012/12,18.33,3.14,11.13,8.79,88.13,10.62,0.65,0.75,30.73,123.78
신일제약(주),012790,2013/12,11.02,12.78,16.53,14.27,122.44,14.63,0.67,0.76,33.53,158.26
신일제약(주),012790,2014/12,8.69,13.17,21.14,16.3,119.2,13.51,0.64,0.72,34.46,186.54
신일제약(주),012790,2015/12,-7.18,9.21,19.6,12.58,103.91,10.82,0.53,0.6,31.08,155.4
신화인터텍(주),056700,2010/12,32.95,40.6,-2.53,1.21,-7.53,-5.55,1.6,5.15,5.75,20.02
신화인터텍(주),056700,2011/12,-44.26,-20.1,-11.91,1.76,-4.04,-3.09,0.85,3.38,5.48,13.95
신화인터텍(주),056700,2012/12,-13.5,-18.35,-3.37,4.73,29.4,20.77,0.91,3.47,14.63,33.4
신화인터텍(주),056700,2013/12,-13.99,-13.92,0.53,4.57,25.1,15.77,0.93,2.83,16.88,34.51
