,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),상장폐지사유,회계월,상장년도,회계년,연차
245,(주)아이팩토리,53810,2014-12-01,2002-07-19,2016-09-19,4,  기타 기계 및 장비 제조업,1.73,9.86,8.38,-18.7,1418.86,-14.86,-58.95,0.0,-10.22,-101.19,-103.06,-10.3,-18.21,335.35,-474.0,27.19,24.29,0.36,-52.48,482.51,-2.43,468.34,19.6,17.17,59.27,0.18,0.99,0.23,16.04,2.92,1.81,201.43,22.76,125.1,0.0,0.06,0.2,0.28,0.82,0.86,-5308.41,-6.37,-9.63,-471.85,-35.7,0.0,0.0,0.0,,12,2002,2014,12
246,(주)아이팩토리,53810,2015-12-01,2002-07-19,2016-09-19,4,  기타 기계 및 장비 제조업,-46.35,-62.37,-61.17,14.44,-88.28,33.45,-26.61,0.0,32.49,-47.63,-33.16,3.02,-8.12,215.23,-103.0,223.93,221.48,12.1,23.14,149.57,1.61,145.24,41.8,40.07,570.67,0.17,0.68,0.23,11.23,1.32,2.54,143.64,32.51,276.23,0.01,0.1,0.21,0.29,0.62,0.66,4311.89,9.64,20.61,615.18,39.51,18.99,81.01,-120.55,,12,2002,2015,13
247,(주)아인스엠앤엠,40740,2011-12-01,2004-01-28,2012-05-01,4,  소매업; 자동차 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2004,2011,7
248,(주)아큐텍,13780,2011-12-01,1997-08-18,2013-04-23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1997,2011,14
249,(주)아큐텍,13780,2012-12-01,1997-08-18,2013-04-23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1997,2012,15
250,(주)에듀언스,9010,2011-12-01,1993-12-29,2013-05-01,4,  교육 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.54,-64.28,-119.5,-27.7,-35.59,905.74,-626.0,63.64,63.59,1.86,-22.63,235.8,-4.96,202.81,39.6,29.78,97.45,0.55,1.86,0.92,1738.31,170.83,0.0,0.0,0.21,2.14,0.43,0.0,0.54,50.57,1.4,1.4,1060.79,2.07,189.05,324.09,3.74,1604.63,-1504.63,-1719.49,,12,1993,2011,18
251,(주)에듀언스,9010,2012-12-01,1993-12-29,2013-05-01,4,  교육 서비스업,-60.38,-29.64,-47.89,-79.43,-55.86,-88.2,-45.64,0.0,48.69,-110.41,-199.58,-5.66,-47.59,449.52,-573.0,24.23,24.19,2.25,-64.3,1027.46,-2.08,895.59,20.57,8.87,149.04,0.43,1.81,0.66,1311.08,112.19,0.0,0.0,0.28,3.25,0.28,0.0,0.42,32.27,1.26,1.26,-1587.72,-7.82,-402.18,-549.89,-10.29,0.0,0.0,0.0,,12,1993,2012,19
252,(주)에스마크,30270,2011-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1997,2011,14
253,(주)에스마크,30270,2012-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1997,2012,15
254,(주)에스마크,30270,2013-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1997,2013,16
255,(주)에스마크,30270,2014-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1997,2014,17
256,(주)에스마크,30270,2015-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1997,2015,18
257,(주)에스마크,30270,2016-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.81,-73.56,-44.19,-15.21,-19.99,699.84,-705.0,231.45,200.31,9.05,11.16,120.51,-6.4,177.19,19.64,45.35,233.18,0.27,0.6,0.34,10.28,12.4,34.95,10.44,35.49,29.43,0.02,0.0,0.97,0.7,1.38,1.6,-8097.64,-7.74,-19.93,-45.32,-28.48,0.0,0.0,0.0,,12,1997,2016,19
258,(주)에스마크,30270,2017-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,-37.09,-79.67,-67.16,85.9,83.72,-29.51,-39.94,0.0,-10.11,-494.69,-207.88,-11.55,-99.12,214.13,-1130.0,120.99,104.91,17.13,10.07,98.35,-2.83,83.21,58.05,50.42,70.19,0.2,0.42,0.31,4.35,7.86,14.47,25.23,83.83,46.43,0.01,0.0,0.34,0.7,0.58,0.67,-59057.71,-89.74,-715.17,-3326.39,-345.88,0.0,0.0,0.0,,12,1997,2017,20
259,(주)에스마크,30270,2018-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,-6.31,13.47,18.06,-23.91,-1.76,-18.52,-16.73,0.0,18.73,-242.62,-113.15,-15.89,-54.12,105.37,-267.0,111.56,92.41,1.04,4.88,130.23,-1.35,121.7,47.14,43.43,719.43,0.22,0.47,0.47,2.82,5.57,9.67,37.73,129.24,65.52,0.01,0.0,0.23,1.61,0.42,0.5,-16874.93,-27.37,-180.09,-1409.02,-118.69,0.0,0.0,0.0,,12,1997,2018,21
260,(주)에스마크,30270,2019-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,-25.61,-69.87,-27.0,-24.05,-2.12,-33.76,-82.06,0.0,6.51,-569.44,-61.93,-6.98,-27.02,337.29,-1851.0,111.74,87.02,0.59,5.06,149.57,-2.19,129.46,48.13,40.07,476.58,0.05,0.11,0.09,0.52,0.87,2.18,167.56,706.39,420.64,0.0,0.0,0.05,0.42,0.1,0.12,-6259.06,-13.65,-221.73,-6242.39,-245.38,0.0,0.0,0.0,,12,1997,2019,22
261,(주)에스비엠,37630,2011-12-01,1999-12-24,2013-07-24,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1999,2011,12
262,(주)에스비엠,37630,2012-12-01,1999-12-24,2013-07-24,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1999,2012,13
263,(주)에스에스컴텍,36500,2011-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,45.1,5.19,16.61,70.95,76.59,45.27,47.7,52.16,18.64,4.03,7.09,8.68,3.33,6592.62,209.0,103.72,76.89,9.39,2.22,180.28,2.25,107.16,61.77,35.68,606.99,0.83,2.33,1.97,5.58,3.42,5.83,62.61,65.39,106.59,0.01,0.31,0.73,2.65,1.43,1.92,19441.03,14.77,54.86,97.13,21.14,40.11,59.89,19.06,,12,1999,2011,12
264,(주)에스에스컴텍,36500,2012-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,17.29,15.26,2.09,26.69,-2.79,33.82,37.89,-135.21,19.89,1.78,-1.8,7.78,1.58,8445.79,-63.0,183.3,146.91,32.15,30.32,102.52,2.86,67.4,66.72,49.38,754.67,0.89,2.06,2.49,6.11,3.03,7.6,48.02,59.71,120.39,0.01,0.65,0.8,3.32,1.38,1.78,21792.99,14.11,53.2,100.03,17.18,46.12,53.88,10.36,,12,1999,2012,13
265,(주)에스에스컴텍,36500,2013-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,23.25,30.03,12.93,28.4,0.11,0.22,34.31,0.0,15.73,-2.44,-18.12,4.72,-2.41,10457.29,-659.0,163.94,138.57,54.51,27.11,125.97,1.99,68.9,69.51,44.25,697.26,0.99,2.12,3.11,8.32,3.82,7.83,46.6,43.85,95.49,0.01,0.23,0.92,3.62,1.45,1.75,18699.26,9.82,35.11,62.34,10.98,60.39,39.61,-22.23,,12,1999,2013,14
266,(주)에스에스컴텍,36500,2014-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,15.41,11.45,13.38,16.3,167.11,-7.6,-23.14,0.0,11.85,-5.96,-17.57,0.03,-3.81,7741.57,-594.0,133.64,86.13,28.3,17.63,169.07,-0.2,80.6,70.04,37.17,620.52,0.64,1.58,2.11,3.48,3.15,3.16,115.44,104.77,115.91,0.01,0.29,0.54,2.33,0.92,1.24,17727.85,8.07,30.13,49.7,13.54,84.22,15.78,-44.04,,12,1999,2014,15
267,(주)에스에스컴텍,36500,2015-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,-40.87,-73.86,-75.4,-26.1,-90.31,-58.65,-86.14,0.0,4.74,-379.91,-122.53,-2.88,-39.45,879.94,0.0,114.6,109.26,3.2,11.15,378.85,-2.22,59.68,87.54,20.88,208.22,0.1,0.33,0.44,0.6,0.78,0.68,536.78,603.35,465.9,0.0,1.41,0.08,0.48,0.14,0.17,-8428.97,-6.49,-54.31,-237.98,-46.45,0.0,0.0,0.0,,12,1999,2015,16
268,(주)에스에스컴텍,36500,2016-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,-73.87,-85.43,-46.4,-77.79,-18.87,-97.73,189.47,0.0,4.9,-101.3,-479.44,-16.13,-64.96,1861.55,-2080.0,82.94,68.82,5.21,-15.31,1999.63,999999999.0,536.89,74.43,4.76,2.8,0.64,3.66,4.22,10.95,6.63,9.31,39.18,33.34,55.03,0.02,0.12,0.39,5.91,0.76,0.81,-52948.82,-156.04,-2340.96,0.0,-100.8,0.0,0.0,0.0,,12,1999,2016,17
269,(주)에스에프씨,112240,2012-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2011,2012,1
270,(주)에스에프씨,112240,2013-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65,7.39,8.77,7.97,6.65,4399.69,325.0,327.29,176.29,33.98,54.35,31.88,18.74,28.66,78.27,75.82,741.23,0.9,1.19,4.14,2.49,3.03,10.62,34.38,146.43,120.41,0.0,0.0,0.88,4.62,1.15,2.14,11623.42,14.44,74.55,298.0,16.05,33.05,66.95,46.05,,12,2011,2013,2
271,(주)에스에프씨,112240,2014-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-6.42,8.0,6.57,-10.03,-28.64,0.02,-23.47,-56.75,15.21,4.18,3.79,2.46,2.97,3367.28,143.0,402.84,255.43,64.86,56.57,23.4,6.35,30.54,75.25,81.04,741.35,0.71,0.91,3.07,2.23,2.26,12.19,29.94,163.93,161.72,0.0,0.0,0.72,3.4,0.93,1.59,8188.96,10.87,48.39,182.21,14.77,47.42,52.58,28.27,,12,2011,2014,3
272,(주)에스에프씨,112240,2015-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-8.15,-3.99,-0.52,-10.67,-27.57,1.6,-7.96,-44.28,16.86,2.53,2.1,-0.59,1.79,3099.25,81.0,786.37,553.07,104.54,63.89,11.54,-2.33,29.9,73.2,89.65,753.24,0.71,0.83,2.75,2.85,2.11,18.63,19.59,127.89,172.7,0.0,0.0,0.8,3.08,0.95,1.43,6651.17,9.62,41.5,187.39,13.03,54.15,45.85,19.39,,12,2011,2015,4
273,(주)에스에프씨,112240,2016-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,41.61,23.36,109.64,16.7,-36.03,21.67,-7.11,43.74,12.19,3.91,2.7,0.52,2.22,2879.0,76.0,329.95,276.29,107.33,42.04,29.82,1.73,51.51,60.32,77.03,519.84,0.57,0.69,1.65,3.85,1.99,12.12,30.1,94.82,183.28,0.0,0.0,0.71,2.61,0.86,1.11,7753.2,7.92,52.86,231.48,16.36,51.77,48.23,23.91,,12,2011,2016,5
274,(주)에스에프씨,112240,2017-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,23.09,-42.33,25.48,21.52,96.64,-2.36,-5.87,-955.06,12.89,-35.67,-21.26,-1.11,-14.57,1537.04,-540.0,164.62,121.3,1.65,23.38,63.57,-1.99,66.16,59.55,61.14,430.14,0.41,0.6,1.02,3.13,1.93,9.46,38.59,116.59,189.12,0.0,0.0,0.46,2.82,0.68,0.87,-13610.85,-11.29,-117.77,-498.68,-30.51,0.0,0.0,0.0,,12,2011,2017,6
275,(주)에스에프씨,112240,2018-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,14.95,25.52,47.65,-7.26,-11.4,28.92,-20.39,0.0,8.08,-16.7,-7.03,-6.54,-4.58,810.81,-174.0,160.39,120.07,9.94,18.09,46.0,-4.04,75.86,48.04,68.49,431.84,0.27,0.42,0.59,1.99,2.02,10.84,33.68,183.09,180.36,0.0,0.0,0.32,2.73,0.51,0.69,4705.78,3.4,41.68,174.8,13.25,120.84,-20.84,-126.07,,12,2011,2018,7
276,(주)에스에프씨,112240,2019-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-29.4,-21.06,-22.84,-36.49,-76.4,-28.16,2.51,0.0,11.61,-24.78,-10.94,-5.8,-7.63,827.78,-214.0,147.73,133.93,4.47,13.96,43.42,-4.51,81.44,43.22,69.73,310.25,0.31,0.45,0.57,3.52,3.05,17.67,20.66,103.71,119.49,0.0,0.0,0.41,2.81,0.67,0.83,-1224.01,-1.25,-11.01,-42.19,-3.36,0.0,0.0,0.0,,12,2011,2019,8
277,(주)에스제이케이,80440,2011-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,-4.82,-8.29,-0.77,-3.64,7386.33,0.0,83.61,59.16,3.76,-7.01,98.7,-0.47,127.68,35.74,50.33,951.5,0.75,1.5,1.17,7.22,6.14,12.13,30.08,50.54,59.41,0.01,0.81,0.96,2.55,2.11,2.98,11598.26,9.38,31.73,2376.26,12.43,93.67,6.33,-38.78,,12,2005,2011,6
278,(주)에스제이케이,80440,2012-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,-19.98,-28.47,-6.47,-12.87,5322.11,0.0,66.57,41.84,5.69,-16.59,126.77,-2.73,151.88,33.03,44.1,627.44,0.64,1.46,0.96,5.25,7.36,11.04,33.05,69.51,49.56,0.01,0.64,0.78,2.09,1.95,3.1,2344.04,1.98,6.41,274.34,3.07,480.24,-380.24,-651.11,,12,2005,2012,7
279,(주)에스제이케이,80440,2013-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-19.62,-24.48,-18.02,-22.87,-18.89,-43.71,1.12,0.0,4.06,-27.91,-52.34,-8.11,-20.15,4757.15,-1317.0,53.03,32.32,1.32,-28.07,225.74,-3.51,222.5,31.69,30.7,353.18,0.72,1.89,1.07,5.86,7.65,8.47,43.1,62.25,47.7,0.01,0.2,0.83,2.41,2.23,3.59,-6136.67,-6.44,-22.21,-781.54,-7.95,0.0,0.0,0.0,,12,2005,2013,8
280,(주)에스제이케이,80440,2014-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-17.17,-7.9,-17.1,-17.33,-21.29,-54.25,-28.45,0.0,3.98,-32.3,-78.09,-8.96,-20.49,3311.02,-977.0,43.14,27.1,1.47,-41.68,547.61,-3.45,442.76,31.63,15.44,154.65,0.63,2.67,0.93,5.24,6.73,4.26,85.62,69.62,54.2,0.03,0.13,0.65,2.08,2.0,3.24,-5380.88,-6.82,-21.15,-1018.28,-9.74,0.0,0.0,0.0,,12,2005,2014,9
281,(주)에스제이케이,80440,2015-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-17.29,-12.7,-8.97,-35.29,-46.9,22.3,-23.89,0.0,6.05,-9.35,-15.8,-8.08,-5.45,2315.52,-127.0,35.85,24.91,2.24,-44.29,387.23,-2.83,366.64,24.75,20.52,148.73,0.58,3.29,0.82,5.92,6.96,4.06,89.83,61.69,52.46,0.04,0.11,0.58,1.77,2.05,3.13,6188.7,9.48,27.87,2020.73,14.71,100.67,-0.67,-63.53,,12,2005,2015,10
282,(주)에스제이케이,80440,2016-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-26.35,-7.97,-15.45,-59.5,-67.19,-6.75,-69.31,0.0,8.54,-65.7,-47.39,-10.63,-14.96,462.51,-303.0,24.15,18.18,3.95,-42.75,222.21,-4.5,278.36,13.61,31.04,101.59,0.23,0.91,0.28,3.94,3.88,3.2,114.12,92.59,94.14,0.01,0.22,0.27,0.61,1.14,1.6,-929.69,-1.93,-4.55,-827.4,-7.2,0.0,0.0,0.0,,12,2005,2016,11
283,(주)에스제이케이,80440,2017-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-5.33,-0.46,3.16,-59.22,-46.39,-10.92,-32.05,0.0,18.85,-85.26,-52.88,-10.37,-15.98,288.61,-240.0,9.36,6.32,0.48,-56.78,242.54,-4.81,322.45,5.86,29.19,78.29,0.19,0.62,0.21,7.06,8.67,5.86,62.3,51.72,42.12,0.03,0.1,0.27,0.43,1.9,2.61,-2766.54,-6.08,-13.6,-2779.77,-31.54,0.0,0.0,0.0,,12,2005,2017,12
284,(주)에스제이케이,80440,2018-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,30.97,8.43,13.42,312.76,45.37,-1.97,-28.42,0.0,3.02,-173.19,-82.41,-15.38,-20.68,174.76,0.0,27.42,24.28,1.63,-48.91,356.42,-3.62,372.08,18.48,21.91,341.84,0.12,0.48,0.14,5.9,6.07,4.58,79.62,61.87,60.09,0.02,0.14,0.15,0.3,0.92,1.09,-5260.57,-8.82,-23.85,-1512.93,-83.79,0.0,0.0,0.0,,12,2005,2018,13
285,(주)에스제이케이,80440,2019-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-7.18,7.85,1.28,-44.46,-30.15,1.66,-34.3,0.0,-0.63,-264.81,-82.93,-9.41,-19.0,445.12,-1087.0,17.48,14.97,0.8,-52.18,316.75,-1.58,370.67,11.06,24.0,199.31,0.07,0.31,0.08,3.85,4.09,2.03,180.12,94.77,89.21,0.26,0.17,0.09,0.18,0.48,0.55,2013.97,3.64,8.46,6763.26,48.83,126.41,-26.41,-542.37,,12,2005,2019,14
286,(주)에이디모터스,38120,2011-12-01,2000-08-24,2013-01-30,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2000,2011,11
287,(주)에이제이에스,13340,2011-12-01,1989-09-06,2014-09-02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1989,2011,22
288,(주)에이제이에스,13340,2012-12-01,1989-09-06,2014-09-02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1989,2012,23
289,(주)에이제이에스,13340,2013-12-01,1989-09-06,2014-09-02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1989,2013,24
290,(주)에이치디,102210,2011-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2009,2011,2
291,(주)에이치디,102210,2012-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2009,2012,3
292,(주)에이치디,102210,2013-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2009,2013,4
293,(주)에이치디,102210,2014-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2009,2014,5
294,(주)에이치디,102210,2015-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06,7.92,6.77,7.12,3.93,11945.44,787.0,151.05,115.27,17.0,21.28,102.56,5.41,75.0,62.97,49.37,2260.03,0.5,1.0,1.34,3.33,5.75,8.72,41.85,109.74,63.52,0.01,2.84,0.47,1.88,0.79,1.03,30122.61,12.3,48.0,461.42,24.79,55.31,44.69,31.95,,12,2009,2015,6
295,(주)에이치디,102210,2016-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-4.64,1.06,0.64,-7.74,-59.7,0.75,-14.93,-77.88,14.16,2.21,1.49,3.9,0.96,10162.31,173.0,157.51,141.21,12.8,22.24,91.02,2.92,74.64,60.92,52.35,2276.95,0.43,0.85,1.14,4.03,6.98,10.41,35.05,90.49,52.29,0.01,1.66,0.42,1.59,0.7,0.84,20762.19,8.89,33.93,371.05,20.08,73.02,26.98,11.02,,12,2009,2016,7
296,(주)에이치디,102210,2017-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-4.12,-2.76,-11.37,0.53,-43.79,-2.3,-59.69,-203.28,8.05,-4.82,-1.55,0.59,-0.88,4096.76,-178.0,153.03,144.18,12.62,22.14,87.52,-0.67,67.74,63.88,53.33,2224.59,0.18,0.34,0.48,3.62,6.71,8.22,44.42,100.71,54.36,0.01,0.47,0.18,0.65,0.29,0.32,7939.08,3.54,12.55,93.91,19.05,116.28,-16.28,-25.28,,12,2009,2017,8
297,(주)에이치디,102210,2018-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-3.28,-2.31,0.08,-5.18,58.89,10.69,-9.86,0.0,2.76,-20.34,-6.3,-2.2,-3.47,2548.87,-119.0,168.67,152.32,25.65,25.5,72.93,-3.09,64.64,62.62,57.83,1699.64,0.17,0.31,0.46,3.51,13.52,8.21,44.48,104.08,27.0,0.01,0.11,0.17,0.6,0.27,0.29,3510.83,1.62,5.67,45.32,9.35,268.37,-168.37,-217.67,,12,2009,2018,9
298,(주)에이치디,102210,2019-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-32.22,-29.8,-31.54,-32.62,-32.27,-10.76,0.56,0.0,7.22,-35.51,-11.32,-0.28,-7.38,512.62,-188.0,262.85,237.24,7.94,38.57,31.35,-2.69,49.58,62.25,76.13,1516.76,0.21,0.32,0.55,3.43,24.22,8.29,44.05,106.55,15.07,0.01,0.05,0.22,0.72,0.33,0.37,899.49,0.61,2.07,14.49,2.38,619.28,-519.28,-1491.52,,12,2009,2019,10
299,(주)에이치디,102210,2020-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-12.87,-15.06,-20.37,-8.32,-0.77,-16.06,-8.7,0.0,7.64,-52.11,-17.48,-0.24,-13.08,468.03,-252.0,250.2,223.81,5.21,39.32,36.35,-3.65,47.04,65.5,73.34,1273.1,0.25,0.34,0.69,3.89,24.14,10.19,35.82,93.89,15.12,0.01,0.06,0.28,0.86,0.39,0.44,-9415.0,-7.36,-25.48,-212.64,-27.3,0.0,0.0,0.0,,12,2009,2020,11
300,(주)에이팸,73070,2011-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01,2.18,4.66,4.83,3.15,5822.81,127.0,163.94,62.87,11.51,17.18,48.2,14.6,82.92,44.04,67.48,544.59,1.44,2.14,2.58,5.31,15.63,9.63,37.9,68.68,23.35,0.02,0.09,2.03,4.46,3.28,8.54,18213.91,31.13,96.75,399.76,21.57,78.64,21.36,10.11,,12,2004,2011,7
301,(주)에이팸,73070,2012-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.51,11.15,2.46,8.46,4600.48,299.0,255.8,164.84,19.44,31.09,31.85,7.38,64.54,51.05,75.84,536.92,1.3,1.71,2.66,7.16,10.86,14.05,25.97,50.98,33.61,0.02,0.25,1.83,3.42,2.55,3.95,21160.45,41.23,109.58,475.4,31.72,67.59,32.41,20.52,,12,2004,2012,8
302,(주)에이팸,73070,2013-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,2.98,-3.54,-3.92,9.59,15.82,3.09,-11.39,-53.16,9.99,3.44,5.14,4.1,3.9,4076.27,140.0,265.16,165.51,19.55,33.84,31.71,22.54,60.15,54.33,75.93,553.5,1.13,1.5,2.4,5.88,8.06,10.45,34.92,62.09,45.26,0.01,0.29,1.56,3.08,2.15,3.4,16614.86,31.44,89.98,425.02,28.11,77.02,22.98,12.24,,12,2004,2013,9
303,(주)에이팸,73070,2014-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,17.63,-0.44,-16.79,46.57,57.52,6.63,21.84,204.2,11.98,8.59,14.92,6.45,10.76,4966.51,427.0,231.06,137.74,31.94,38.4,45.3,61.42,46.94,67.7,68.82,590.17,1.25,1.74,3.26,5.18,5.84,8.43,43.31,70.42,62.55,0.01,0.39,1.44,3.83,2.03,3.35,23599.57,37.96,129.34,577.88,32.77,62.13,37.87,26.21,,12,2004,2014,10
