회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결)
(주)엔케이맥스,262760,18-Dec,2018-08-09,2019-07-04,4,221.5,0.0,-2261.06,-25.41,-5.4,-160.27,83.06,4945.26,0.01,0.01
(주)엔케이바이오,19260,11-Dec,1996-01-04,2012-09-05,4,59.39,0.0,-7.28,-1.93,13.65,74.76,81.47,220.07,0.22,0.26
(주)엔터기술,68420,11-Dec,2003-07-01,2013-04-06,4,11.0,0.0,-34.84,-35.53,2.27,27.13,38.38,66.98,0.38,0.92
(주)엔터기술,68420,12-Dec,2003-07-01,2013-04-06,4,-13.2,0.0,-42.21,-48.13,-1.05,-10.85,35.59,52.72,0.37,1.01
(주)엘앤씨피,15390,11-Dec,2001-08-09,2012-04-13,4,,,,,,,,,,
(주)엘피케이로보틱스,183350,13-Dec,2013-10-11,2020-06-17,4,,,,,,,,,,
(주)엘피케이로보틱스,183350,14-Dec,2013-10-11,2020-06-17,4,,,,,,,,,,
(주)엘피케이로보틱스,183350,15-Dec,2013-10-11,2020-06-17,4,,,,,,,,,,
(주)엘피케이로보틱스,183350,16-Dec,2013-10-11,2020-06-17,4,,,,,,,,,,
(주)엘피케이로보틱스,183350,17-Dec,2013-10-11,2020-06-17,4,,,,,,,,,,
(주)엘피케이로보틱스,183350,18-Dec,2013-10-11,2020-06-17,4,0.0,0.0,-5.05,-9.78,10.85,56.44,25.6,79.71,0.49,1.92
(주)엘피케이로보틱스,183350,19-Dec,2013-10-11,2020-06-17,4,,,,,,,,,,
(주)엠씨넥스,97520,11-Dec,2012-07-25,2021-07-06,4,48.39,96.26,5.38,36.33,27.53,135.39,30.0,113.31,1.77,6.75
(주)엠씨넥스,97520,12-Dec,2012-07-25,2021-07-06,4,-20.88,-79.52,1.39,4.92,18.71,79.84,36.76,117.7,1.18,3.53
(주)엠씨넥스,97520,13-Dec,2012-07-25,2021-07-06,4,74.49,237.06,2.69,13.55,20.43,55.24,29.64,96.22,1.64,5.04
(주)엠씨넥스,97520,14-Dec,2012-07-25,2021-07-06,4,38.07,70.67,3.32,19.48,22.17,62.1,26.63,95.83,1.63,5.86
(주)엠씨넥스,97520,15-Dec,2012-07-25,2021-07-06,4,22.53,18.46,3.21,19.24,29.27,68.73,33.39,86.8,1.79,5.99
(주)엠씨넥스,97520,16-Dec,2012-07-25,2021-07-06,4,-17.97,-252.81,-5.99,-31.95,11.13,25.66,21.58,70.48,1.45,5.34
(주)엠씨넥스,97520,17-Dec,2012-07-25,2021-07-06,4,62.06,0.0,-0.13,-1.1,1.39,3.58,25.28,78.15,1.96,8.27
(주)엠씨넥스,97520,18-Dec,2012-07-25,2021-07-06,4,4.26,0.0,4.28,26.19,37.14,90.38,33.17,85.01,1.79,6.12
(주)엠씨넥스,97520,19-Dec,2012-07-25,2021-07-06,4,81.89,183.41,6.67,47.71,52.26,123.45,47.12,96.1,2.92,7.16
(주)엠씨넥스,97520,20-Dec,2012-07-25,2021-07-06,4,3.44,-54.51,2.93,16.1,41.81,95.68,55.79,131.96,2.82,5.49
(주)엠제이비,74150,11-Dec,2005-07-08,2016-09-05,4,96.84,0.0,3.91,2.78,10.75,89.35,71.34,202.4,0.56,0.71
(주)엠제이비,74150,12-Dec,2005-07-08,2016-09-05,4,-5.29,0.0,-33.34,-23.05,-11.34,-105.5,72.77,194.86,0.5,0.7
(주)엠제이비,74150,13-Dec,2005-07-08,2016-09-05,4,,,,,,,,,,
(주)엠제이비,74150,14-Dec,2005-07-08,2016-09-05,4,,,,,,,,,,
(주)엠제이비,74150,15-Dec,2005-07-08,2016-09-05,4,,,,,,,,,,
(주)영진코퍼레이션,53330,11-Dec,2001-11-01,2015-04-23,4,26.49,0.0,-11.26,-32.55,30.71,95.53,36.33,105.45,0.95,2.66
(주)영진코퍼레이션,53330,12-Dec,2001-11-01,2015-04-23,4,-29.15,0.0,-34.49,-87.36,0.28,0.69,29.69,86.35,0.78,2.34
(주)영진코퍼레이션,53330,13-Dec,2001-11-01,2015-04-23,4,21.44,0.0,-15.33,-62.22,3.8,12.37,33.04,112.35,0.83,2.61
(주)영진코퍼레이션,53330,14-Dec,2001-11-01,2015-04-23,4,-82.17,0.0,-358.61,-1035.56,-264.5,-4621.07,0.0,39.68,0.21,0.0
(주)영현무역,242850,14-Dec,2016-05-20,2019-05-22,4,,,,,,,,,,
(주)영현무역,242850,15-Dec,2016-05-20,2019-05-22,4,,,,,,,,,,
(주)영현무역,242850,16-Dec,2016-05-20,2019-05-22,4,,,,,,,,,,
(주)영현무역,242850,17-Dec,2016-05-20,2019-05-22,4,,,,,,,,,,
(주)영현무역,242850,18-Dec,2016-05-20,2019-05-22,4,,,,,,,,,,
(주)예당컴퍼니,49000,11-Dec,2001-01-03,2013-09-10,4,24.79,0.0,-10.36,-3.22,8.43,781.45,55.43,108.94,0.18,0.31
(주)예당컴퍼니,49000,12-Dec,2001-01-03,2013-09-10,4,-18.78,0.0,-116.19,-24.14,-8.03,-937.49,68.73,159.73,0.13,0.21
(주)와이즈파워,40670,11-Dec,2000-08-18,2015-07-16,4,-25.71,0.0,-7.56,-64.57,12.67,48.33,22.64,67.41,1.15,5.83
(주)와이즈파워,40670,12-Dec,2000-08-18,2015-07-16,4,-51.3,0.0,-64.36,-233.62,-23.67,-63.99,3.14,39.38,0.67,4.38
(주)와이즈파워,40670,13-Dec,2000-08-18,2015-07-16,4,-68.53,0.0,-98.56,-377.03,-31.99,-76.99,10.13,31.01,0.38,7.17
(주)와이즈파워,40670,14-Dec,2000-08-18,2015-07-16,4,-20.04,0.0,-239.42,0.0,-173.77,-3621.06,0.0,41.59,0.67,0.0
(주)우성아이비,194610,14-Dec,2014-06-10,2018-10-12,4,,,,,,,,,,
(주)우성아이비,194610,15-Dec,2014-06-10,2018-10-12,4,0.0,0.0,0.8,1.57,7.89,33.21,34.17,117.02,0.67,1.97
(주)우성아이비,194610,16-Dec,2014-06-10,2018-10-12,4,0.08,-8.82,0.6,1.32,9.87,49.73,28.72,116.98,0.56,1.81
(주)우성아이비,194610,17-Dec,2014-06-10,2018-10-12,4,-11.01,-7214.01,-58.3,-105.26,-15.13,-163.51,22.8,158.26,0.47,1.81
(주)우전,52270,11-Dec,2001-06-05,2017-04-13,4,23.13,211.51,6.92,17.77,26.18,71.11,46.8,126.82,1.22,2.57
(주)우전,52270,12-Dec,2001-06-05,2017-04-13,4,-14.57,-50.23,4.0,8.05,21.46,60.6,48.13,117.76,0.94,1.98
(주)우전,52270,13-Dec,2001-06-05,2017-04-13,4,55.77,-48.4,1.31,3.93,20.78,56.35,43.22,102.7,1.31,2.89
(주)우전,52270,14-Dec,2001-06-05,2017-04-13,4,-40.15,0.0,-33.86,-76.54,-6.15,-11.98,22.78,56.7,0.8,2.34
(주)우전,52270,15-Dec,2001-06-05,2017-04-13,4,-36.53,0.0,-32.9,-138.69,12.25,20.79,7.77,86.89,0.65,4.0
(주)우전,52270,16-Dec,2001-06-05,2017-04-13,4,-39.92,0.0,-124.71,0.0,-81.53,-179.91,-81.4,20.08,0.62,0.0
(주)원바이오젠,278380,15-Dec,2019-06-03,2021-02-09,4,,,,,,,,,,
(주)원바이오젠,278380,16-Dec,2019-06-03,2021-02-09,4,,,,,,,,,,
(주)원바이오젠,278380,17-Dec,2019-06-03,2021-02-09,4,,,,,,,,,,
(주)원바이오젠,278380,18-Dec,2019-06-03,2021-02-09,4,,,,,,,,,,
(주)원바이오젠,278380,19-Dec,2019-06-03,2021-02-09,4,,,,,,,,,,
(주)원익테라세미콘,123100,11-Dec,2011-11-01,2019-02-20,4,,,,,,,,,,
(주)원익테라세미콘,123100,12-Dec,2011-11-01,2019-02-20,4,,,,,,,,,,
(주)원익테라세미콘,123100,13-Dec,2011-11-01,2019-02-20,4,0.0,0.0,0.91,0.78,17.34,66.73,62.34,1047.02,0.54,0.87
(주)원익테라세미콘,123100,14-Dec,2011-11-01,2019-02-20,4,42.91,571.36,4.26,5.11,20.44,86.51,55.81,172.42,0.71,1.2
(주)원익테라세미콘,123100,15-Dec,2011-11-01,2019-02-20,4,48.93,-19.17,2.31,3.9,21.53,110.24,57.2,176.92,0.95,1.69
(주)원익테라세미콘,123100,16-Dec,2011-11-01,2019-02-20,4,61.57,690.55,11.3,21.25,26.46,194.01,61.96,224.44,1.13,1.88
(주)원익테라세미콘,123100,17-Dec,2011-11-01,2019-02-20,4,109.49,121.62,11.96,31.07,40.53,198.74,77.47,343.02,1.82,2.6
(주)웹솔루스,160350,11-Dec,2013-07-01,2015-04-30,4,,,,,,,,,,
(주)웹솔루스,160350,12-Dec,2013-07-01,2015-04-30,4,,,,,,,,,,
(주)웹솔루스,160350,13-Dec,2013-07-01,2015-04-30,4,,,,,,,,,,
(주)웹솔루스,160350,14-Dec,2013-07-01,2015-04-30,4,0.0,0.0,-29.73,0.0,7.51,80.78,0.0,100.57,1.03,0.0
(주)위너지스,26260,11-Dec,1996-09-24,2018-10-11,4,26.32,0.0,-47.85,-49.97,-1.04,-7.78,46.02,127.36,0.4,1.05
(주)위너지스,26260,12-Dec,1996-09-24,2018-10-11,4,4.61,0.0,-141.17,-231.44,-51.53,-278.78,20.31,83.51,0.54,1.5
(주)위너지스,26260,13-Dec,1996-09-24,2018-10-11,4,-15.88,0.0,-30.16,-52.1,-1.47,-9.56,64.24,184.76,0.61,1.5
(주)위너지스,26260,14-Dec,1996-09-24,2018-10-11,4,-13.03,0.0,-117.56,-64.15,-25.49,-388.06,81.44,435.87,0.4,0.53
(주)위너지스,26260,15-Dec,1996-09-24,2018-10-11,4,258.28,0.0,-88.72,-107.65,-33.26,-318.03,31.66,221.62,0.75,1.54
(주)위너지스,26260,16-Dec,1996-09-24,2018-10-11,4,27.58,0.0,-161.61,-610.96,-95.66,-1558.82,5.46,110.27,0.76,3.97
(주)위너지스,26260,17-Dec,1996-09-24,2018-10-11,4,-60.86,0.0,-107.05,-75.43,-5.48,-248.62,57.22,184.84,0.26,0.76
(주)위노바,39790,11-Dec,2000-07-25,2018-03-09,4,45.81,183.07,3.34,7.95,13.56,181.37,34.99,153.44,0.78,2.38
(주)위노바,39790,12-Dec,2000-07-25,2018-03-09,4,-26.9,0.0,-8.24,-11.99,8.25,60.39,43.43,129.21,0.57,1.45
(주)위노바,39790,13-Dec,2000-07-25,2018-03-09,4,-40.22,0.0,-56.71,-48.56,-7.55,-43.2,56.89,146.78,0.42,0.86
(주)위노바,39790,14-Dec,2000-07-25,2018-03-09,4,-28.04,0.0,-68.2,-53.71,-4.18,-16.05,45.32,102.77,0.41,0.79
(주)위노바,39790,15-Dec,2000-07-25,2018-03-09,4,0.2,0.0,6.61,4.05,10.13,58.8,75.55,201.49,0.39,0.61
(주)위노바,39790,16-Dec,2000-07-25,2018-03-09,4,12.84,-2311.51,-130.08,-78.71,-48.3,-134.75,79.48,240.13,0.47,0.61
(주)위다스,56810,11-Dec,2002-01-15,2013-09-10,4,0.0,0.0,-56.22,-39.46,-1.74,-10.95,48.56,113.08,0.34,0.7
(주)위다스,56810,12-Dec,2002-01-15,2013-09-10,4,,,,,,,,,,
(주)유니드코리아,110500,11-Dec,2011-06-17,2014-09-02,4,-26.33,-63.6,5.39,6.37,10.58,57.85,63.3,168.85,0.61,1.18
(주)유니드코리아,110500,12-Dec,2011-06-17,2014-09-02,4,21.03,0.0,-26.55,-33.01,-7.76,-24.2,29.3,77.36,0.54,1.24
(주)유니드코리아,110500,13-Dec,2011-06-17,2014-09-02,4,2.44,0.0,-82.97,-223.54,-55.88,-156.84,9.37,56.78,0.6,2.69
(주)유디피,91270,11-Dec,2014-12-12,2018-04-18,4,,,,,,,,,,
(주)유디피,91270,12-Dec,2014-12-12,2018-04-18,4,,,,,,,,,,
(주)유디피,91270,13-Dec,2014-12-12,2018-04-18,4,,,,,,,,,,
(주)유디피,91270,14-Dec,2014-12-12,2018-04-18,4,,,,,,,,,,
(주)유디피,91270,15-Dec,2014-12-12,2018-04-18,4,,,,,,,,,,
(주)유디피,91270,16-Dec,2014-12-12,2018-04-18,4,0.0,0.0,-103.61,0.0,-111.26,-3435.65,0.0,50.71,1.88,0.0
(주)유디피,91270,17-Dec,2014-12-12,2018-04-18,4,-8.71,0.0,-42.89,0.0,-275.52,-1755.78,-1265.86,5.53,3.04,0.0
(주)유쎌,252370,14-Dec,2016-09-29,2020-02-27,4,,,,,,,,,,
(주)유쎌,252370,15-Dec,2016-09-29,2020-02-27,4,,,,,,,,,,
(주)유쎌,252370,16-Dec,2016-09-29,2020-02-27,4,,,,,,,,,,
(주)유쎌,252370,17-Dec,2016-09-29,2020-02-27,4,,,,,,,,,,
(주)유쎌,252370,18-Dec,2016-09-29,2020-02-27,4,,,,,,,,,,
(주)유아이에너지,50050,11-Dec,2000-12-21,2012-09-26,4,,,,,,,,,,
(주)유에이블,71530,11-Dec,2004-02-17,2013-04-23,4,4.61,0.0,-5.51,-7.54,6.38,339.34,19.13,101.42,0.22,1.37
(주)유에이블,71530,12-Dec,2004-02-17,2013-04-23,4,-64.97,0.0,-680.54,-5300.39,-58.56,-7303.8,0.0,77.26,0.08,0.0
(주)유일엔시스,38720,11-Dec,2001-01-18,2013-05-01,4,0.0,0.0,-77.69,-133.16,-22.81,-65.18,30.92,82.14,0.53,1.71
(주)유일엔시스,38720,12-Dec,2001-01-18,2013-05-01,4,0.0,0.0,-31.46,-32.0,5.84,12.55,41.58,75.89,0.43,1.02
(주)이매진아시아,36260,11-Dec,1999-12-10,2021-02-15,4,0.0,0.0,-11.71,-33.5,-12.29,-1025.17,50.76,132.1,1.45,2.85
(주)이매진아시아,36260,12-Dec,1999-12-10,2021-02-15,4,0.0,0.0,-35.12,-47.45,-24.99,-2953.25,61.58,183.93,0.83,1.35
(주)이매진아시아,36260,13-Dec,1999-12-10,2021-02-15,4,11.04,0.0,-36.36,-58.31,-16.15,-1093.59,39.1,100.17,0.78,1.61
(주)이매진아시아,36260,14-Dec,1999-12-10,2021-02-15,4,164.94,0.0,-6.96,-28.55,4.61,598.44,31.21,101.08,1.42,4.14
(주)이매진아시아,36260,15-Dec,1999-12-10,2021-02-15,4,13.86,0.0,-6.59,-21.75,1.97,15.42,37.85,111.22,1.08,3.07
(주)이매진아시아,36260,16-Dec,1999-12-10,2021-02-15,4,-29.97,0.0,-8.17,-11.66,2.64,189.06,82.05,376.69,0.7,1.21
(주)이매진아시아,36260,17-Dec,1999-12-10,2021-02-15,4,-5.89,0.0,-49.94,-43.1,-2.59,-18.82,68.84,136.03,0.63,0.85
(주)이매진아시아,36260,18-Dec,1999-12-10,2021-02-15,4,-13.32,0.0,-44.3,-38.34,1.96,150.7,79.09,434.0,0.6,0.83
(주)이매진아시아,36260,19-Dec,1999-12-10,2021-02-15,4,-51.54,0.0,-156.38,-102.33,-95.71,-1384.47,66.47,240.73,0.51,0.68
(주)이엠네트웍스,87730,11-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,12-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,13-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,14-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,15-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,16-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,17-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,18-Dec,2008-04-04,2021-10-08,4,,,,,,,,,,
(주)이엠네트웍스,87730,19-Dec,2008-04-04,2021-10-08,4,0.0,0.0,-723.92,-3342.12,-128.67,-457.36,8.59,82.74,0.22,2.57
(주)이엠네트웍스,87730,20-Dec,2008-04-04,2021-10-08,4,36.91,0.0,-99.81,0.0,-13.22,-48.08,0.0,53.07,0.37,0.0
(주)이푸른,185280,11-Dec,2013-11-12,2016-12-05,4,,,,,,,,,,
(주)이푸른,185280,12-Dec,2013-11-12,2016-12-05,4,,,,,,,,,,
(주)이푸른,185280,13-Dec,2013-11-12,2016-12-05,4,,,,,,,,,,
(주)이푸른,185280,14-Dec,2013-11-12,2016-12-05,4,,,,,,,,,,
(주)이푸른,185280,15-Dec,2013-11-12,2016-12-05,4,,,,,,,,,,
(주)인산가,62580,11-Dec,2015-12-21,2018-09-11,4,,,,,,,,,,
(주)인산가,62580,12-Dec,2015-12-21,2018-09-11,4,,,,,,,,,,
(주)인산가,62580,13-Dec,2015-12-21,2018-09-11,4,,,,,,,,,,
(주)인산가,62580,14-Dec,2015-12-21,2018-09-11,4,,,,,,,,,,
(주)인산가,62580,15-Dec,2015-12-21,2018-09-11,4,,,,,,,,,,
(주)인산가,62580,16-Dec,2015-12-21,2018-09-11,4,0.0,0.0,9.26,13.12,45.17,106.29,42.12,151.67,1.04,2.48
(주)인산가,62580,17-Dec,2015-12-21,2018-09-11,4,4.19,142.74,12.42,27.33,45.5,106.98,46.38,145.89,0.98,2.21
(주)인스프리트,73130,11-Dec,2005-01-19,2012-10-12,4,-5.89,0.0,-95.07,-244.54,-52.62,-804.21,2.29,93.51,0.84,2.87
(주)인터파크,108790,11-Dec,2014-02-06,2020-07-16,4,-3.79,0.0,2.41,23.75,19.48,760.9,16.42,103.11,1.63,9.82
(주)인터파크,108790,12-Dec,2014-02-06,2020-07-16,4,-1.15,24.44,3.06,16.87,18.06,146.16,24.53,91.41,1.17,5.53
(주)인터파크,108790,13-Dec,2014-02-06,2020-07-16,4,8.23,19.79,3.38,13.81,20.13,177.98,27.4,97.85,1.06,4.08
(주)인터파크,108790,14-Dec,2014-02-06,2020-07-16,4,5.64,-16.97,2.7,8.51,18.99,185.74,35.93,114.54,1.02,3.2
(주)인터파크,108790,15-Dec,2014-02-06,2020-07-16,4,-1.3,55.65,4.12,10.47,21.77,244.59,36.43,118.8,0.9,2.49
(주)인터파크,108790,16-Dec,2014-02-06,2020-07-16,4,16.03,-86.23,0.54,1.4,19.59,200.57,35.21,104.67,1.0,2.79
(주)인터파크,108790,17-Dec,2014-02-06,2020-07-16,4,3.44,258.97,1.83,5.02,20.29,229.65,32.03,101.01,0.97,2.9
(주)인터파크,108790,18-Dec,2014-02-06,2020-07-16,4,9.53,-180.22,-1.45,-4.13,18.6,216.29,27.8,97.96,0.97,3.25
(주)인터파크,108790,19-Dec,2014-02-06,2020-07-16,4,-3.64,0.0,0.28,1.08,19.91,151.74,27.68,93.0,0.93,3.34
(주)인포피아,36220,11-Dec,2007-06-05,2016-05-09,4,,,,,,,,,,
(주)인포피아,36220,12-Dec,2007-06-05,2016-05-09,4,,,,,,,,,,
(주)인포피아,36220,13-Dec,2007-06-05,2016-05-09,4,0.0,0.0,-17.74,-14.33,6.97,15.9,63.53,151.52,0.51,0.81
(주)인포피아,36220,14-Dec,2007-06-05,2016-05-09,4,8.04,0.0,-12.0,-11.79,10.74,23.56,51.62,160.94,0.57,0.98
(주)인포피아,36220,15-Dec,2007-06-05,2016-05-09,4,-8.53,0.0,-16.69,-16.66,11.18,25.62,67.72,325.65,0.59,1.0
(주)인프라웨어테크놀러지,247300,14-Dec,2016-07-08,2019-12-06,4,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,15-Dec,2016-07-08,2019-12-06,4,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,16-Dec,2016-07-08,2019-12-06,4,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,17-Dec,2016-07-08,2019-12-06,4,,,,,,,,,,
(주)인프라웨어테크놀러지,247300,18-Dec,2016-07-08,2019-12-06,4,,,,,,,,,,
(주)자비스,230400,11-Dec,2015-11-17,2019-11-15,4,,,,,,,,,,
(주)자비스,230400,12-Dec,2015-11-17,2019-11-15,4,,,,,,,,,,
(주)자비스,230400,13-Dec,2015-11-17,2019-11-15,4,,,,,,,,,,
(주)자비스,230400,14-Dec,2015-11-17,2019-11-15,4,,,,,,,,,,
(주)자비스,230400,15-Dec,2015-11-17,2019-11-15,4,,,,,,,,,,
(주)자비스,230400,16-Dec,2015-11-17,2019-11-15,4,,,,,,,,,,
(주)자비스,230400,17-Dec,2015-11-17,2019-11-15,4,,,,,,,,,,
(주)자비스,230400,18-Dec,2015-11-17,2019-11-15,4,0.0,0.0,-4.62,-37.23,13.39,99.03,9.13,124.94,0.74,8.05
(주)자유투어,46840,11-Dec,2001-07-10,2013-05-01,4,-30.26,0.0,-156.37,-170.0,-43.6,-172.13,23.87,58.9,0.36,1.16
(주)자유투어,46840,12-Dec,2001-07-10,2013-05-01,4,-22.76,0.0,-58.71,-70.54,-0.61,-2.34,34.03,61.82,0.35,1.27
(주)전우정밀,120780,11-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,12-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,13-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,14-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,15-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,16-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,17-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,18-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,19-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)전우정밀,120780,20-Dec,2016-12-23,2021-05-06,4,,,,,,,,,,
(주)정다운,224090,11-Dec,2015-07-31,2016-06-29,4,,,,,,,,,,
(주)정다운,224090,12-Dec,2015-07-31,2016-06-29,4,,,,,,,,,,
(주)정다운,224090,13-Dec,2015-07-31,2016-06-29,4,,,,,,,,,,
(주)정다운,224090,14-Dec,2015-07-31,2016-06-29,4,0.0,0.0,3.2,10.32,22.47,45.29,30.4,91.81,0.97,3.19
(주)정다운,224090,15-Dec,2015-07-31,2016-06-29,4,5.8,56.75,4.74,14.39,25.7,53.06,39.34,104.9,1.04,3.0
(주)제낙스,65620,11-Dec,2002-06-27,2021-08-09,4,6.55,0.0,-16.81,-31.67,4.46,9.35,29.28,68.94,0.58,1.88
(주)제낙스,65620,12-Dec,2002-06-27,2021-08-09,4,-25.52,0.0,-23.28,-34.79,3.65,8.26,31.21,81.82,0.45,1.49
(주)제낙스,65620,13-Dec,2002-06-27,2021-08-09,4,-20.21,0.0,-56.81,-50.97,-5.69,-15.62,44.08,48.85,0.34,0.9
(주)제낙스,65620,14-Dec,2002-06-27,2021-08-09,4,-36.06,0.0,-76.87,-43.35,-2.62,-6.52,31.66,20.83,0.22,0.56
(주)제낙스,65620,15-Dec,2002-06-27,2021-08-09,4,2.15,0.0,-22.82,-11.72,4.1,12.57,50.62,19.78,0.22,0.51
(주)제낙스,65620,16-Dec,2002-06-27,2021-08-09,4,-42.92,0.0,-97.62,-20.87,-2.43,-8.29,53.4,21.59,0.11,0.21
(주)제낙스,65620,17-Dec,2002-06-27,2021-08-09,4,1.97,0.0,-73.28,-11.28,-1.86,-8.54,70.88,79.8,0.1,0.15
(주)제낙스,65620,18-Dec,2002-06-27,2021-08-09,4,-16.73,0.0,-176.47,-30.45,-13.33,-31.98,33.03,26.6,0.1,0.17
(주)제낙스,65620,19-Dec,2002-06-27,2021-08-09,4,-30.38,0.0,-297.22,-200.15,-11.87,-23.66,5.97,20.16,0.14,0.67
(주)제낙스,65620,20-Dec,2002-06-27,2021-08-09,4,,,,,,,,,,
(주)제이에스피브이,250300,13-Dec,2016-08-10,2019-03-04,4,,,,,,,,,,
(주)제이에스피브이,250300,14-Dec,2016-08-10,2019-03-04,4,,,,,,,,,,
(주)제이에스피브이,250300,15-Dec,2016-08-10,2019-03-04,4,,,,,,,,,,
(주)제이에스피브이,250300,16-Dec,2016-08-10,2019-03-04,4,,,,,,,,,,
(주)제이에스피브이,250300,17-Dec,2016-08-10,2019-03-04,4,,,,,,,,,,
(주)제이에이치코오스,65310,11-Dec,2002-07-19,2012-05-31,4,-1.29,0.0,-29.87,-60.15,-0.03,-0.41,64.93,276.65,1.37,2.01
(주)제이콘텐트리,36420,11-Dec,2000-03-23,2019-10-18,4,11.34,0.0,12.96,40.03,23.24,153.42,31.02,61.67,0.67,2.81
(주)제이콘텐트리,36420,12-Dec,2000-03-23,2019-10-18,4,187.3,-35.83,6.19,13.16,25.49,156.14,25.69,84.34,1.01,3.68
(주)제이콘텐트리,36420,13-Dec,2000-03-23,2019-10-18,4,2.01,-186.07,0.93,-11.06,23.75,123.66,27.24,80.5,0.79,2.97
(주)제이콘텐트리,36420,14-Dec,2000-03-23,2019-10-18,4,-1.75,0.0,3.68,-0.07,25.93,108.32,34.33,73.57,0.8,2.6
(주)제이콘텐트리,36420,15-Dec,2000-03-23,2019-10-18,4,-11.25,0.0,5.61,14.99,26.67,90.09,17.16,31.43,0.75,2.87
(주)제이콘텐트리,36420,16-Dec,2000-03-23,2019-10-18,4,-4.16,68.39,6.68,26.28,22.18,58.43,22.72,41.36,0.67,3.3
(주)제이콘텐트리,36420,17-Dec,2000-03-23,2019-10-18,4,25.41,-66.53,2.59,5.31,22.36,77.45,35.61,72.18,0.69,2.33
(주)제이콘텐트리,36420,18-Dec,2000-03-23,2019-10-18,4,21.64,186.59,5.0,7.45,23.42,99.13,51.26,126.2,0.69,1.56
(주)제이테크놀로지,35480,11-Dec,1999-11-18,2019-12-12,4,,,,,,,,,,
(주)제이테크놀로지,35480,12-Dec,1999-11-18,2019-12-12,4,0.0,0.0,-22.24,-46.81,-3.51,-124.41,26.05,101.71,0.56,2.13
(주)제이테크놀로지,35480,13-Dec,1999-11-18,2019-12-12,4,0.0,0.0,-46.98,-187.42,-0.84,-10.69,35.63,93.07,0.66,1.87
(주)제이테크놀로지,35480,14-Dec,1999-11-18,2019-12-12,4,-3.34,0.0,3.63,6.45,28.4,334.05,64.72,154.88,0.73,1.52
(주)제이테크놀로지,35480,15-Dec,1999-11-18,2019-12-12,4,,,,,,,,,,
(주)제이테크놀로지,35480,16-Dec,1999-11-18,2019-12-12,4,,,,,,,,,,
(주)제이테크놀로지,35480,17-Dec,1999-11-18,2019-12-12,4,0.0,0.0,-247.36,-52.94,-5.67,-101.0,58.3,145.57,0.12,0.21
(주)제이테크놀로지,35480,18-Dec,1999-11-18,2019-12-12,4,,,,,,,,,,
(주)주노콜렉션,221670,14-Dec,2017-06-27,2019-07-16,4,,,,,,,,,,
(주)주노콜렉션,221670,15-Dec,2017-06-27,2019-07-16,4,,,,,,,,,,
(주)주노콜렉션,221670,16-Dec,2017-06-27,2019-07-16,4,,,,,,,,,,
(주)주노콜렉션,221670,17-Dec,2017-06-27,2019-07-16,4,,,,,,,,,,
(주)주노콜렉션,221670,18-Dec,2017-06-27,2019-07-16,4,,,,,,,,,,
(주)지디,155960,11-Dec,2013-02-13,2018-10-12,4,,,,,,,,,,
(주)지디,155960,12-Dec,2013-02-13,2018-10-12,4,,,,,,,,,,
(주)지디,155960,13-Dec,2013-02-13,2018-10-12,4,,,,,,,,,,
(주)지디,155960,14-Dec,2013-02-13,2018-10-12,4,0.0,0.0,1.9,1.4,21.97,36.69,79.33,176.23,0.46,0.58
(주)지디,155960,15-Dec,2013-02-13,2018-10-12,4,0.0,0.0,-39.86,-16.87,19.33,36.12,76.81,153.44,0.35,0.46
