회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결)
(주)스페이스솔루션,245030,17-Dec,2016-06-03,2019-02-27,4,,,,,,,,,,
(주)승화프리텍,111610,11-Dec,2010-01-06,2016-01-25,4,-46.18,0.0,-17.94,-11.18,12.08,43.23,57.16,125.25,0.49,0.84
(주)승화프리텍,111610,12-Dec,2010-01-06,2016-01-25,4,-39.07,0.0,-225.73,-121.55,-30.22,-84.54,21.89,47.38,0.3,0.72
(주)승화프리텍,111610,13-Dec,2010-01-06,2016-01-25,4,,,,,,,,,,
(주)승화프리텍,111610,14-Dec,2010-01-06,2016-01-25,4,,,,,,,,,,
(주)시냅스엠,246830,14-Dec,2016-07-13,2018-05-14,4,,,,,,,,,,
(주)시냅스엠,246830,15-Dec,2016-07-13,2018-05-14,4,,,,,,,,,,
(주)시냅스엠,246830,16-Dec,2016-07-13,2018-05-14,4,,,,,,,,,,
(주)시냅스엠,246830,17-Dec,2016-07-13,2018-05-14,4,,,,,,,,,,
(주)시노펙스그린테크,37320,11-Dec,2002-09-17,2012-03-19,4,171.49,0.0,-34.79,-68.3,-7.37,-14.67,34.31,55.56,0.68,1.96
(주)신세계아이앤씨,35510,18-Dec,2000-11-16,2006-05-18,4,,,,,,,,,,
(주)실리콘화일,82930,11-Dec,2008-04-25,2014-05-23,4,,,,,,,,,,
(주)실리콘화일,82930,12-Dec,2008-04-25,2014-05-23,4,,,,,,,,,,
(주)실리콘화일,82930,13-Dec,2008-04-25,2014-05-23,4,,,,,,,,,,
(주)심팩메탈,90730,11-Dec,2008-10-17,2018-07-17,4,-13.42,-28.27,11.37,11.94,12.23,113.43,57.92,173.23,0.65,1.05
(주)심팩메탈,90730,12-Dec,2008-10-17,2018-07-17,4,18.55,-30.13,6.7,7.67,14.68,33.23,61.83,138.39,0.69,1.14
(주)심팩메탈,90730,13-Dec,2008-10-17,2018-07-17,4,-8.84,-40.36,4.38,4.35,10.91,27.18,60.83,104.45,0.61,0.99
(주)심팩메탈,90730,14-Dec,2008-10-17,2018-07-17,4,-4.06,-45.18,2.51,2.33,11.3,27.54,66.37,189.66,0.59,0.93
(주)심팩메탈,90730,15-Dec,2008-10-17,2018-07-17,4,-16.59,0.0,-1.98,-1.55,7.93,19.36,68.63,182.76,0.53,0.78
(주)심팩메탈,90730,16-Dec,2008-10-17,2018-07-17,4,,,,,,,,,,
(주)심팩메탈,90730,17-Dec,2008-10-17,2018-07-17,4,,,,,,,,,,
(주)썬코어,51170,11-Dec,2001-10-23,2018-03-15,4,17.3,0.0,-1.0,-1.74,16.34,37.21,58.33,153.58,0.92,1.67
(주)썬코어,51170,12-Dec,2001-10-23,2018-03-15,4,-3.55,0.0,-1.17,-1.56,13.64,29.9,47.3,137.6,0.69,1.33
(주)썬코어,51170,13-Dec,2001-10-23,2018-03-15,4,-6.62,0.0,-1.5,-1.59,14.74,28.25,44.1,137.82,0.58,1.26
(주)썬코어,51170,14-Dec,2001-10-23,2018-03-15,4,-4.99,0.0,-8.24,-10.84,11.34,24.85,43.48,147.32,0.57,1.3
(주)썬코어,51170,15-Dec,2001-10-23,2018-03-15,4,18.07,0.0,-32.7,-35.88,0.28,0.79,35.27,79.72,0.51,1.35
(주)썬코어,51170,16-Dec,2001-10-23,2018-03-15,4,-7.01,0.0,-85.24,-119.31,-23.0,-45.74,18.68,50.54,0.45,1.56
(주)썬테크놀로지스,122800,11-Dec,2010-11-26,2020-02-12,4,,,,,,,,,,
(주)썬테크놀로지스,122800,12-Dec,2010-11-26,2020-02-12,4,,,,,,,,,,
(주)썬테크놀로지스,122800,13-Dec,2010-11-26,2020-02-12,4,,,,,,,,,,
(주)썬테크놀로지스,122800,14-Dec,2010-11-26,2020-02-12,4,,,,,,,,,,
(주)썬테크놀로지스,122800,15-Dec,2010-11-26,2020-02-12,4,0.0,0.0,6.75,6.49,23.29,50.25,61.23,184.74,0.59,0.96
(주)썬테크놀로지스,122800,16-Dec,2010-11-26,2020-02-12,4,0.9,-567.13,-31.24,-32.97,2.88,7.5,46.46,154.49,0.56,1.06
(주)썬테크놀로지스,122800,17-Dec,2010-11-26,2020-02-12,4,-39.21,0.0,-84.84,-64.15,-16.53,-54.41,56.55,231.52,0.38,0.76
(주)썬테크놀로지스,122800,18-Dec,2010-11-26,2020-02-12,4,-13.67,0.0,-53.56,-39.82,2.88,4.36,52.75,69.94,0.41,0.74
(주)씨그널엔터테인먼트그룹,99830,11-Dec,2011-01-24,2018-05-04,4,,,,,,,,,,
(주)씨그널엔터테인먼트그룹,99830,12-Dec,2011-01-24,2018-05-04,4,,,,,,,,,,
(주)씨그널엔터테인먼트그룹,99830,13-Dec,2011-01-24,2018-05-04,4,,,,,,,,,,
(주)씨그널엔터테인먼트그룹,99830,14-Dec,2011-01-24,2018-05-04,4,0.0,0.0,-48.26,-14.55,-2.59,-19.9,54.56,98.71,0.16,0.3
(주)씨그널엔터테인먼트그룹,99830,15-Dec,2011-01-24,2018-05-04,4,119.27,0.0,-96.76,-69.07,-16.14,-158.89,39.59,76.96,0.33,0.71
(주)씨그널엔터테인먼트그룹,99830,16-Dec,2011-01-24,2018-05-04,4,-4.63,0.0,-141.01,-106.76,-49.36,-2762.81,60.87,70.41,0.36,0.76
(주)씨그널엔터테인먼트그룹,99830,17-Dec,2011-01-24,2018-05-04,4,30.55,0.0,-31.35,-32.45,-17.37,-1512.18,60.42,132.97,0.63,1.04
(주)씨앤에스자산관리,32040,11-Dec,1997-01-23,2018-10-11,4,0.0,0.0,12.12,20.73,91.05,2497.99,71.04,203.07,1.2,1.7
(주)씨앤에스자산관리,32040,12-Dec,1997-01-23,2018-10-11,4,0.0,0.0,13.84,26.61,109.25,2939.8,65.39,236.66,1.25,1.92
(주)씨앤에스자산관리,32040,13-Dec,1997-01-23,2018-10-11,4,34.78,-90.28,0.31,2.73,63.82,2889.12,29.89,37.05,1.15,2.74
(주)씨앤에스자산관리,32040,14-Dec,1997-01-23,2018-10-11,4,12.37,0.0,-5.63,-15.67,41.16,98.81,13.53,21.51,0.72,3.68
(주)씨앤에스자산관리,32040,15-Dec,1997-01-23,2018-10-11,4,25.81,0.0,-4.88,-13.66,54.57,141.21,18.47,33.14,0.7,4.36
(주)씨앤에스자산관리,32040,16-Dec,1997-01-23,2018-10-11,4,2.43,0.0,-11.8,-46.58,49.17,136.56,11.86,58.45,0.68,4.53
(주)씨앤에스자산관리,32040,17-Dec,1997-01-23,2018-10-11,4,-6.94,0.0,-15.71,-117.01,65.44,3492.55,5.59,100.62,0.74,7.9
(주)씨앤케이인터내셔널,39530,11-Dec,2000-03-21,2015-05-19,4,178.72,0.0,-14.57,-20.86,-10.07,-72.87,88.61,455.71,1.2,1.41
(주)씨앤케이인터내셔널,39530,12-Dec,2000-03-21,2015-05-19,4,-55.64,0.0,-28.83,-19.44,-7.76,-50.11,88.21,336.74,0.6,0.67
(주)씨앤케이인터내셔널,39530,13-Dec,2000-03-21,2015-05-19,4,-31.53,0.0,-15.74,-7.1,2.86,22.55,87.19,505.32,0.4,0.45
(주)씨앤케이인터내셔널,39530,14-Dec,2000-03-21,2015-05-19,4,,,,,,,,,,
(주)씨엘인터내셔널,37340,11-Dec,1999-12-14,2016-09-08,4,-46.4,0.0,-52.8,-46.61,0.36,2.41,52.44,80.2,0.4,0.88
(주)씨엘인터내셔널,37340,12-Dec,1999-12-14,2016-09-08,4,134.0,0.0,-7.0,-12.13,22.32,189.72,49.73,98.66,0.88,1.73
(주)씨엘인터내셔널,37340,13-Dec,1999-12-14,2016-09-08,4,33.14,0.0,-37.25,-86.73,0.73,4.86,55.29,110.38,1.18,2.27
(주)씨엘인터내셔널,37340,14-Dec,1999-12-14,2016-09-08,4,-47.67,0.0,-26.07,-32.86,12.52,79.12,52.91,127.5,0.67,1.24
(주)씨엘인터내셔널,37340,15-Dec,1999-12-14,2016-09-08,4,-14.63,0.0,-109.33,-154.62,-35.61,-184.5,24.25,62.85,0.61,1.53
(주)씨유전자,56340,11-Dec,2002-11-08,2014-05-21,4,-29.64,0.0,-8.86,-10.75,9.43,34.31,63.19,69.88,0.7,1.21
(주)씨유전자,56340,12-Dec,2002-11-08,2014-05-21,4,-37.78,0.0,-37.56,-34.72,-11.57,-50.75,59.96,79.04,0.57,0.92
(주)씨유전자,56340,13-Dec,2002-11-08,2014-05-21,4,-76.23,0.0,-233.01,-87.01,-65.25,-342.18,52.92,31.59,0.22,0.37
(주)씨티네트웍스,189540,11-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,12-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,13-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,14-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,15-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,16-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,17-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,18-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티네트웍스,189540,19-Dec,2013-12-24,2020-05-12,4,,,,,,,,,,
(주)씨티앤티,50470,11-Dec,2002-04-23,2012-05-01,4,,,,,,,,,,
(주)아라온테크,41060,11-Dec,2000-06-07,2014-05-08,4,-2.19,0.0,-623.12,-143.78,-301.03,-10283.29,80.01,304.41,0.18,0.24
(주)아라온테크,41060,12-Dec,2000-06-07,2014-05-08,4,248.47,0.0,-35.85,-95.01,-54.18,-13948.33,66.6,263.46,1.95,2.65
(주)아라온테크,41060,13-Dec,2000-06-07,2014-05-08,4,-84.41,0.0,17.16,7.6,27.82,197.89,88.66,378.69,0.34,0.44
(주)아이디에스,78780,11-Dec,2005-11-29,2016-04-28,4,3.34,0.0,-5.49,-23.99,-10.35,-23.3,38.14,79.19,1.88,4.37
(주)아이디에스,78780,12-Dec,2005-11-29,2016-04-28,4,-2.55,0.0,-4.09,-19.98,26.5,55.93,40.29,83.0,1.91,4.89
(주)아이디에스,78780,13-Dec,2005-11-29,2016-04-28,4,11.1,0.0,-7.9,-56.44,26.63,48.46,26.49,54.57,2.42,7.14
(주)아이디에스,78780,14-Dec,2005-11-29,2016-04-28,4,-50.74,0.0,-21.73,-175.79,14.16,18.33,8.76,24.37,1.59,8.09
(주)아이디에스,78780,15-Dec,2005-11-29,2016-04-28,4,-73.83,0.0,-24.05,-94.18,32.28,56.84,15.6,50.8,0.49,3.92
(주)아이엘사이언스,122050,16-Dec,2018-11-16,2019-12-27,4,,,,,,,,,,
(주)아이엘사이언스,122050,17-Dec,2018-11-16,2019-12-27,4,,,,,,,,,,
(주)아이엘사이언스,122050,18-Dec,2018-11-16,2019-12-27,4,,,,,,,,,,
(주)아이엠텍,226350,11-Dec,2016-02-03,2021-06-11,4,,,,,,,,,,
(주)아이엠텍,226350,12-Dec,2016-02-03,2021-06-11,4,,,,,,,,,,
(주)아이엠텍,226350,13-Dec,2016-02-03,2021-06-11,4,,,,,,,,,,
(주)아이엠텍,226350,14-Dec,2016-02-03,2021-06-11,4,,,,,,,,,,
(주)아이엠텍,226350,15-Dec,2016-02-03,2021-06-11,4,,,,,,,,,,
(주)아이엠텍,226350,16-Dec,2016-02-03,2021-06-11,4,,,,,,,,,,
(주)아이엠텍,226350,17-Dec,2016-02-03,2021-06-11,4,0.0,0.0,-30.38,-92.73,-12.65,-49.19,47.49,136.07,1.45,3.05
(주)아이엠텍,226350,18-Dec,2016-02-03,2021-06-11,4,-82.96,0.0,-229.61,-204.95,19.13,62.53,2.25,84.2,0.29,1.01
(주)아이엠텍,226350,19-Dec,2016-02-03,2021-06-11,4,17.75,0.0,-9.06,-28.32,11.62,42.59,31.89,54.63,0.32,1.53
(주)아이엠텍,226350,20-Dec,2016-02-03,2021-06-11,4,,,,,,,,,,
(주)아이팩토리,53810,11-Dec,2002-07-19,2016-09-19,4,-37.95,0.0,-17.07,-43.43,10.67,17.14,22.58,28.41,0.62,2.5
(주)아이팩토리,53810,12-Dec,2002-07-19,2016-09-19,4,-60.15,0.0,-81.86,-164.57,-4.64,-6.49,4.18,16.5,0.29,2.01
(주)아이팩토리,53810,13-Dec,2002-07-19,2016-09-19,4,53.81,0.0,-20.13,-77.51,4.72,7.65,19.25,36.71,0.47,3.85
(주)아이팩토리,53810,14-Dec,2002-07-19,2016-09-19,4,-58.95,0.0,-101.19,-103.06,-6.37,-9.63,17.17,27.19,0.18,0.99
(주)아이팩토리,53810,15-Dec,2002-07-19,2016-09-19,4,-26.61,0.0,-47.63,-33.16,9.64,20.61,40.07,223.93,0.17,0.68
(주)아인스엠앤엠,40740,11-Dec,2004-01-28,2012-05-01,4,,,,,,,,,,
(주)아큐텍,13780,11-Dec,1997-08-18,2013-04-23,4,,,,,,,,,,
(주)아큐텍,13780,12-Dec,1997-08-18,2013-04-23,4,,,,,,,,,,
(주)알로이스,271400,15-Dec,2017-07-07,2019-10-01,4,,,,,,,,,,
(주)알로이스,271400,16-Dec,2017-07-07,2019-10-01,4,,,,,,,,,,
(주)알로이스,271400,17-Dec,2017-07-07,2019-10-01,4,,,,,,,,,,
(주)알로이스,271400,18-Dec,2017-07-07,2019-10-01,4,,,,,,,,,,
(주)에듀언스,9010,11-Dec,1993-12-29,2013-05-01,4,0.0,0.0,-64.28,-119.5,2.07,189.05,29.78,63.64,0.55,1.86
(주)에듀언스,9010,12-Dec,1993-12-29,2013-05-01,4,-45.64,0.0,-110.41,-199.58,-7.82,-402.18,8.87,24.23,0.43,1.81
(주)에스마크,30270,11-Dec,1997-01-17,2020-05-21,4,,,,,,,,,,
(주)에스마크,30270,12-Dec,1997-01-17,2020-05-21,4,,,,,,,,,,
(주)에스마크,30270,13-Dec,1997-01-17,2020-05-21,4,,,,,,,,,,
(주)에스마크,30270,14-Dec,1997-01-17,2020-05-21,4,,,,,,,,,,
(주)에스마크,30270,15-Dec,1997-01-17,2020-05-21,4,,,,,,,,,,
(주)에스마크,30270,16-Dec,1997-01-17,2020-05-21,4,0.0,0.0,-73.56,-44.19,-7.74,-19.93,45.35,231.45,0.27,0.6
(주)에스마크,30270,17-Dec,1997-01-17,2020-05-21,4,-39.94,0.0,-494.69,-207.88,-89.74,-715.17,50.42,120.99,0.2,0.42
(주)에스마크,30270,18-Dec,1997-01-17,2020-05-21,4,-16.73,0.0,-242.62,-113.15,-27.37,-180.09,43.43,111.56,0.22,0.47
(주)에스마크,30270,19-Dec,1997-01-17,2020-05-21,4,-82.06,0.0,-569.44,-61.93,-13.65,-221.73,40.07,111.74,0.05,0.11
(주)에스비엠,37630,11-Dec,1999-12-24,2013-07-24,4,,,,,,,,,,
(주)에스비엠,37630,12-Dec,1999-12-24,2013-07-24,4,,,,,,,,,,
(주)에스에스컴텍,36500,11-Dec,1999-12-14,2017-05-11,4,47.7,52.16,4.03,7.09,14.77,54.86,35.68,103.72,0.83,2.33
(주)에스에스컴텍,36500,12-Dec,1999-12-14,2017-05-11,4,37.89,-135.21,1.78,-1.8,14.11,53.2,49.38,183.3,0.89,2.06
(주)에스에스컴텍,36500,13-Dec,1999-12-14,2017-05-11,4,34.31,0.0,-2.44,-18.12,9.82,35.11,44.25,163.94,0.99,2.12
(주)에스에스컴텍,36500,14-Dec,1999-12-14,2017-05-11,4,-23.14,0.0,-5.96,-17.57,8.07,30.13,37.17,133.64,0.64,1.58
(주)에스에스컴텍,36500,15-Dec,1999-12-14,2017-05-11,4,-86.14,0.0,-379.91,-122.53,-6.49,-54.31,20.88,114.6,0.1,0.33
(주)에스에스컴텍,36500,16-Dec,1999-12-14,2017-05-11,4,189.47,0.0,-101.3,-479.44,-156.04,-2340.96,4.76,82.94,0.64,3.66
(주)에스에이티,158300,11-Dec,2013-07-01,2021-12-09,4,,,,,,,,,,
(주)에스에이티,158300,12-Dec,2013-07-01,2021-12-09,4,,,,,,,,,,
(주)에스에이티,158300,13-Dec,2013-07-01,2021-12-09,4,,,,,,,,,,
(주)에스에이티,158300,14-Dec,2013-07-01,2021-12-09,4,,,,,,,,,,
(주)에스에이티,158300,15-Dec,2013-07-01,2021-12-09,4,0.0,0.0,-29.42,-43.97,-4.15,-15.21,31.51,133.05,0.46,1.46
(주)에스에이티,158300,16-Dec,2013-07-01,2021-12-09,4,95.47,0.0,11.28,29.02,16.03,53.21,33.51,157.38,0.8,2.45
(주)에스에이티,158300,17-Dec,2013-07-01,2021-12-09,4,5.08,-135.13,-4.01,-8.32,4.31,13.88,31.98,134.43,0.69,2.12
(주)에스에이티,158300,18-Dec,2013-07-01,2021-12-09,4,54.64,0.0,5.64,15.69,12.92,48.29,24.93,115.77,0.92,3.27
(주)에스에이티,158300,19-Dec,2013-07-01,2021-12-09,4,-5.12,0.0,-1.1,4.11,9.73,23.92,30.88,111.99,0.89,3.21
(주)에스에이티,158300,20-Dec,2013-07-01,2021-12-09,4,-3.52,0.0,6.33,22.04,10.96,31.71,26.49,109.66,0.77,2.72
(주)에스에프씨,112240,11-Dec,2011-11-30,2020-06-30,4,,,,,,,,,,
(주)에스에프씨,112240,12-Dec,2011-11-30,2020-06-30,4,,,,,,,,,,
(주)에스에프씨,112240,13-Dec,2011-11-30,2020-06-30,4,0.0,0.0,7.39,8.77,14.44,74.55,75.82,327.29,0.9,1.19
(주)에스에프씨,112240,14-Dec,2011-11-30,2020-06-30,4,-23.47,-56.75,4.18,3.79,10.87,48.39,81.04,402.84,0.71,0.91
(주)에스에프씨,112240,15-Dec,2011-11-30,2020-06-30,4,-7.96,-44.28,2.53,2.1,9.62,41.5,89.65,786.37,0.71,0.83
(주)에스에프씨,112240,16-Dec,2011-11-30,2020-06-30,4,-7.11,43.74,3.91,2.7,7.92,52.86,77.03,329.95,0.57,0.69
(주)에스에프씨,112240,17-Dec,2011-11-30,2020-06-30,4,-5.87,-955.06,-35.67,-21.26,-11.29,-117.77,61.14,164.62,0.41,0.6
(주)에스에프씨,112240,18-Dec,2011-11-30,2020-06-30,4,-20.39,0.0,-16.7,-7.03,3.4,41.68,68.49,160.39,0.27,0.42
(주)에스에프씨,112240,19-Dec,2011-11-30,2020-06-30,4,2.51,0.0,-24.78,-10.94,-1.25,-11.01,69.73,147.73,0.31,0.45
(주)에스와이이노베이션,194860,12-Dec,2014-04-25,2017-04-12,4,,,,,,,,,,
(주)에스와이이노베이션,194860,13-Dec,2014-04-25,2017-04-12,4,,,,,,,,,,
(주)에스와이이노베이션,194860,14-Dec,2014-04-25,2017-04-12,4,,,,,,,,,,
(주)에스와이이노베이션,194860,15-Dec,2014-04-25,2017-04-12,4,,,,,,,,,,
(주)에스와이제이,251540,15-Dec,2017-05-02,2018-09-07,4,,,,,,,,,,
(주)에스와이제이,251540,16-Dec,2017-05-02,2018-09-07,4,,,,,,,,,,
(주)에스와이제이,251540,17-Dec,2017-05-02,2018-09-07,4,,,,,,,,,,
(주)에스제이케이,80440,11-Dec,2005-05-13,2021-09-13,4,0.0,0.0,-4.82,-8.29,9.38,31.73,50.33,83.61,0.75,1.5
(주)에스제이케이,80440,12-Dec,2005-05-13,2021-09-13,4,0.0,0.0,-19.98,-28.47,1.98,6.41,44.1,66.57,0.64,1.46
(주)에스제이케이,80440,13-Dec,2005-05-13,2021-09-13,4,1.12,0.0,-27.91,-52.34,-6.44,-22.21,30.7,53.03,0.72,1.89
(주)에스제이케이,80440,14-Dec,2005-05-13,2021-09-13,4,-28.45,0.0,-32.3,-78.09,-6.82,-21.15,15.44,43.14,0.63,2.67
(주)에스제이케이,80440,15-Dec,2005-05-13,2021-09-13,4,-23.89,0.0,-9.35,-15.8,9.48,27.87,20.52,35.85,0.58,3.29
(주)에스제이케이,80440,16-Dec,2005-05-13,2021-09-13,4,-69.31,0.0,-65.7,-47.39,-1.93,-4.55,31.04,24.15,0.23,0.91
(주)에스제이케이,80440,17-Dec,2005-05-13,2021-09-13,4,-32.05,0.0,-85.26,-52.88,-6.08,-13.6,29.19,9.36,0.19,0.62
(주)에스제이케이,80440,18-Dec,2005-05-13,2021-09-13,4,-28.42,0.0,-173.19,-82.41,-8.82,-23.85,21.91,27.42,0.12,0.48
(주)에스제이케이,80440,19-Dec,2005-05-13,2021-09-13,4,-34.3,0.0,-264.81,-82.93,3.64,8.46,24.0,17.48,0.07,0.31
(주)에이디모터스,38120,11-Dec,2000-08-24,2013-01-30,4,,,,,,,,,,
(주)에이제이에스,13340,11-Dec,1989-09-06,2014-09-02,4,,,,,,,,,,
(주)에이제이에스,13340,12-Dec,1989-09-06,2014-09-02,4,,,,,,,,,,
(주)에이제이에스,13340,13-Dec,1989-09-06,2014-09-02,4,,,,,,,,,,
(주)에이치디,102210,11-Dec,2009-05-21,2021-04-19,4,,,,,,,,,,
(주)에이치디,102210,12-Dec,2009-05-21,2021-04-19,4,,,,,,,,,,
(주)에이치디,102210,13-Dec,2009-05-21,2021-04-19,4,,,,,,,,,,
(주)에이치디,102210,14-Dec,2009-05-21,2021-04-19,4,,,,,,,,,,
(주)에이치디,102210,15-Dec,2009-05-21,2021-04-19,4,0.0,0.0,7.92,6.77,12.3,48.0,49.37,151.05,0.5,1.0
(주)에이치디,102210,16-Dec,2009-05-21,2021-04-19,4,-14.93,-77.88,2.21,1.49,8.89,33.93,52.35,157.51,0.43,0.85
(주)에이치디,102210,17-Dec,2009-05-21,2021-04-19,4,-59.69,-203.28,-4.82,-1.55,3.54,12.55,53.33,153.03,0.18,0.34
(주)에이치디,102210,18-Dec,2009-05-21,2021-04-19,4,-9.86,0.0,-20.34,-6.3,1.62,5.67,57.83,168.67,0.17,0.31
(주)에이치디,102210,19-Dec,2009-05-21,2021-04-19,4,0.56,0.0,-35.51,-11.32,0.61,2.07,76.13,262.85,0.21,0.32
(주)에이치디,102210,20-Dec,2009-05-21,2021-04-19,4,-8.7,0.0,-52.11,-17.48,-7.36,-25.48,73.34,250.2,0.25,0.34
(주)에이치앤아이,103650,11-Dec,2013-12-26,2016-07-14,4,,,,,,,,,,
(주)에이치앤아이,103650,12-Dec,2013-12-26,2016-07-14,4,,,,,,,,,,
(주)에이치앤아이,103650,13-Dec,2013-12-26,2016-07-14,4,,,,,,,,,,
(주)에이치앤아이,103650,14-Dec,2013-12-26,2016-07-14,4,,,,,,,,,,
(주)에이치앤아이,103650,15-Dec,2013-12-26,2016-07-14,4,,,,,,,,,,
(주)에이팸,73070,11-Dec,2004-01-28,2021-06-04,4,0.0,0.0,2.18,4.66,31.13,96.75,67.48,163.94,1.44,2.14
(주)에이팸,73070,12-Dec,2004-01-28,2021-06-04,4,0.0,0.0,6.51,11.15,41.23,109.58,75.84,255.8,1.3,1.71
(주)에이팸,73070,13-Dec,2004-01-28,2021-06-04,4,-11.39,-53.16,3.44,5.14,31.44,89.98,75.93,265.16,1.13,1.5
(주)에이팸,73070,14-Dec,2004-01-28,2021-06-04,4,21.84,204.2,8.59,14.92,37.96,129.34,68.82,231.06,1.25,1.74
(주)에이팸,73070,15-Dec,2004-01-28,2021-06-04,4,29.68,-42.1,3.84,8.14,40.42,136.74,74.65,281.97,1.52,2.12
(주)에이팸,73070,16-Dec,2004-01-28,2021-06-04,4,-12.53,47.31,6.46,11.24,36.09,146.31,72.37,275.34,1.28,1.74
(주)에이팸,73070,17-Dec,2004-01-28,2021-06-04,4,0.78,49.87,9.61,12.71,23.86,180.99,61.76,228.47,0.87,1.32
(주)에이팸,73070,18-Dec,2004-01-28,2021-06-04,4,-7.44,-104.17,-1.57,-0.43,14.83,117.91,56.04,141.9,0.58,0.99
(주)에이팸,73070,19-Dec,2004-01-28,2021-06-04,4,-33.61,0.0,-113.97,-92.9,-32.85,-226.93,37.67,73.86,0.39,0.82
(주)에이팸,73070,20-Dec,2004-01-28,2021-06-04,4,-63.54,0.0,-48.45,-13.88,5.25,33.48,62.26,60.7,0.17,0.34
(주)에임하이글로벌,43580,11-Dec,2001-08-02,2018-08-10,4,0.0,0.0,-19.95,-15.85,-5.1,-36.05,93.27,736.06,0.74,0.79
(주)에임하이글로벌,43580,12-Dec,2001-08-02,2018-08-10,4,0.0,0.0,3.86,4.82,16.54,170.46,93.41,954.5,1.17,1.25
(주)에임하이글로벌,43580,13-Dec,2001-08-02,2018-08-10,4,53.06,-91.65,0.21,0.4,12.26,175.82,79.62,268.42,1.61,1.88
(주)에임하이글로벌,43580,14-Dec,2001-08-02,2018-08-10,4,-46.72,0.0,-5.2,-5.25,3.85,40.79,86.06,380.23,0.83,1.01
(주)에임하이글로벌,43580,15-Dec,2001-08-02,2018-08-10,4,-26.66,0.0,-9.45,-6.93,8.19,147.21,91.95,786.44,0.65,0.73
(주)에임하이글로벌,43580,16-Dec,2001-08-02,2018-08-10,4,-67.26,0.0,-270.17,-54.8,-26.06,-347.36,73.0,151.05,0.16,0.2
(주)에임하이글로벌,43580,17-Dec,2001-08-02,2018-08-10,4,423.82,0.0,-90.64,-29.91,-10.63,-759.67,94.21,390.21,0.25,0.28
(주)에프티이앤이,65160,11-Dec,2002-07-30,2019-05-03,4,35.54,0.0,-1.96,-1.78,8.0,22.93,57.73,209.53,0.55,0.91
(주)에프티이앤이,65160,12-Dec,2002-07-30,2019-05-03,4,-3.62,0.0,-8.56,-8.22,5.85,24.5,46.22,175.11,0.5,0.96
(주)에프티이앤이,65160,13-Dec,2002-07-30,2019-05-03,4,3.42,0.0,-1.21,-1.25,11.08,42.37,48.77,132.14,0.49,1.03
(주)에프티이앤이,65160,14-Dec,2002-07-30,2019-05-03,4,-11.39,0.0,-32.35,-33.0,-0.96,-3.03,39.88,101.3,0.46,1.02
(주)에프티이앤이,65160,15-Dec,2002-07-30,2019-05-03,4,-3.74,0.0,-46.27,-59.12,-11.33,-28.6,43.17,85.76,0.53,1.28
(주)에프티이앤이,65160,16-Dec,2002-07-30,2019-05-03,4,-6.82,0.0,-2.18,-2.3,12.79,40.43,48.77,109.44,0.49,1.06
(주)에프티이앤이,65160,17-Dec,2002-07-30,2019-05-03,4,52.56,0.0,-12.38,-13.24,8.36,24.31,66.65,165.73,0.62,1.07
(주)에프티이앤이,65160,18-Dec,2002-07-30,2019-05-03,4,-42.65,0.0,-18.75,-14.8,10.55,39.62,34.44,110.7,0.44,0.79
(주)에피밸리,68630,11-Dec,2005-10-27,2012-04-24,4,,,,,,,,,,
(주)엑큐리스,48460,11-Dec,2000-12-14,2012-11-16,4,-22.35,0.0,-13.18,-46.16,2.59,6.2,45.0,118.09,1.45,3.5
(주)엔스퍼트,98400,11-Dec,2008-01-30,2012-07-24,4,,,,,,,,,,
(주)엔에스브이,95300,11-Dec,2009-04-17,2017-09-12,4,,,,,,,,,,
(주)엔에스브이,95300,12-Dec,2009-04-17,2017-09-12,4,,,,,,,,,,
(주)엔에스브이,95300,13-Dec,2009-04-17,2017-09-12,4,,,,,,,,,,
(주)엔에스브이,95300,14-Dec,2009-04-17,2017-09-12,4,,,,,,,,,,
(주)엔에스브이,95300,15-Dec,2009-04-17,2017-09-12,4,0.0,0.0,-41.45,-85.02,-5.45,-9.96,35.55,67.72,0.73,2.05
(주)엔에스브이,95300,16-Dec,2009-04-17,2017-09-12,4,,,,,,,,,,
(주)엔케이맥스,262760,17-Dec,2018-08-09,2019-07-04,4,,,,,,,,,,
