,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]매출액증가율(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]유동비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]순이익증가율(IFRS연결),상장폐지사유,회계월,상장년도,회계년,연차
124,(주)미애부,225850,2019-12-01,2015-12-08,2022-04-27,4,  도매 및 상품 중개업,,,,,,,,,,,,12,2015,2019,4
125,(주)미애부,225850,2020-12-01,2015-12-08,2022-04-27,4,  도매 및 상품 중개업,,,,,,,,,,,,12,2015,2020,5
126,(주)바이오빌,65940,2011-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,34.81,-5.77,-9.54,295.87,66.44,0.46,0.61,1.72,7.71,0.0,,12,2003,2011,8
127,(주)바이오빌,65940,2012-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,20.25,-15.02,-16.94,74.42,28.92,0.4,0.88,4.48,24.64,0.0,,12,2003,2012,9
128,(주)바이오빌,65940,2013-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,1.63,-23.08,-27.39,102.89,65.12,0.39,0.84,2.14,7.26,0.0,,12,2003,2013,10
129,(주)바이오빌,65940,2014-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,-7.35,8.09,14.92,106.53,63.55,0.36,0.55,15.02,54.25,0.0,,12,2003,2014,11
130,(주)바이오빌,65940,2015-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,24.13,8.4,14.08,137.17,62.73,0.37,0.59,14.7,92.12,21.61,,12,2003,2015,12
131,(주)바이오빌,65940,2016-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,7.67,-16.25,-32.23,376.42,65.1,0.33,0.51,-2.21,-13.63,-339.09,,12,2003,2016,13
132,(주)바이오빌,65940,2017-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,54.11,-36.76,-50.01,69.92,38.06,0.32,0.68,-4.54,-26.89,0.0,,12,2003,2017,14
133,(주)바이오빌,65940,2018-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,109.66,-170.04,-92.4,50.95,21.11,0.46,1.61,-22.44,-117.28,0.0,,12,2003,2018,15
134,(주)바이오빌,65940,2019-12-01,2003-01-07,2020-07-31,4,  화학물질 및 화학제품 제조업; 의약품 제외,-67.34,-111.07,-91.46,36.14,9.64,0.18,1.04,-18.26,-140.73,0.0,,12,2003,2019,16
135,(주)보광티에스,66690,2011-12-01,2008-10-06,2012-05-01,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,12,2008,2011,3
136,(주)블루젬디앤씨,53040,2011-12-01,2001-08-09,2012-05-17,4,  화학물질 및 화학제품 제조업; 의약품 제외,14.25,-9.89,-14.14,107.41,54.84,0.32,0.7,3.5,9.11,0.0,,12,2001,2011,10
137,(주)비앤비성원,15200,2011-12-01,1997-01-17,2012-05-01,4,  1차 금속 제조업,,,,,,,,,,,,12,1997,2011,14
138,(주)비엔씨컴퍼니,58370,2011-12-01,2002-02-19,2017-05-08,4,  도매 및 상품 중개업,,,,,,,,,,,,12,2002,2011,9
139,(주)비엔씨컴퍼니,58370,2012-12-01,2002-02-19,2017-05-08,4,  도매 및 상품 중개업,,,,,,,,,,,,12,2002,2012,10
140,(주)비엔씨컴퍼니,58370,2013-12-01,2002-02-19,2017-05-08,4,  도매 및 상품 중개업,0.0,-97.48,-32.92,76.29,35.0,1.04,2.96,-21.16,-1793.22,0.0,,12,2002,2013,11
141,(주)비엔씨컴퍼니,58370,2014-12-01,2002-02-19,2017-05-08,4,  도매 및 상품 중개업,-34.57,-54.85,-44.25,163.24,66.52,0.64,1.24,-19.55,-4747.52,0.0,,12,2002,2014,12
142,(주)비엔씨컴퍼니,58370,2015-12-01,2002-02-19,2017-05-08,4,  도매 및 상품 중개업,40.72,-82.62,-73.5,118.0,54.77,0.67,1.12,-35.01,-1191.56,0.0,,12,2002,2015,13
143,(주)비엔씨컴퍼니,58370,2016-12-01,2002-02-19,2017-05-08,4,  도매 및 상품 중개업,-25.68,-48.71,-78.29,344.79,72.27,0.4,0.62,-21.51,-1045.35,0.0,,12,2002,2016,14
144,(주)삼우이엠씨,26250,2011-12-01,1995-11-04,2013-04-12,4,  금속가공제품 제조업; 기계 및 가구 제외,-19.04,-56.95,-20.7,88.82,22.4,0.83,2.75,40.83,243.97,0.0,,12,1995,2011,16
145,(주)삼우이엠씨,26250,2012-12-01,1995-11-04,2013-04-12,4,  금속가공제품 제조업; 기계 및 가구 제외,-60.44,-101015.66,-141.87,32.83,0.0,0.44,0.0,-93.93,-349.56,0.0,,12,1995,2012,17
146,(주)세영디앤씨,52190,2011-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",,,,,,,,,,,,12,2001,2011,10
147,(주)세영디앤씨,52190,2012-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",,,,,,,,,,,,12,2001,2012,11
148,(주)세영디앤씨,52190,2013-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",,,,,,,,,,,,12,2001,2013,12
149,(주)세영디앤씨,52190,2014-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",,,,,,,,,,,,12,2001,2014,13
150,(주)세영디앤씨,52190,2015-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",,,,,,,,,,,,12,2001,2015,14
151,(주)세영디앤씨,52190,2016-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",0.0,-47.01,-238.29,45.86,45.55,0.08,0.18,4.18,23.07,0.0,,12,2001,2016,15
152,(주)세영디앤씨,52190,2017-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",286.12,-160.02,-199.67,99.73,42.63,0.34,0.77,-45.86,-218.44,0.0,,12,2001,2017,16
153,(주)세영디앤씨,52190,2018-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",66.25,-64.65,-81.61,70.74,45.07,0.35,0.79,-10.94,-140.88,0.0,,12,2001,2018,17
154,(주)세영디앤씨,52190,2019-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",-86.25,-69.15,-951.83,700.54,93.01,0.05,0.08,-48.63,-316.43,0.0,,12,2001,2019,18
155,(주)세영디앤씨,52190,2020-12-01,2001-06-21,2022-05-27,4,"  창작, 예술 및 여가관련 서비스업",-66.64,-27.34,-977.11,503.09,87.53,0.03,0.03,-13.65,-186.29,0.0,,12,2001,2020,19
156,(주)셀트리온,68270,2011-12-01,2005-07-15,2018-02-09,5,  의료용 물질 및 의약품 제조업,0.0,18.65,60.14,73.82,63.92,0.2,0.31,16.67,31.07,0.0,유가증권시장상장,12,2005,2011,6
157,(주)셀트리온,68270,2012-12-01,2005-07-15,2018-02-09,5,  의료용 물질 및 의약품 제조업,0.0,16.61,49.81,138.57,60.6,0.2,0.33,16.82,39.46,0.0,유가증권시장상장,12,2005,2012,7
158,(주)셀트리온,68270,2013-12-01,2005-07-15,2018-02-09,5,  의료용 물질 및 의약품 제조업,-35.41,9.59,45.29,110.79,54.95,0.12,0.21,11.87,32.95,-41.26,유가증권시장상장,12,2005,2013,8
159,(주)셀트리온,68270,2014-12-01,2005-07-15,2018-02-09,5,  의료용 물질 및 의약품 제조업,108.24,9.65,24.94,160.55,58.03,0.22,0.39,14.33,40.23,9.98,유가증권시장상장,12,2005,2014,9
160,(주)셀트리온,68270,2015-12-01,2005-07-15,2018-02-09,5,  의료용 물질 및 의약품 제조업,28.1,10.48,26.23,164.75,65.85,0.24,0.38,13.0,40.85,36.75,유가증권시장상장,12,2005,2015,10
161,(주)셀트리온,68270,2016-12-01,2005-07-15,2018-02-09,5,  의료용 물질 및 의약품 제조업,11.13,9.5,26.91,205.5,72.77,0.23,0.33,14.36,50.24,15.51,유가증권시장상장,12,2005,2016,11
162,(주)소리바다,53110,2011-12-01,2001-10-09,2022-09-07,4,  정보서비스업,-8.18,25.03,17.92,364.66,79.37,1.02,1.38,13.57,361.22,-3.14,,12,2001,2011,10
163,(주)소리바다,53110,2012-12-01,2001-10-09,2022-09-07,4,  정보서비스업,-5.51,-17.62,-15.76,410.16,68.68,0.84,1.14,-11.35,-365.8,0.0,,12,2001,2012,11
164,(주)소리바다,53110,2013-12-01,2001-10-09,2022-09-07,4,  정보서비스업,-0.87,-22.11,-18.52,208.89,61.39,0.78,1.2,12.28,339.72,0.0,,12,2001,2013,12
165,(주)소리바다,53110,2014-12-01,2001-10-09,2022-09-07,4,  정보서비스업,13.92,-43.44,-24.19,195.38,59.32,1.05,1.74,11.34,247.02,0.0,,12,2001,2014,13
166,(주)소리바다,53110,2015-12-01,2001-10-09,2022-09-07,4,  정보서비스업,-1.43,-45.82,-18.13,153.19,47.46,1.34,2.48,26.46,652.98,0.0,,12,2001,2015,14
167,(주)소리바다,53110,2016-12-01,2001-10-09,2022-09-07,4,  정보서비스업,37.47,-58.84,-22.02,113.88,43.3,1.18,2.65,-2.47,-64.32,0.0,,12,2001,2016,15
168,(주)소리바다,53110,2017-12-01,2001-10-09,2022-09-07,4,  정보서비스업,37.6,-20.03,-11.14,96.96,54.81,0.99,1.98,8.45,184.12,0.0,,12,2001,2017,16
169,(주)소리바다,53110,2018-12-01,2001-10-09,2022-09-07,4,  정보서비스업,-13.29,-33.66,-22.4,74.91,43.78,0.75,1.51,3.2,66.78,0.0,,12,2001,2018,17
170,(주)소리바다,53110,2019-12-01,2001-10-09,2022-09-07,4,  정보서비스업,-2.15,-53.13,-28.24,46.42,40.59,0.77,1.82,-4.39,-147.12,0.0,,12,2001,2019,18
171,(주)소리바다,53110,2020-12-01,2001-10-09,2022-09-07,4,  정보서비스업,-52.96,-370.32,-204.14,64.33,6.95,0.5,1.74,-139.02,-4729.06,0.0,,12,2001,2020,19
172,(주)스틸플라워,87220,2011-12-01,2009-10-27,2018-05-08,4,  1차 금속 제조업,47.23,6.27,2.28,118.19,36.09,1.02,2.69,10.3,30.94,0.0,,12,2009,2011,2
173,(주)스틸플라워,87220,2012-12-01,2009-10-27,2018-05-08,4,  1차 금속 제조업,4.32,5.79,2.07,122.94,36.06,0.88,2.44,10.67,30.99,6.17,,12,2009,2012,3
174,(주)스틸플라워,87220,2013-12-01,2009-10-27,2018-05-08,4,  1차 금속 제조업,-44.94,-9.6,-7.26,110.03,33.38,0.48,1.39,3.97,9.88,0.0,,12,2009,2013,4
175,(주)스틸플라워,87220,2014-12-01,2009-10-27,2018-05-08,4,  1차 금속 제조업,23.46,-24.85,-13.51,74.73,30.53,0.62,1.95,-0.79,-1.65,0.0,,12,2009,2014,5
176,(주)스틸플라워,87220,2015-12-01,2009-10-27,2018-05-08,4,  1차 금속 제조업,-31.26,-38.72,-25.59,54.74,30.5,0.48,1.57,-1.47,-2.56,0.0,,12,2009,2015,6
177,(주)스틸플라워,87220,2016-12-01,2009-10-27,2018-05-08,4,  1차 금속 제조업,-32.57,-63.94,-52.13,50.24,27.39,0.38,1.3,-9.64,-17.26,0.0,,12,2009,2016,7
178,(주)스틸플라워,87220,2017-12-01,2009-10-27,2018-05-08,4,  1차 금속 제조업,-43.68,-109.41,-89.03,21.55,9.5,0.26,1.33,-14.42,-19.6,0.0,,12,2009,2017,8
179,(주)승화프리텍,111610,2011-12-01,2010-01-06,2016-01-25,4,  전문직별 공사업,-46.18,-11.18,-17.94,125.25,57.16,0.49,0.84,12.08,43.23,0.0,,12,2010,2011,1
180,(주)승화프리텍,111610,2012-12-01,2010-01-06,2016-01-25,4,  전문직별 공사업,-39.07,-121.55,-225.73,47.38,21.89,0.3,0.72,-30.22,-84.54,0.0,,12,2010,2012,2
181,(주)승화프리텍,111610,2013-12-01,2010-01-06,2016-01-25,4,  전문직별 공사업,,,,,,,,,,,,12,2010,2013,3
182,(주)승화프리텍,111610,2014-12-01,2010-01-06,2016-01-25,4,  전문직별 공사업,,,,,,,,,,,,12,2010,2014,4
183,(주)실리콘화일,82930,2011-12-01,2008-04-25,2014-05-23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2008,2011,3
184,(주)실리콘화일,82930,2012-12-01,2008-04-25,2014-05-23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2008,2012,4
185,(주)실리콘화일,82930,2013-12-01,2008-04-25,2014-05-23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2008,2013,5
186,(주)썬코어,51170,2011-12-01,2001-10-23,2018-03-15,4,  기타 기계 및 장비 제조업,17.3,-1.74,-1.0,153.58,58.33,0.92,1.67,16.34,37.21,0.0,,12,2001,2011,10
187,(주)썬코어,51170,2012-12-01,2001-10-23,2018-03-15,4,  기타 기계 및 장비 제조업,-3.55,-1.56,-1.17,137.6,47.3,0.69,1.33,13.64,29.9,0.0,,12,2001,2012,11
188,(주)썬코어,51170,2013-12-01,2001-10-23,2018-03-15,4,  기타 기계 및 장비 제조업,-6.62,-1.59,-1.5,137.82,44.1,0.58,1.26,14.74,28.25,0.0,,12,2001,2013,12
189,(주)썬코어,51170,2014-12-01,2001-10-23,2018-03-15,4,  기타 기계 및 장비 제조업,-4.99,-10.84,-8.24,147.32,43.48,0.57,1.3,11.34,24.85,0.0,,12,2001,2014,13
190,(주)썬코어,51170,2015-12-01,2001-10-23,2018-03-15,4,  기타 기계 및 장비 제조업,18.07,-35.88,-32.7,79.72,35.27,0.51,1.35,0.28,0.79,0.0,,12,2001,2015,14
191,(주)썬코어,51170,2016-12-01,2001-10-23,2018-03-15,4,  기타 기계 및 장비 제조업,-7.01,-119.31,-85.24,50.54,18.68,0.45,1.56,-23.0,-45.74,0.0,,12,2001,2016,15
192,(주)썬테크놀로지스,122800,2011-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,,,,,,,,,,,,12,2010,2011,1
193,(주)썬테크놀로지스,122800,2012-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,,,,,,,,,,,,12,2010,2012,2
194,(주)썬테크놀로지스,122800,2013-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,,,,,,,,,,,,12,2010,2013,3
195,(주)썬테크놀로지스,122800,2014-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,,,,,,,,,,,,12,2010,2014,4
196,(주)썬테크놀로지스,122800,2015-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,0.0,6.49,6.75,184.74,61.23,0.59,0.96,23.29,50.25,0.0,,12,2010,2015,5
197,(주)썬테크놀로지스,122800,2016-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,0.9,-32.97,-31.24,154.49,46.46,0.56,1.06,2.88,7.5,-567.13,,12,2010,2016,6
198,(주)썬테크놀로지스,122800,2017-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,-39.21,-64.15,-84.84,231.52,56.55,0.38,0.76,-16.53,-54.41,0.0,,12,2010,2017,7
199,(주)썬테크놀로지스,122800,2018-12-01,2010-11-26,2020-02-12,4,  1차 금속 제조업,-13.67,-39.82,-53.56,69.94,52.75,0.41,0.74,2.88,4.36,0.0,,12,2010,2018,8
200,(주)씨그널엔터테인먼트그룹,99830,2012-12-01,2011-01-24,2018-05-04,4,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,,,,12,2011,2012,1
201,(주)씨그널엔터테인먼트그룹,99830,2013-12-01,2011-01-24,2018-05-04,4,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,,,,12,2011,2013,2
202,(주)씨그널엔터테인먼트그룹,99830,2014-12-01,2011-01-24,2018-05-04,4,  영상ㆍ오디오 기록물 제작 및 배급업,0.0,-14.55,-48.26,98.71,54.56,0.16,0.3,-2.59,-19.9,0.0,,12,2011,2014,3
203,(주)씨그널엔터테인먼트그룹,99830,2015-12-01,2011-01-24,2018-05-04,4,  영상ㆍ오디오 기록물 제작 및 배급업,119.27,-69.07,-96.76,76.96,39.59,0.33,0.71,-16.14,-158.89,0.0,,12,2011,2015,4
204,(주)씨그널엔터테인먼트그룹,99830,2016-12-01,2011-01-24,2018-05-04,4,  영상ㆍ오디오 기록물 제작 및 배급업,-4.63,-106.76,-141.01,70.41,60.87,0.36,0.76,-49.36,-2762.81,0.0,,12,2011,2016,5
205,(주)씨그널엔터테인먼트그룹,99830,2017-12-01,2011-01-24,2018-05-04,4,  영상ㆍ오디오 기록물 제작 및 배급업,30.55,-32.45,-31.35,132.97,60.42,0.63,1.04,-17.37,-1512.18,0.0,,12,2011,2017,6
206,(주)씨앤에스자산관리,32040,2011-12-01,1997-01-23,2018-10-11,4,  사업지원 서비스업,0.0,20.73,12.12,203.07,71.04,1.2,1.7,91.05,2497.99,0.0,,12,1997,2011,14
207,(주)씨앤에스자산관리,32040,2012-12-01,1997-01-23,2018-10-11,4,  사업지원 서비스업,0.0,26.61,13.84,236.66,65.39,1.25,1.92,109.25,2939.8,0.0,,12,1997,2012,15
208,(주)씨앤에스자산관리,32040,2013-12-01,1997-01-23,2018-10-11,4,  사업지원 서비스업,34.78,2.73,0.31,37.05,29.89,1.15,2.74,63.82,2889.12,-90.28,,12,1997,2013,16
209,(주)씨앤에스자산관리,32040,2014-12-01,1997-01-23,2018-10-11,4,  사업지원 서비스업,12.37,-15.67,-5.63,21.51,13.53,0.72,3.68,41.16,98.81,0.0,,12,1997,2014,17
210,(주)씨앤에스자산관리,32040,2015-12-01,1997-01-23,2018-10-11,4,  사업지원 서비스업,25.81,-13.66,-4.88,33.14,18.47,0.7,4.36,54.57,141.21,0.0,,12,1997,2015,18
211,(주)씨앤에스자산관리,32040,2016-12-01,1997-01-23,2018-10-11,4,  사업지원 서비스업,2.43,-46.58,-11.8,58.45,11.86,0.68,4.53,49.17,136.56,0.0,,12,1997,2016,19
212,(주)씨앤에스자산관리,32040,2017-12-01,1997-01-23,2018-10-11,4,  사업지원 서비스업,-6.94,-117.01,-15.71,100.62,5.59,0.74,7.9,65.44,3492.55,0.0,,12,1997,2017,20
213,(주)씨앤케이인터내셔널,39530,2011-12-01,2000-03-21,2015-05-19,4,  1차 금속 제조업,178.72,-20.86,-14.57,455.71,88.61,1.2,1.41,-10.07,-72.87,0.0,,12,2000,2011,11
214,(주)씨앤케이인터내셔널,39530,2012-12-01,2000-03-21,2015-05-19,4,  1차 금속 제조업,-55.64,-19.44,-28.83,336.74,88.21,0.6,0.67,-7.76,-50.11,0.0,,12,2000,2012,12
215,(주)씨앤케이인터내셔널,39530,2013-12-01,2000-03-21,2015-05-19,4,  1차 금속 제조업,-31.53,-7.1,-15.74,505.32,87.19,0.4,0.45,2.86,22.55,0.0,,12,2000,2013,13
216,(주)씨앤케이인터내셔널,39530,2014-12-01,2000-03-21,2015-05-19,4,  1차 금속 제조업,,,,,,,,,,,,12,2000,2014,14
217,(주)씨엘인터내셔널,37340,2011-12-01,1999-12-14,2016-09-08,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-46.4,-46.61,-52.8,80.2,52.44,0.4,0.88,0.36,2.41,0.0,,12,1999,2011,12
218,(주)씨엘인터내셔널,37340,2012-12-01,1999-12-14,2016-09-08,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",134.0,-12.13,-7.0,98.66,49.73,0.88,1.73,22.32,189.72,0.0,,12,1999,2012,13
219,(주)씨엘인터내셔널,37340,2013-12-01,1999-12-14,2016-09-08,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",33.14,-86.73,-37.25,110.38,55.29,1.18,2.27,0.73,4.86,0.0,,12,1999,2013,14
220,(주)씨엘인터내셔널,37340,2014-12-01,1999-12-14,2016-09-08,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-47.67,-32.86,-26.07,127.5,52.91,0.67,1.24,12.52,79.12,0.0,,12,1999,2014,15
221,(주)씨엘인터내셔널,37340,2015-12-01,1999-12-14,2016-09-08,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-14.63,-154.62,-109.33,62.85,24.25,0.61,1.53,-35.61,-184.5,0.0,,12,1999,2015,16
222,(주)씨엠에스에듀,225330,2017-12-01,2016-04-07,2022-03-17,4,  교육 서비스업,14.22,14.95,9.34,79.7,61.12,0.95,1.6,39.66,121.31,45.38,,12,2016,2017,1
223,(주)씨엠에스에듀,225330,2018-12-01,2016-04-07,2022-03-17,4,  교육 서비스업,9.6,12.31,7.44,26.1,45.45,0.86,1.65,34.15,93.22,-12.63,,12,2016,2018,2
224,(주)씨엠에스에듀,225330,2019-12-01,2016-04-07,2022-03-17,4,  교육 서비스업,17.07,15.29,7.48,25.52,37.87,0.85,2.04,36.53,65.75,17.64,,12,2016,2019,3
225,(주)씨엠에스에듀,225330,2020-12-01,2016-04-07,2022-03-17,4,  교육 서비스업,2.69,15.25,7.36,38.2,42.26,0.83,2.07,38.97,73.12,1.02,,12,2016,2020,4
226,(주)씨유전자,56340,2011-12-01,2002-11-08,2014-05-21,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-29.64,-10.75,-8.86,69.88,63.19,0.7,1.21,9.43,34.31,0.0,,12,2002,2011,9
227,(주)씨유전자,56340,2012-12-01,2002-11-08,2014-05-21,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-37.78,-34.72,-37.56,79.04,59.96,0.57,0.92,-11.57,-50.75,0.0,,12,2002,2012,10
228,(주)씨유전자,56340,2013-12-01,2002-11-08,2014-05-21,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-76.23,-87.01,-233.01,31.59,52.92,0.22,0.37,-65.25,-342.18,0.0,,12,2002,2013,11
229,(주)씨티앤티,50470,2011-12-01,2002-04-23,2012-05-01,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,12,2002,2011,9
230,(주)아라온테크,41060,2011-12-01,2000-06-07,2014-05-08,4,  기타 기계 및 장비 제조업,-2.19,-143.78,-623.12,304.41,80.01,0.18,0.24,-301.03,-10283.29,0.0,,12,2000,2011,11
231,(주)아라온테크,41060,2012-12-01,2000-06-07,2014-05-08,4,  기타 기계 및 장비 제조업,248.47,-95.01,-35.85,263.46,66.6,1.95,2.65,-54.18,-13948.33,0.0,,12,2000,2012,12
232,(주)아라온테크,41060,2013-12-01,2000-06-07,2014-05-08,4,  기타 기계 및 장비 제조업,-84.41,7.6,17.16,378.69,88.66,0.34,0.44,27.82,197.89,0.0,,12,2000,2013,13
233,(주)아이디에스,78780,2011-12-01,2005-11-29,2016-04-28,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3.34,-23.99,-5.49,79.19,38.14,1.88,4.37,-10.35,-23.3,0.0,,12,2005,2011,6
234,(주)아이디에스,78780,2012-12-01,2005-11-29,2016-04-28,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-2.55,-19.98,-4.09,83.0,40.29,1.91,4.89,26.5,55.93,0.0,,12,2005,2012,7
235,(주)아이디에스,78780,2013-12-01,2005-11-29,2016-04-28,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.1,-56.44,-7.9,54.57,26.49,2.42,7.14,26.63,48.46,0.0,,12,2005,2013,8
236,(주)아이디에스,78780,2014-12-01,2005-11-29,2016-04-28,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-50.74,-175.79,-21.73,24.37,8.76,1.59,8.09,14.16,18.33,0.0,,12,2005,2014,9
237,(주)아이디에스,78780,2015-12-01,2005-11-29,2016-04-28,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-73.83,-94.18,-24.05,50.8,15.6,0.49,3.92,32.28,56.84,0.0,,12,2005,2015,10
238,(주)아이엠텍,226350,2017-12-01,2016-02-03,2021-06-11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,-92.73,-30.38,136.07,47.49,1.45,3.05,-12.65,-49.19,0.0,,12,2016,2017,1
239,(주)아이엠텍,226350,2018-12-01,2016-02-03,2021-06-11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-82.96,-204.95,-229.61,84.2,2.25,0.29,1.01,19.13,62.53,0.0,,12,2016,2018,2
240,(주)아이엠텍,226350,2019-12-01,2016-02-03,2021-06-11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",17.75,-28.32,-9.06,54.63,31.89,0.32,1.53,11.62,42.59,0.0,,12,2016,2019,3
241,(주)아이엠텍,226350,2020-12-01,2016-02-03,2021-06-11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2016,2020,4
242,(주)아이팩토리,53810,2011-12-01,2002-07-19,2016-09-19,4,  기타 기계 및 장비 제조업,-37.95,-43.43,-17.07,28.41,22.58,0.62,2.5,10.67,17.14,0.0,,12,2002,2011,9
243,(주)아이팩토리,53810,2012-12-01,2002-07-19,2016-09-19,4,  기타 기계 및 장비 제조업,-60.15,-164.57,-81.86,16.5,4.18,0.29,2.01,-4.64,-6.49,0.0,,12,2002,2012,10
244,(주)아이팩토리,53810,2013-12-01,2002-07-19,2016-09-19,4,  기타 기계 및 장비 제조업,53.81,-77.51,-20.13,36.71,19.25,0.47,3.85,4.72,7.65,0.0,,12,2002,2013,11
245,(주)아이팩토리,53810,2014-12-01,2002-07-19,2016-09-19,4,  기타 기계 및 장비 제조업,-58.95,-103.06,-101.19,27.19,17.17,0.18,0.99,-6.37,-9.63,0.0,,12,2002,2014,12
246,(주)아이팩토리,53810,2015-12-01,2002-07-19,2016-09-19,4,  기타 기계 및 장비 제조업,-26.61,-33.16,-47.63,223.93,40.07,0.17,0.68,9.64,20.61,0.0,,12,2002,2015,13
247,(주)아인스엠앤엠,40740,2011-12-01,2004-01-28,2012-05-01,4,  소매업; 자동차 제외,,,,,,,,,,,,12,2004,2011,7
248,(주)아큐텍,13780,2011-12-01,1997-08-18,2013-04-23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,1997,2011,14
249,(주)아큐텍,13780,2012-12-01,1997-08-18,2013-04-23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,1997,2012,15
250,(주)에듀언스,9010,2011-12-01,1993-12-29,2013-05-01,4,  교육 서비스업,0.0,-119.5,-64.28,63.64,29.78,0.55,1.86,2.07,189.05,0.0,,12,1993,2011,18
251,(주)에듀언스,9010,2012-12-01,1993-12-29,2013-05-01,4,  교육 서비스업,-45.64,-199.58,-110.41,24.23,8.87,0.43,1.81,-7.82,-402.18,0.0,,12,1993,2012,19
252,(주)에스마크,30270,2011-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,12,1997,2011,14
253,(주)에스마크,30270,2012-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,12,1997,2012,15
254,(주)에스마크,30270,2013-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,12,1997,2013,16
255,(주)에스마크,30270,2014-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,12,1997,2014,17
