,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]매출액증가율(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]유동비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]순이익증가율(IFRS연결),상장폐지사유,회계월,상장년도,회계년,연차
256,(주)에스마크,30270,2015-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,,,,,,,,,,,,12,1997,2015,18
257,(주)에스마크,30270,2016-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,0.0,-44.19,-73.56,231.45,45.35,0.27,0.6,-7.74,-19.93,0.0,,12,1997,2016,19
258,(주)에스마크,30270,2017-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,-39.94,-207.88,-494.69,120.99,50.42,0.2,0.42,-89.74,-715.17,0.0,,12,1997,2017,20
259,(주)에스마크,30270,2018-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,-16.73,-113.15,-242.62,111.56,43.43,0.22,0.47,-27.37,-180.09,0.0,,12,1997,2018,21
260,(주)에스마크,30270,2019-12-01,1997-01-17,2020-05-21,4,  섬유제품 제조업; 의복제외,-82.06,-61.93,-569.44,111.74,40.07,0.05,0.11,-13.65,-221.73,0.0,,12,1997,2019,22
261,(주)에스비엠,37630,2011-12-01,1999-12-24,2013-07-24,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,12,1999,2011,12
262,(주)에스비엠,37630,2012-12-01,1999-12-24,2013-07-24,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,12,1999,2012,13
263,(주)에스에스컴텍,36500,2011-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,47.7,7.09,4.03,103.72,35.68,0.83,2.33,14.77,54.86,52.16,,12,1999,2011,12
264,(주)에스에스컴텍,36500,2012-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,37.89,-1.8,1.78,183.3,49.38,0.89,2.06,14.11,53.2,-135.21,,12,1999,2012,13
265,(주)에스에스컴텍,36500,2013-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,34.31,-18.12,-2.44,163.94,44.25,0.99,2.12,9.82,35.11,0.0,,12,1999,2013,14
266,(주)에스에스컴텍,36500,2014-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,-23.14,-17.57,-5.96,133.64,37.17,0.64,1.58,8.07,30.13,0.0,,12,1999,2014,15
267,(주)에스에스컴텍,36500,2015-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,-86.14,-122.53,-379.91,114.6,20.88,0.1,0.33,-6.49,-54.31,0.0,,12,1999,2015,16
268,(주)에스에스컴텍,36500,2016-12-01,1999-12-14,2017-05-11,4,  화학물질 및 화학제품 제조업; 의약품 제외,189.47,-479.44,-101.3,82.94,4.76,0.64,3.66,-156.04,-2340.96,0.0,,12,1999,2016,17
269,(주)에스에프씨,112240,2012-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,12,2011,2012,1
270,(주)에스에프씨,112240,2013-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,0.0,8.77,7.39,327.29,75.82,0.9,1.19,14.44,74.55,0.0,,12,2011,2013,2
271,(주)에스에프씨,112240,2014-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-23.47,3.79,4.18,402.84,81.04,0.71,0.91,10.87,48.39,-56.75,,12,2011,2014,3
272,(주)에스에프씨,112240,2015-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-7.96,2.1,2.53,786.37,89.65,0.71,0.83,9.62,41.5,-44.28,,12,2011,2015,4
273,(주)에스에프씨,112240,2016-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-7.11,2.7,3.91,329.95,77.03,0.57,0.69,7.92,52.86,43.74,,12,2011,2016,5
274,(주)에스에프씨,112240,2017-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-5.87,-21.26,-35.67,164.62,61.14,0.41,0.6,-11.29,-117.77,-955.06,,12,2011,2017,6
275,(주)에스에프씨,112240,2018-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,-20.39,-7.03,-16.7,160.39,68.49,0.27,0.42,3.4,41.68,0.0,,12,2011,2018,7
276,(주)에스에프씨,112240,2019-12-01,2011-11-30,2020-06-30,4,  고무 및 플라스틱제품 제조업,2.51,-10.94,-24.78,147.73,69.73,0.31,0.45,-1.25,-11.01,0.0,,12,2011,2019,8
277,(주)에스제이케이,80440,2011-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,0.0,-8.29,-4.82,83.61,50.33,0.75,1.5,9.38,31.73,0.0,,12,2005,2011,6
278,(주)에스제이케이,80440,2012-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,0.0,-28.47,-19.98,66.57,44.1,0.64,1.46,1.98,6.41,0.0,,12,2005,2012,7
279,(주)에스제이케이,80440,2013-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,1.12,-52.34,-27.91,53.03,30.7,0.72,1.89,-6.44,-22.21,0.0,,12,2005,2013,8
280,(주)에스제이케이,80440,2014-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-28.45,-78.09,-32.3,43.14,15.44,0.63,2.67,-6.82,-21.15,0.0,,12,2005,2014,9
281,(주)에스제이케이,80440,2015-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-23.89,-15.8,-9.35,35.85,20.52,0.58,3.29,9.48,27.87,0.0,,12,2005,2015,10
282,(주)에스제이케이,80440,2016-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-69.31,-47.39,-65.7,24.15,31.04,0.23,0.91,-1.93,-4.55,0.0,,12,2005,2016,11
283,(주)에스제이케이,80440,2017-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-32.05,-52.88,-85.26,9.36,29.19,0.19,0.62,-6.08,-13.6,0.0,,12,2005,2017,12
284,(주)에스제이케이,80440,2018-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-28.42,-82.41,-173.19,27.42,21.91,0.12,0.48,-8.82,-23.85,0.0,,12,2005,2018,13
285,(주)에스제이케이,80440,2019-12-01,2005-05-13,2021-09-13,4,  도매 및 상품 중개업,-34.3,-82.93,-264.81,17.48,24.0,0.07,0.31,3.64,8.46,0.0,,12,2005,2019,14
286,(주)에이디모터스,38120,2011-12-01,2000-08-24,2013-01-30,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,12,2000,2011,11
287,(주)에이제이에스,13340,2011-12-01,1989-09-06,2014-09-02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,12,1989,2011,22
288,(주)에이제이에스,13340,2012-12-01,1989-09-06,2014-09-02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,12,1989,2012,23
289,(주)에이제이에스,13340,2013-12-01,1989-09-06,2014-09-02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,12,1989,2013,24
290,(주)에이치디,102210,2011-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,12,2009,2011,2
291,(주)에이치디,102210,2012-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,12,2009,2012,3
292,(주)에이치디,102210,2013-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,12,2009,2013,4
293,(주)에이치디,102210,2014-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,,,,,,,,,,,,12,2009,2014,5
294,(주)에이치디,102210,2015-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,0.0,6.77,7.92,151.05,49.37,0.5,1.0,12.3,48.0,0.0,,12,2009,2015,6
295,(주)에이치디,102210,2016-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-14.93,1.49,2.21,157.51,52.35,0.43,0.85,8.89,33.93,-77.88,,12,2009,2016,7
296,(주)에이치디,102210,2017-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-59.69,-1.55,-4.82,153.03,53.33,0.18,0.34,3.54,12.55,-203.28,,12,2009,2017,8
297,(주)에이치디,102210,2018-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-9.86,-6.3,-20.34,168.67,57.83,0.17,0.31,1.62,5.67,0.0,,12,2009,2018,9
298,(주)에이치디,102210,2019-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,0.56,-11.32,-35.51,262.85,76.13,0.21,0.32,0.61,2.07,0.0,,12,2009,2019,10
299,(주)에이치디,102210,2020-12-01,2009-05-21,2021-04-19,4,  기타 운송장비 제조업,-8.7,-17.48,-52.11,250.2,73.34,0.25,0.34,-7.36,-25.48,0.0,,12,2009,2020,11
300,(주)에이팸,73070,2011-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,0.0,4.66,2.18,163.94,67.48,1.44,2.14,31.13,96.75,0.0,,12,2004,2011,7
301,(주)에이팸,73070,2012-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,0.0,11.15,6.51,255.8,75.84,1.3,1.71,41.23,109.58,0.0,,12,2004,2012,8
302,(주)에이팸,73070,2013-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,-11.39,5.14,3.44,265.16,75.93,1.13,1.5,31.44,89.98,-53.16,,12,2004,2013,9
303,(주)에이팸,73070,2014-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,21.84,14.92,8.59,231.06,68.82,1.25,1.74,37.96,129.34,204.2,,12,2004,2014,10
304,(주)에이팸,73070,2015-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,29.68,8.14,3.84,281.97,74.65,1.52,2.12,40.42,136.74,-42.1,,12,2004,2015,11
305,(주)에이팸,73070,2016-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,-12.53,11.24,6.46,275.34,72.37,1.28,1.74,36.09,146.31,47.31,,12,2004,2016,12
306,(주)에이팸,73070,2017-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,0.78,12.71,9.61,228.47,61.76,0.87,1.32,23.86,180.99,49.87,,12,2004,2017,13
307,(주)에이팸,73070,2018-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,-7.44,-0.43,-1.57,141.9,56.04,0.58,0.99,14.83,117.91,-104.17,,12,2004,2018,14
308,(주)에이팸,73070,2019-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,-33.61,-92.9,-113.97,73.86,37.67,0.39,0.82,-32.85,-226.93,0.0,,12,2004,2019,15
309,(주)에이팸,73070,2020-12-01,2004-01-28,2021-06-04,4,  자동차 및 트레일러 제조업,-63.54,-13.88,-48.45,60.7,62.26,0.17,0.34,5.25,33.48,0.0,,12,2004,2020,16
310,(주)에임하이글로벌,43580,2011-12-01,2001-08-02,2018-08-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,-15.85,-19.95,736.06,93.27,0.74,0.79,-5.1,-36.05,0.0,,12,2001,2011,10
311,(주)에임하이글로벌,43580,2012-12-01,2001-08-02,2018-08-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,4.82,3.86,954.5,93.41,1.17,1.25,16.54,170.46,0.0,,12,2001,2012,11
312,(주)에임하이글로벌,43580,2013-12-01,2001-08-02,2018-08-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",53.06,0.4,0.21,268.42,79.62,1.61,1.88,12.26,175.82,-91.65,,12,2001,2013,12
313,(주)에임하이글로벌,43580,2014-12-01,2001-08-02,2018-08-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-46.72,-5.25,-5.2,380.23,86.06,0.83,1.01,3.85,40.79,0.0,,12,2001,2014,13
314,(주)에임하이글로벌,43580,2015-12-01,2001-08-02,2018-08-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-26.66,-6.93,-9.45,786.44,91.95,0.65,0.73,8.19,147.21,0.0,,12,2001,2015,14
315,(주)에임하이글로벌,43580,2016-12-01,2001-08-02,2018-08-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-67.26,-54.8,-270.17,151.05,73.0,0.16,0.2,-26.06,-347.36,0.0,,12,2001,2016,15
316,(주)에임하이글로벌,43580,2017-12-01,2001-08-02,2018-08-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",423.82,-29.91,-90.64,390.21,94.21,0.25,0.28,-10.63,-759.67,0.0,,12,2001,2017,16
317,(주)에프티이앤이,65160,2011-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,35.54,-1.78,-1.96,209.53,57.73,0.55,0.91,8.0,22.93,0.0,,12,2002,2011,9
318,(주)에프티이앤이,65160,2012-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-3.62,-8.22,-8.56,175.11,46.22,0.5,0.96,5.85,24.5,0.0,,12,2002,2012,10
319,(주)에프티이앤이,65160,2013-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,3.42,-1.25,-1.21,132.14,48.77,0.49,1.03,11.08,42.37,0.0,,12,2002,2013,11
320,(주)에프티이앤이,65160,2014-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-11.39,-33.0,-32.35,101.3,39.88,0.46,1.02,-0.96,-3.03,0.0,,12,2002,2014,12
321,(주)에프티이앤이,65160,2015-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-3.74,-59.12,-46.27,85.76,43.17,0.53,1.28,-11.33,-28.6,0.0,,12,2002,2015,13
322,(주)에프티이앤이,65160,2016-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-6.82,-2.3,-2.18,109.44,48.77,0.49,1.06,12.79,40.43,0.0,,12,2002,2016,14
323,(주)에프티이앤이,65160,2017-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,52.56,-13.24,-12.38,165.73,66.65,0.62,1.07,8.36,24.31,0.0,,12,2002,2017,15
324,(주)에프티이앤이,65160,2018-12-01,2002-07-30,2019-05-03,4,  화학물질 및 화학제품 제조업; 의약품 제외,-42.65,-14.8,-18.75,110.7,34.44,0.44,0.79,10.55,39.62,0.0,,12,2002,2018,16
325,(주)에피밸리,68630,2011-12-01,2005-10-27,2012-04-24,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2005,2011,6
326,(주)엑큐리스,48460,2011-12-01,2000-12-14,2012-11-16,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-22.35,-46.16,-13.18,118.09,45.0,1.45,3.5,2.59,6.2,0.0,,12,2000,2011,11
327,(주)엔스퍼트,98400,2011-12-01,2008-01-30,2012-07-24,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2008,2011,3
328,(주)엔에스브이,95300,2011-12-01,2009-04-17,2017-09-12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,12,2009,2011,2
329,(주)엔에스브이,95300,2012-12-01,2009-04-17,2017-09-12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,12,2009,2012,3
330,(주)엔에스브이,95300,2013-12-01,2009-04-17,2017-09-12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,12,2009,2013,4
331,(주)엔에스브이,95300,2014-12-01,2009-04-17,2017-09-12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,12,2009,2014,5
332,(주)엔에스브이,95300,2015-12-01,2009-04-17,2017-09-12,4,  기타 기계 및 장비 제조업,0.0,-85.02,-41.45,67.72,35.55,0.73,2.05,-5.45,-9.96,0.0,,12,2009,2015,6
333,(주)엔에스브이,95300,2016-12-01,2009-04-17,2017-09-12,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,12,2009,2016,7
334,(주)엔케이바이오,19260,2011-12-01,1996-01-04,2012-09-05,4,  섬유제품 제조업; 의복제외,59.39,-1.93,-7.28,220.07,81.47,0.22,0.26,13.65,74.76,0.0,,12,1996,2011,15
335,(주)엔터기술,68420,2011-12-01,2003-07-01,2013-04-06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.0,-35.53,-34.84,66.98,38.38,0.38,0.92,2.27,27.13,0.0,,12,2003,2011,8
336,(주)엔터기술,68420,2012-12-01,2003-07-01,2013-04-06,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-13.2,-48.13,-42.21,52.72,35.59,0.37,1.01,-1.05,-10.85,0.0,,12,2003,2012,9
337,(주)엘앤씨피,15390,2011-12-01,2001-08-09,2012-04-13,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2001,2011,10
338,(주)엘엑스세미콘,108320,2011-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",17.3,15.45,10.9,522.7,82.29,1.18,1.42,16.22,318.23,-19.7,,12,2010,2011,1
339,(주)엘엑스세미콘,108320,2012-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",56.77,17.26,8.7,379.88,76.08,1.56,1.98,17.57,435.81,25.1,,12,2010,2012,2
340,(주)엘엑스세미콘,108320,2013-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-13.2,12.1,7.81,438.04,79.42,1.2,1.55,20.48,443.42,-22.11,,12,2010,2013,3
341,(주)엘엑스세미콘,108320,2014-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-4.76,11.24,8.24,447.87,79.38,1.08,1.36,19.62,492.09,0.45,,12,2010,2014,4
342,(주)엘엑스세미콘,108320,2015-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",37.15,14.99,9.04,376.15,75.07,1.28,1.66,25.23,776.69,50.56,,12,2010,2015,5
343,(주)엘엑스세미콘,108320,2016-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13.85,13.92,8.31,439.18,78.33,1.29,1.68,25.23,803.23,4.6,,12,2010,2016,6
344,(주)엘엑스세미콘,108320,2017-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13.56,11.87,6.79,384.78,75.74,1.34,1.75,22.24,795.88,-7.13,,12,2010,2017,7
345,(주)엘엑스세미콘,108320,2018-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",14.3,11.4,6.18,327.37,73.51,1.37,1.84,24.51,648.78,4.03,,12,2010,2018,8
346,(주)엘엑스세미콘,108320,2019-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",9.51,8.39,4.44,358.46,74.99,1.4,1.89,23.64,470.77,-21.29,,12,2010,2019,9
347,(주)엘엑스세미콘,108320,2020-12-01,2010-06-08,2022-11-03,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",33.99,14.44,6.24,300.99,70.91,1.68,2.31,29.97,678.46,88.2,,12,2010,2020,10
348,(주)엠씨넥스,97520,2013-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.49,13.55,2.69,96.22,29.64,1.64,5.04,20.43,55.24,237.06,코스피상장,12,2012,2013,1
349,(주)엠씨넥스,97520,2014-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",38.07,19.48,3.32,95.83,26.63,1.63,5.86,22.17,62.1,70.67,코스피상장,12,2012,2014,2
350,(주)엠씨넥스,97520,2015-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",22.53,19.24,3.21,86.8,33.39,1.79,5.99,29.27,68.73,18.46,코스피상장,12,2012,2015,3
351,(주)엠씨넥스,97520,2016-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-17.97,-31.95,-5.99,70.48,21.58,1.45,5.34,11.13,25.66,-252.81,코스피상장,12,2012,2016,4
352,(주)엠씨넥스,97520,2017-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",62.06,-1.1,-0.13,78.15,25.28,1.96,8.27,1.39,3.58,0.0,코스피상장,12,2012,2017,5
353,(주)엠씨넥스,97520,2018-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.26,26.19,4.28,85.01,33.17,1.79,6.12,37.14,90.38,0.0,코스피상장,12,2012,2018,6
354,(주)엠씨넥스,97520,2019-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.89,47.71,6.67,96.1,47.12,2.92,7.16,52.26,123.45,183.41,코스피상장,12,2012,2019,7
355,(주)엠씨넥스,97520,2020-12-01,2012-07-25,2021-07-06,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3.44,16.1,2.93,131.96,55.79,2.82,5.49,41.81,95.68,-54.51,코스피상장,12,2012,2020,8
356,(주)엠앤씨생명과학,225860,2018-12-01,2017-04-25,2022-04-27,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2017,2018,1
357,(주)엠앤씨생명과학,225860,2019-12-01,2017-04-25,2022-04-27,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2017,2019,2
358,(주)엠앤씨생명과학,225860,2020-12-01,2017-04-25,2022-04-27,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2017,2020,3
359,(주)엠제이비,74150,2011-12-01,2005-07-08,2016-09-05,4,  전문직별 공사업,96.84,2.78,3.91,202.4,71.34,0.56,0.71,10.75,89.35,0.0,,12,2005,2011,6
360,(주)엠제이비,74150,2012-12-01,2005-07-08,2016-09-05,4,  전문직별 공사업,-5.29,-23.05,-33.34,194.86,72.77,0.5,0.7,-11.34,-105.5,0.0,,12,2005,2012,7
361,(주)엠제이비,74150,2013-12-01,2005-07-08,2016-09-05,4,  전문직별 공사업,,,,,,,,,,,,12,2005,2013,8
362,(주)엠제이비,74150,2014-12-01,2005-07-08,2016-09-05,4,  전문직별 공사업,,,,,,,,,,,,12,2005,2014,9
363,(주)엠제이비,74150,2015-12-01,2005-07-08,2016-09-05,4,  전문직별 공사업,,,,,,,,,,,,12,2005,2015,10
364,(주)연이비앤티,90740,2011-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-16.72,2.44,0.4,117.8,42.93,2.35,6.09,19.24,47.84,-72.94,,12,2007,2011,4
365,(주)연이비앤티,90740,2012-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-11.46,5.31,1.03,102.83,45.62,2.29,5.18,23.07,59.98,126.31,,12,2007,2012,5
366,(주)연이비앤티,90740,2013-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",17.96,8.05,1.34,103.37,49.87,2.86,6.01,30.54,67.47,54.15,,12,2007,2013,6
367,(주)연이비앤티,90740,2014-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1.69,3.72,0.62,103.6,36.79,2.54,6.01,22.61,71.58,-53.04,,12,2007,2014,7
368,(주)연이비앤티,90740,2015-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1.97,5.11,0.85,99.46,42.77,2.37,5.99,28.46,85.05,40.67,,12,2007,2015,8
369,(주)연이비앤티,90740,2016-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-12.73,-1.11,-0.21,105.31,49.45,2.42,5.27,29.63,85.7,-121.51,,12,2007,2016,9
370,(주)연이비앤티,90740,2017-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-31.67,-25.05,-6.74,98.08,42.03,1.98,4.29,19.23,61.34,0.0,,12,2007,2017,10
371,(주)연이비앤티,90740,2018-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5.65,3.6,0.4,101.51,43.63,2.21,5.16,30.05,71.66,0.0,,12,2007,2018,11
372,(주)연이비앤티,90740,2019-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",10.03,9.34,2.04,107.58,43.19,1.7,3.93,19.85,94.09,227.98,,12,2007,2019,12
373,(주)연이비앤티,90740,2020-12-01,2007-09-19,2022-10-17,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-15.49,-168.44,-34.57,71.25,11.1,1.43,4.54,-39.63,-134.93,0.0,,12,2007,2020,13
374,(주)영진코퍼레이션,53330,2011-12-01,2001-11-01,2015-04-23,4,  기타 기계 및 장비 제조업,26.49,-32.55,-11.26,105.45,36.33,0.95,2.66,30.71,95.53,0.0,,12,2001,2011,10
375,(주)영진코퍼레이션,53330,2012-12-01,2001-11-01,2015-04-23,4,  기타 기계 및 장비 제조업,-29.15,-87.36,-34.49,86.35,29.69,0.78,2.34,0.28,0.69,0.0,,12,2001,2012,11
376,(주)영진코퍼레이션,53330,2013-12-01,2001-11-01,2015-04-23,4,  기타 기계 및 장비 제조업,21.44,-62.22,-15.33,112.35,33.04,0.83,2.61,3.8,12.37,0.0,,12,2001,2013,12
377,(주)영진코퍼레이션,53330,2014-12-01,2001-11-01,2015-04-23,4,  기타 기계 및 장비 제조업,-82.17,-1035.56,-358.61,39.68,0.0,0.21,0.0,-264.5,-4621.07,0.0,,12,2001,2014,13
378,(주)예당컴퍼니,49000,2011-12-01,2001-01-03,2013-09-10,4,  영상ㆍ오디오 기록물 제작 및 배급업,24.79,-3.22,-10.36,108.94,55.43,0.18,0.31,8.43,781.45,0.0,,12,2001,2011,10
379,(주)예당컴퍼니,49000,2012-12-01,2001-01-03,2013-09-10,4,  영상ㆍ오디오 기록물 제작 및 배급업,-18.78,-24.14,-116.19,159.73,68.73,0.13,0.21,-8.03,-937.49,0.0,,12,2001,2012,11
380,(주)와이즈파워,40670,2011-12-01,2000-08-18,2015-07-16,4,  전기장비 제조업,-25.71,-64.57,-7.56,67.41,22.64,1.15,5.83,12.67,48.33,0.0,,12,2000,2011,11
381,(주)와이즈파워,40670,2012-12-01,2000-08-18,2015-07-16,4,  전기장비 제조업,-51.3,-233.62,-64.36,39.38,3.14,0.67,4.38,-23.67,-63.99,0.0,,12,2000,2012,12
382,(주)와이즈파워,40670,2013-12-01,2000-08-18,2015-07-16,4,  전기장비 제조업,-68.53,-377.03,-98.56,31.01,10.13,0.38,7.17,-31.99,-76.99,0.0,,12,2000,2013,13
