회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결)(원),[제조]총자본순이익률(IFRS연결)(원),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결)(백만원),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)유니테스트,086390,2012/12,2006/12/05,,5,    특수 목적용 기계 제조업,-11.38,-3.39,1.89,-21.25,-24.22,2.68,-15.06,-71.42,38.17,5.44,6.6,6.84,3.42,2737.2,151,149.54,105.72,49.47,16.88,79.2,2.34,87.89,50.95,55.8,455.36,0.63,1.21,1.38,3.86,2.85,16.39,22.27,94.51,127.97,0,0,0.75,1.79,1.16,1.65,14809.41,22.79,61.94,22763.39,34.07,57.72,42.28,15.96
(주)유니테스트,086390,2013/12,2006/12/05,,5,    특수 목적용 기계 제조업,-9.94,-2.66,10.48,-29.59,8.8,-25.21,-62.4,0,26.96,-51.22,-26.43,-12.21,-13.56,1029.31,-542,94.45,51.68,28.77,-2.34,117.37,-6.96,130.78,39.84,46,340.55,0.26,0.52,0.49,1.61,2.24,10.88,33.55,226.22,162.81,0,0,0.32,0.69,0.58,0.9,2073.16,3.54,8.91,4724.07,12.68,390.17,-290.17,-403.86
(주)유라테크,048430,2011/12,2001/01/11,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유라테크,048430,2012/12,2001/01/11,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",0,0,0,0,0,0,0,0,14.78,8.69,21.03,11.04,12.1,12373.24,1081,127.03,96.71,20.6,9.24,73.74,15.97,98.33,43.4,57.56,1022.35,1.39,2.42,2.46,13.45,6.34,6.96,52.45,27.14,57.6,0.03,0.08,1.8,3.19,3.21,4.22,36662.59,35.83,82.06,304.71,25.72,41.82,58.18,33.77
(주)유라테크,048430,2013/12,2001/01/11,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",4.65,4.3,11.69,-4.54,32.67,19.96,13.71,14.69,13.1,8.76,21.93,9.27,13.56,14069.39,1240,167.26,111.78,20.9,15.92,51.56,84.49,91.55,39.59,65.98,1226.45,1.55,2.5,2.64,13.15,7.98,8.45,43.18,27.77,45.74,0.03,0.08,2.2,3.55,3.73,5.22,38308.87,35.78,82.22,367.82,23.64,38.47,61.53,37.07
(주)유비케어,032620,2011/12,1997/05/02,,5,    소프트웨어 개발 및 공급업,2.88,-0.24,-16.54,16.31,-79.71,8.03,7.86,55.13,60.68,6.36,7.94,7.32,6.45,1409.3,90,423.45,418.69,137.29,51.04,20.11,256120.41,39.85,66.82,83.26,234.46,1.02,1.25,2.74,44.94,6.62,15.25,23.94,8.12,55.11,0.03,0.03,1.29,7.28,1.61,1.67,18176.09,32.04,233.38,0,32.01,73.03,26.97,19.86
(주)유비케어,032620,2012/12,1997/05/02,,5,    소프트웨어 개발 및 공급업,7.67,-12.99,23.42,-0.15,13.87,0.21,16.22,-80.99,54.7,0.47,1.45,2.29,0.52,1637.93,0,337.02,332.69,104.46,43.58,32.58,115.07,50.42,61.97,75.42,234.94,1.12,1.41,3.14,144.79,8,16.72,21.83,2.52,45.63,0.04,0.01,1.38,9.06,1.74,1.76,17448.01,28.57,257.47,0,26.44,88.64,11.36,1.76
(주)유비케어,032620,2013/12,1997/05/02,,5,    소프트웨어 개발 및 공급업,-9.96,-7.03,-15.96,-6.28,-58.66,-6.9,2.42,0,57.3,-6.37,-7.72,1.81,-7.42,1677.63,-87,372.1,369.99,46.2,47.17,25.43,999999999,44.52,64.51,79.73,218.73,1.16,1.5,3.16,197.06,8.27,14.69,24.85,1.85,44.15,0.05,0.01,1.44,10.34,1.84,1.86,16800.1,30.55,266.66,0,24.86,96.33,3.67,-25.64
(주)유비쿼스홀딩스,078070,2011/12,2009/01/23,,5,    통신 및 방송 장비 제조업,3.39,387.56,34.78,-6.85,42.16,4.4,-9.87,-19.89,44.26,21.67,12.89,12.05,10.87,3474.5,788,554.32,507.24,72.5,55.68,17.39,205.45,37.63,67.94,85.19,1198.78,0.5,0.59,1.77,10.04,7.96,12.28,29.72,36.34,45.83,0.02,0.17,0.6,10.32,0.7,0.75,32783.56,21.97,315.42,2443.53,44.51,45.21,54.79,48.68
(주)유비쿼스홀딩스,078070,2012/12,2009/01/23,,5,    통신 및 방송 장비 제조업,11.79,34.31,59.15,-10.56,-22.94,11.01,1.58,-5.79,41.09,19.98,11.27,11.23,9.46,3529.37,787,393.49,364.69,80.59,40.54,17.79,125.1,53.76,54.36,84.9,1330.73,0.47,0.56,1.21,9.82,8.05,12.1,30.17,37.18,45.35,0.02,0.17,0.64,5.39,0.78,0.85,30585.77,18.34,279.67,1699.74,40.88,44.69,55.31,48.89
(주)유비쿼스홀딩스,078070,2013/12,2009/01/23,,5,    통신 및 방송 장비 제조업,13.43,126.51,39.9,-8.8,59.23,13.28,58.18,39.16,43.43,18.05,13.98,14.07,12,5582.67,1095,371.04,323.64,44,31.93,17.69,162.21,66.25,43.71,84.97,1507.42,0.66,0.78,1.3,13.76,8.29,19.16,19.05,26.52,44.04,0.02,0.35,1.08,4.56,1.37,1.52,46396.95,24.52,128.93,2637.49,39.2,48.2,51.8,46.03
(주)유성티엔에스,024800,2011/12,1999/12/10,,5,    육상 여객 운송업,12.43,31.04,25.31,0.53,10.36,12.62,14.06,-71.21,5.65,0.26,1.04,4.23,0.33,25212.04,98,84.22,76.1,18.41,-8.71,212.51,0.87,167.3,46.47,32,1332.24,1.28,4.01,2.52,28.37,4.07,11.15,32.72,12.87,89.62,0.01,0.05,1.24,4.22,2.61,2.88,36321.2,11.05,35.06,506.89,9.12,66.32,33.68,2.85
(주)유성티엔에스,024800,2012/12,1999/12/10,,5,    육상 여객 운송업,3.85,-18,16.2,-10.38,-10.58,20.83,-1.66,0,4.72,-0.79,-2.67,2.33,-0.93,21015.63,-190,74.61,67.43,13.36,-13.65,168.59,0.41,160.89,40.1,37.23,1118.57,1.17,3.37,2.06,28.07,4.3,14.51,25.15,13,84.95,0.01,0.06,1.2,4.02,2.7,2.99,37193.43,10.9,42.71,592.73,9.5,74.65,25.35,-8.34
(주)유성티엔에스,024800,2013/12,1999/12/10,,5,    육상 여객 운송업,1.87,-9.84,-14.64,26.54,16.08,-1.29,26.97,0,5.8,-0.3,-1.18,4.18,-0.43,21872.83,-69,85.76,78.2,16.57,-8.27,177.21,1.26,139.14,49.81,36.07,1104.11,1.44,3.94,2.62,34.94,5.22,13.55,26.94,10.45,69.95,0.02,0.04,1.43,5.96,3.21,3.53,43586.48,12.53,55.55,808.74,8.77,71.92,28.08,-3.43
(주)유신,054930,2011/12,2002/01/15,,5,"    건축기술, 엔지니어링 및 관련 기술 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유신,054930,2012/12,2002/01/15,,5,"    건축기술, 엔지니어링 및 관련 기술 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유신,054930,2013/12,2002/01/15,,5,"    건축기술, 엔지니어링 및 관련 기술 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유아이디,069330,2011/12,2003/08/18,,5,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유아이디,069330,2012/12,2003/08/18,,5,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유아이디,069330,2013/12,2003/08/18,,5,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유아이에너지,050050,2011/12,2000/12/21,2012/09/26,4,    통신 및 방송 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유에이블,071530,2011/12,2004/02/17,2013/04/23,4,    기계장비 및 관련 물품 도매업,5.58,-23.55,-1.78,11.53,-3.53,66.66,4.61,0,13.88,-5.51,-7.54,2.42,-1.19,450.75,-54,101.42,41.45,7.43,0.82,422.83,0.59,217.15,58.47,19.13,82.37,0.22,1.37,0.5,0.59,2.22,0.6,611.43,613.87,164.09,0.01,0.45,0.18,9.64,0.38,1.03,2561.08,6.38,339.34,418.08,30.49,47.91,52.09,-18.08
(주)유에이블,071530,2012/12,2004/02/17,2013/04/23,4,    기계장비 및 관련 물품 도매업,-23.05,-67.2,-79.06,16.74,-99.96,-190.16,-64.97,0,31.54,-680.54,-5300.39,-6.93,-56.4,144.47,-995,77.26,77.25,2.2,-26.1,0,-1.32,0,88.7,0,-67.95,0.08,0,0.29,0.42,0.98,0.41,888.14,860.79,373.22,0,1.01,0.05,5.87,0.12,0.16,-18081.26,-58.56,-7303.8,-14279.72,-614.55,0,0,0
(주)유일엔시스,038720,2011/12,2001/01/18,2013/05/01,4,    전자부품 제조업,0,0,0,0,0,0,0,0,7.53,-77.69,-133.16,-21.88,-41.03,407.86,0,82.14,73.77,1.84,-10.36,223.39,-5.79,169.24,47.67,30.92,47.59,0.53,1.71,1.01,10.87,3.18,3.57,102.19,33.59,114.72,0.02,0.1,0.5,1.51,1.11,1.23,-8042.1,-22.81,-65.18,-319.2,-43.19,0,0,0
(주)유일엔시스,038720,2012/12,2001/01/18,2013/05/01,4,    전자부품 제조업,0,0,0,0,0,0,0,0,20.07,-31.46,-32,-12.12,-13.4,419.27,-214,75.89,65.92,0.74,-12.09,140.52,-3.2,148.97,38.06,41.58,109.95,0.43,1.02,0.69,8.52,3.07,6.64,54.99,42.85,118.9,0.01,0.2,0.48,0.92,1.12,1.29,1508.3,5.84,12.55,100.81,13.7,186.38,-86.38,-229.6
(주)유진로봇,056080,2011/12,2001/11/13,,5,    생활용품 도매업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유진로봇,056080,2012/12,2001/11/13,,5,    특수 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유진로봇,056080,2013/12,2001/11/13,,5,    특수 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유진테크,084370,2011/12,2006/01/17,,5,    특수 목적용 기계 제조업,78.23,50.57,21.08,97.97,242.41,45.79,39.32,57.1,37.6,19.66,40.83,32.24,24.67,9861.8,1957,194.21,175.35,53.03,40.05,78.71,2461.92,31.17,82.56,55.96,1126.63,1.26,2.08,6.15,18.91,9.01,10.19,35.82,19.3,40.53,0.04,0.06,1.06,13.44,1.58,1.72,45529.91,34.09,400.49,1884.39,34.8,16.31,83.69,56.49
(주)유진테크,084370,2012/12,2006/01/17,,5,    특수 목적용 기계 제조업,23.2,38.09,13.82,25.18,-46.27,66.67,28.63,96.32,43.02,29.83,50.67,37.61,33.69,8213.52,2429,355.88,341.04,103.24,60.32,31.54,999999999,21.19,83.89,76.02,1215.81,1.13,1.68,6.76,20.44,11.34,14.7,24.82,17.86,32.18,0.04,0.06,0.98,12.09,1.36,1.45,76898.37,46.74,608.87,2523.86,45.69,18.39,81.61,65.29
(주)유진테크,084370,2013/12,2006/01/17,,5,    특수 목적용 기계 제조업,20.14,106.9,53.03,13.82,41.14,28.27,-36.79,-24.08,49.05,35.59,26.96,18.58,20.9,5042.46,1832,446.92,423.81,126.58,61.69,22.48,999999999,25.14,79.48,81.65,1514.56,0.59,0.74,3.17,15.33,9.06,9.03,40.41,23.81,40.28,0.04,0.07,0.58,4.29,0.72,0.76,56245.05,28.45,219.23,1176.81,52.87,20.71,79.29,67.31
(주)율호,072770,2011/12,2007/07/25,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,54.25,43.6,37.58,23.42,15.64,762.24,0,176.02,176.02,85.28,29.09,124.2,3.23,73.19,67.35,44.6,132.28,0.36,0.8,1.1,0,4.27,0,0,0,85.56,0.01,0.23,0.34,1.72,0.53,0.53,8133.95,34.33,164.68,0,95.72,34.58,65.42,45.55
(주)율호,072770,2012/12,2007/07/25,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,45.44,3.07,4.23,9.58,0.9,524.8,29,217.3,217.3,42.91,32.76,89.55,3.46,74.52,60.69,52.76,135.28,0.29,0.55,0.74,0,3.24,0,0,0,112.53,0.01,0.31,0.33,1.3,0.48,0.48,3639.03,17.76,79.38,0,60.87,72.97,27.03,5.05
(주)율호,072770,2013/12,2007/07/25,,5,    소프트웨어 개발 및 공급업,47.57,24.81,50.49,45.68,0,75.61,-2.82,3.53,42.33,3.07,3.18,5.43,0.7,365.7,24,151.56,133.44,50.61,20.38,104.24,4.91,81.88,59.91,48.96,170.54,0.23,0.45,0.58,5.36,1.28,1.55,235.15,68.05,284.84,0.01,0.2,0.24,1.13,0.38,0.41,3109.71,10.28,54.34,0,53.53,78.92,21.08,5.74
(주)이건홀딩스,039020,2011/12,2000/05/04,,5,"    구조용 금속제품, 탱크 및 증기발생기 제조업",8.65,-1.68,-1.02,37.17,14.4,-5.41,13.57,0,12.97,-2.47,-3.65,1.98,-1.39,11143.48,-294,67.45,58.78,5,-15.43,180.03,0.69,190.52,31.96,35.71,734.03,0.56,1.48,0.79,14.09,3.82,4.93,74.03,25.91,95.5,0.02,0.08,0.79,1.47,1.96,2.28,31161.31,10.58,29.59,374.7,19.52,74.52,25.48,-12.65
(주)이건홀딩스,039020,2012/12,2000/05/04,,5,"    구조용 금속제품, 탱크 및 증기발생기 제조업",-0.27,-0.75,0.02,-0.89,20.69,-3.02,9.87,0,11.17,-0.42,-0.7,1.39,-0.25,12243.3,-54,73.95,62.38,5.3,-11.19,187.95,0.45,196.48,31.77,34.73,711.89,0.6,1.69,0.88,13.14,3.8,4.16,87.73,27.77,96.01,0.03,0.08,0.77,1.64,1.87,2.18,34647,11.8,32.85,370.36,19.75,69.18,30.82,-2.11
(주)이건홀딩스,039020,2013/12,2000/05/04,,5,"    구조용 금속제품, 탱크 및 증기발생기 제조업",-2.94,-1.24,-0.02,-9.21,-24.22,-2.94,-3.93,0,12.64,-1.07,-1.8,1.65,-0.63,11761.77,-135,70.44,61.24,3.75,-12.47,187.94,0.62,202.38,29.71,34.73,691,0.58,1.68,0.84,13.13,4.11,4.17,87.62,27.79,88.82,0.03,0.08,0.79,1.59,1.89,2.21,32418.16,11.37,30.92,396.43,19.24,74.85,25.15,-5.58
(주)이글루코퍼레이션,067920,2011/12,2010/08/04,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이글루코퍼레이션,067920,2012/12,2010/08/04,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이글루코퍼레이션,067920,2013/12,2010/08/04,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이글벳,044960,2011/12,2000/11/16,,5,    의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이글벳,044960,2012/12,2000/11/16,,5,    의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이글벳,044960,2013/12,2000/11/16,,5,    의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이노와이어리스,073490,2011/12,2005/02/04,,5,    통신 및 방송 장비 제조업,18.52,30.84,-3.63,36.75,-5.26,25.73,32.81,56.75,43.73,20.98,23.25,20.24,18.74,12179.22,0,438.53,347.18,188.04,48.87,23.35,43.06,45.27,63.3,81.07,2301.4,0.89,1.13,2.2,6.08,4.54,35.37,10.32,60.07,80.39,0.01,0,1.16,7.73,1.5,2,28919.88,32.57,269.71,4157.96,39.56,33.12,66.88,53.04
(주)이노와이어리스,073490,2012/12,2005/02/04,,5,    통신 및 방송 장비 제조업,2.53,6.7,0.77,3.55,21.49,10.1,5.04,-33.93,40.89,12.85,13.12,13.95,10.97,12793.04,0,564.23,426.34,278.66,52.6,18.88,154.7,42.88,63.93,84.12,2533.95,0.85,1.03,2.35,5.92,4.95,32.87,11.11,61.63,73.71,0.01,0,1.12,6.93,1.34,1.74,21569.52,23.69,188.53,3482.13,28.09,46.89,53.11,45.75
(주)이노와이어리스,073490,2013/12,2005/02/04,,5,    통신 및 방송 장비 제조업,1.95,6.56,11.33,-3.35,-67.73,3.68,3.16,-51.93,31.68,5.88,5.91,4.74,5.06,13197.22,763,466.86,428.76,260.23,47.63,16.81,163.9,46.01,60.61,85.61,2627.1,0.86,1.02,2.28,8.42,5.42,36.46,10.01,43.34,67.37,0.01,0,1.16,6.7,1.38,1.66,29699.23,32,243.61,4877.08,37.49,73.86,26.14,15.67
(주)이녹스,088390,2011/12,2006/10/20,,5,    전자부품 제조업,26.29,48.6,42.42,13.37,-5.33,18.12,11.09,-1.97,24.82,7.94,16.03,12.44,8.04,13043.81,1067,141.23,95.77,31.64,14.55,105.34,5.48,103.03,49.83,48.7,1400.17,1.01,2.02,2.12,5.5,4.54,18.42,19.81,66.34,80.31,0.01,0,1.16,2.37,1.94,2.98,30072.42,23.54,61.2,409.08,25.95,39.92,60.08,30.61
(주)이녹스,088390,2012/12,2006/10/20,,5,    전자부품 제조업,15.37,26.09,21.2,9.5,10.89,22.38,22.79,37.56,25.62,8.9,18.31,14.36,9.21,15542.37,1414,123.63,83.33,30.8,9.04,93.58,5.75,102.03,47.29,51.66,1662.75,1.03,2.06,2.01,6.59,5.23,26.41,13.82,55.41,69.85,0.01,0,1.21,2.15,2.13,3.16,39947.98,27.11,58.43,256.72,28.07,38.27,61.73,31.7
(주)이녹스,088390,2013/12,2006/10/20,,5,    전자부품 제조업,27.13,24.46,23.47,31.21,-7.77,64.85,30.77,118.9,30.7,14.9,27.5,20.62,16.56,16073.49,2636,160.1,123.42,62.83,18.32,49.28,20.51,76.42,48.81,66.99,2039.22,1.11,1.85,2.14,8.52,6.16,36.61,9.97,42.83,59.22,0.01,0,1.36,2.25,2.31,3.17,63353.23,33.82,83.26,307.71,34.04,31,69,43.76
(주)이라이콤,041520,2011/12,2003/07/04,,5,    전자부품 제조업,25.52,8.09,7.77,42.27,54.31,38.69,57.8,140.65,8.94,4.63,27.87,14.57,11.65,37320.05,2130,109.83,76.36,17.89,5.22,129.09,24.48,95.5,58.32,43.65,1442.45,2.51,6.01,5.62,15.42,9.51,10.44,34.96,23.66,38.38,0.04,0.07,2.29,7.48,4.55,6.45,76363.08,37.92,121.64,234.93,16.79,50.6,49.4,27.61
(주)이라이콤,041520,2012/12,2003/07/04,,5,    전자부품 제조업,18.88,-32.52,-23.08,48.87,-35.25,47.56,19.18,-17.51,11.38,3.21,15.98,19.71,7.89,44476.9,1460,165.33,143.42,45.75,28.86,84.56,58.84,49.78,73.03,54.18,2128.5,2.46,4.98,7.3,18.39,8.09,11.65,31.32,19.85,45.14,0.03,0.07,2.15,10.24,3.71,4.65,88381.34,36.92,207.93,421.7,16.3,41.53,58.47,19.68
(주)이라이콤,041520,2013/12,2003/07/04,,5,    전자부품 제조업,42.95,24.07,15.53,53.08,78.63,26.26,27.26,110.84,10.69,5.32,24.99,16.4,12.61,56601.28,3009,154.85,130.9,29.98,27.7,108.95,90.74,45.55,78.2,47.86,2687.53,2.37,4.7,9.91,21.37,6.05,8.91,40.97,17.08,60.34,0.03,0.05,1.91,14.44,3.12,3.65,105610.55,30.86,213.72,434.98,15.31,42.55,57.45,34.72
(주)이랜텍,054210,2011/12,2002/05/09,,5,    전자부품 제조업,22.4,53.6,37.26,16.07,34.77,6.22,-12.71,-6.59,7.32,0.65,3.28,3.02,1.13,31508.16,207,113.68,68.7,17.15,8,210.26,1.64,103.92,66.51,32.23,1281.28,1.74,5.07,5.48,6.92,9.26,8.69,42.01,52.77,39.42,0.02,0.13,1.39,7.15,2.56,4.07,32921.05,11.59,45.22,75.17,7.31,42.54,57.46,8.86
(주)이랜텍,054210,2012/12,2002/05/09,,5,    전자부품 제조업,31.84,63.94,51.95,21.72,27.04,5.65,21.86,107.37,8.47,1.11,6.43,4.39,1.85,38396.23,423,104.35,61.26,20.43,2.56,278.87,1.99,146.24,61.4,26.39,1353.63,1.67,5.76,4.58,6.47,9.89,8.15,44.76,56.44,36.9,0.02,0.12,1.36,5.45,2.62,4.4,45766.32,12.22,41.2,67.14,8.34,38.66,61.34,13.35
(주)이랜텍,054210,2013/12,2002/05/09,,5,    전자부품 제조업,15.52,27.75,24.52,9.86,-15.43,17.14,19.28,113.45,10.78,2.01,12.3,6.8,3.26,42079.22,867,96.48,65.81,28.35,-2.13,281.82,3.36,158.86,58.39,26.19,1456.9,1.62,6.17,4.03,7.47,10.56,7.88,46.31,48.87,34.58,0.03,0.1,1.36,4.59,2.71,4.26,95959.77,22.18,64.77,114.02,14.66,57.4,42.6,13.71
(주)이루온,065440,2011/12,2003/01/28,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,40.05,-0.41,0.22,3.91,-0.43,4350.03,0,127.16,122.22,22.79,11.49,106,1.41,95.19,53.79,48.54,401.12,1.06,2.18,2.29,50.63,5.27,8.83,41.36,7.21,69.21,0.03,0.02,1.1,23.03,1.97,2.05,12998.87,32.77,712.4,925.73,30.94,80.78,19.22,-1.32
(주)이루온,065440,2012/12,2003/01/28,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,36.46,-7.86,-18.16,0.1,-6.3,3996.23,0,104.93,100.25,15.88,2.4,196.75,-2.55,144.94,51.16,33.7,338,0.8,2.38,1.64,35.13,3.7,5.2,70.23,10.39,98.78,0.03,0.03,0.8,2.72,1.57,1.64,6751.88,14.01,47.61,748.49,17.49,143.7,-43.7,-44.95
(주)이루온,065440,2013/12,2003/01/28,,5,    소프트웨어 개발 및 공급업,1.84,-3.94,-3.05,6.5,32.56,11.02,30.77,0,36.43,2.68,7.82,10.42,2.78,5225.78,153,140.01,132.25,20.64,15.29,171.36,2.35,126.18,53.5,36.85,375.26,1.04,2.94,2.18,39.5,4.8,7.09,51.48,9.24,76.07,0.03,0.03,1.08,3.63,1.98,2.09,12762.63,26,93.68,1708.88,25.29,80.84,19.16,10.58
(주)이미지스테크놀로지,115610,2011/12,2010/02/26,,5,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이미지스테크놀로지,115610,2012/12,2010/02/26,,5,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이미지스테크놀로지,115610,2013/12,2010/02/26,,5,    반도체 제조업,0,0,0,0,0,0,0,0,19.86,6.45,6.77,5.42,5.72,4049.31,263,461.69,313.54,95.3,62.06,23.84,109.54,25.74,79.21,80.75,730.95,0.89,1.1,4.27,3.49,5.04,9.17,39.8,104.55,72.41,0.01,0,0.92,33.14,1.12,1.65,5650.49,16.15,603.08,803.96,18.2,53.05,46.95,35.44
(주)이브이첨단소재,131400,2011/12,2010/12/27,,5,    전자부품 제조업,15.63,9.81,3.26,29.18,12.18,18.19,9.94,65.88,21.27,10.4,26.11,18.38,16.22,5402.32,584,153.37,114.18,30.43,18.56,59.34,42.82,74.36,53.33,62.76,466.06,1.56,2.51,3.17,11.29,6.41,8.14,44.84,32.33,56.98,0.02,0.1,1.86,3.4,3.08,4.23,20212.15,36.29,80.91,253.5,24.94,40.93,59.07,41.68
(주)이브이첨단소재,131400,2012/12,2010/12/27,,5,    전자부품 제조업,17.75,15.64,16.26,19.05,47.91,0.61,-7.03,-82.81,14.79,1.92,4.13,3.28,2.39,5022.78,0,120.97,82.57,41.45,9.35,86.49,5.84,85.93,53.92,53.62,468.91,1.24,2.15,2.68,8.01,6.64,7.37,49.52,45.57,54.96,0.02,0.14,1.33,2.8,2.32,3.26,12614.7,19.23,46.38,121.48,16.74,69.67,30.33,11.48
(주)이브이첨단소재,131400,2013/12,2010/12/27,,5,    전자부품 제조업,9.41,26.66,24.92,-3.84,15.43,18.31,11.56,6.86,13.15,1.84,4.03,3.85,2.25,5603.39,110,138.79,85.91,46.96,13.25,72.46,6.35,90.73,47.39,57.98,554.78,1.22,2.19,2.47,6.95,9.54,10.8,33.78,52.5,38.25,0.02,0.18,1.37,2.57,2.42,3.72,16364.91,22.81,45.25,131.48,19.47,71.02,28.98,9.46
(주)이상네트웍스,080010,2011/12,2005/09/30,,5,    상품 중개업,0.02,0.77,-0.45,0.53,6.91,2.41,41,-49.71,19.61,5.83,5.31,7.41,4.64,5502.08,328,454.38,349.22,155.36,38.12,12.17,75.22,57.35,48.87,89.15,1222.1,0.8,0.91,1.55,7.27,6.24,58.59,6.23,50.21,58.46,0.01,0,1.31,4.64,1.63,2.11,7647.61,12.29,71.36,0,15.44,45.32,54.68,37.72
(주)이상네트웍스,080010,2012/12,2005/09/30,,5,    상품 중개업,-2.68,-1.44,6.09,-11.85,-35.99,2.56,-27.18,-20.48,25,6.73,4.12,4.67,3.95,4006.44,260,726.21,604.16,9.33,38.17,6.55,40.14,59.38,44.27,93.85,1253.4,0.59,0.64,1.1,6.25,5.59,59.26,6.16,58.44,65.29,0.01,0,1.07,3.39,1.26,1.58,8486.98,14.01,80.35,0,23.54,55.43,44.57,28.59
(주)이상네트웍스,080010,2013/12,2005/09/30,,5,    상품 중개업,7.63,0.96,20.53,-8.62,27.06,3.13,-20.15,-11.71,24.29,6.27,3.54,3.75,2.87,3199.07,230,377.34,289.16,76.66,27.62,11.65,33.55,69.69,37.58,89.56,1292.59,0.46,0.5,0.77,5.63,4.5,48.26,7.56,64.85,81.18,0.01,0,0.94,2.71,1.12,1.4,7606.83,11.67,71.33,3134.84,26.42,60.12,39.88,23.74
