총자본순이익률_차이,총자본순이익률_비율,총자본순이익률_상위10개_차이,총자본순이익률_상위10개_변동성,총자본순이익률_산업평균_차이,총자본순이익률_산업평균_변동성,매출액증가율_차이,매출액증가율_비율,매출액증가율_상위10개_차이,매출액증가율_상위10개_변동성,매출액증가율_산업평균_차이,매출액증가율_산업평균_변동성,자기자본순이익률_차이,자기자본순이익률_비율,자기자본순이익률_상위10개_차이,자기자본순이익률_상위10개_변동성,자기자본순이익률_산업평균_차이,자기자본순이익률_산업평균_변동성,매출액순이익률_차이,매출액순이익률_비율,매출액순이익률_상위10개_차이,매출액순이익률_상위10개_변동성,매출액순이익률_산업평균_차이,매출액순이익률_산업평균_변동성,유동비율_차이,유동비율_비율,유동비율_상위10개_차이,유동비율_상위10개_변동성,유동비율_산업평균_차이,유동비율_산업평균_변동성,자기자본구성비율_차이,자기자본구성비율_비율,자기자본구성비율_상위10개_차이,자기자본구성비율_상위10개_변동성,자기자본구성비율_산업평균_차이,자기자본구성비율_산업평균_변동성,총자본회전률_차이,총자본회전률_비율,총자본회전률_상위10개_차이,총자본회전률_상위10개_변동성,총자본회전률_산업평균_차이,총자본회전률_산업평균_변동성,자기자본회전률_차이,자기자본회전률_비율,자기자본회전률_상위10개_차이,자기자본회전률_상위10개_변동성,자기자본회전률_산업평균_차이,자기자본회전률_산업평균_변동성,총자본투자효율_차이,총자본투자효율_비율,총자본투자효율_상위10개_차이,총자본투자효율_상위10개_변동성,총자본투자효율_산업평균_차이,총자본투자효율_산업평균_변동성,설비투자효율_차이,설비투자효율_비율,설비투자효율_상위10개_차이,설비투자효율_상위10개_변동성,설비투자효율_산업평균_차이,설비투자효율_산업평균_변동성,순이익증가율_차이,순이익증가율_비율,순이익증가율_상위10개_차이,순이익증가율_상위10개_변동성,순이익증가율_산업평균_차이,순이익증가율_산업평균_변동성,label
0.0,0.0,-24.26,24.26,6.64,6.64,0.0,0.0,-140.39,140.39,26.91,26.91,0.0,0.0,-50.46,50.46,161.72,164.36,0.0,0.0,-55.82,55.82,31.87,31.87,0.0,0.0,-2607.56,2607.56,-209.18,209.18,0.0,0.0,-63.73,63.73,-25.46,25.46,0.0,0.0,-2.94,2.94,-0.33,0.33,0.0,0.0,-12.26,12.26,-0.18,0.18,0.0,0.0,-57.41,57.41,3.4,3.4,0.0,0.0,-25198.89,25198.89,-379.73,379.73,0.0,0.0,-852.62,852.62,63.76,63.76,0.0
5.87,0.99,-19.13,19.13,11.77,11.77,1.78,0.13,-160.42,160.42,6.88,6.88,7.81,0.76,-53.16,53.16,161.66,161.66,13.2,2.58,-49.1,49.1,38.59,38.59,110.3,0.75,-2419.71,2419.71,-21.33,21.33,5.47,0.09,-30.66,30.66,7.61,7.61,-0.52,-0.45,-2.88,2.88,-0.27,0.27,-1.03,-0.51,-13.08,13.08,-0.99,0.99,-13.92,-0.53,-64.83,64.83,-4.02,4.02,532.79,8.65,-24633.4,24633.4,185.76,185.76,-22.12,-0.89,-938.83,938.83,-22.45,22.45,0.0
14.66,1.83,-8.25,8.25,22.65,22.65,-41.39,-1.3,-185.64,185.64,-18.34,18.34,16.85,1.95,-45.8,45.8,161.72,169.02,24.28,1.5,-26.91,37.38,60.78,60.78,-278.74,-0.25,-1844.62,1844.62,553.76,553.76,-5.71,-0.06,-7.99,7.99,30.28,30.28,0.07,0.14,-2.96,2.96,-0.35,0.35,0.1,0.19,-13.44,13.44,-1.35,1.35,15.16,0.88,-44.71,44.71,16.1,16.1,-972.2,-0.56,-24448.68,24448.68,370.48,370.48,-123.56,-3.04,-1024.3,1024.3,-107.92,107.92,0.0
10.85,-0.82,-33.29,33.29,-2.39,2.39,49.82,-1.36,-162.83,162.83,4.47,4.47,29.83,-0.94,-73.32,73.32,141.5,141.5,15.88,-0.86,-69.94,69.94,17.75,17.75,21.26,0.16,-2524.77,2524.77,-126.39,126.39,3.75,0.1,-52.74,52.74,-14.47,14.47,0.21,0.29,-2.59,2.59,0.02,0.02,0.62,0.38,-11.8,11.8,0.29,0.29,20.36,-4.49,-61.34,61.34,-0.53,0.53,543.6,-14.57,-24712.69,24712.69,106.47,106.47,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
0.0,0.0,-27.19,27.19,3.71,3.71,0.0,0.0,-187.61,187.61,-20.31,20.31,0.0,0.0,-65.36,65.36,149.46,149.46,0.0,0.0,-62.78,62.78,24.91,24.91,0.0,0.0,-2513.46,2513.46,-115.08,115.08,0.0,0.0,-33.75,33.75,4.52,4.52,0.0,0.0,-2.71,2.71,-0.1,0.1,0.0,0.0,-12.79,12.79,-0.7,0.7,0.0,0.0,-53.2,53.2,7.61,7.61,0.0,0.0,-25183.72,25183.72,-364.56,364.56,0.0,0.0,-963.06,963.06,-46.68,46.68,0.0
0.24,0.06,-26.71,26.71,4.19,4.19,41.22,1.61,-109.23,109.23,58.07,58.07,4.36,0.51,-58.32,58.32,156.5,156.5,-0.01,-0.0,-61.74,61.74,25.95,25.95,-71.87,-0.41,-2572.24,2572.24,-173.86,173.86,-11.43,-0.29,-67.72,67.72,-29.45,29.45,0.04,0.06,-2.78,2.78,-0.17,0.17,0.77,0.51,-11.78,11.78,0.31,0.31,2.68,0.17,-58.5,58.5,2.31,2.31,-15.95,-0.29,-25188.08,25188.08,-368.92,368.92,93.27,-3.49,-874.92,874.92,41.46,41.46,0.0
-1.38,-0.5,-29.54,29.54,1.36,1.36,-19.89,1.65,-207.9,207.9,-40.6,40.6,-3.91,-0.5,-67.42,67.42,147.4,147.4,-1.19,-0.5,-66.22,66.22,21.47,21.47,11.78,0.13,-2575.1,2575.1,-176.72,176.72,0.1,0.0,-59.78,59.78,-21.51,21.51,0.01,0.01,-2.35,2.35,0.26,0.26,-0.03,-0.01,-10.82,10.82,1.26,1.26,-0.81,-0.02,-43.89,43.89,16.92,16.92,2.07,0.02,-25132.04,25132.04,-312.88,312.88,-4.89,0.07,-1013.67,1013.67,-97.29,97.29,0.0
-4.52,0.57,-43.42,43.42,-12.52,12.52,13.69,-2.83,-167.12,167.12,0.18,0.31,-7.51,0.53,-92.95,92.95,121.87,121.87,-5.62,0.33,-89.96,89.96,-2.27,2.27,-37.85,-0.26,-2567.49,2567.49,-169.11,169.11,-7.35,-0.13,-47.76,47.76,-9.49,9.49,0.08,0.17,-2.97,2.97,-0.36,0.36,0.21,0.24,-13.0,13.0,-0.91,0.91,-2.16,-0.27,-71.25,71.25,-10.44,10.44,-9.08,-0.3,-25206.85,25206.85,-387.69,387.69,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-0.1,-5.0,-31.01,31.01,-0.11,0.14,10.4,-5.68,-167.41,167.41,-0.11,0.31,-0.22,-5.5,-71.47,71.47,143.35,143.35,-0.09,-4.5,-67.48,67.48,20.21,20.21,-23.17,-0.17,-2563.35,2563.35,-164.97,164.97,6.94,0.18,-50.14,50.14,-11.87,11.87,0.1,0.11,-2.48,2.48,0.13,0.13,0.19,0.08,-11.58,11.58,0.51,0.51,4.56,0.28,-56.29,56.29,4.52,4.52,10.02,0.13,-25139.52,25139.52,-320.36,320.36,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-14.12,1.58,-53.98,53.98,-23.08,23.08,-2.15,0.11,-198.34,198.34,-31.04,31.04,-30.3,2.0,-116.77,116.77,98.05,98.05,-11.0,2.06,-83.75,83.75,3.94,3.94,-12.61,-0.13,-2591.45,2591.45,-193.07,193.07,-21.27,-0.36,-58.53,58.53,-20.26,20.26,-0.26,-0.16,-2.11,2.11,0.5,0.5,0.11,0.04,-11.14,11.14,0.95,0.95,-13.03,-0.95,-76.55,76.55,-15.74,15.74,-22.02,-0.95,-25226.73,25226.73,-407.57,407.57,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-3.48,-0.72,-29.55,29.55,1.35,1.35,-20.92,-0.59,-161.26,161.26,6.04,6.04,-3.7,-0.72,-69.82,69.82,145.0,145.0,-9.46,-0.68,-62.86,62.86,24.83,24.83,-248.22,-0.29,-2074.81,2074.81,323.57,323.57,-2.0,-0.02,-10.49,10.49,27.78,27.78,-0.05,-0.14,-3.22,3.22,-0.61,0.61,-0.06,-0.15,-13.72,13.72,-1.63,1.63,-3.63,-0.41,-71.94,71.94,-11.13,11.13,-76.23,-0.63,-25182.83,25182.83,-363.67,363.67,-222.27,-1.38,-1002.91,1002.91,-86.53,86.53,0.0
5.67,2.17,-22.65,22.65,8.25,8.25,24.29,-9.24,-154.32,154.32,12.98,12.98,9.86,1.99,-56.48,56.48,158.34,158.34,5.01,1.93,-59.8,59.8,27.89,27.89,-40.17,-0.21,-2527.52,2527.52,-129.14,129.14,-5.2,-0.08,-37.6,37.6,0.67,0.67,0.09,0.09,-2.43,2.43,0.18,0.18,0.18,0.11,-12.26,12.26,-0.18,0.18,4.25,0.23,-54.45,54.45,6.36,6.36,24.41,0.34,-25132.14,25132.14,-312.98,312.98,286.35,-4.54,-718.15,718.15,198.23,198.23,0.0
-0.34,0.07,-36.44,36.44,-5.54,5.54,-31.23,-1.74,-189.23,189.23,-21.93,21.93,-2.92,0.3,-84.06,84.06,130.76,130.76,-3.41,0.43,-78.79,78.79,8.9,8.9,5.57,0.07,-2587.19,2587.19,-188.81,188.81,-10.92,-0.21,-54.06,54.06,-15.79,15.79,-0.17,-0.26,-3.04,3.04,-0.43,0.43,-0.06,-0.06,-13.04,13.04,-0.95,0.95,0.08,0.01,-67.93,67.93,-7.12,7.12,2.84,0.17,-25208.2,25208.2,-389.04,389.04,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
1.23,1.03,-28.51,28.51,2.39,2.39,-15.92,-1.44,-180.87,180.87,-13.57,13.57,1.34,1.03,-68.65,68.65,146.17,146.17,2.46,1.34,-63.11,63.11,24.58,24.58,-111.66,-0.13,-1901.8,1901.8,496.58,496.58,-0.85,-0.01,-4.73,4.73,33.54,33.54,-0.09,-0.14,-2.96,2.96,-0.35,0.35,-0.1,-0.14,-13.46,13.46,-1.37,1.37,0.37,0.02,-54.05,54.05,6.76,6.76,70.88,0.2,-24798.7,24798.7,20.46,20.46,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-2.77,-0.2,-19.96,19.96,10.94,10.94,12.0,-4.48,-166.66,166.66,0.64,0.64,-4.71,-0.26,-58.21,58.21,156.61,156.61,-1.95,-0.19,-58.94,58.94,28.75,28.75,-113.74,-0.39,-2495.78,2495.78,-97.4,97.4,-11.28,-0.14,-25.69,25.69,12.58,12.58,-0.03,-0.02,-2.23,2.23,0.38,0.38,0.02,0.01,-12.34,12.34,-0.26,0.26,-4.36,-0.26,-64.77,64.77,-3.96,3.96,-363.2,-0.59,-24977.08,24977.08,-157.92,157.92,-253.92,-1.1,-964.99,964.99,-48.61,48.61,0.0
-0.92,-0.3,-28.82,28.82,2.08,2.08,19.89,0.85,-132.74,132.74,34.56,34.56,-1.15,-0.17,-65.62,65.62,149.2,149.2,-0.75,-0.46,-66.54,66.54,21.15,21.15,-21.09,-0.14,-2550.97,2550.97,-152.59,152.59,-6.61,-0.15,-56.81,56.81,-18.54,18.54,0.54,0.29,-1.11,1.11,1.5,1.5,1.65,0.4,-8.31,8.31,3.78,3.78,-1.51,-0.07,-57.55,57.55,3.26,3.26,-6.37,-0.03,-25032.97,25032.97,-213.81,213.81,-60.0,-1.38,-957.82,957.82,-41.44,41.44,0.0
0.0,0.0,-31.93,31.93,-1.03,1.03,0.0,0.0,-233.34,233.34,-66.04,66.04,0.0,0.0,-71.29,71.29,143.53,143.53,0.0,0.0,-71.29,71.29,16.4,16.4,0.0,0.0,-2464.8,2464.8,-66.42,66.42,0.0,0.0,-66.51,66.51,-28.24,28.24,0.0,0.0,-3.26,3.26,-0.65,0.65,0.0,0.0,-14.06,14.06,-1.77,1.98,0.0,0.0,-66.83,66.83,-6.02,6.02,0.0,0.0,-2288.39,96671.35,65207.97,65229.43,0.0,0.0,-941.44,941.44,-25.06,25.06,1.0
-3.75,-1.26,-31.7,31.7,-0.8,0.8,44.64,-4.38,-141.54,141.54,25.76,25.76,-8.89,-1.24,-73.0,73.0,141.82,141.82,-3.09,-1.21,-67.94,67.94,19.75,19.75,4.21,0.05,-2583.38,2583.38,-185.0,185.0,-1.76,-0.04,-56.43,56.43,-18.16,18.16,0.29,0.25,-2.07,2.07,0.54,0.54,0.89,0.33,-10.46,10.46,1.63,1.63,3.48,0.09,-34.11,34.11,26.7,26.7,-104.04,-0.13,-24557.96,24557.96,261.2,261.2,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
11.09,3.43,-16.61,16.61,14.29,14.29,42.81,3.08,-119.28,119.28,48.02,48.02,18.56,3.15,-46.83,46.83,161.72,167.99,6.17,2.07,-58.26,58.26,29.43,29.43,28.32,0.25,-2534.48,2534.48,-136.1,136.1,10.35,0.19,-32.17,32.17,6.1,6.1,0.48,0.44,-1.96,1.96,0.65,0.65,0.69,0.35,-11.4,11.4,0.69,0.69,14.11,0.7,-43.02,43.02,17.79,17.79,38.72,0.76,-25137.82,25137.82,-318.66,318.66,381.57,11706.0,-559.87,559.87,356.51,356.51,0.0
2.07,1.02,-26.84,26.84,4.06,4.06,-9.26,-1.22,-177.64,177.64,-10.34,10.34,0.17,0.04,-66.74,66.74,148.08,148.08,5.66,2.95,-59.83,59.83,27.86,27.86,681.88,5.4,-1910.79,1910.79,487.59,487.59,42.87,0.92,-5.76,5.76,32.51,32.51,-0.51,-0.49,-2.98,2.98,-0.37,0.37,-1.69,-0.74,-13.47,13.47,-1.38,1.38,-8.65,-0.31,-57.64,57.64,3.17,3.17,20.29,0.36,-25150.93,25150.93,-331.77,331.77,-46.19,6.22,-995.06,995.06,-78.68,78.68,0.0
-10.9,-1.5,-34.58,34.58,-3.68,3.68,-11.87,-0.66,-169.75,169.75,-2.45,2.45,-19.86,-1.75,-79.77,79.77,135.05,135.05,-8.57,-1.71,-70.96,70.96,16.73,16.73,-38.67,-0.22,-2543.49,2543.49,-145.11,145.11,-16.61,-0.26,-48.65,48.65,-10.38,10.38,-0.41,-0.28,-2.49,2.49,0.12,0.12,0.13,0.06,-11.68,11.68,0.41,0.41,1.06,0.05,-53.7,53.7,7.11,7.11,-21.92,-0.2,-25139.24,25139.24,-320.08,320.08,24.24,2.44,-907.26,907.26,9.12,9.12,0.0
3.57,-1.31,-30.08,30.08,0.82,0.82,-90.99,-0.93,-168.7,168.7,-1.4,1.4,6.54,-1.3,-69.79,69.79,145.03,145.03,5.86,-1.33,-65.96,65.96,21.73,21.73,18.75,0.13,-2517.36,2517.36,-118.98,118.98,5.55,0.1,-36.19,36.19,2.08,2.08,-0.03,-0.05,-2.93,2.93,-0.32,0.32,-0.1,-0.09,-13.03,13.03,-0.94,0.94,1.84,0.31,-69.3,69.3,-8.49,8.49,4.27,0.24,-25205.55,25205.55,-386.39,386.39,-74.74,-2001.35,-1016.18,1016.18,-99.8,99.8,0.0
-6.37,-0.3,-16.34,16.34,14.56,14.56,-48.2,-0.84,-166.97,166.97,0.33,0.33,-11.25,-0.35,-50.33,50.33,161.72,164.49,-1.87,-0.24,-61.59,61.59,26.1,26.1,38.62,0.15,-2374.53,2374.53,23.85,23.85,6.91,0.1,-22.08,22.08,16.19,16.19,-0.22,-0.08,-1.01,1.01,1.6,1.6,-0.58,-0.14,-10.5,10.5,1.58,1.58,-8.11,-0.15,-31.5,31.5,29.31,29.31,-20.58,-0.08,-24976.8,24976.8,-157.64,157.64,-78.72,-1.29,-959.17,959.17,-42.79,42.79,0.0
0.0,0.0,-39.87,39.87,-8.97,8.97,0.0,0.0,-180.73,180.73,-13.43,13.43,0.0,0.0,-87.85,87.85,126.97,126.97,0.0,0.0,-79.23,79.23,8.46,8.46,0.0,0.0,-2580.73,2580.73,-182.35,182.35,0.0,0.0,-49.34,49.34,-11.07,11.07,0.0,0.0,-2.76,2.76,-0.15,0.15,0.0,0.0,-12.66,12.66,-0.58,0.58,0.0,0.0,-77.02,77.02,-16.21,16.21,0.0,0.0,-25218.86,25218.86,-399.7,399.7,0.0,0.0,-1036.87,1036.87,-120.49,120.49,0.0
-16.6,-1.66,-37.51,37.51,-6.61,6.61,23.72,-4.0,-158.19,158.19,9.11,9.11,-17.53,-1.64,-78.12,78.12,136.7,136.7,-79.57,-2.52,-115.43,115.43,-27.74,27.74,205.89,0.13,-863.91,863.91,1534.47,1534.47,1.15,0.01,-0.39,1.44,36.28,39.33,-0.18,-0.56,-3.3,3.3,-0.77,0.77,-0.2,-0.59,-13.92,13.92,-1.77,1.84,-18.38,-0.83,-73.47,73.47,-12.66,12.66,-77.65,-0.85,-25214.03,25214.03,-394.87,394.87,114.37,-2.86,-867.06,867.06,49.32,49.32,0.0
2.46,0.39,-22.18,22.18,8.72,8.72,-40.72,-1.56,-190.66,190.66,-23.36,23.36,2.51,0.23,-57.87,57.87,156.95,156.95,6.55,0.21,-29.21,37.38,58.48,58.48,-9.23,-0.06,-2521.6,2521.6,-123.22,123.22,9.57,0.16,-26.2,26.2,12.07,12.07,0.03,0.15,-3.29,3.29,-0.68,0.68,0.01,0.03,-13.72,13.72,-1.63,1.63,0.23,0.02,-62.07,62.07,-1.26,1.26,10.85,0.24,-25170.92,25170.92,-351.76,351.76,-29.21,3.04,-980.27,980.27,-63.89,63.89,0.0
0.57,0.25,-28.12,28.12,2.78,2.78,24.38,1.59,-136.27,136.27,31.03,31.03,0.12,0.03,-67.6,67.6,147.22,147.22,-0.73,-0.11,-61.79,61.79,25.9,25.9,240.66,0.97,-2189.34,2189.34,209.04,209.04,12.64,0.18,-12.67,12.67,25.6,25.6,0.15,0.43,-3.02,3.02,-0.41,0.41,0.16,0.32,-13.4,13.4,-1.32,1.32,12.68,0.58,-42.61,42.61,18.2,18.2,103.65,0.07,-23532.92,23532.92,1286.24,1286.24,9.79,11706.0,-931.65,931.65,-15.27,15.27,0.0
0.0,0.0,-13.61,13.61,17.29,17.29,0.0,0.0,-166.29,166.29,1.01,1.01,0.0,0.0,-7.86,20.97,161.72,171.95,0.0,0.0,-54.91,54.91,32.78,32.78,0.0,0.0,-2599.02,2599.02,-200.64,200.64,0.0,0.0,-61.75,61.75,-23.48,23.48,0.0,0.0,-2.13,2.13,0.48,0.48,0.0,0.0,-7.06,7.06,5.03,5.03,0.0,0.0,-44.13,44.13,16.68,16.68,0.0,0.0,-25154.53,25154.53,-335.37,335.37,0.0,0.0,-1022.92,1022.92,-106.54,106.54,0.0
-3.99,0.93,-39.22,39.22,-8.32,8.32,3.63,0.16,-149.41,149.41,17.89,17.89,-19.12,1.52,-103.01,103.01,111.81,111.81,-17.51,0.82,-106.18,106.18,-18.49,18.49,1.12,0.05,-2654.38,2654.38,-256.0,256.0,-8.81,-0.29,-73.83,73.83,-35.56,35.56,0.01,0.05,-3.3,3.3,-0.7,0.7,0.23,0.39,-13.24,13.24,-1.16,1.16,-2.45,-0.78,-76.49,76.49,-15.68,15.68,-28.05,-0.74,-25218.09,25218.09,-398.93,398.93,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-11.83,-0.7,-25.8,25.8,5.1,5.1,-13.03,-0.8,-172.75,172.75,-5.45,5.45,-13.51,-0.71,-65.77,65.77,149.05,149.05,-4.77,-0.23,-51.71,51.71,35.98,35.98,226.79,0.28,-1640.32,1640.32,758.06,758.06,2.7,0.03,-1.32,1.44,36.28,36.95,-0.5,-0.6,-3.19,3.19,-0.58,0.58,-0.58,-0.62,-13.72,13.72,-1.63,1.63,-17.01,-0.54,-62.53,62.53,-1.72,1.72,-45.57,-0.49,-25179.74,25179.74,-360.58,360.58,-82.96,-1.97,-982.19,982.19,-65.81,65.81,0.0
-9.35,-2.69,-36.8,36.8,-5.9,5.9,-31.83,2.88,-218.86,218.86,-51.56,51.56,-27.42,-2.15,-85.96,85.96,128.86,128.86,-5.0,-3.01,-70.75,70.75,16.94,16.94,-8.39,-0.09,-2593.58,2593.58,-195.2,195.2,-0.13,-0.0,-55.87,55.87,-17.6,17.6,-0.34,-0.16,-1.76,1.76,0.85,0.85,-2.81,-0.43,-9.68,9.68,2.41,2.41,-9.27,-0.48,-67.13,67.13,-6.32,6.32,-22.19,-0.5,-25205.25,25205.25,-386.09,386.09,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-2.76,-0.73,-29.91,29.91,0.99,0.99,-10.88,-0.51,-165.51,165.51,1.79,1.79,-10.9,-1.3,-73.78,73.78,141.04,141.04,-1.78,-0.71,-66.7,66.7,20.99,20.99,-16.6,-0.15,-2581.5,2581.5,-183.12,183.12,-4.29,-0.13,-67.69,67.69,-29.42,29.42,-0.09,-0.06,-2.09,2.09,0.52,0.52,-0.09,-0.02,-9.3,9.3,2.78,2.78,0.23,0.01,-46.84,46.84,13.97,13.97,-2.09,-0.02,-25136.01,25136.01,-316.85,316.85,-64.27,-1.0,-941.44,941.44,-25.06,25.06,0.0
-2.49,0.3,-41.72,41.72,-10.82,10.82,-0.89,0.07,-190.2,190.2,-22.9,22.9,-3.12,0.42,-81.87,81.87,132.95,132.95,-25.37,0.5,-143.61,143.61,-55.92,55.92,22.65,0.14,-2490.17,2490.17,-91.79,91.79,2.22,0.03,-24.76,24.76,13.51,13.51,-0.02,-0.12,-3.3,3.3,-0.77,0.77,-0.03,-0.13,-13.87,13.87,-1.77,1.78,2.89,-0.63,-78.88,78.88,-18.07,18.07,779.32,-0.6,-25740.87,25740.87,-921.71,921.71,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-1.56,-0.15,-22.3,22.3,8.6,8.6,-196.41,-0.94,-156.32,156.32,10.98,10.98,-7.42,-0.3,-53.58,53.58,161.24,161.24,-1.02,-0.09,-57.42,57.42,30.27,30.27,209.48,1.5,-2327.95,2327.95,70.43,70.43,16.95,0.42,-38.29,38.29,-0.02,0.33,-0.07,-0.08,-2.66,2.66,-0.05,0.05,-0.51,-0.22,-12.3,12.3,-0.21,0.21,2.07,0.07,-44.77,44.77,16.04,16.04,-6.36,-0.05,-25104.48,25104.48,-285.32,285.32,-99.12,-1.49,-974.11,974.11,-57.73,57.73,0.0
28.82,-1.04,-29.79,29.79,1.11,1.11,21.49,-0.74,-183.46,183.46,-16.16,16.16,29.81,-1.04,-70.11,70.11,144.71,144.71,81.6,-1.05,-63.88,63.88,23.81,23.81,-962.42,-0.61,-294.14,819.5,1637.68,2104.24,-0.26,-0.0,-0.39,1.44,36.28,38.91,-0.03,-0.09,-3.2,3.2,-0.59,0.59,-0.04,-0.11,-13.74,13.74,-1.65,1.65,27.94,-1.25,-71.6,71.6,-10.79,10.79,3111.2,-1.0,-25218.37,25218.37,-399.21,399.21,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
-7.83,0.82,-48.34,48.34,-17.44,17.44,-4.69,-0.75,-174.42,174.42,-7.12,7.12,-23.44,1.04,-117.36,117.36,97.46,97.46,-18.55,0.99,-104.62,104.62,-16.93,16.93,-6.03,-0.23,-2657.24,2657.24,-258.86,258.86,-7.05,-0.17,-61.68,61.68,-23.41,23.41,-0.04,-0.08,-3.05,3.05,-0.44,0.44,0.03,0.02,-12.82,12.82,-0.74,0.74,-8.26,-0.34,-61.46,61.46,-0.65,0.65,-7.84,-0.27,-25206.93,25206.93,-387.77,387.77,-50.83,-1.59,-960.23,960.23,-43.85,43.85,0.0
-26.93,14.47,-59.0,59.0,-28.1,28.1,6.28,-0.28,-192.32,192.32,-25.02,25.02,-34.33,18.24,-107.23,107.23,107.59,107.59,-198.36,19.46,-567.83,567.83,-336.75,369.12,50.62,0.57,-2538.43,2538.43,-140.05,140.05,-3.69,-0.05,-19.8,19.8,18.47,18.47,0.01,0.2,-3.3,3.3,-0.8,0.85,0.0,0.0,-14.0,14.0,-1.77,1.91,-37.5,-11.46,-112.11,112.11,-51.3,51.3,-388.77,-11.8,-25583.59,25583.59,-764.43,764.43,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
2.09,-0.34,-34.99,34.99,-4.09,4.09,16.25,-1.39,-171.4,171.4,-4.1,4.1,2.47,-0.36,-75.69,75.69,139.13,139.13,0.21,-0.01,-86.69,86.69,1.0,1.0,113.49,0.22,-2051.17,2051.17,347.21,347.21,2.1,0.02,-2.49,2.49,35.78,35.78,-0.11,-0.34,-3.3,3.3,-0.7,0.7,-0.12,-0.34,-13.84,13.84,-1.75,1.75,4.18,0.52,-64.92,64.92,-4.11,4.11,60.8,0.46,-25035.44,25035.44,-216.28,216.28,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
1.64,0.82,-27.29,27.29,3.61,3.61,-6.27,-0.39,-166.07,166.07,1.23,1.23,6.16,0.97,-58.75,58.75,156.07,156.07,1.33,0.83,-64.47,64.47,23.22,23.22,-1.89,-0.02,-2600.86,2600.86,-202.48,202.48,4.49,0.17,-64.53,64.53,-26.26,26.26,0.0,0.0,-2.28,2.28,0.33,0.33,0.04,0.01,-9.8,9.8,2.29,2.29,4.77,0.29,-55.87,55.87,4.94,4.94,5.67,0.13,-25176.97,25176.97,-357.81,357.81,116.34,-31.53,-828.79,828.79,87.59,87.59,0.0
-0.13,-0.04,-27.42,27.42,3.48,3.48,-9.47,-0.77,-173.08,173.08,-5.78,5.78,-0.12,-0.02,-66.12,66.12,148.7,148.7,-0.09,-0.02,-63.36,63.36,24.33,24.33,-32.87,-0.16,-2505.51,2505.51,-107.13,107.13,-5.33,-0.07,-28.78,28.78,9.49,9.49,-0.01,-0.01,-2.65,2.65,-0.04,0.04,-0.02,-0.02,-12.82,12.82,-0.73,0.73,-1.1,-0.09,-66.15,66.15,-5.34,5.34,-2.1,-0.04,-25183.03,25183.03,-363.87,363.87,-151.31,-0.98,-938.7,938.7,-22.32,22.32,0.0
0.5,0.49,-29.4,29.4,1.5,1.5,41.61,-1.07,-173.44,173.44,-6.14,6.14,-0.02,-0.01,-68.66,68.66,146.16,146.16,3.62,2.9,-62.54,62.54,25.15,25.15,-44.14,-0.16,-2450.92,2450.92,-52.54,52.54,10.92,0.24,-38.54,38.54,-0.27,0.33,-0.51,-0.62,-3.21,3.21,-0.6,0.6,-1.23,-0.69,-13.53,13.53,-1.44,1.44,-23.48,-0.9,-74.53,74.53,-13.72,13.72,3111.2,20.19,-2288.39,25412.8,50231.96,50231.96,273.67,-3.04,-757.73,757.73,158.65,158.65,0.0
-1.83,-0.28,-26.31,26.31,4.59,4.59,7.53,1.56,-163.61,163.61,3.69,3.69,-6.57,-0.35,-59.31,59.31,155.51,155.51,-1.5,-0.37,-64.89,64.89,22.8,22.8,3.3,0.04,-2579.89,2579.89,-181.51,181.51,-5.05,-0.12,-57.68,57.68,-19.41,19.41,0.23,0.14,-1.69,1.69,0.92,0.92,-0.06,-0.01,-9.53,9.53,2.56,2.56,-3.14,-0.14,-58.38,58.38,2.43,2.43,317.27,0.09,-21274.69,21274.69,3544.47,3544.47,-195.35,-1.16,-967.66,967.66,-51.28,51.28,0.0
-6.49,-0.85,-29.8,29.8,1.1,1.1,53.16,-1.37,-161.68,161.68,5.62,5.62,-7.54,-0.84,-69.89,69.89,144.93,144.93,-10.04,-0.81,-65.05,65.05,22.64,22.64,-120.35,-0.13,-1846.84,1846.84,551.54,551.54,-16.49,-0.18,-22.54,22.54,15.73,15.73,-0.13,-0.21,-3.04,3.04,-0.43,0.43,-0.12,-0.17,-13.47,13.47,-1.38,1.38,-4.62,-0.33,-67.98,67.98,-7.17,7.17,-14.9,-0.14,-25133.42,25133.42,-314.26,314.26,556.43,-5.92,-479.05,539.33,437.33,437.33,0.0
