,회사명,거래소코드,회계년도,총자본순이익률,매출액증가율,자기자본순이익률,매출액순이익률,유동비율,자기자본구성비율,총자본회전률,자기자본회전률,총자본투자효율,설비투자효율,순이익증가율,label
563,(주)대원,7680,2019-12-01,1.92,-25.36,3.38,3.73,258.09,57.87,0.52,0.85,7.28,59.42,-69.0,0.0
564,(주)대원,7680,2020-12-01,-1.94,-15.48,-3.71,-4.8,250.94,57.09,0.4,0.7,3.42,57.9,0.0,0.0
565,(주)대유,290380,2019-12-01,6.21,3.24,11.86,10.25,293.37,58.0,0.61,1.16,20.92,84.22,-18.9,0.0
566,(주)대유,290380,2020-12-01,3.51,13.34,6.18,6.19,164.26,55.65,0.57,1.0,15.26,63.79,1.35,0.0
567,(주)대유에이피,290120,2019-12-01,6.22,-18.82,17.09,5.07,99.32,37.42,1.23,3.28,22.69,98.66,-0.81,0.0
568,(주)대유에이피,290120,2020-12-01,3.83,9.14,11.93,3.36,85.03,28.95,1.14,3.5,18.6,102.65,-27.75,0.0
569,(주)대창솔루션,96350,2011-12-01,2.56,10.47,4.23,5.13,166.25,56.56,0.5,0.82,12.62,72.45,-68.76,0.0
570,(주)대창솔루션,96350,2012-12-01,-1.35,-12.63,-2.85,-3.34,76.76,47.47,0.4,0.85,6.15,9.37,0.0,0.0
571,(주)대창솔루션,96350,2013-12-01,-0.42,38.15,-0.83,-0.75,93.23,48.07,0.56,1.18,10.5,17.49,0.0,0.0
572,(주)대창솔루션,96350,2014-12-01,-8.0,-13.21,-17.16,-15.56,74.07,42.43,0.51,1.13,4.91,7.68,0.0,0.0
573,(주)대창솔루션,96350,2015-12-01,-1.42,-27.8,-3.32,-3.65,53.78,40.72,0.39,0.93,9.33,14.99,0.0,0.0
574,(주)대창솔루션,96350,2016-12-01,-5.57,-17.34,-13.85,-16.97,45.65,39.79,0.33,0.82,4.02,5.44,0.0,0.0
575,(주)대창솔루션,96350,2017-12-01,-7.98,-13.28,-19.8,-26.48,38.99,40.94,0.3,0.75,4.66,6.12,0.0,0.0
576,(주)대창솔루션,96350,2018-12-01,-7.7,20.79,-20.85,-21.5,66.64,33.37,0.36,0.97,3.89,5.76,0.0,0.0
577,(주)대창솔루션,96350,2019-12-01,-3.15,26.18,-8.25,-7.43,69.85,42.26,0.42,1.12,8.74,13.89,0.0,0.0
578,(주)대창솔루션,96350,2020-12-01,-18.97,-27.08,-48.93,-56.11,50.75,34.32,0.34,0.87,-5.27,-7.49,0.0,0.0
579,(주)대창스틸,140520,2015-12-01,1.76,-2.24,4.4,1.75,83.08,43.01,1.0,2.25,6.44,14.57,221.12,0.0
580,(주)대창스틸,140520,2016-12-01,-1.54,16.36,-3.26,-1.5,88.58,40.85,1.03,2.45,4.75,11.01,0.0,0.0
581,(주)대창스틸,140520,2017-12-01,0.63,5.09,1.65,0.59,107.71,42.09,1.06,2.55,6.78,16.85,0.0,0.0
582,(주)대창스틸,140520,2018-12-01,-6.95,-28.19,-11.14,-8.57,83.16,39.44,0.81,1.98,5.75,16.46,0.0,0.0
583,(주)대창스틸,140520,2019-12-01,0.01,-13.47,-0.74,0.01,68.35,42.81,0.81,1.97,3.68,14.65,0.0,0.0
584,(주)대창스틸,140520,2020-12-01,-2.86,-13.31,-7.1,-3.82,54.81,40.17,0.75,1.8,1.39,6.5,0.0,0.0
585,(주)대한과학,131220,2012-12-01,3.93,13.73,7.1,3.26,226.43,54.79,1.21,2.2,26.13,62.23,-38.95,0.0
586,(주)대한과학,131220,2013-12-01,2.06,1.23,3.86,1.82,300.35,49.23,1.13,2.18,23.32,66.25,-44.51,0.0
587,(주)대한과학,131220,2014-12-01,2.23,-1.53,3.98,2.24,204.38,54.26,0.99,1.92,22.81,71.97,13.44,0.0
588,(주)대한과학,131220,2015-12-01,-3.09,6.54,-7.09,-3.02,190.38,56.83,1.02,1.84,19.06,58.89,0.0,0.0
589,(주)대한과학,131220,2016-12-01,5.53,10.74,8.11,4.88,211.09,61.58,1.13,1.91,30.84,100.57,0.0,0.0
590,(주)대한과학,131220,2017-12-01,3.47,-10.21,4.3,3.25,267.06,70.55,1.07,1.62,27.5,84.19,-44.2,0.0
591,(주)대한과학,131220,2018-12-01,6.63,13.76,7.19,5.35,334.83,75.36,1.24,1.7,32.3,105.86,75.43,0.0
592,(주)대한과학,131220,2019-12-01,4.67,17.23,4.55,3.53,323.57,73.8,1.32,1.77,30.12,93.02,-31.29,0.0
593,(주)대한과학,131220,2020-12-01,6.16,11.5,5.95,4.47,296.96,77.0,1.38,1.82,32.32,105.89,39.35,0.0
594,(주)대호특수강,21040,2012-12-01,3.81,3.06,4.58,2.59,527.43,83.29,1.47,1.77,17.52,487.51,0.0,0.0
595,(주)대호특수강,21040,2013-12-01,15.94,42.5,19.41,8.71,376.79,81.22,1.83,2.23,28.4,1072.33,0.0,0.0
596,(주)대호특수강,21040,2014-12-01,18.9,-29.29,24.57,9.14,360.79,73.6,2.07,2.69,31.21,150.43,0.0,0.0
597,(주)대호특수강,21040,2018-12-01,7.47,2.22,11.14,14.23,153.23,67.04,0.52,0.78,25.77,64.48,-47.0,0.0
598,(주)대호특수강,21040,2019-12-01,11.03,-2.71,16.58,16.28,223.89,66.1,0.68,1.02,28.65,84.66,-67.39,0.0
599,(주)대호특수강,21040,2020-12-01,10.71,-30.62,14.52,16.61,311.65,78.66,0.65,0.87,24.48,112.36,0.0,0.0
600,(주)더 미동,161570,2014-12-01,4.79,-12.23,5.42,4.84,842.49,88.15,0.99,1.12,9.05,847.96,-52.33,0.0
601,(주)더 미동,161570,2015-12-01,1.22,10.76,1.51,1.45,1541.8,76.56,0.84,1.04,4.34,965.41,-66.83,0.0
602,(주)더 미동,161570,2016-12-01,-5.54,-29.08,-6.59,-10.73,1048.0,92.4,0.52,0.61,-3.76,-798.84,0.0,0.0
603,(주)더 미동,161570,2017-12-01,-7.13,-2.48,-7.64,-12.72,1382.25,94.4,0.56,0.6,-3.29,-1588.59,0.0,0.0
604,(주)더 미동,161570,2018-12-01,-30.95,-30.38,-32.76,-63.97,1505.73,94.59,0.48,0.51,-33.39,-7647.49,0.0,0.0
605,(주)더 미동,161570,2019-12-01,-9.66,26.94,-10.73,-13.41,251.82,81.03,0.72,0.82,-4.28,-578.81,0.0,0.0
606,(주)더 미동,161570,2020-12-01,-24.19,8.48,-29.66,-25.62,313.38,80.97,0.94,1.17,-20.54,-2944.79,0.0,0.0
607,(주)더블유게임즈,192080,2016-12-01,11.15,27.11,12.91,31.3,562.11,86.56,0.36,0.41,16.63,6437.66,42.97,0.0
608,(주)더블유게임즈,192080,2017-12-01,4.97,105.19,9.04,11.16,34.19,40.58,0.45,0.82,10.63,5547.41,-27.59,0.0
609,(주)더코디,224060,2016-12-01,-7.94,-5.13,-34.17,-12.23,115.24,23.29,0.65,2.79,0.75,9.78,0.0,0.0
610,(주)더코디,224060,2017-12-01,-6.27,66.07,-9.28,-5.51,505.44,90.7,1.14,2.07,11.16,164.59,0.0,0.0
611,(주)더코디,224060,2018-12-01,-15.69,-50.23,-21.71,-33.2,110.6,60.07,0.47,0.66,-2.88,-34.5,0.0,0.0
612,(주)더코디,224060,2019-12-01,5.75,-67.78,9.95,51.42,53.18,56.06,0.11,0.19,11.07,227.59,0.0,0.0
613,(주)더코디,224060,2020-12-01,-13.65,137.91,-17.72,-58.94,135.37,60.62,0.23,0.4,-5.09,-132.9,0.0,0.0
614,(주)덕산테코피아,317330,2020-12-01,7.41,26.75,8.11,16.12,674.49,92.71,0.46,0.5,20.06,45.82,14.52,0.0
615,(주)덕신하우징,90410,2015-12-01,1.15,15.72,1.66,1.08,199.97,69.53,1.07,1.54,18.64,54.95,-83.73,0.0
616,(주)덕신하우징,90410,2016-12-01,-11.64,15.96,-19.87,-10.02,104.16,48.93,1.16,1.98,5.41,15.32,0.0,0.0
617,(주)덕신하우징,90410,2017-12-01,8.0,3.5,14.93,6.92,123.99,58.46,1.16,2.16,25.62,59.91,0.0,0.0
618,(주)덕신하우징,90410,2018-12-01,7.64,7.53,12.75,6.33,178.77,61.21,1.21,2.01,24.53,68.06,-1.67,0.0
619,(주)덕신하우징,90410,2019-12-01,1.26,10.08,2.05,1.0,128.84,61.82,1.27,2.06,19.44,53.38,-82.66,0.0
620,(주)덕신하우징,90410,2020-12-01,-6.52,-17.33,-10.92,-6.4,153.07,57.75,1.02,1.71,7.7,16.59,0.0,0.0
621,(주)데이타솔루션,263800,2018-12-01,5.03,8.97,10.83,12.58,220.46,50.14,0.4,0.86,10.69,2506.38,0.0,0.0
622,(주)데코앤이,17680,2018-12-01,-17.26,10.19,-35.94,-20.49,130.31,45.14,0.84,1.75,10.02,426.95,0.0,1.0
623,(주)덱스터스튜디오,206560,2016-12-01,6.19,21.96,6.9,16.15,2025.35,91.25,0.38,0.42,26.98,327.61,27.95,0.0
624,(주)덱스터스튜디오,206560,2017-12-01,-39.02,-20.28,-57.46,-134.92,121.02,45.66,0.29,0.43,-20.19,-239.28,0.0,0.0
625,(주)덱스터스튜디오,206560,2018-12-01,3.31,54.8,5.4,7.19,370.03,78.23,0.46,0.75,31.88,416.05,0.0,0.0
626,(주)덱스터스튜디오,206560,2019-12-01,-10.46,41.48,-13.02,-13.89,412.56,83.17,0.75,0.94,35.48,463.43,0.0,0.0
627,(주)덱스터스튜디오,206560,2020-12-01,-4.5,-52.55,-5.4,-11.56,425.45,83.56,0.39,0.47,28.58,537.67,0.0,0.0
628,(주)동구바이오제약,6620,2019-12-01,0.63,19.46,1.66,1.48,94.19,45.64,0.43,1.12,5.1,3099.31,230.48,0.0
629,(주)동구바이오제약,6620,2020-12-01,1.09,11.16,2.43,3.44,81.9,43.74,0.32,0.71,4.94,3942.49,-39.47,0.0
630,(주)동국알앤에스,75970,2011-12-01,1.94,-12.72,4.91,2.4,86.29,42.22,0.81,1.91,11.27,26.5,-31.27,0.0
631,(주)동국알앤에스,75970,2012-12-01,0.69,-15.66,1.2,0.83,110.99,50.51,0.83,1.65,13.06,30.36,-76.23,0.0
632,(주)동국알앤에스,75970,2013-12-01,-0.56,-9.69,-1.12,-0.72,212.77,52.43,0.77,1.5,9.22,20.47,0.0,0.0
633,(주)동국알앤에스,75970,2014-12-01,1.24,-6.12,2.44,1.62,188.96,54.65,0.76,1.43,9.63,21.17,0.0,0.0
634,(주)동국알앤에스,75970,2015-12-01,-0.84,-10.22,-2.04,-1.17,160.37,55.69,0.72,1.3,11.59,31.95,0.0,0.0
635,(주)동국알앤에스,75970,2016-12-01,1.48,-4.42,2.54,2.03,189.51,60.85,0.73,1.26,12.49,33.77,0.0,0.0
636,(주)동국알앤에스,75970,2017-12-01,2.06,0.7,3.49,2.72,172.07,60.49,0.76,1.25,12.55,34.77,39.53,0.0
637,(주)동국알앤에스,75970,2018-12-01,2.44,6.75,3.96,3.01,186.57,62.83,0.81,1.32,14.3,53.47,14.89,0.0
638,(주)동국알앤에스,75970,2019-12-01,2.07,0.21,2.99,2.53,190.95,62.89,0.82,1.3,13.69,50.65,-23.21,0.0
639,(주)동국알앤에스,75970,2020-12-01,2.52,-8.3,3.93,3.4,198.31,63.8,0.74,1.17,13.73,51.06,33.49,0.0
640,(주)동국에스엔씨,100130,2011-12-01,-4.96,10.73,-6.36,-12.56,346.63,73.19,0.39,0.51,-4.92,-22.94,0.0,0.0
641,(주)동국에스엔씨,100130,2012-12-01,2.35,19.4,3.05,4.94,653.76,81.16,0.48,0.62,4.77,18.86,0.0,0.0
642,(주)동국에스엔씨,100130,2013-12-01,0.86,0.96,1.1,1.78,405.67,76.12,0.48,0.62,3.55,13.19,-63.54,0.0
643,(주)동국에스엔씨,100130,2014-12-01,3.64,44.12,4.76,5.43,312.61,76.96,0.67,0.88,7.71,28.92,339.22,0.0
644,(주)동국에스엔씨,100130,2015-12-01,6.71,4.04,9.69,11.24,166.79,68.62,0.6,0.83,11.46,35.03,115.27,0.0
645,(주)동국에스엔씨,100130,2016-12-01,3.82,81.69,6.18,4.16,172.6,66.07,0.92,1.36,11.66,35.6,-32.12,0.0
646,(주)동국에스엔씨,100130,2017-12-01,1.41,-4.16,2.74,1.68,181.38,65.05,0.84,1.29,9.36,28.94,-54.85,0.0
647,(주)동국에스엔씨,100130,2018-12-01,-2.73,-1.31,-2.55,-3.15,184.71,67.91,0.87,1.31,5.4,14.59,0.0,0.0
648,(주)동국에스엔씨,100130,2019-12-01,2.24,-12.47,3.69,2.82,201.57,68.89,0.79,1.16,10.35,29.7,0.0,0.0
649,(주)동국에스엔씨,100130,2020-12-01,0.95,-7.3,1.34,1.28,201.08,69.24,0.74,1.07,7.8,23.03,-63.42,0.0
650,(주)동방선기,99410,2011-12-01,1.98,-5.34,5.01,3.68,116.39,40.68,0.54,1.36,14.12,41.59,-56.24,0.0
651,(주)동방선기,99410,2012-12-01,-9.16,-30.41,-22.66,-22.48,74.02,40.15,0.41,1.01,-1.32,-3.18,0.0,0.0
652,(주)동방선기,99410,2013-12-01,-9.15,-37.22,-22.18,-32.74,81.08,42.35,0.28,0.68,1.54,4.04,0.0,0.0
653,(주)동방선기,99410,2014-12-01,-1.91,46.59,-4.39,-4.42,73.84,45.08,0.43,0.99,11.02,16.11,0.0,0.0
654,(주)동방선기,99410,2015-12-01,-1.19,26.88,-2.63,-2.02,59.47,45.56,0.59,1.3,11.69,17.01,0.0,0.0
655,(주)동방선기,99410,2016-12-01,-3.85,-35.24,-6.32,-7.78,336.02,88.45,0.49,0.81,19.73,34.64,0.0,0.0
656,(주)동방선기,99410,2017-12-01,0.06,-33.9,0.07,0.05,465.11,83.74,1.33,1.61,4.83,31.87,0.0,0.0
657,(주)동방선기,99410,2018-12-01,0.41,-11.62,0.51,0.28,481.67,78.04,1.49,1.85,5.25,38.35,0.0,0.0
658,(주)동방선기,99410,2019-12-01,0.25,38.52,0.32,0.19,345.59,78.3,1.34,1.72,4.09,32.95,0.0,0.0
659,(주)동방선기,99410,2020-12-01,3.87,-8.78,7.96,2.44,144.9,48.64,1.58,3.26,22.2,72.46,0.0,0.0
660,(주)동성화인텍,33500,2011-12-01,3.27,-2.07,6.71,2.09,137.96,48.77,1.57,3.21,23.5,82.87,0.0,0.0
661,(주)동성화인텍,33500,2012-12-01,1.61,34.77,3.35,1.01,168.81,47.53,1.59,3.31,25.34,88.68,0.0,0.0
662,(주)동성화인텍,33500,2013-12-01,6.39,71.04,12.79,4.05,167.25,52.35,1.58,3.16,26.4,91.44,-3.4,0.0
663,(주)동성화인텍,33500,2014-12-01,9.64,2.77,17.34,6.28,194.51,58.72,1.54,2.76,33.04,123.49,139.95,0.0
664,(주)동성화인텍,33500,2015-12-01,5.01,-17.51,12.49,4.08,131.8,40.12,1.23,3.06,21.16,47.63,-39.8,0.0
665,(주)동성화인텍,33500,2016-12-01,3.08,-3.49,8.38,2.59,123.9,42.3,1.19,2.89,19.54,44.52,-31.03,0.0
666,(주)동성화인텍,33500,2017-12-01,-12.78,-31.05,-30.05,-13.94,112.83,37.56,0.92,2.28,3.38,6.49,0.0,0.0
667,(주)동성화인텍,33500,2018-12-01,-4.68,-18.55,-15.26,-5.34,71.81,36.05,0.88,2.38,12.41,22.56,0.0,0.0
668,(주)동성화인텍,33500,2019-12-01,7.21,34.63,19.99,6.66,135.74,36.07,1.08,3.0,22.78,54.59,0.0,0.0
669,(주)동성화인텍,33500,2020-12-01,8.35,53.19,20.79,5.48,102.53,44.53,1.52,3.79,29.76,66.06,26.07,0.0
670,(주)동아엘텍,88130,2011-12-01,8.4,12.34,10.99,8.94,456.38,76.22,0.94,1.32,24.54,238.46,-29.14,0.0
671,(주)동아엘텍,88130,2012-12-01,6.86,4.87,7.76,8.04,445.13,64.83,0.85,1.22,20.22,266.99,-22.76,0.0
672,(주)동아엘텍,88130,2013-12-01,8.34,35.34,13.83,9.86,217.31,57.36,0.85,1.4,19.52,159.77,110.81,0.0
673,(주)동아엘텍,88130,2014-12-01,5.41,30.57,10.29,5.93,234.61,57.4,0.91,1.59,20.06,92.78,-13.52,0.0
674,(주)동아엘텍,88130,2015-12-01,6.21,0.57,11.99,6.78,277.8,75.37,0.92,1.39,23.98,85.18,37.36,0.0
675,(주)동아엘텍,88130,2016-12-01,19.33,80.56,24.54,14.65,216.73,62.01,1.32,1.97,28.27,149.96,158.03,0.0
676,(주)동아엘텍,88130,2017-12-01,6.71,15.89,8.88,6.01,390.2,78.53,1.12,1.57,19.72,102.38,-53.01,0.0
677,(주)동아엘텍,88130,2018-12-01,7.55,1.2,11.19,7.72,286.47,72.15,0.98,1.3,21.24,119.59,47.08,0.0
678,(주)동아엘텍,88130,2019-12-01,5.67,-19.95,7.4,7.53,341.28,78.11,0.75,1.0,18.1,100.44,-30.29,0.0
679,(주)동아엘텍,88130,2020-12-01,3.99,-20.17,5.66,6.53,377.01,80.56,0.61,0.77,15.36,85.87,-20.08,0.0
680,(주)동양에스텍,60380,2011-12-01,0.99,15.11,2.28,0.62,111.81,39.7,1.6,3.68,7.11,56.92,-53.31,0.0
681,(주)동양에스텍,60380,2012-12-01,-3.02,-5.23,-7.82,-2.03,101.74,37.42,1.49,3.86,2.56,15.48,0.0,0.0
682,(주)동양에스텍,60380,2013-12-01,1.88,9.15,4.75,1.06,104.74,42.14,1.77,4.47,9.0,50.2,0.0,0.0
683,(주)동양에스텍,60380,2014-12-01,-3.12,-22.32,-7.08,-2.02,136.3,46.29,1.54,3.5,4.01,19.3,0.0,0.0
684,(주)동양에스텍,60380,2015-12-01,-1.96,-23.21,-4.1,-1.45,104.3,49.67,1.35,2.81,2.74,10.52,0.0,0.0
685,(주)동양에스텍,60380,2016-12-01,3.9,13.59,9.08,2.73,96.66,43.35,1.43,3.1,13.17,41.86,0.0,0.0
686,(주)동양에스텍,60380,2017-12-01,2.66,22.55,6.16,1.75,130.62,43.51,1.52,3.5,12.69,43.44,-27.46,0.0
687,(주)동양에스텍,60380,2018-12-01,-0.45,1.52,-0.47,-0.31,111.17,39.79,1.45,3.48,10.47,36.58,0.0,0.0
688,(주)동양에스텍,60380,2019-12-01,1.55,12.19,3.81,1.03,116.38,37.51,1.51,3.91,14.1,50.66,0.0,0.0
689,(주)동양에스텍,60380,2020-12-01,4.31,-11.94,9.87,3.07,165.78,47.9,1.4,3.33,21.34,66.41,171.08,0.0
690,(주)동우팜투테이블,88910,2011-12-01,1.71,7.95,2.26,2.73,365.2,77.4,0.63,0.83,25.64,50.32,-54.77,0.0
691,(주)동우팜투테이블,88910,2012-12-01,1.59,-2.02,2.2,2.0,208.83,68.11,0.79,1.1,28.83,67.2,-74.15,0.0
692,(주)동우팜투테이블,88910,2013-12-01,7.2,17.48,10.0,8.07,276.19,76.06,0.89,1.24,35.96,70.38,338.89,0.0
693,(주)동우팜투테이블,88910,2014-12-01,15.12,-12.68,19.69,14.67,287.03,77.4,1.03,1.34,39.6,95.48,-84.13,0.0
694,(주)동우팜투테이블,88910,2015-12-01,13.22,9.04,16.62,14.59,433.98,81.48,0.91,1.14,38.79,108.67,400.08,0.0
695,(주)동우팜투테이블,88910,2016-12-01,4.43,-1.63,5.25,6.48,622.51,87.1,0.68,0.81,28.39,76.5,55.72,0.0
696,(주)동우팜투테이블,88910,2017-12-01,8.7,-2.08,10.02,12.63,619.51,86.64,0.69,0.79,31.09,94.59,35.2,0.0
697,(주)동우팜투테이블,88910,2018-12-01,5.55,8.37,7.3,9.83,664.31,68.03,0.56,0.74,21.75,91.07,3.52,0.0
698,(주)동우팜투테이블,88910,2019-12-01,1.17,8.16,1.39,0.97,396.89,84.57,1.2,1.42,15.4,146.89,-85.48,0.0
699,(주)동우팜투테이블,88910,2020-12-01,-0.96,2.08,-1.25,-0.84,411.75,73.12,1.15,1.46,12.82,114.72,0.0,0.0
700,(주)동운아나텍,94170,2016-12-01,9.16,-3.87,14.94,10.53,189.56,67.74,0.87,1.42,26.14,84.82,-83.41,0.0
701,(주)동운아나텍,94170,2017-12-01,8.07,0.58,11.65,9.34,220.01,70.7,0.86,1.25,26.84,103.11,0.0,0.0
702,(주)동운아나텍,94170,2018-12-01,7.51,-15.08,11.35,9.0,152.79,62.53,0.83,1.26,21.69,56.14,0.0,0.0
703,(주)동운아나텍,94170,2019-12-01,7.74,17.27,12.35,9.7,197.23,62.82,0.8,1.27,23.88,69.33,0.0,0.0
704,(주)동운아나텍,94170,2020-12-01,6.62,29.13,10.52,8.74,193.5,62.99,0.76,1.2,21.75,54.24,-87.96,0.0
705,(주)동원개발,13120,2011-12-01,2.99,102.83,5.03,5.37,152.21,56.62,0.56,0.94,15.38,29.57,129.37,0.0
706,(주)동원개발,13120,2012-12-01,3.21,77.87,5.67,7.39,136.75,56.41,0.43,0.77,15.27,32.22,93.84,0.0
707,(주)동원개발,13120,2013-12-01,0.22,-17.3,0.39,0.53,116.13,57.32,0.41,0.72,11.94,21.79,-4.78,0.0
708,(주)동원개발,13120,2014-12-01,1.78,6.86,2.99,4.93,112.52,61.98,0.36,0.61,13.98,27.74,79.66,0.0
709,(주)동일기연,32960,2011-12-01,9.67,-12.88,11.84,15.7,382.95,76.89,0.62,0.75,36.11,554.96,-53.39,0.0
710,(주)동일기연,32960,2012-12-01,10.58,-22.14,13.02,17.74,1041.2,86.76,0.6,0.73,31.87,530.7,-11.93,0.0
711,(주)동일기연,32960,2013-12-01,7.29,-9.65,8.37,14.0,1072.6,88.52,0.52,0.59,25.22,471.39,-28.68,0.0
712,(주)동일기연,32960,2014-12-01,6.37,3.31,7.67,12.53,1186.06,91.21,0.51,0.57,24.75,472.01,-0.59,0.0
713,(주)동일기연,32960,2015-12-01,5.54,-13.89,7.06,12.31,878.6,90.3,0.45,0.5,26.67,376.86,-9.76,0.0
714,(주)동일기연,32960,2016-12-01,8.46,-0.78,10.13,18.81,765.64,90.28,0.45,0.5,28.19,420.74,41.14,0.0
715,(주)동일기연,32960,2017-12-01,10.56,21.74,11.87,21.12,951.9,90.19,0.5,0.55,31.78,522.16,27.39,0.0
716,(주)동일기연,32960,2018-12-01,-1.18,-21.78,-0.4,-2.91,1207.27,91.75,0.4,0.45,18.65,285.99,0.0,0.0
717,(주)동일기연,32960,2019-12-01,3.48,7.51,5.3,7.18,1071.0,89.6,0.48,0.53,26.22,322.79,0.0,0.0
718,(주)동일기연,32960,2020-12-01,0.15,-12.78,1.53,0.35,1018.77,90.85,0.44,0.48,23.47,292.81,-71.71,0.0
719,(주)동진쎄미켐,5290,2011-12-01,-1.27,8.18,-5.57,-1.47,59.38,24.18,0.86,3.35,15.38,34.28,0.0,0.0
720,(주)동진쎄미켐,5290,2012-12-01,1.25,24.88,4.77,1.26,56.2,22.56,0.99,4.26,20.57,40.38,0.0,0.0
721,(주)동진쎄미켐,5290,2013-12-01,0.63,14.57,2.56,0.58,54.33,22.3,1.08,4.8,21.94,41.48,-45.71,0.0
722,(주)동진쎄미켐,5290,2014-12-01,1.7,2.31,7.5,1.59,55.69,22.84,1.07,4.73,24.25,46.86,204.43,0.0
723,(주)동진쎄미켐,5290,2015-12-01,3.09,5.93,13.05,2.81,60.17,26.0,1.1,4.5,26.28,54.0,94.12,0.0
724,(주)동진쎄미켐,5290,2016-12-01,4.02,7.85,14.65,3.45,65.49,29.95,1.16,4.16,31.04,69.19,31.29,0.0
725,(주)동진쎄미켐,5290,2017-12-01,6.79,2.64,19.73,5.73,89.53,40.11,1.19,3.38,31.09,71.64,72.56,0.0
726,(주)동진쎄미켐,5290,2018-12-01,6.72,5.36,16.85,5.8,102.19,40.23,1.16,2.88,27.04,68.04,6.47,0.0
727,(주)동진쎄미켐,5290,2019-12-01,7.33,5.81,17.78,6.71,94.8,42.86,1.09,2.63,29.78,77.34,22.69,0.0
728,(주)동진쎄미켐,5290,2020-12-01,9.47,7.15,21.58,9.09,132.27,45.59,1.04,2.35,29.99,83.77,45.66,0.0
729,(주)두산테스나,131970,2015-12-01,9.89,-29.29,14.43,12.73,269.63,68.57,0.78,1.13,35.73,101.59,0.0,0.0
730,(주)두산테스나,131970,2016-12-01,12.17,-10.47,17.56,15.53,328.58,69.97,0.78,1.13,35.04,112.55,0.0,0.0
731,(주)두산테스나,131970,2017-12-01,15.19,55.84,20.14,19.16,829.42,80.73,0.79,1.05,40.22,132.68,1115.38,0.0
732,(주)두산테스나,131970,2018-12-01,11.62,38.31,13.43,21.07,2209.59,89.61,0.55,0.64,22.41,139.13,80.5,0.0
733,(주)두산테스나,131970,2019-12-01,7.0,48.36,7.91,16.55,1820.34,87.48,0.42,0.48,21.0,138.65,31.93,0.0
734,(주)두산테스나,131970,2020-12-01,5.97,36.86,7.71,14.8,327.94,69.85,0.4,0.52,20.47,133.35,73.84,0.0
735,(주)듀오백,73190,2011-12-01,3.92,6.42,5.13,5.01,472.36,86.47,0.78,0.9,17.07,97.51,-17.38,0.0
736,(주)듀오백,73190,2012-12-01,-0.26,-10.68,-0.25,-0.37,573.87,90.47,0.72,0.82,14.67,74.4,0.0,0.0
737,(주)듀오백,73190,2013-12-01,-1.79,4.51,-1.72,-2.28,426.97,87.33,0.78,0.88,18.35,93.06,0.0,0.0
738,(주)듀오백,73190,2014-12-01,-8.54,3.2,-8.86,-10.04,462.54,88.2,0.85,0.97,9.39,44.97,0.0,0.0
739,(주)듀오백,73190,2015-12-01,-7.69,-16.46,-8.71,-9.92,345.44,85.3,0.77,0.89,13.68,64.3,0.0,0.0
740,(주)듀오백,73190,2016-12-01,-13.54,-6.78,-16.12,-16.98,251.3,83.83,0.8,0.94,10.52,42.14,0.0,0.0
741,(주)듀오백,73190,2017-12-01,3.44,19.63,4.05,3.42,310.63,85.34,1.0,1.19,21.57,93.65,0.0,0.0
742,(주)듀오백,73190,2018-12-01,-8.73,-15.91,-10.13,-9.8,376.48,89.08,0.89,1.02,11.49,30.21,0.0,0.0
743,(주)듀오백,73190,2019-12-01,-8.87,-2.66,-9.87,-9.3,285.64,83.84,0.95,1.1,13.38,32.12,0.0,0.0
744,(주)듀오백,73190,2020-12-01,2.15,38.6,2.65,1.64,263.48,80.92,1.31,1.6,23.38,57.73,0.0,0.0
745,(주)드래곤플라이,30350,2011-12-01,6.37,3.46,9.3,18.09,79.41,69.33,0.35,0.49,13.79,125.75,-25.73,0.0
746,(주)드래곤플라이,30350,2012-12-01,-6.49,-7.42,-10.33,-22.16,55.35,55.6,0.29,0.47,-0.58,-4.28,0.0,0.0
747,(주)드래곤플라이,30350,2013-12-01,-31.8,-32.34,-66.33,-144.86,18.23,36.33,0.22,0.46,-20.6,-33.82,0.0,0.0
748,(주)드래곤플라이,30350,2014-12-01,-11.16,-14.85,-29.91,-47.29,20.58,36.32,0.24,0.65,10.77,15.8,0.0,0.0
749,(주)드래곤플라이,30350,2015-12-01,-11.17,-15.77,-27.64,-47.24,15.98,36.52,0.24,0.65,-1.47,-1.83,0.0,0.0
750,(주)드래곤플라이,30350,2016-12-01,-0.46,-33.78,-1.06,-2.75,23.35,47.05,0.17,0.4,7.91,10.88,0.0,0.0
751,(주)드래곤플라이,30350,2017-12-01,1.52,-30.84,3.75,1.23,82.91,44.45,1.24,3.04,7.24,23.78,0.0,0.0
752,(주)드래곤플라이,30350,2018-12-01,2.76,-15.76,6.35,2.57,80.48,42.47,1.07,2.47,7.64,22.13,0.0,0.0
753,(주)드래곤플라이,30350,2019-12-01,-38.53,-4.59,-46.47,-94.55,388.03,82.92,0.41,0.49,5.75,43.08,0.0,0.0
754,(주)드래곤플라이,30350,2020-12-01,-45.6,-37.89,-84.16,-216.98,77.72,33.79,0.21,0.39,-15.92,-320.71,0.0,0.0
755,(주)드림시큐리티,203650,2018-12-01,12.25,14.33,14.31,11.09,618.16,89.1,1.11,1.29,48.45,517.36,0.0,0.0
