회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결)
(주)씨티네트웍스,189540,2018/12,2013/12/24,2020/05/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)씨티네트웍스,189540,2019/12,2013/12/24,2020/05/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)씨티씨바이오,60590,2011/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,6.77,0.0,-0.91,-2.02,14.2,58.0,48.02,135.03,1.1,2.25
(주)씨티씨바이오,60590,2012/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,38.12,0.0,6.3,15.28,21.01,108.57,49.77,155.36,1.19,2.42
(주)씨티씨바이오,60590,2013/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,-4.93,-89.44,0.69,1.12,11.3,69.83,61.29,206.85,0.89,1.6
(주)씨티씨바이오,60590,2014/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,-1.24,0.0,-2.91,-3.94,9.19,63.93,52.73,130.21,0.78,1.37
(주)씨티씨바이오,60590,2015/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,-2.35,0.0,2.28,2.97,12.59,40.59,51.22,104.63,0.67,1.29
(주)씨티씨바이오,60590,2016/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,3.49,-199.95,-2.22,-2.88,9.71,23.16,48.19,93.42,0.64,1.3
(주)씨티씨바이오,60590,2017/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,6.02,0.0,-15.86,-25.11,1.73,3.84,37.62,102.08,0.68,1.58
(주)씨티씨바이오,60590,2018/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,6.01,0.0,-6.55,-11.27,9.78,21.99,45.37,119.6,0.71,1.72
(주)씨티씨바이오,60590,2019/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,-1.64,0.0,-10.11,-17.0,6.68,15.79,39.98,100.23,0.72,1.69
(주)씨티씨바이오,60590,2020/12,2002/02/21,,5,  의료용 물질 및 의약품 제조업,-4.48,0.0,-17.59,-25.76,2.62,6.02,41.96,119.99,0.72,1.75
(주)씨티앤티,50470,2011/12,2002/04/23,2012/05/01,4,  자동차 및 트레일러 제조업,,,,,,,,,,
(주)씨티케이,260930,2016/12,2017/12/07,,5,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,
(주)씨티케이,260930,2017/12,2017/12/07,,5,  화학물질 및 화학제품 제조업; 의약품 제외,0.0,0.0,13.54,8.93,12.92,144.02,92.74,1369.22,0.61,0.66
(주)씨티케이,260930,2018/12,2017/12/07,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-2.23,-47.95,7.06,4.69,9.16,80.66,88.86,660.22,0.59,0.64
(주)씨티케이,260930,2019/12,2017/12/07,,5,  화학물질 및 화학제품 제조업; 의약품 제외,5.31,-2.96,6.18,4.54,13.43,109.55,86.42,546.13,0.59,0.67
(주)씨티케이,260930,2020/12,2017/12/07,,5,  화학물질 및 화학제품 제조업; 의약품 제외,6.76,0.0,-1.61,-0.27,9.72,48.68,82.53,392.67,0.61,0.72
(주)아가방앤컴퍼니,13990,2011/12,2002/01/17,,5,  도매 및 상품 중개업,1.35,-42.12,3.48,4.9,14.4,57.31,69.73,370.91,0.98,1.41
(주)아가방앤컴퍼니,13990,2012/12,2002/01/17,,5,  도매 및 상품 중개업,-0.81,-63.9,1.26,1.71,12.89,44.75,71.53,435.15,0.96,1.36
(주)아가방앤컴퍼니,13990,2013/12,2002/01/17,,5,  도매 및 상품 중개업,-4.17,-3.31,1.27,1.66,12.47,31.98,72.3,424.99,0.94,1.3
(주)아가방앤컴퍼니,13990,2014/12,2002/01/17,,5,  도매 및 상품 중개업,-17.69,0.0,-4.51,-4.54,5.9,16.46,71.94,435.21,0.73,1.01
(주)아가방앤컴퍼니,13990,2015/12,2002/01/17,,5,  도매 및 상품 중개업,-1.76,0.0,0.13,0.12,8.94,20.03,76.64,477.7,0.69,0.93
(주)아가방앤컴퍼니,13990,2016/12,2002/01/17,,5,  도매 및 상품 중개업,-4.49,873.62,1.24,1.17,10.04,27.19,76.08,415.95,0.67,0.88
(주)아가방앤컴퍼니,13990,2017/12,2002/01/17,,5,  도매 및 상품 중개업,-6.25,-323.86,-3.48,-2.65,7.52,33.78,78.97,584.79,0.64,0.83
(주)아가방앤컴퍼니,13990,2018/12,2002/01/17,,5,  도매 및 상품 중개업,-19.88,0.0,-13.85,-9.76,-0.94,-4.7,78.99,513.45,0.56,0.71
(주)아가방앤컴퍼니,13990,2019/12,2002/01/17,,5,  도매 및 상품 중개업,18.94,0.0,-11.78,-11.05,5.38,22.13,71.9,228.84,0.71,0.94
(주)아가방앤컴퍼니,13990,2020/12,2002/01/17,,5,  도매 및 상품 중개업,-8.77,0.0,-1.61,-1.47,7.42,32.83,71.32,231.63,0.65,0.91
(주)아나패스,123860,2011/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2012/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2013/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2014/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2015/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2016/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2017/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2018/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2019/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아나패스,123860,2020/12,2010/11/05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아난티,25980,2011/12,1996/01/06,,5,  숙박업,,,,,,,,,,
(주)아난티,25980,2012/12,1996/01/06,,5,  숙박업,0.0,0.0,-9.39,-8.36,3.48,4.74,13.49,147.98,0.12,0.89
(주)아난티,25980,2013/12,1996/01/06,,5,  숙박업,0.0,0.0,-19.53,-15.07,2.69,3.81,11.21,137.36,0.09,0.77
(주)아난티,25980,2014/12,1996/01/06,,5,  숙박업,127.35,0.0,6.26,7.99,4.83,7.0,14.68,77.61,0.17,1.28
(주)아난티,25980,2015/12,1996/01/06,,5,  숙박업,165.31,1155.41,29.61,22.57,10.94,25.01,51.12,147.22,0.29,0.76
(주)아난티,25980,2016/12,1996/01/06,,5,  숙박업,7.75,-26.2,20.28,9.22,7.99,14.74,46.32,152.46,0.22,0.45
(주)아난티,25980,2017/12,1996/01/06,,5,  숙박업,11.51,-90.41,1.74,0.82,7.52,8.51,45.27,58.76,0.21,0.47
(주)아난티,25980,2018/12,1996/01/06,,5,  숙박업,7.79,-871.37,-12.5,-6.21,6.0,6.71,43.49,42.53,0.22,0.49
(주)아난티,25980,2019/12,1996/01/06,,5,  숙박업,-12.01,0.0,-5.59,-2.02,7.72,9.59,46.5,190.87,0.18,0.39
(주)아난티,25980,2020/12,1996/01/06,,5,  숙박업,-20.07,0.0,-39.27,-10.96,2.08,3.31,32.06,121.03,0.11,0.3
(주)아라온테크,41060,2011/12,2000/06/07,2014/05/08,4,  기타 기계 및 장비 제조업,-2.19,0.0,-623.12,-143.78,-301.03,-10283.29,80.01,304.41,0.18,0.24
(주)아라온테크,41060,2012/12,2000/06/07,2014/05/08,4,  기타 기계 및 장비 제조업,248.47,0.0,-35.85,-95.01,-54.18,-13948.33,66.6,263.46,1.95,2.65
(주)아라온테크,41060,2013/12,2000/06/07,2014/05/08,4,  기타 기계 및 장비 제조업,-84.41,0.0,17.16,7.6,27.82,197.89,88.66,378.69,0.34,0.44
(주)아리온테크놀로지,58220,2011/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아리온테크놀로지,58220,2012/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아리온테크놀로지,58220,2013/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아리온테크놀로지,58220,2014/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아리온테크놀로지,58220,2015/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아리온테크놀로지,58220,2016/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,-33.11,-44.9,-5.14,-21.95,45.55,137.44,0.61,1.34
(주)아리온테크놀로지,58220,2017/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",12.39,0.0,-41.43,-76.12,-18.74,-74.35,33.35,68.69,0.72,1.81
(주)아리온테크놀로지,58220,2018/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-11.32,0.0,-24.34,-47.35,-1.83,-299.77,32.89,129.91,0.63,1.9
(주)아리온테크놀로지,58220,2019/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-28.0,0.0,-22.71,-34.27,2.37,454.41,22.32,57.32,0.4,1.48
(주)아리온테크놀로지,58220,2020/12,2005/08/05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-75.2,0.0,-355.24,-586.75,-98.75,-153623.23,0.0,51.44,0.15,0.0
(주)아모그린텍,125210,2015/12,2019/03/28,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모그린텍,125210,2016/12,2019/03/28,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모그린텍,125210,2017/12,2019/03/28,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모그린텍,125210,2018/12,2019/03/28,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모그린텍,125210,2019/12,2019/03/28,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모그린텍,125210,2020/12,2019/03/28,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2013/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2014/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2015/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2016/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2017/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2018/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2019/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모센스,357580,2020/12,2021/06/25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아모텍,52710,2011/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.29,0.0,-4.41,-3.99,14.6,28.75,44.55,73.13,0.44,0.91
(주)아모텍,52710,2012/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.53,0.0,4.91,8.39,21.25,46.48,38.32,73.85,0.7,1.71
(주)아모텍,52710,2013/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",32.32,21.55,4.51,9.12,28.76,57.71,43.37,84.29,0.83,2.02
(주)아모텍,52710,2014/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-28.01,0.0,-1.29,-1.77,22.41,47.61,40.01,89.43,0.57,1.38
(주)아모텍,52710,2015/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",75.89,0.0,4.97,11.22,26.51,59.77,41.95,109.91,0.93,2.26
(주)아모텍,52710,2016/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-5.74,4.62,5.52,10.36,25.92,64.19,46.55,129.39,0.83,1.88
(주)아모텍,52710,2017/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6.57,55.01,8.03,14.2,27.03,78.77,48.66,147.41,0.84,1.77
(주)아모텍,52710,2018/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-19.66,-71.9,2.81,3.66,21.03,59.47,49.88,98.09,0.64,1.3
(주)아모텍,52710,2019/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-1.92,-94.89,0.15,0.18,19.57,47.59,46.19,116.07,0.6,1.25
(주)아모텍,52710,2020/12,2003/08/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-9.92,0.0,-7.4,-8.67,13.7,34.34,42.09,103.49,0.52,1.17
(주)아미노로직스,74430,2011/12,2004/06/04,,5,  도매 및 상품 중개업,0.0,0.0,-53.32,-16.79,1.3,19.79,72.8,225.11,0.23,0.32
(주)아미노로직스,74430,2012/12,2004/06/04,,5,  도매 및 상품 중개업,-53.05,0.0,-328.58,-59.77,-56.18,-2643.5,59.77,142.0,0.13,0.2
(주)아미노로직스,74430,2013/12,2004/06/04,,5,  도매 및 상품 중개업,-64.1,0.0,-423.54,-38.29,-24.49,-1474.61,83.86,347.86,0.06,0.09
(주)아미노로직스,74430,2014/12,2004/06/04,,5,  도매 및 상품 중개업,8.1,0.0,-228.75,-22.42,-16.24,-969.16,82.44,343.7,0.08,0.1
(주)아미노로직스,74430,2015/12,2004/06/04,,5,  도매 및 상품 중개업,210.55,0.0,-25.69,-7.05,-3.48,-386.5,87.73,453.95,0.23,0.27
(주)아미노로직스,74430,2016/12,2004/06/04,,5,  도매 및 상품 중개업,48.83,0.0,-22.86,-8.06,-3.09,-433.74,90.87,752.72,0.31,0.35
(주)아미노로직스,74430,2017/12,2004/06/04,,5,  도매 및 상품 중개업,2.87,0.0,3.22,1.21,4.25,454.57,91.43,873.47,0.34,0.38
(주)아미노로직스,74430,2018/12,2004/06/04,,5,  도매 및 상품 중개업,9.59,1374.97,43.34,16.26,16.78,1542.08,93.54,1286.88,0.35,0.38
(주)아미노로직스,74430,2019/12,2004/06/04,,5,  도매 및 상품 중개업,2.88,-115.02,-6.33,-2.29,2.19,205.95,89.75,619.84,0.33,0.36
(주)아미노로직스,74430,2020/12,2004/06/04,,5,  도매 및 상품 중개업,-7.01,0.0,12.12,4.06,8.3,541.34,89.07,584.21,0.3,0.33
(주)아바코,83930,2011/12,2005/10/11,,5,  기타 기계 및 장비 제조업,9.07,-40.92,3.56,12.7,19.28,85.82,56.22,119.25,1.84,3.56
(주)아바코,83930,2012/12,2005/10/11,,5,  기타 기계 및 장비 제조업,-61.91,0.0,-0.24,-0.28,11.12,48.16,69.47,180.64,0.74,1.17
(주)아바코,83930,2013/12,2005/10/11,,5,  기타 기계 및 장비 제조업,76.17,0.0,-8.96,-18.12,-1.7,-8.41,57.07,175.53,1.27,2.02
(주)아바코,83930,2014/12,2005/10/11,,5,  기타 기계 및 장비 제조업,-10.5,0.0,4.79,8.73,22.79,104.23,68.94,267.92,1.14,1.82
(주)아바코,83930,2015/12,2005/10/11,,5,  기타 기계 및 장비 제조업,-7.82,37.94,7.17,10.95,22.22,121.86,65.65,256.46,1.03,1.53
(주)아바코,83930,2016/12,2005/10/11,,5,  기타 기계 및 장비 제조업,45.01,40.77,6.87,14.08,23.21,122.55,59.19,206.17,1.26,2.02
(주)아바코,83930,2017/12,2005/10/11,,5,  기타 기계 및 장비 제조업,-6.81,-106.1,-0.98,-0.82,13.33,82.54,55.9,195.08,1.03,1.8
(주)아바코,83930,2018/12,2005/10/11,,5,  기타 기계 및 장비 제조업,30.85,0.0,10.48,22.73,26.46,185.27,56.02,190.75,1.22,2.18
(주)아바코,83930,2019/12,2005/10/11,,5,  기타 기계 및 장비 제조업,-7.15,-23.1,8.66,15.7,26.61,177.72,65.64,232.01,1.1,1.81
(주)아바코,83930,2020/12,2005/10/11,,5,  기타 기계 및 장비 제조업,-11.38,-25.84,7.25,10.73,22.0,160.19,66.77,222.24,0.98,1.48
(주)아바텍,149950,2011/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-4.29,-8.13,13.46,16.39,27.33,53.53,78.72,167.91,0.97,1.22
(주)아바텍,149950,2012/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.77,160.14,19.48,24.54,43.58,87.09,87.45,421.29,1.06,1.26
(주)아바텍,149950,2013/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",23.11,-5.36,14.98,17.32,43.58,83.25,86.5,299.73,1.01,1.16
(주)아바텍,149950,2014/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13.86,49.45,19.66,22.58,49.88,92.56,85.27,330.89,0.99,1.15
(주)아바텍,149950,2015/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-37.15,-66.74,10.4,6.81,34.7,75.7,92.31,641.79,0.58,0.65
(주)아바텍,149950,2016/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3.77,3.02,10.33,6.79,34.34,79.97,92.23,811.11,0.61,0.66
(주)아바텍,149950,2017/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",21.26,77.23,15.1,11.2,35.28,112.55,91.54,736.33,0.68,0.74
(주)아바텍,149950,2018/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아바텍,149950,2019/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,9.6,5.32,25.37,96.51,94.0,494.91,0.52,0.55
(주)아바텍,149950,2020/12,2012/11/06,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아셈스,136410,2011/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2012/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2013/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2014/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2015/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2016/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2017/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2018/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,,,,,,,,,,
(주)아셈스,136410,2019/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,0.0,0.0,12.54,22.24,22.8,47.48,32.64,124.74,0.6,1.84
(주)아셈스,136410,2020/12,2022/02/07,,5,  고무 및 플라스틱제품 제조업,-0.19,-80.47,3.09,3.36,16.67,37.06,50.11,138.61,0.59,1.43
(주)아스타,246720,2015/12,2017/03/20,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)아스타,246720,2016/12,2017/03/20,,5,  의료용 물질 및 의약품 제조업,0.0,0.0,-2156.32,-127.1,-32.6,-362.25,60.14,332.46,0.04,0.06
(주)아스타,246720,2017/12,2017/03/20,,5,  의료용 물질 및 의약품 제조업,331.56,0.0,-417.26,-45.63,-0.29,-6.92,61.02,243.36,0.07,0.11
(주)아스타,246720,2018/12,2017/03/20,,5,  의료용 물질 및 의약품 제조업,68.48,0.0,-202.15,-11.72,-2.43,-111.43,86.99,648.82,0.06,0.07
(주)아스타,246720,2019/12,2017/03/20,,5,  의료용 물질 및 의약품 제조업,-28.19,0.0,-1198.9,-48.28,-40.93,-96.94,58.53,137.41,0.04,0.05
(주)아스타,246720,2020/12,2017/03/20,,5,  의료용 물질 및 의약품 제조업,0.87,0.0,-876.35,-96.87,-85.82,-650.9,77.46,656.33,0.07,0.12
(주)아스트,67390,2011/12,2014/12/24,,5,  기타 운송장비 제조업,,,,,,,,,,
(주)아스트,67390,2012/12,2014/12/24,,5,  기타 운송장비 제조업,,,,,,,,,,
(주)아스트,67390,2013/12,2014/12/24,,5,  기타 운송장비 제조업,,,,,,,,,,
(주)아스트,67390,2014/12,2014/12/24,,5,  기타 운송장비 제조업,,,,,,,,,,
(주)아스트,67390,2015/12,2014/12/24,,5,  기타 운송장비 제조업,,,,,,,,,,
(주)아스트,67390,2016/12,2014/12/24,,5,  기타 운송장비 제조업,0.0,0.0,7.04,9.52,14.58,66.81,41.18,147.17,0.39,0.95
(주)아스트,67390,2017/12,2014/12/24,,5,  기타 운송장비 제조업,10.6,-80.07,1.51,1.65,11.24,35.22,37.07,140.77,0.36,0.94
(주)아스트,67390,2018/12,2014/12/24,,5,  기타 운송장비 제조업,20.38,176.63,3.79,3.94,13.06,47.32,30.52,177.87,0.33,0.99
(주)아스트,67390,2019/12,2014/12/24,,5,  기타 운송장비 제조업,23.59,-118.2,0.35,-0.5,9.64,37.36,37.68,148.72,0.3,0.85
(주)아스트,67390,2020/12,2014/12/24,,5,  기타 운송장비 제조업,-62.32,0.0,-69.1,-18.02,1.59,5.54,35.65,135.68,0.1,0.27
(주)아스플로,159010,2011/12,2021/10/07,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)아스플로,159010,2012/12,2021/10/07,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)아스플로,159010,2013/12,2021/10/07,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)아스플로,159010,2014/12,2021/10/07,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)아스플로,159010,2015/12,2021/10/07,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)아스플로,159010,2016/12,2021/10/07,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)아스플로,159010,2017/12,2021/10/07,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)아스플로,159010,2018/12,2021/10/07,,5,  기타 기계 및 장비 제조업,0.0,0.0,11.87,37.79,30.02,79.44,35.99,136.79,1.15,3.18
(주)아스플로,159010,2019/12,2021/10/07,,5,  기타 기계 및 장비 제조업,-28.27,-58.92,6.8,14.48,17.86,46.37,29.32,125.15,0.68,2.13
(주)아스플로,159010,2020/12,2021/10/07,,5,  기타 기계 및 장비 제조업,10.35,145.13,15.1,28.73,24.16,50.28,36.41,108.9,0.63,1.9
(주)아시아경제,127710,2011/12,2015/07/31,,5,  정보서비스업,,,,,,,,,,
(주)아시아경제,127710,2012/12,2015/07/31,,5,  정보서비스업,,,,,,,,,,
(주)아시아경제,127710,2013/12,2015/07/31,,5,  정보서비스업,0.0,0.0,4.95,22.64,54.41,220.66,64.59,294.0,1.99,3.08
(주)아시아경제,127710,2014/12,2015/07/31,,5,  정보서비스업,53.54,128.95,9.4,22.94,58.91,294.07,66.85,293.97,1.4,2.12
(주)아시아경제,127710,2015/12,2015/07/31,,5,  정보서비스업,6.74,-15.32,7.41,12.44,41.24,306.96,75.3,334.77,1.13,1.57
(주)아시아경제,127710,2016/12,2015/07/31,,5,  정보서비스업,-25.07,3.25,11.33,9.34,35.04,264.7,84.72,579.7,0.66,0.82
(주)아시아경제,127710,2017/12,2015/07/31,,5,  정보서비스업,-10.07,73.31,18.38,13.14,25.11,260.22,84.26,394.64,0.48,0.56
(주)아시아경제,127710,2018/12,2015/07/31,,5,  정보서비스업,-29.22,216.0,76.9,31.09,16.01,207.17,67.77,178.32,0.27,0.36
(주)아시아경제,127710,2019/12,2015/07/31,,5,  정보서비스업,-0.08,-87.05,10.64,3.55,20.87,283.81,76.04,190.01,0.26,0.37
(주)아시아경제,127710,2020/12,2015/07/31,,5,  정보서비스업,87.23,-3.2,6.02,3.17,17.58,296.31,73.04,142.08,0.46,0.62
(주)아우딘퓨쳐스,227610,2015/12,2017/07/12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2016/12,2017/07/12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2017/12,2017/07/12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2018/12,2017/07/12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,
(주)아우딘퓨쳐스,227610,2019/12,2017/07/12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,0.0,0.0,-34.55,-54.42,-10.89,-41.65,62.85,205.67,1.0,1.59
(주)아우딘퓨쳐스,227610,2020/12,2017/07/12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-25.33,0.0,-36.64,-45.48,13.17,36.61,38.14,130.93,0.75,1.48
(주)아이디스,143160,2011/12,2011/09/26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)아이디스,143160,2012/12,2011/09/26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,16.64,28.55,38.06,472.12,71.67,249.02,1.23,1.72
(주)아이디스,143160,2013/12,2011/09/26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-22.82,-20.72,17.1,17.95,29.31,430.27,92.61,1046.5,0.87,1.05
(주)아이디스,143160,2014/12,2011/09/26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-0.13,-47.65,8.96,7.59,21.59,232.2,91.19,849.33,0.78,0.85
(주)아이디스,143160,2015/12,2011/09/26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",24.79,22.71,8.81,8.77,21.36,197.35,88.52,800.68,0.82,0.91
(주)아이디스,143160,2016/12,2011/09/26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-11.64,-130.93,-6.19,-2.69,11.1,103.3,89.86,945.44,0.67,0.75
