,회계년도,총자본순이익률_차이,총자본순이익률_비율,총자본순이익률_상위10개_차이,총자본순이익률_상위10개_변동성,총자본순이익률_산업평균_차이,총자본순이익률_산업평균_변동성,매출액증가율_차이,매출액증가율_비율,매출액증가율_상위10개_차이,매출액증가율_상위10개_변동성,매출액증가율_산업평균_차이,매출액증가율_산업평균_변동성,자기자본순이익률_차이,자기자본순이익률_비율,자기자본순이익률_상위10개_차이,자기자본순이익률_상위10개_변동성,자기자본순이익률_산업평균_차이,자기자본순이익률_산업평균_변동성,매출액순이익률_차이,매출액순이익률_비율,매출액순이익률_상위10개_차이,매출액순이익률_상위10개_변동성,매출액순이익률_산업평균_차이,매출액순이익률_산업평균_변동성,유동비율_차이,유동비율_비율,유동비율_상위10개_차이,유동비율_상위10개_변동성,유동비율_산업평균_차이,유동비율_산업평균_변동성,자기자본구성비율_차이,자기자본구성비율_비율,자기자본구성비율_상위10개_차이,자기자본구성비율_상위10개_변동성,자기자본구성비율_산업평균_차이,자기자본구성비율_산업평균_변동성,총자본회전률_차이,총자본회전률_비율,총자본회전률_상위10개_차이,총자본회전률_상위10개_변동성,총자본회전률_산업평균_차이,총자본회전률_산업평균_변동성,자기자본회전률_차이,자기자본회전률_비율,자기자본회전률_상위10개_차이,자기자본회전률_상위10개_변동성,자기자본회전률_산업평균_차이,자기자본회전률_산업평균_변동성,총자본투자효율_차이,총자본투자효율_비율,총자본투자효율_상위10개_차이,총자본투자효율_상위10개_변동성,총자본투자효율_산업평균_차이,총자본투자효율_산업평균_변동성,설비투자효율_차이,설비투자효율_비율,설비투자효율_상위10개_차이,설비투자효율_상위10개_변동성,설비투자효율_산업평균_차이,설비투자효율_산업평균_변동성,순이익증가율_차이,순이익증가율_비율,순이익증가율_상위10개_차이,순이익증가율_상위10개_변동성,순이익증가율_산업평균_차이,순이익증가율_산업평균_변동성,label
648,2019-12-01,-4.38,-0.79,-43.93,43.93,2.71,2.71,-0.21,-0.03,-755.16,755.16,-6.24,6.24,-5.91,-0.81,-69.26,69.26,9.81,9.81,-8.86,-0.9,-128.14,128.14,23.97,23.97,-267.42,-0.4,-15601.57,15601.57,-8.47,8.47,16.54,0.24,-12.83,12.83,25.78,25.78,0.64,1.14,-2.07,2.07,0.41,0.41,0.68,0.92,-9.19,9.19,-0.2,0.2,-6.35,-0.29,-96.83,96.83,0.03,0.2,55.82,0.61,-10658.59,10658.59,138.07,138.07,-89.0,-25.28,-3933.58,3933.58,-136.58,136.58,0.0
649,2020-12-01,-2.13,-1.82,-54.8,54.8,1.12,1.12,-6.08,-0.75,-16352.94,16352.94,-136.62,136.62,-2.64,-1.9,-99.64,99.64,6.0,6.0,-1.81,-1.87,-229.15,229.15,69.66,69.66,14.86,0.04,-3357.97,3357.97,110.89,110.89,-11.45,-0.14,-23.82,23.82,13.24,13.24,-0.05,-0.04,-2.11,2.11,0.41,0.41,0.04,0.03,-25.36,25.36,-0.18,0.18,-2.58,-0.17,-81.24,81.24,-1.63,1.63,-32.17,-0.22,-120967.16,120967.16,64520.77,64520.77,85.48,-1.0,-27419.62,27419.62,-254.18,254.18,0.0
650,2016-12-01,0.0,0.0,-33.48,33.48,9.91,9.91,0.0,0.0,-435.89,435.89,-16.78,16.78,0.0,0.0,-61.55,61.55,18.44,18.44,0.0,0.0,-83.67,83.67,22.44,22.44,0.0,0.0,-4005.61,4005.61,-123.83,123.83,0.0,0.0,-28.8,28.8,7.87,7.87,0.0,0.0,-1.93,1.93,0.02,0.02,0.0,0.0,-6.9,6.9,-0.28,0.28,0.0,0.0,-71.29,71.29,9.76,9.76,0.0,0.0,-11627.97,11627.97,249.69,249.69,0.0,0.0,-3895.09,3895.09,-141.87,141.87,0.0
651,2017-12-01,-1.09,-0.12,-68.95,68.95,8.78,8.78,4.45,-1.15,-814.42,814.42,-19.26,19.26,-3.29,-0.22,-86.26,86.26,15.57,15.57,-1.19,-0.11,-548.11,548.11,17.44,17.44,30.45,0.16,-3156.59,3156.59,-79.26,79.26,2.96,0.04,-26.03,26.03,10.63,10.63,-0.01,-0.01,-2.36,2.36,0.02,0.02,-0.17,-0.12,-7.58,7.58,-0.45,0.45,0.7,0.03,-93.96,93.96,10.33,10.33,18.29,0.22,-189798.9,189798.9,-1978.14,1978.14,83.41,-1.0,-1477.55,1477.55,-33.28,33.28,0.0
652,2018-12-01,-0.56,-0.07,-28.49,28.49,8.19,8.19,-15.66,-27.0,-478.04,478.04,-26.04,26.04,-0.3,-0.03,-47.3,47.3,16.96,16.96,-0.34,-0.04,-113.09,113.09,19.95,19.95,-67.22,-0.31,-6181.78,6181.78,-173.88,173.88,-8.17,-0.12,-34.42,34.42,2.8,2.8,-0.03,-0.03,-2.15,2.15,0.01,0.01,0.01,0.01,-9.12,9.12,-0.39,0.39,-5.15,-0.19,-70.39,70.39,5.16,5.16,-46.97,-0.46,-54993.93,54993.93,-600.36,600.36,0.0,0.0,-2377.79,2377.79,-40.73,40.73,0.0
653,2019-12-01,0.23,0.03,-37.36,37.36,9.28,9.28,32.35,-2.15,-746.05,746.05,2.87,2.87,1.0,0.09,-58.3,58.3,20.77,20.77,0.7,0.08,-119.41,119.41,32.7,32.7,44.44,0.29,-15801.23,15801.23,-208.13,208.13,0.29,0.0,-34.58,34.58,4.03,4.03,-0.03,-0.04,-2.47,2.47,0.01,0.01,0.01,0.01,-9.34,9.34,-0.35,0.35,2.19,0.1,-88.35,88.35,8.51,8.51,13.19,0.23,-10736.15,10736.15,60.51,60.51,0.0,0.0,-3848.1,3848.1,-51.1,51.1,0.0
654,2020-12-01,-1.12,-0.14,-47.22,47.22,8.7,8.7,11.86,0.69,-16325.89,16325.89,-109.57,109.57,-1.83,-0.15,-87.88,87.88,17.77,17.77,-0.96,-0.1,-219.57,219.57,79.24,79.24,-3.73,-0.02,-3576.22,3576.22,-107.36,107.36,0.17,0.0,-33.95,33.95,3.11,3.11,-0.04,-0.05,-2.5,2.5,0.02,0.02,-0.07,-0.06,-25.62,25.62,-0.44,0.44,-2.13,-0.09,-72.31,72.31,7.3,7.3,-15.09,-0.22,-121027.64,121027.64,64460.29,64460.29,-87.96,-2001.35,-27507.58,27507.58,-342.14,342.14,0.0
655,2012-12-01,0.22,0.07,-27.72,27.72,3.18,3.18,-24.96,-0.24,-98.11,98.11,69.19,69.19,0.64,0.13,-65.62,65.62,149.2,149.2,2.02,0.38,-60.02,60.02,27.67,27.67,-15.46,-0.1,-2540.5,2540.5,-142.12,142.12,-0.21,-0.0,-39.37,39.37,-1.1,1.1,-0.13,-0.23,-3.09,3.09,-0.48,0.48,-0.17,-0.18,-13.3,13.3,-1.21,1.21,-0.11,-0.01,-61.9,61.9,-1.09,1.09,2.65,0.09,-25195.56,25195.56,-376.4,376.4,-35.53,-0.27,-847.6,847.6,68.78,68.78,0.0
656,2013-12-01,-2.99,-0.93,-21.85,21.85,0.84,0.84,-95.17,-1.22,-866.64,866.64,-34.18,34.18,-5.28,-0.93,-49.82,49.82,3.95,3.95,-6.86,-0.93,-110.68,110.68,10.07,10.07,-20.62,-0.15,-2436.75,2436.75,-156.08,156.08,0.91,0.02,-38.34,38.34,0.18,0.33,-0.02,-0.05,-3.09,3.09,-0.53,0.53,-0.05,-0.06,-13.49,13.49,-1.31,1.31,-3.33,-0.22,-65.32,65.32,-5.66,5.66,-10.43,-0.32,-9595.26,9595.26,-219.48,219.48,-98.62,-1.05,-3910.27,3910.27,-68.52,68.52,0.0
657,2014-12-01,1.56,7.09,-30.79,30.79,2.69,2.69,24.16,-1.4,-242.37,242.37,0.57,0.57,2.6,6.67,-56.62,56.62,8.93,8.93,4.4,8.3,-112.22,112.22,23.77,23.77,-3.61,-0.03,-210933.34,210933.34,-2715.17,2715.17,4.66,0.08,-33.63,33.63,3.51,3.51,-0.05,-0.12,-2.66,2.66,-0.53,0.53,-0.11,-0.15,-10.65,10.65,-1.26,1.26,2.04,0.17,-72.7,72.7,-3.13,3.13,5.95,0.27,-11308.88,11308.88,-162.72,162.72,84.44,-17.67,-646038.13,646038.13,-7851.71,7851.71,0.0
658,2012-12-01,0.91,0.09,-20.35,20.35,10.55,10.55,-9.26,0.72,-198.12,198.12,-30.82,30.82,1.18,0.1,-58.27,58.27,156.55,156.55,2.04,0.13,-49.67,49.67,38.02,38.02,658.25,1.72,-1636.05,1636.05,762.33,762.33,9.87,0.13,-9.02,9.02,29.25,29.25,-0.02,-0.03,-2.92,2.92,-0.31,0.31,-0.02,-0.03,-13.34,13.34,-1.25,1.25,-4.24,-0.12,-45.3,45.3,15.51,15.51,-24.26,-0.04,-24697.08,24697.08,122.08,122.08,41.46,-0.78,-953.37,953.37,-36.99,36.99,0.0
659,2013-12-01,-3.29,-0.31,-14.78,14.78,7.91,7.91,12.49,-0.56,-858.99,858.99,-26.53,26.53,-4.65,-0.36,-41.84,41.84,11.93,11.93,-3.74,-0.21,-97.21,97.21,23.54,23.54,31.4,0.03,-1480.28,1480.28,800.39,800.39,1.76,0.02,-7.14,7.14,31.38,31.38,-0.08,-0.13,-2.98,2.98,-0.42,0.42,-0.14,-0.19,-13.62,13.62,-1.44,1.44,-6.65,-0.21,-52.04,52.04,7.62,7.62,-59.31,-0.11,-9145.66,9145.66,230.12,230.12,-16.75,1.4,-3934.17,3934.17,-92.42,92.42,0.0
660,2014-12-01,-0.92,-0.13,-26.2,26.2,7.28,7.28,12.96,-1.34,-245.92,245.92,-2.98,2.98,-0.7,-0.08,-51.94,51.94,13.61,13.61,-1.47,-0.11,-104.62,104.62,31.37,31.37,113.46,0.11,-209859.8,209859.8,-1641.63,1641.63,2.69,0.03,-4.4,4.4,32.74,32.74,-0.01,-0.02,-2.51,2.51,-0.38,0.38,-0.02,-0.03,-10.69,10.69,-1.3,1.3,-0.47,-0.02,-61.93,61.93,7.64,7.64,0.62,0.0,-10864.61,10864.61,281.55,281.55,28.09,-0.98,-646118.38,646118.38,-7931.96,7931.96,0.0
661,2015-12-01,-0.83,-0.13,-44.73,44.73,5.43,5.43,-17.2,-5.2,-505.05,505.05,-24.62,24.62,-0.61,-0.08,-75.05,75.05,10.35,10.35,-0.22,-0.02,-140.82,140.82,20.8,20.8,-307.46,-0.26,-3317.7,3317.7,572.67,572.67,-0.91,-0.01,-6.35,6.35,30.53,30.53,-0.06,-0.12,-2.51,2.51,-0.42,0.42,-0.07,-0.12,-9.89,9.89,-1.28,1.28,1.92,0.08,-56.35,56.35,9.29,9.29,-95.15,-0.2,-225046.88,225046.88,-2375.07,2375.07,-9.17,15.54,-3116.69,3116.69,-65.58,65.58,0.0
662,2016-12-01,2.92,0.53,-34.18,34.18,9.21,9.21,13.11,-0.94,-432.8,432.8,-13.69,13.69,3.07,0.43,-66.36,66.36,13.63,13.63,6.5,0.53,-75.39,75.39,30.72,30.72,-112.96,-0.13,-3429.53,3429.53,452.25,452.25,-0.02,-0.0,-6.26,6.26,30.41,30.41,0.0,0.0,-2.35,2.35,-0.4,0.4,0.0,0.0,-7.82,7.82,-1.2,1.2,1.52,0.06,-69.24,69.24,11.81,11.81,43.88,0.12,-11292.05,11292.05,585.61,585.61,50.9,-5.22,-3770.54,3770.54,-17.32,17.32,0.0
663,2017-12-01,2.1,0.25,-66.46,66.46,11.27,11.27,22.52,-28.87,-793.26,793.26,1.9,1.9,1.74,0.17,-86.04,86.04,15.79,15.79,2.31,0.12,-536.33,536.33,29.22,29.22,186.26,0.24,-2424.7,2424.7,652.63,652.63,-0.09,-0.0,-6.54,6.54,30.12,30.12,0.05,0.11,-2.72,2.72,-0.34,0.34,0.05,0.1,-8.28,8.28,-1.15,1.15,3.59,0.13,-89.02,89.02,15.27,15.27,101.42,0.24,-189379.85,189379.85,-1559.09,1559.09,-13.75,-0.33,-1450.16,1450.16,-5.89,5.89,0.0
664,2018-12-01,-11.74,-1.11,-37.18,37.18,-0.5,0.5,-43.52,-2.0,-484.74,484.74,-32.74,32.74,-12.27,-1.03,-59.05,59.05,5.21,5.21,-24.03,-1.14,-125.0,125.0,8.04,8.04,255.37,0.27,-5127.3,5127.3,880.6,880.6,1.56,0.02,-5.2,5.2,32.02,32.02,-0.1,-0.2,-2.59,2.59,-0.42,0.42,-0.1,-0.18,-9.93,9.93,-1.2,1.2,-13.13,-0.41,-73.43,73.43,2.12,2.12,-236.17,-0.45,-54764.08,54764.08,-370.51,370.51,-27.39,-1.0,-2377.79,2377.79,-40.73,40.73,0.0
665,2019-12-01,4.66,-3.95,-41.62,41.62,5.02,5.02,29.29,-1.34,-755.81,755.81,-6.89,6.89,5.7,-14.25,-65.35,65.35,13.72,13.72,10.09,-3.47,-121.93,121.93,30.18,30.18,-136.27,-0.11,-14927.46,14927.46,665.64,665.64,-2.15,-0.02,-7.8,7.8,30.81,30.81,0.08,0.2,-2.79,2.79,-0.31,0.31,0.08,0.18,-10.08,10.08,-1.09,1.09,7.57,0.41,-86.01,86.01,10.85,10.85,36.8,0.13,-10482.69,10482.69,313.97,313.97,0.0,0.0,-3848.1,3848.1,-51.1,51.1,0.0
666,2020-12-01,-3.33,-0.96,-53.68,53.68,2.23,2.23,-20.29,-2.7,-16367.8,16367.8,-151.48,151.48,-3.77,-0.71,-96.86,96.86,8.78,8.78,-6.83,-0.95,-227.96,227.96,70.85,70.85,-52.23,-0.05,-2750.95,2750.95,717.91,717.91,1.25,0.01,-6.09,6.09,30.97,30.97,-0.04,-0.08,-2.82,2.82,-0.3,0.3,-0.05,-0.09,-26.34,26.34,-1.16,1.16,-2.75,-0.1,-70.59,70.59,9.02,9.02,-29.98,-0.09,-120789.07,120789.07,64698.86,64698.86,-71.71,-2001.35,-27491.34,27491.34,-325.89,325.89,0.0
667,2012-12-01,2.52,-1.98,-29.68,29.68,1.22,1.22,16.7,2.04,-151.1,151.1,16.2,16.2,10.34,-1.86,-66.52,66.52,148.3,148.3,2.73,-1.86,-66.15,66.15,21.54,21.54,-3.18,-0.05,-2621.05,2621.05,-222.67,222.67,-1.62,-0.07,-73.22,73.22,-34.95,34.95,0.13,0.15,-2.53,2.53,0.08,0.08,0.91,0.27,-9.8,9.8,2.28,2.28,5.19,0.34,-56.6,56.6,4.21,4.21,6.1,0.18,-25187.4,25187.4,-368.24,368.24,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
668,2013-12-01,-0.62,-0.5,-21.44,21.44,1.25,1.25,-10.31,-0.41,-834.77,834.77,-2.31,2.31,-2.21,-0.46,-47.64,47.64,6.12,6.12,-0.68,-0.54,-110.63,110.63,10.12,10.12,-1.87,-0.03,-2498.55,2498.55,-217.88,217.88,-0.26,-0.01,-73.36,73.36,-34.84,34.84,0.09,0.09,-2.42,2.42,0.14,0.14,0.54,0.13,-9.41,9.41,2.77,2.77,1.37,0.07,-55.32,55.32,4.34,4.34,1.1,0.03,-9575.57,9575.57,-199.79,199.79,-45.71,-2001.35,-3951.2,3951.2,-109.45,109.45,0.0
669,2014-12-01,1.07,1.7,-30.87,30.87,2.61,2.61,-12.26,-0.84,-246.92,246.92,-3.98,3.98,4.94,1.93,-52.11,52.11,13.44,13.44,1.01,1.74,-115.56,115.56,20.43,20.43,1.36,0.03,-210975.28,210976.12,-2758.31,2770.81,0.54,0.02,-72.77,72.77,-35.63,35.63,-0.01,-0.01,-1.95,1.95,0.18,0.18,-0.07,-0.01,-6.53,6.53,2.86,2.86,2.31,0.11,-62.43,62.43,7.14,7.14,5.38,0.13,-11289.76,11289.76,-143.6,143.6,250.14,-5.47,-645913.36,645913.36,-7726.94,7726.94,0.0
670,2015-12-01,1.39,0.82,-47.18,47.18,2.98,2.98,3.62,1.57,-485.23,485.23,-4.8,4.8,5.55,0.74,-69.06,69.06,16.34,16.34,1.22,0.77,-150.32,150.32,11.3,11.3,4.48,0.08,-4136.13,4136.13,-245.76,245.76,3.16,0.14,-70.65,70.65,-33.77,33.77,0.03,0.03,-1.86,1.86,0.23,0.23,-0.23,-0.05,-5.89,5.89,2.72,2.72,2.03,0.08,-56.74,56.74,8.9,8.9,7.14,0.15,-225369.74,225369.74,-2697.93,2697.93,-110.31,-0.54,-3012.81,3012.81,38.3,38.3,0.0
671,2016-12-01,0.93,0.3,-38.62,38.62,4.77,4.77,1.92,0.32,-424.17,424.17,-5.06,5.06,1.6,0.12,-61.84,61.84,18.15,18.15,0.64,0.23,-90.75,90.75,15.36,15.36,5.32,0.09,-4129.68,4129.68,-247.9,247.9,3.95,0.15,-66.59,66.59,-29.92,29.92,0.06,0.05,-1.64,1.64,0.31,0.31,-0.34,-0.08,-4.16,4.16,2.46,2.46,4.76,0.18,-66.39,66.39,14.66,14.66,15.19,0.28,-11643.6,11643.6,234.06,234.06,-62.83,-0.67,-3780.39,3780.39,-27.17,27.17,0.0
672,2017-12-01,2.77,0.69,-70.23,70.23,7.5,7.5,-5.21,-0.66,-812.36,812.36,-17.2,17.2,5.08,0.35,-78.18,78.18,23.65,23.65,2.28,0.66,-551.72,551.72,13.83,13.83,24.04,0.37,-3287.07,3287.07,-209.74,209.74,10.16,0.34,-56.62,56.62,-19.96,19.96,0.03,0.03,-2.03,2.03,0.35,0.35,-0.78,-0.19,-5.45,5.45,1.68,1.68,0.05,0.0,-89.71,89.71,14.58,14.58,2.45,0.04,-189830.37,189830.37,-2009.61,2009.61,41.27,1.32,-1404.99,1404.99,39.28,39.28,0.0
673,2018-12-01,-0.07,-0.01,-29.28,29.28,7.4,7.4,2.72,1.03,-457.6,457.6,-5.6,5.6,-2.88,-0.15,-41.8,41.8,22.46,22.46,0.07,0.01,-116.29,116.29,16.75,16.75,12.66,0.14,-6232.38,6232.38,-224.48,224.48,0.12,0.0,-56.72,56.72,-19.5,19.5,-0.03,-0.03,-1.83,1.83,0.34,0.34,-0.5,-0.15,-7.5,7.5,1.23,1.23,-4.05,-0.13,-65.04,65.04,10.51,10.51,-3.6,-0.05,-54982.03,54982.03,-588.46,588.46,-66.09,-0.91,-2371.32,2371.32,-34.26,34.26,0.0
674,2019-12-01,0.61,0.09,-37.77,37.77,8.87,8.87,0.45,0.08,-757.51,757.51,-8.59,8.59,0.93,0.06,-52.87,52.87,26.2,26.2,0.91,0.16,-122.4,122.4,29.71,29.71,-7.39,-0.07,-15903.66,15903.66,-310.56,310.56,2.63,0.07,-54.54,54.54,-15.93,15.93,-0.07,-0.06,-2.18,2.18,0.3,0.3,-0.25,-0.09,-7.98,7.98,1.01,1.01,2.74,0.1,-82.45,82.45,14.41,14.41,9.3,0.14,-10728.14,10728.14,68.52,68.52,16.22,2.51,-3825.42,3825.42,-28.41,28.41,0.0
675,2020-12-01,2.14,0.29,-44.36,44.36,11.55,11.55,1.34,0.23,-16347.87,16347.87,-131.55,131.55,3.8,0.21,-76.82,76.82,28.83,28.83,2.38,0.35,-219.22,219.22,79.59,79.59,37.47,0.4,-3637.45,3637.45,-168.59,168.59,2.73,0.06,-51.35,51.35,-14.29,14.29,-0.05,-0.05,-2.22,2.22,0.3,0.3,-0.28,-0.11,-24.47,24.47,0.71,0.71,0.21,0.01,-64.07,64.07,15.54,15.54,6.43,0.08,-120998.11,120998.11,64489.82,64489.82,22.97,1.01,-27373.96,27373.96,-208.52,208.52,0.0
676,2015-12-01,0.0,0.0,-40.38,40.38,9.78,9.78,0.0,0.0,-520.45,520.45,-40.02,40.02,0.0,0.0,-67.68,67.68,17.72,17.72,0.0,0.0,-140.4,140.4,21.22,21.22,0.0,0.0,-3926.67,3926.67,-36.3,36.3,0.0,0.0,-28.08,28.08,8.8,8.8,0.0,0.0,-2.18,2.18,-0.09,0.09,0.0,0.0,-9.26,9.26,-0.65,0.65,0.0,0.0,-47.29,47.29,18.35,18.35,0.0,0.0,-225322.15,225322.15,-2650.34,2650.34,0.0,0.0,-3106.93,3106.93,-55.82,55.82,0.0
677,2016-12-01,2.28,0.23,-30.47,30.47,12.92,12.92,18.82,-0.64,-442.49,442.49,-23.38,23.38,3.13,0.22,-58.93,58.93,21.06,21.06,2.8,0.22,-78.67,78.67,27.44,27.44,58.95,0.22,-3866.59,3866.59,15.19,15.19,1.4,0.02,-26.57,26.57,10.1,10.1,0.0,0.0,-2.02,2.02,-0.07,0.07,0.0,0.0,-7.19,7.19,-0.57,0.57,-0.69,-0.02,-62.39,62.39,18.66,18.66,10.96,0.11,-11600.24,11600.24,277.42,277.42,0.0,0.0,-3811.68,3811.68,-58.46,58.46,0.0
678,2017-12-01,3.02,0.25,-61.83,61.83,15.9,15.9,66.31,-6.33,-759.16,759.16,36.0,36.0,2.58,0.15,-77.77,77.77,24.06,24.06,3.63,0.23,-538.29,538.29,27.26,27.26,500.84,1.52,-2547.18,2547.18,530.15,530.15,10.76,0.15,-16.0,16.0,20.66,20.66,0.01,0.01,-2.43,2.43,-0.05,0.05,-0.08,-0.07,-7.78,7.78,-0.65,0.65,5.18,0.15,-80.58,80.58,23.71,23.71,20.13,0.18,-189769.33,189769.33,-1948.57,1948.57,876.91,11706.0,-362.17,539.33,823.22,1082.1,0.0
679,2018-12-01,-3.57,-0.24,-24.38,24.38,12.3,12.3,-17.53,-0.31,-424.65,424.65,27.35,27.35,-6.71,-0.33,-45.22,45.22,19.04,19.04,1.91,0.1,-101.02,101.02,32.02,32.02,755.1,1.66,-4124.98,4124.98,1637.68,1882.92,8.88,0.11,-7.34,7.34,29.88,29.88,-0.24,-0.3,-2.44,2.44,-0.27,0.27,-0.41,-0.39,-9.74,9.74,-1.01,1.01,-17.81,-0.44,-69.67,69.67,5.88,5.88,6.45,0.05,-54910.94,54910.94,-517.37,517.37,-784.47,-0.93,-2297.29,2297.29,39.77,39.77,0.0
680,2019-12-01,-4.62,-0.4,-38.1,38.1,8.54,8.54,10.05,0.26,-714.96,714.96,33.96,33.96,-5.52,-0.41,-62.74,62.74,16.33,16.33,-4.52,-0.21,-112.56,112.56,39.55,39.55,-389.25,-0.18,-14178.12,14178.12,1414.98,1414.98,-2.13,-0.02,-9.92,9.92,28.69,28.69,-0.13,-0.24,-2.85,2.85,-0.37,0.37,-0.16,-0.25,-10.13,10.13,-1.14,1.14,-1.41,-0.06,-91.23,91.23,5.63,5.63,-0.48,-0.0,-10666.83,10666.83,129.83,129.83,-48.57,-0.6,-3816.18,3816.18,-19.17,19.17,0.0
681,2020-12-01,-1.03,-0.15,-47.86,47.86,8.05,8.05,-11.5,-0.24,-16318.16,16318.16,-101.84,101.84,-0.2,-0.03,-90.69,90.69,14.96,14.96,-1.75,-0.11,-213.51,213.51,85.3,85.3,-962.42,-0.82,-3441.78,3441.78,27.08,27.08,-17.63,-0.2,-27.09,27.09,9.97,9.97,-0.02,-0.05,-2.86,2.86,-0.34,0.34,0.04,0.08,-26.3,26.3,-1.12,1.12,-0.53,-0.03,-73.59,73.59,6.02,6.02,-5.3,-0.04,-120948.53,120948.53,64539.4,64539.4,41.91,1.31,-27345.78,27345.78,-180.34,180.34,0.0
682,2012-12-01,-4.18,-1.07,-31.19,31.19,-0.29,0.29,-17.1,-2.66,-186.66,186.66,-19.36,19.36,-5.38,-1.05,-71.54,71.54,143.28,143.28,-5.38,-1.07,-67.78,67.78,19.91,19.91,101.51,0.21,-2103.38,2103.38,295.0,295.0,4.0,0.05,-5.31,5.31,32.96,32.96,-0.06,-0.08,-2.8,2.8,-0.19,0.19,-0.08,-0.09,-13.24,13.24,-1.16,1.16,-2.4,-0.14,-62.5,62.5,-1.69,1.69,-23.11,-0.24,-25153.38,25153.38,-334.22,334.22,17.38,-1.0,-941.44,941.44,-25.06,25.06,0.0
683,2013-12-01,-1.53,5.88,-23.86,23.86,-1.17,1.17,15.19,-1.42,-844.83,844.83,-12.37,12.37,-1.47,5.88,-51.92,51.92,1.84,1.84,-1.91,5.16,-113.49,113.49,7.26,7.26,-146.9,-0.26,-2125.91,2125.91,154.76,154.76,-3.14,-0.03,-8.33,8.33,30.19,30.19,0.06,0.08,-2.72,2.72,-0.16,0.16,0.06,0.07,-13.33,13.33,-1.15,1.15,3.68,0.25,-58.91,58.91,0.75,0.75,18.66,0.25,-9523.99,9523.99,-148.21,148.21,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
684,2014-12-01,-6.75,3.77,-41.11,41.11,-7.63,7.63,-1.31,-0.29,-246.03,246.03,-3.09,3.09,-7.14,4.15,-68.47,68.47,-2.92,2.92,-7.76,3.4,-127.2,127.2,8.8,8.8,35.57,0.08,-210583.32,210583.32,-2365.15,2365.15,0.87,0.01,-7.41,7.41,29.73,29.73,0.07,0.09,-2.17,2.17,-0.04,0.04,0.09,0.1,-10.29,10.29,-0.9,0.9,-8.96,-0.49,-77.29,77.29,-7.72,7.72,-48.09,-0.52,-11291.65,11291.65,-145.49,145.49,0.0,0.0,-646117.79,646117.79,-7931.37,7931.37,0.0
685,2015-12-01,0.85,-0.1,-57.96,57.96,-7.8,7.8,-19.66,-6.14,-507.62,507.62,-27.19,27.19,0.15,-0.02,-90.82,90.82,-5.42,5.42,0.12,-0.01,-163.04,163.04,-1.43,1.43,-117.1,-0.25,-3850.86,3850.86,39.51,39.51,-2.9,-0.03,-11.35,11.35,25.53,25.53,-0.08,-0.09,-2.19,2.19,-0.1,0.1,-0.08,-0.08,-9.5,9.5,-0.89,0.89,4.29,0.46,-69.34,69.34,-3.7,3.7,19.33,0.43,-225359.44,225359.44,-2687.63,2687.63,0.0,0.0,-3106.93,3106.93,-55.82,55.82,0.0
686,2016-12-01,-5.85,0.76,-56.18,56.18,-12.79,12.79,9.68,-0.59,-438.8,438.8,-19.69,19.69,-7.41,0.85,-92.61,92.61,-12.62,12.62,-7.06,0.71,-111.18,111.18,-5.07,5.07,-94.14,-0.27,-3943.87,3943.87,-62.09,62.09,-1.47,-0.02,-12.71,12.71,23.96,23.96,0.03,0.04,-2.0,2.0,-0.05,0.05,0.05,0.06,-7.38,7.38,-0.76,0.76,-3.16,-0.23,-86.91,86.91,-5.86,5.86,-22.16,-0.34,-11670.65,11670.65,207.01,207.01,0.0,0.0,-3811.68,3811.68,-58.46,58.46,0.0
687,2017-12-01,16.98,-1.25,-73.58,73.58,4.15,4.15,26.41,-3.9,-795.37,795.37,-0.21,0.31,20.17,-1.25,-93.86,93.86,7.97,7.97,20.4,-1.2,-554.03,554.03,11.52,11.52,59.33,0.24,-3065.97,3065.97,11.36,11.36,1.51,0.02,-11.39,11.39,25.27,25.27,0.2,0.25,-2.22,2.22,0.16,0.16,0.25,0.27,-7.64,7.64,-0.51,0.51,11.05,1.05,-99.23,99.23,5.06,5.06,51.51,1.22,-189808.36,189808.36,-1987.6,1987.6,0.0,0.0,-1477.55,1477.55,-33.28,33.28,0.0
688,2018-12-01,-12.17,-3.54,-44.73,44.73,-8.05,8.05,-35.54,-1.81,-478.87,478.87,-26.87,26.87,-14.18,-3.5,-68.78,68.78,-4.52,4.52,-13.22,-3.87,-131.89,131.89,1.15,1.15,65.85,0.21,-5958.09,5958.09,49.81,49.81,3.74,0.04,-7.87,7.87,29.35,29.35,-0.11,-0.11,-2.1,2.1,0.07,0.07,-0.17,-0.14,-9.36,9.36,-0.63,0.63,-10.08,-0.47,-80.59,80.59,-5.04,5.04,-63.44,-0.68,-55019.86,55019.86,-626.29,626.29,0.0,0.0,-2377.79,2377.79,-40.73,40.73,0.0
