,회계년도,총자본순이익률_차이,총자본순이익률_비율,총자본순이익률_상위10개_차이,총자본순이익률_상위10개_변동성,총자본순이익률_산업평균_차이,총자본순이익률_산업평균_변동성,매출액증가율_차이,매출액증가율_비율,매출액증가율_상위10개_차이,매출액증가율_상위10개_변동성,매출액증가율_산업평균_차이,매출액증가율_산업평균_변동성,자기자본순이익률_차이,자기자본순이익률_비율,자기자본순이익률_상위10개_차이,자기자본순이익률_상위10개_변동성,자기자본순이익률_산업평균_차이,자기자본순이익률_산업평균_변동성,매출액순이익률_차이,매출액순이익률_비율,매출액순이익률_상위10개_차이,매출액순이익률_상위10개_변동성,매출액순이익률_산업평균_차이,매출액순이익률_산업평균_변동성,유동비율_차이,유동비율_비율,유동비율_상위10개_차이,유동비율_상위10개_변동성,유동비율_산업평균_차이,유동비율_산업평균_변동성,자기자본구성비율_차이,자기자본구성비율_비율,자기자본구성비율_상위10개_차이,자기자본구성비율_상위10개_변동성,자기자본구성비율_산업평균_차이,자기자본구성비율_산업평균_변동성,총자본회전률_차이,총자본회전률_비율,총자본회전률_상위10개_차이,총자본회전률_상위10개_변동성,총자본회전률_산업평균_차이,총자본회전률_산업평균_변동성,자기자본회전률_차이,자기자본회전률_비율,자기자본회전률_상위10개_차이,자기자본회전률_상위10개_변동성,자기자본회전률_산업평균_차이,자기자본회전률_산업평균_변동성,총자본투자효율_차이,총자본투자효율_비율,총자본투자효율_상위10개_차이,총자본투자효율_상위10개_변동성,총자본투자효율_산업평균_차이,총자본투자효율_산업평균_변동성,설비투자효율_차이,설비투자효율_비율,설비투자효율_상위10개_차이,설비투자효율_상위10개_변동성,설비투자효율_산업평균_차이,설비투자효율_산업평균_변동성,순이익증가율_차이,순이익증가율_비율,순이익증가율_상위10개_차이,순이익증가율_상위10개_변동성,순이익증가율_산업평균_차이,순이익증가율_산업평균_변동성,label
0,2012-12-01,-10.2,1.83,-46.71,46.71,-15.81,15.81,-64.83,-1.15,-184.41,184.41,-17.11,17.11,-18.56,2.24,-98.13,98.13,116.69,116.69,-32.47,3.82,-108.38,108.38,-20.69,20.69,492.52,2.45,-1983.76,1983.76,414.62,414.62,-10.73,-0.16,-40.46,40.46,-2.19,2.19,-0.27,-0.41,-3.13,3.13,-0.52,0.52,-0.31,-0.32,-13.4,13.4,-1.32,1.32,-12.25,-0.96,-76.7,76.7,-15.89,15.89,-32.97,-0.92,-25224.89,25224.89,-405.73,405.73,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
1,2013-12-01,16.3,-1.03,-21.55,21.55,1.14,1.14,33.94,-4.03,-823.83,823.83,8.63,8.63,27.58,-1.03,-49.46,49.46,4.3,4.3,42.42,-1.04,-109.76,109.76,10.99,10.99,1.22,0.0,-1858.17,1858.17,422.5,422.5,32.31,0.58,-8.03,8.03,30.49,30.49,-0.03,-0.08,-3.14,3.14,-0.58,0.58,-0.15,-0.23,-13.7,13.7,-1.52,1.52,12.04,10.06,-64.75,64.75,-5.09,5.09,75.02,20.19,-9539.14,9539.14,-163.36,163.36,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
2,2014-12-01,-0.24,-0.46,-32.29,32.29,1.19,1.19,-13.99,-0.55,-237.71,237.71,5.23,5.23,-0.42,-0.57,-59.29,59.29,6.26,6.26,-0.76,-0.52,-116.46,116.46,19.53,19.53,-370.13,-0.53,-210721.28,210721.28,-2503.11,2503.11,-3.24,-0.04,-11.22,11.22,25.92,25.92,0.04,0.11,-2.62,2.62,-0.49,0.49,-0.05,-0.1,-10.8,10.8,-1.41,1.41,-0.35,-0.03,-74.52,74.52,-4.95,4.95,-40.11,-0.51,-11298.82,11298.82,-152.66,152.66,-46.64,-2001.35,-646159.53,646159.59,-7973.11,7975.0,0.0
3,2015-12-01,-6.65,-23.75,-56.64,56.64,-6.48,6.48,7.33,0.64,-472.31,472.31,8.12,8.12,-7.94,-24.81,-89.73,89.73,-4.33,4.33,-14.19,-20.57,-166.62,166.62,-5.01,5.01,-27.73,-0.09,-3899.45,3899.45,-9.08,9.08,-1.59,-0.02,-13.85,13.85,23.03,23.03,0.07,0.17,-2.49,2.49,-0.4,0.4,0.1,0.22,-9.83,9.83,-1.22,1.22,-4.53,-0.37,-75.39,75.39,-9.75,9.75,-13.59,-0.36,-225399.53,225399.53,-2727.72,2727.72,46.64,-1.0,-3106.93,3106.93,-55.82,55.82,0.0
4,2016-12-01,8.43,-1.32,-40.58,40.58,2.81,2.81,3.07,0.16,-410.1,410.1,9.01,9.01,9.96,-1.31,-74.15,74.15,5.84,5.84,18.74,-1.39,-88.96,88.96,17.15,17.15,565.3,1.9,-3333.02,3333.02,548.76,548.76,8.3,0.1,-5.44,5.44,31.23,31.23,-0.08,-0.17,-2.41,2.41,-0.46,0.46,-0.11,-0.2,-7.87,7.87,-1.25,1.25,1.85,0.24,-87.95,87.95,-6.9,6.9,38.1,1.57,-11650.48,11650.48,227.18,227.18,0.0,0.0,-3811.68,3811.68,-58.46,58.46,0.0
5,2017-12-01,0.51,0.25,-74.45,74.45,3.28,3.28,4.06,0.19,-789.02,789.02,6.14,6.14,0.51,0.22,-95.06,95.06,6.77,6.77,1.59,0.3,-550.62,550.62,14.93,14.93,-115.87,-0.13,-2630.32,2630.32,447.01,447.01,-1.71,-0.02,-7.34,7.34,29.32,29.32,-0.01,-0.03,-2.84,2.84,-0.46,0.46,-0.03,-0.07,-8.41,8.41,-1.28,1.28,3.03,0.32,-108.29,108.29,-4.0,4.0,22.56,0.36,-189817.14,189817.14,-1996.38,1996.38,64.07,11706.0,-1413.48,1413.48,30.79,30.79,0.0
6,2018-12-01,2.85,1.11,-30.58,30.58,6.1,6.1,-5.93,-0.23,-442.91,442.91,9.09,9.09,3.16,1.11,-52.64,52.64,11.62,11.62,5.33,0.78,-109.93,109.93,23.11,23.11,211.58,0.28,-5376.71,5376.71,631.19,631.19,1.52,0.02,-6.04,6.04,31.18,31.18,0.07,0.18,-2.54,2.54,-0.37,0.37,0.07,0.17,-9.89,9.89,-1.16,1.16,2.22,0.18,-77.35,77.35,-1.8,1.8,21.38,0.25,-54943.82,54943.82,-550.25,550.25,49.87,0.78,-2263.85,2263.85,73.21,73.21,0.0
7,2019-12-01,-3.43,-0.63,-43.11,43.11,3.53,3.53,-2.49,-0.12,-745.76,745.76,3.16,3.16,-3.86,-0.64,-68.5,68.5,10.57,10.57,-6.96,-0.57,-123.91,123.91,28.2,28.2,660.21,0.69,-14380.39,14380.39,1212.71,1212.71,2.8,0.03,-3.69,3.69,34.92,34.92,-0.07,-0.16,-2.89,2.89,-0.41,0.41,-0.08,-0.16,-10.2,10.2,-1.21,1.21,-4.83,-0.33,-102.33,102.33,-5.47,5.47,8.35,0.08,-10690.88,10690.88,105.78,105.78,-163.63,-1.44,-3897.8,3897.8,-100.79,100.79,0.0
8,2020-12-01,-1.88,-0.94,-53.72,53.72,2.19,2.19,-7.6,-0.43,-16345.06,16345.06,-128.74,128.74,-2.03,-0.94,-98.28,98.28,7.37,7.37,-4.87,-0.94,-227.98,227.98,70.83,70.83,-548.53,-0.34,-2700.18,2700.18,768.68,768.68,-0.99,-0.01,-4.22,4.22,32.84,32.84,-0.05,-0.13,-2.93,2.93,-0.41,0.41,-0.05,-0.12,-26.46,26.46,-1.28,1.28,-1.19,-0.12,-85.35,85.35,-5.74,5.74,-6.38,-0.06,-120973.66,120973.66,64514.27,64514.27,-43.26,0.87,-27512.58,27512.58,-347.13,347.13,0.0
9,2012-12-01,7.87,-0.91,-31.71,31.71,-0.81,0.81,-16.78,-0.78,-171.13,171.13,-3.83,3.83,12.9,-1.02,-71.0,71.0,143.82,143.82,8.35,-0.93,-68.05,68.05,19.64,19.64,242.53,1.05,-2204.48,2204.48,193.9,193.9,15.38,0.22,-9.66,9.66,28.61,28.61,0.25,0.26,-2.31,2.31,0.3,0.3,0.04,0.03,-12.66,12.66,-0.58,0.58,17.16,0.79,-38.3,38.3,22.51,22.51,286.29,1.03,-24662.29,24662.29,156.87,156.87,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
10,2013-12-01,-34.45,14.47,-57.3,57.3,-34.61,34.61,-0.16,-0.03,-844.65,844.65,-12.19,12.19,-40.76,-34.61,-90.68,90.68,-36.91,36.91,-27.44,20.78,-139.29,139.29,-18.54,18.54,583.74,1.23,-1496.37,1496.37,784.3,784.3,3.77,0.04,-5.77,5.77,32.75,32.75,0.04,0.03,-2.25,2.25,0.31,0.31,0.03,0.02,-12.78,12.78,-0.6,0.6,-35.83,-0.92,-74.22,74.22,-14.56,14.56,-499.62,-0.88,-9551.18,9551.18,-175.4,175.4,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
11,2014-12-01,34.04,-0.97,-33.76,33.76,-0.28,0.28,-28.82,-6.14,-273.36,273.36,-30.42,30.42,41.62,-1.03,-58.46,58.46,7.09,7.09,26.7,-0.95,-118.54,118.54,17.46,17.46,-286.62,-0.27,-210275.97,210275.97,-2057.8,2057.8,-2.23,-0.02,-7.95,7.95,29.19,29.19,-0.39,-0.31,-2.16,2.16,-0.03,0.03,-0.46,-0.32,-10.29,10.29,-0.9,0.9,7.16,2.36,-76.48,76.48,-6.91,6.91,185.22,2.81,-11085.53,11085.53,60.63,60.63,0.0,0.0,-646117.79,646117.79,-7931.37,7931.37,0.0
12,2015-12-01,-2.92,2.45,-54.38,54.38,-4.22,4.22,18.94,-0.78,-496.35,496.35,-15.92,15.92,0.41,0.36,-80.55,80.55,4.85,4.85,-4.09,2.96,-158.6,158.6,3.02,3.02,-4.22,-0.01,-3430.63,3430.63,459.74,459.74,1.61,0.02,-7.38,7.38,29.5,29.5,-0.11,-0.13,-2.21,2.21,-0.12,0.12,-0.12,-0.12,-9.54,9.54,-0.93,0.93,-5.4,-0.53,-78.22,78.22,-12.58,12.58,-115.41,-0.46,-225288.06,225288.06,-2616.25,2616.25,37.29,11706.0,-3069.64,3069.64,-18.53,18.53,0.0
13,2016-12-01,30.9,-7.52,-15.85,15.85,26.43,27.54,-13.46,2.59,-450.67,450.67,-31.56,31.56,36.51,18.24,-38.42,38.42,41.57,41.57,68.29,-12.48,-31.38,37.38,74.73,74.73,728.23,0.95,-2701.27,2701.27,1180.51,1180.51,-21.09,-0.24,-28.36,28.36,8.31,8.31,-0.32,-0.43,-2.37,2.37,-0.42,0.42,-0.28,-0.33,-7.75,7.75,-1.13,1.13,20.76,4.32,-71.87,71.87,9.18,9.18,244.78,1.8,-11332.33,11332.33,545.33,545.33,876.91,84.99,-604.95,604.95,823.22,3148.27,0.0
14,2017-12-01,-25.14,-0.94,-75.37,75.37,2.36,2.36,22.9,-1.23,-810.75,810.75,-15.59,15.59,-35.66,-0.94,-95.5,95.5,6.33,6.33,-57.96,-0.92,-552.59,552.59,12.96,12.96,-115.41,-0.08,-1998.11,1998.11,1079.22,1079.22,0.59,0.01,-27.96,27.96,8.7,8.7,-0.09,-0.21,-2.88,2.88,-0.5,0.5,-0.08,-0.14,-8.34,8.34,-1.21,1.21,-18.48,-0.72,-113.72,113.72,-9.43,9.43,-315.99,-0.83,-189837.54,189837.54,-2016.78,2016.78,-784.47,-1.03,-1569.56,1569.56,-125.29,125.29,0.0
15,2018-12-01,-7.26,-4.4,-41.61,41.61,-4.93,4.93,-9.8,-2.31,-468.51,468.51,-16.51,16.51,-7.95,-3.3,-64.19,64.19,0.07,0.42,-22.99,-4.73,-140.22,140.22,-7.18,7.18,-962.42,-0.84,-6214.77,6214.77,-206.87,206.87,-5.84,-0.08,-34.02,34.02,3.2,3.2,-0.03,-0.09,-2.68,2.68,-0.51,0.51,-0.02,-0.04,-9.91,9.91,-1.18,1.18,-6.04,-0.85,-91.04,91.04,-15.49,15.49,-56.8,-0.88,-55042.4,55042.4,-648.83,648.83,92.01,-1.0,-2377.79,2377.79,-40.73,40.73,0.0
16,2019-12-01,0.83,-0.15,-49.88,49.88,-3.24,3.24,35.0,-6.31,-733.87,733.87,15.05,15.05,-16.22,2.93,-92.41,92.41,-13.34,13.34,-13.37,0.74,-160.61,160.61,-8.5,8.5,36.21,0.3,-15842.45,15842.45,-249.35,249.35,-40.85,-0.63,-81.44,81.44,-42.83,42.83,-0.16,-0.52,-3.12,3.12,-0.64,0.64,0.13,0.28,-10.01,10.01,-1.02,1.02,-1.16,-1.12,-112.35,112.35,-15.49,15.49,-10.89,-1.42,-10808.7,10808.7,-12.04,12.04,0.0,0.0,-3848.1,3848.1,-51.1,51.1,0.0
17,2020-12-01,0.49,-0.1,-58.12,58.12,-2.21,2.21,55.12,1.87,-16270.45,16270.45,-54.13,54.13,-17.63,0.81,-137.79,137.79,-32.14,32.14,0.15,-0.0,-259.66,259.66,39.15,39.15,-94.51,-0.61,-3708.22,3708.22,-239.36,239.36,-6.24,-0.39,-87.15,87.15,-49.29,49.29,-0.01,-0.07,-3.12,3.12,-0.6,0.6,0.52,0.87,-25.7,25.7,-0.52,0.52,0.65,-5.42,-93.53,93.53,-13.92,13.92,16.22,-5.04,-121068.88,121068.88,64419.05,64419.05,0.0,0.0,-27419.62,27419.62,-254.18,254.18,0.0
18,2012-12-01,0.64,0.05,-18.39,18.39,12.51,12.51,0.63,0.02,-145.28,145.28,22.02,22.02,3.24,0.18,-49.99,49.99,161.72,164.83,0.36,0.03,-53.77,53.77,33.92,33.92,7.97,0.04,-2461.9,2461.9,-63.52,63.52,-5.77,-0.08,-26.63,26.63,11.64,11.64,0.02,0.02,-2.6,2.6,0.01,0.01,0.05,0.04,-12.79,12.79,-0.7,0.7,-3.27,-0.08,-40.74,40.74,20.07,20.07,-34.34,-0.29,-25145.69,25145.69,-326.53,326.53,36.95,3.72,-894.55,894.55,21.83,21.83,0.0
19,2013-12-01,-1.77,-0.14,-11.3,11.3,11.39,11.39,-28.36,-0.92,-847.0,847.0,-14.54,14.54,-5.65,-0.27,-34.56,34.56,19.21,19.21,-0.19,-0.01,-97.76,97.76,22.99,22.99,34.07,0.16,-2303.46,2303.46,-22.79,22.79,6.04,0.09,-20.47,20.47,18.05,18.05,-0.12,-0.13,-2.7,2.7,-0.14,0.14,-0.17,-0.13,-13.1,13.1,-0.92,0.92,-0.45,-0.01,-41.28,41.28,18.38,18.38,6.52,0.08,-9528.44,9528.44,-152.66,152.66,-57.58,-1.23,-3916.18,3916.18,-74.43,74.43,0.0
20,2014-12-01,-3.65,-0.34,-25.45,25.45,8.03,8.03,11.46,4.9,-235.43,235.43,7.51,7.51,-7.47,-0.48,-51.43,51.43,14.12,14.12,-5.05,-0.38,-108.76,108.76,27.24,27.24,8.87,0.04,-210787.57,210787.57,-2569.4,2569.4,1.44,0.02,-18.98,18.98,18.16,18.16,0.05,0.06,-2.17,2.17,-0.04,0.04,0.01,0.01,-10.14,10.14,-0.75,0.75,-1.3,-0.04,-52.0,52.0,17.57,17.57,3.52,0.04,-11244.49,11244.49,-98.33,98.33,-30.41,2.84,-646158.89,646158.89,-7972.47,7972.47,0.0
21,2015-12-01,1.26,0.18,-41.89,41.89,8.27,8.27,0.15,0.01,-477.21,477.21,3.22,3.22,3.81,0.47,-70.12,70.12,15.28,15.28,0.91,0.11,-143.82,143.82,17.8,17.8,137.13,0.53,-3800.88,3800.88,89.49,89.49,3.4,0.04,-16.62,16.62,20.26,20.26,0.05,0.06,-2.06,2.06,0.03,0.03,0.03,0.03,-9.24,9.24,-0.63,0.63,5.0,0.14,-43.34,43.34,22.3,22.3,20.82,0.23,-225310.79,225310.79,-2638.98,2638.98,103.83,-2.53,-3044.2,3044.2,6.91,6.91,0.0
22,2016-12-01,0.44,0.05,-33.82,33.82,9.57,9.57,-2.46,-0.18,-420.53,420.53,-1.42,1.42,-1.31,-0.11,-65.81,65.81,14.18,14.18,0.65,0.07,-84.24,84.24,21.87,21.87,-99.92,-0.25,-3899.67,3899.67,-17.89,17.89,-3.75,-0.05,-20.26,20.26,16.41,16.41,-0.01,-0.01,-1.91,1.91,0.04,0.04,-0.01,-0.01,-7.18,7.18,-0.56,0.56,-3.58,-0.09,-61.33,61.33,19.72,19.72,-7.88,-0.07,-11607.72,11607.72,269.94,269.94,-66.34,-1.06,-3815.29,3815.29,-62.07,62.07,0.0
23,2017-12-01,-1.36,-0.15,-69.56,69.56,8.17,8.17,2.25,0.2,-801.26,801.26,-6.1,6.1,-1.8,-0.17,-89.03,89.03,12.8,12.8,-1.64,-0.16,-549.13,549.13,16.42,16.42,-70.63,-0.24,-3151.73,3151.73,-74.4,74.4,-1.39,-0.02,-21.84,21.84,14.82,14.82,0.01,0.01,-2.32,2.32,0.06,0.06,0.05,0.04,-7.64,7.64,-0.51,0.51,0.4,0.01,-84.3,84.3,19.99,19.99,3.42,0.03,-189793.52,189793.52,-1972.76,1972.76,-8.96,2.48,-1490.12,1490.12,-45.85,45.85,0.0
24,2018-12-01,3.31,0.44,-25.23,25.23,11.45,11.45,-2.98,-0.22,-452.2,452.2,-0.2,0.31,3.7,0.42,-46.07,46.07,18.19,18.19,3.6,0.43,-110.17,110.17,22.87,22.87,37.13,0.17,-6072.57,6072.57,-64.67,64.67,0.51,0.01,-21.55,21.55,15.67,15.67,0.0,0.0,-2.09,2.09,0.08,0.08,0.01,0.01,-9.18,9.18,-0.45,0.45,4.6,0.13,-50.98,50.98,24.57,24.57,29.08,0.27,-54912.5,54912.5,-518.93,518.93,67.13,-5.34,-2323.23,2323.23,13.83,13.83,0.0
25,2019-12-01,1.24,0.12,-33.09,33.09,13.55,13.55,4.45,0.41,-748.11,748.11,0.81,0.81,3.15,0.25,-54.92,54.92,24.15,24.15,2.31,0.19,-114.88,114.88,37.23,37.23,-60.42,-0.23,-15796.88,15796.88,-203.78,203.78,-7.89,-0.1,-29.89,29.89,8.72,8.72,-0.06,-0.07,-2.43,2.43,0.05,0.05,-0.01,-0.01,-9.42,9.42,-0.43,0.43,25.47,0.62,-45.66,45.66,50.65,51.2,71.64,0.52,-10596.27,10596.27,200.39,200.39,-11.07,-0.2,-3804.62,3804.62,-7.61,7.61,0.0
26,2020-12-01,-1.68,-0.14,-43.5,43.5,12.41,12.41,-1.23,-0.08,-16341.04,16341.04,-124.72,124.72,-0.74,-0.05,-83.41,83.41,22.24,22.24,-0.18,-0.01,-214.26,214.26,84.55,84.55,42.58,0.21,-3525.56,3525.56,-56.7,56.7,-0.9,-0.01,-30.33,30.33,6.73,6.73,-0.1,-0.12,-2.52,2.52,-0.0,0.0,-0.09,-0.08,-25.72,25.72,-0.54,0.54,-31.3,-0.47,-58.79,58.79,20.82,20.82,-121.64,-0.58,-120994.31,120994.31,64493.62,64493.62,-30.28,-0.7,-27406.42,27406.42,-240.97,240.97,0.0
27,2017-12-01,0.0,0.0,-101.45,101.45,-23.72,23.72,0.0,0.0,-41.0,168.64,204.21,221.56,0.0,0.0,-144.1,144.1,-42.27,42.27,0.0,0.0,-683.24,683.72,-118.17,118.17,0.0,0.0,-2980.17,2980.17,97.16,97.16,0.0,0.0,-44.86,44.86,-8.2,8.2,0.0,0.0,-3.03,3.03,-0.65,0.65,0.0,0.0,-8.46,8.46,-1.33,1.33,0.0,0.0,-122.17,122.17,-17.88,17.88,0.0,0.0,-189912.96,189912.96,-2092.2,2092.2,0.0,0.0,-1477.55,1477.55,-33.28,33.28,0.0
28,2018-12-01,0.68,-0.03,-59.75,59.75,-23.07,23.07,-196.41,-1.0,-462.6,462.6,-10.6,10.6,8.4,-0.18,-96.44,96.44,-32.18,32.18,-29.69,0.24,-278.05,278.05,-145.01,145.01,-152.15,-0.38,-6090.29,6090.29,-82.39,82.39,13.14,0.25,-31.94,31.94,5.28,5.28,-0.04,-0.21,-2.84,2.84,-0.67,0.67,-0.12,-0.32,-10.13,10.13,-1.4,1.4,-3.18,2.32,-96.63,96.63,-21.08,21.08,-48.59,4.44,-55109.61,55109.61,-716.04,716.04,0.0,0.0,-2377.79,2377.79,-40.73,40.73,0.0
29,2019-12-01,-4.5,0.19,-73.35,73.35,-26.71,26.71,-34.85,-32.72,-797.81,797.81,-48.89,48.89,-3.82,0.1,-112.26,112.26,-33.19,33.19,-198.36,1.82,-568.68,568.68,-336.75,369.12,24.71,0.1,-15729.47,15729.47,-136.37,136.37,-4.54,-0.07,-36.93,36.93,1.68,1.68,-0.09,-0.6,-3.21,3.21,-0.73,0.73,-0.15,-0.6,-10.51,10.51,-1.52,1.52,-7.28,1.6,-124.06,124.06,-27.2,27.2,-196.3,3.3,-11061.32,11061.32,-264.66,264.66,0.0,0.0,-3848.1,3848.1,-51.1,51.1,0.0
30,2020-12-01,8.12,-0.29,-73.96,73.96,-18.05,18.05,86.67,-2.51,-16302.84,16302.84,-86.52,86.52,11.41,-0.27,-128.6,128.6,-22.95,22.95,208.79,-0.51,-444.4,444.4,-145.59,145.59,97.63,0.36,-3403.1,3403.1,65.76,65.76,-1.52,-0.03,-37.99,37.99,-0.93,0.93,0.03,0.5,-3.17,3.17,-0.65,0.65,0.06,0.6,-26.59,26.59,-1.48,1.48,2.51,-0.21,-103.38,103.38,-23.77,23.77,231.73,-0.91,-121105.99,121105.99,64381.94,64381.94,0.0,0.0,-27419.62,27419.62,-254.18,254.18,0.0
31,2012-12-01,0.11,-0.0,-53.85,53.85,-22.95,22.95,47.98,0.75,-63.98,71.49,103.32,103.32,-10.46,0.39,-108.84,108.84,105.98,105.98,-198.36,1.54,-683.24,686.05,-336.75,369.12,537.86,0.84,-1502.2,1502.2,896.18,896.18,-36.58,-0.43,-47.35,47.35,-9.08,9.08,-0.04,-0.67,-3.3,3.3,-0.8,0.89,-0.03,-0.43,-14.03,14.03,-1.77,1.94,0.8,-0.07,-87.9,87.9,-27.09,27.09,-74.67,0.77,-25399.12,25399.12,-579.96,579.96,-179.25,-0.76,-885.49,885.49,30.89,30.89,0.0
32,2013-12-01,-0.69,0.03,-45.68,45.68,-22.99,22.99,-164.42,-1.47,-901.76,901.76,-69.3,69.3,-8.02,0.21,-95.78,95.78,-42.01,42.01,208.79,-0.8,-312.46,312.46,-191.71,191.71,-567.28,-0.48,-1945.11,1945.11,335.56,335.56,6.99,0.14,-40.24,40.24,-1.72,1.72,0.1,3.34,-3.3,3.3,-0.8,0.82,0.19,4.75,-13.98,13.98,-1.77,1.8,5.96,-0.56,-82.03,82.03,-22.37,22.37,130.13,-0.76,-9658.26,9658.26,-282.48,282.48,-112.25,-2.01,-3961.79,3961.79,-120.04,120.04,0.0
33,2014-12-01,-0.78,0.03,-56.96,56.96,-23.48,23.48,54.04,-1.03,-247.61,247.61,-4.67,4.67,8.38,-0.18,-96.8,96.8,-31.25,31.25,-198.36,5.7,-683.24,686.05,-336.75,369.12,-288.46,-0.47,-210726.55,210726.55,-2508.38,2508.38,17.02,0.31,-23.17,23.17,13.97,13.97,-0.1,-0.75,-3.0,3.0,-0.8,0.87,-0.2,-0.82,-11.23,11.23,-1.77,1.84,-4.25,0.89,-95.7,95.7,-26.13,26.13,-86.59,2.1,-11464.42,11464.42,-318.26,318.26,-15.06,0.27,-646159.53,646159.59,-7973.11,7975.0,0.0
34,2015-12-01,24.51,-1.0,-50.15,50.15,0.01,0.14,-11.9,-7.35,-501.44,501.44,-21.01,21.01,37.37,-1.0,-81.93,81.93,3.47,3.47,208.79,-1.0,-152.9,152.9,8.71,8.71,14.34,0.04,-3862.65,3862.65,27.72,27.72,-6.23,-0.09,-30.44,30.44,6.44,6.44,0.52,3.34,-2.42,2.42,-0.33,0.33,0.79,5.46,-9.57,9.57,-0.96,0.96,18.17,-2.01,-73.87,73.87,-8.23,8.23,205.43,-1.61,-225346.11,225346.11,-2674.3,2674.3,-19.98,0.28,-3198.27,3198.27,-147.16,147.16,0.0
35,2016-12-01,-1.5,-12.5,-44.02,44.02,-0.63,0.63,1.83,-0.18,-440.47,440.47,-21.36,21.36,-2.17,-12.06,-78.48,78.48,1.51,1.51,-2.88,-13.09,-96.86,96.86,9.25,9.25,110.65,0.33,-3750.87,3750.87,130.91,130.91,5.16,0.08,-25.17,25.17,11.5,11.5,-0.02,-0.04,-2.28,2.28,-0.33,0.33,-0.06,-0.07,-7.56,7.56,-0.94,0.94,1.4,0.15,-86.88,86.88,-5.83,5.83,5.33,0.07,-11629.83,11629.83,247.83,247.83,91.34,-1.0,-3811.68,3811.68,-58.46,58.46,0.0
36,2017-12-01,-6.19,4.49,-84.59,84.59,-6.86,6.86,102.44,-12.12,-721.01,721.01,74.15,74.15,-10.59,5.32,-110.49,110.49,-8.66,8.66,-5.2,1.95,-565.31,565.31,0.24,0.87,-242.28,-0.55,-3174.58,3174.58,-97.25,97.25,-19.53,-0.27,-44.89,44.89,-8.23,8.23,0.44,0.85,-2.26,2.26,0.12,0.12,0.83,1.09,-7.24,7.24,-0.11,0.11,-9.81,-0.93,-120.06,120.06,-15.77,15.77,-75.78,-0.91,-189894.83,189894.83,-2074.07,2074.07,0.0,0.0,-1477.55,1477.55,-33.28,33.28,0.0
37,2018-12-01,9.4,-1.24,-34.17,34.17,2.51,2.51,-89.27,-0.95,-458.24,458.24,-6.24,6.24,16.77,-1.33,-54.46,54.46,9.8,9.8,9.85,-1.25,-120.1,120.1,12.94,12.94,-40.22,-0.2,-6172.77,6172.77,-164.87,164.87,1.66,0.03,-43.45,43.45,-6.23,6.23,-0.04,-0.04,-2.07,2.07,0.1,0.1,0.15,0.09,-8.64,8.64,0.09,0.09,11.62,10.06,-79.72,79.72,-4.17,4.17,118.59,16.52,-54924.3,54924.3,-530.73,530.73,0.0,0.0,-2377.79,2377.79,-40.73,40.73,0.0
38,2019-12-01,-45.64,-26.9,-92.49,92.49,-45.85,45.85,-55.19,-11.69,-813.79,813.79,-64.87,64.87,-98.96,-23.62,-165.42,165.42,-86.35,86.35,-85.77,-37.72,-212.89,212.89,-60.78,60.78,-62.76,-0.39,-15899.42,15899.42,-306.32,306.32,-16.18,-0.3,-60.08,60.08,-21.47,21.47,-0.35,-0.38,-2.7,2.7,-0.22,0.22,-0.55,-0.32,-9.42,9.42,-0.43,0.43,-51.9,-4.5,-147.45,147.64,-58.65,58.65,-401.75,-3.19,-11081.46,11081.46,-284.8,284.8,0.0,0.0,-3848.1,3848.1,-51.1,51.1,0.0
39,2020-12-01,18.64,-0.39,-82.58,82.58,-26.67,26.67,40.59,-0.8,-16364.9,16364.9,-148.58,148.58,30.01,-0.32,-163.16,163.16,-57.51,57.51,50.2,-0.6,-261.89,261.89,36.92,36.92,73.78,0.74,-3596.9,3596.9,-128.04,128.04,14.54,0.39,-45.08,45.08,-8.02,8.02,0.29,0.51,-2.4,2.4,0.12,0.12,0.82,0.69,-24.81,24.81,0.37,0.37,25.99,-0.6,-111.35,111.35,-31.74,31.74,190.81,-0.69,-121167.05,121167.05,64320.88,64320.88,0.0,0.0,-27419.62,27419.62,-254.18,254.18,0.0
40,2018-12-01,0.0,0.0,-33.77,33.77,2.91,2.91,0.0,0.0,-465.11,465.11,-13.11,13.11,0.0,0.0,-54.55,54.55,9.71,9.71,0.0,0.0,-119.79,119.79,13.25,13.25,0.0,0.0,-6160.63,6160.63,-152.73,152.73,0.0,0.0,-41.96,41.96,-4.74,4.74,0.0,0.0,-2.02,2.02,0.15,0.15,0.0,0.0,-8.6,8.6,0.13,0.13,0.0,0.0,-79.17,79.17,-3.62,3.62,0.0,0.0,-54919.39,54919.39,-525.82,525.82,0.0,0.0,-2014.94,2014.94,322.12,322.12,0.0
