,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,유동자산증가율,총자본증가율,자기자본순이익률,총자본순이익률,자본분배율,부가가치율,순운전자본비율,자기자본배율,매입채무회전률,매출채권회전기간,label,유동자산증가율_차이,유동자산증가율_변동률,총자본증가율_차이,총자본증가율_변동률,자기자본순이익률_차이,자기자본순이익률_변동률,총자본순이익률_차이,총자본순이익률_변동률,자본분배율_차이,자본분배율_변동률,부가가치율_차이,부가가치율_변동률,순운전자본비율_차이,순운전자본비율_변동률,자기자본배율_차이,자기자본배율_변동률,매입채무회전률_차이,매입채무회전률_변동률,매출채권회전기간_차이,매출채권회전기간_변동률
0,(주)CMG제약,58820,2012-12-01,2001-08-31,,5,  의료용 물질 및 의약품 제조업,207.08,109.15,-26.84,-15.78,-1649.87,1.66,70.6,95.69,7.83,197.16,0.0,189.44,0.1073922902494331,107.17,0.5412626262626262,-18.560000000000002,-0.022415458937198072,-10.2,-0.01827956989247312,-1660.05,-1.630697445972495,-17.9,-0.009151329243353783,42.36999999999999,0.015008855827134251,13.14,0.001591762568140521,-4.119999999999999,-0.0034476987447698737,48.359999999999985,0.0032499999999999985
1,(주)CMG제약,58820,2013-12-01,2001-08-31,,5,  의료용 물질 및 의약품 제조업,-18.89,-2.09,0.74,0.52,28.72,34.29,58.5,113.12,6.2,176.2,0.0,-225.97000000000003,-0.010912207842379758,-111.24000000000001,-0.01019147961520843,27.58,0.010275707898658717,16.3,0.010329531051964512,1678.59,0.01017407432100711,32.63,0.19656626506024097,-12.099999999999994,-0.0017138810198300278,17.430000000000007,0.0018215069495245068,-1.63,-0.002081736909323116,-20.960000000000008,-0.0010630959626699132
2,(주)CMG제약,58820,2014-12-01,2001-08-31,,5,  의료용 물질 및 의약품 제조업,-25.93,3.86,0.32,0.28,20.7,31.04,33.72,113.13,5.27,196.72,0.0,-7.039999999999999,-0.003726839597670725,5.949999999999999,0.0284688995215311,-0.42,-0.005675675675675676,-0.24,-0.004615384615384615,-8.02,-0.0027924791086350975,-3.25,-0.00094779819189268,-24.78,-0.004235897435897436,0.009999999999990905,8.840169731250801e-07,-0.9300000000000006,-0.001500000000000001,20.52000000000001,0.0011645856980703753
3,(주)ES큐브,50120,2012-12-01,2002-04-25,,5,  도매 및 상품 중개업,-33.37,-16.58,0.29,-0.78,13.89,32.14,38.68,335.11,36.32,29.94,0.0,-37.199999999999996,-0.09712793733681462,-29.36,-0.02297339593114241,12.899999999999999,0.010229976209357651,7.87,0.009098265895953757,34.09,0.016876237623762377,9.580000000000002,0.004246453900709221,3.9299999999999997,0.001130935251798561,7.860000000000014,0.0002401833460656994,16.6,0.008417849898580122,-55.510000000000005,-0.006496196606202458
4,(주)ES큐브,50120,2013-12-01,2002-04-25,,5,  도매 및 상품 중개업,68.92,1.85,-40.47,-35.23,-952.79,2.45,73.67,228.55,47.35,24.04,0.0,102.28999999999999,0.030653281390470483,18.43,0.011115802171290714,-40.76,-1.4055172413793104,-34.449999999999996,-0.4416666666666666,-966.68,-0.6959539236861051,-29.69,-0.009237710018668327,34.99,0.00904601861427094,-106.56,-0.0031798513920802125,11.030000000000001,0.0030368942731277535,-5.900000000000002,-0.0019706078824315303
5,(주)ES큐브,50120,2014-12-01,2002-04-25,,5,  도매 및 상품 중개업,20.49,20.1,1.15,-1.19,17.27,12.98,71.03,228.93,41.31,27.07,0.0,-48.43000000000001,-0.007026987811955892,18.25,0.09864864864864865,41.62,0.010284161106992833,34.04,0.009662219699120069,970.06,0.010181257150054052,10.530000000000001,0.04297959183673469,-2.6400000000000006,-0.0003583548255735035,0.37999999999999545,1.6626558739881666e-05,-6.039999999999999,-0.0012756071805702215,3.030000000000001,0.0012603993344425962
6,(주)가비아,79940,2012-12-01,2005-10-19,,5,  출판업,10.96,31.24,21.3,12.54,50.21,44.97,20.11,528.7,46.71,28.81,0.0,-12.739999999999998,-0.005375527426160337,8.479999999999997,0.0037258347978910357,3.240000000000002,0.0017940199335548185,0.6399999999999988,0.0005378151260504192,-1.8699999999999974,-0.00035906298003072145,-3.8400000000000034,-0.0007867240319606645,-2.879999999999999,-0.0012527185732927354,96.55000000000007,0.002234177947471944,-64.56,-0.00580210299272041,-0.019999999999999574,-6.937218175511472e-06
7,(주)가비아,79940,2013-12-01,2005-10-19,,5,  출판업,16.92,7.02,15.65,10.77,48.33,46.45,24.57,615.59,32.25,31.43,0.0,5.960000000000001,0.005437956204379563,-24.22,-0.007752880921895006,-5.65,-0.002652582159624413,-1.7699999999999996,-0.0014114832535885163,-1.8800000000000026,-0.00037442740489942295,1.480000000000004,0.0003291082944185021,4.460000000000001,0.0022178020885131777,86.88999999999999,0.0016434651030830334,-14.46,-0.003095696852922287,2.620000000000001,0.0009094064560916352
8,(주)가비아,79940,2014-12-01,2005-10-19,,5,  출판업,12.05,8.02,8.18,7.12,45.15,42.5,26.07,664.46,34.03,13.49,0.0,-4.870000000000001,-0.002878250591016549,1.0,0.0014245014245014246,-7.470000000000001,-0.004773162939297125,-3.6499999999999995,-0.003389043639740018,-3.1799999999999997,-0.0006579764121663563,-3.950000000000003,-0.0008503767491926809,1.5,0.0006105006105006105,48.870000000000005,0.0007938725450380936,1.7800000000000011,0.0005519379844961243,-17.939999999999998,-0.005707922367165128
9,(주)강원에너지,114190,2012-12-01,2009-11-20,,5,  금속가공제품 제조업; 기계 및 가구 제외,67.86,66.16,-27.09,-23.03,0.0,-194.04,63.77,307.4,11.87,73.47,0.0,87.09,0.04528861154446178,93.56,0.034145985401459855,3.1099999999999994,0.001029801324503311,-2.900000000000002,-0.0014406358668653761,0.0,0.0,-109.91,-0.013064305241887555,24.32,0.006164765525982255,-99.43,-0.002444018386058059,-6.369999999999999,-0.003492324561403509,53.64,0.0270499243570348
10,(주)강원에너지,114190,2013-12-01,2009-11-20,,5,  금속가공제품 제조업; 기계 및 가구 제외,-23.52,-18.84,-37.55,-22.92,0.0,-604.02,73.22,323.31,4.2,101.55,0.0,-91.38,-0.013465959328028293,-85.0,-0.012847642079806529,-10.459999999999997,-0.003861203396087116,0.10999999999999943,4.7763786365609825e-05,0.0,0.0,-409.98,-0.021128633271490414,9.449999999999996,0.0014818880351262342,15.910000000000025,0.0005175666883539371,-7.669999999999999,-0.006461668070766638,28.08,0.003821968150265414
11,(주)강원에너지,114190,2014-12-01,2009-11-20,,5,  금속가공제품 제조업; 기계 및 가구 제외,-20.72,-7.46,-45.57,-23.61,0.0,-39.37,45.64,303.58,7.12,11.63,0.0,2.8000000000000007,0.0011904761904761908,11.379999999999999,0.006040339702760084,-8.020000000000003,-0.0021358189081225045,-0.6899999999999977,-0.0003010471204188472,0.0,0.0,564.65,0.009348200390715539,-27.58,-0.0037667304015296366,-19.730000000000018,-0.0006102502242429871,2.92,0.006952380952380952,-89.92,-0.008854751354012801
12,(주)고영테크놀러지,98460,2012-12-01,2008-06-03,,5,  기타 기계 및 장비 제조업,22.99,18.79,19.91,15.99,63.72,30.26,60.23,1857.36,14.19,87.14,0.0,-1.1700000000000017,-0.00048427152317880864,-4.310000000000002,-0.0018658008658008667,-5.149999999999999,-0.0020550678371907415,-3.839999999999998,-0.001936459909228441,-6.010000000000005,-0.0008618958841244809,-3.370000000000001,-0.001002081474873625,4.599999999999994,0.000826891964767211,248.89999999999986,0.0015474428956890433,2.379999999999999,0.0020152413209144782,-10.5,-0.0010753789430561246
13,(주)고영테크놀러지,98460,2013-12-01,2008-06-03,,5,  기타 기계 및 장비 제조업,21.88,17.03,15.35,12.42,56.14,27.9,63.72,2190.86,12.62,96.68,0.0,-1.1099999999999994,-0.0004828186167899084,-1.759999999999998,-0.0009366684406599244,-4.5600000000000005,-0.002290306378704169,-3.5700000000000003,-0.002232645403377111,-7.579999999999998,-0.0011895794099183927,-2.360000000000003,-0.0007799074686054207,3.490000000000002,0.0005794454590735517,333.5000000000002,0.0017955592884524283,-1.5700000000000003,-0.0011064129668780834,9.540000000000006,0.001094789993114529
14,(주)고영테크놀러지,98460,2014-12-01,2008-06-03,,5,  기타 기계 및 장비 제조업,14.49,17.17,20.68,16.84,64.04,32.69,62.22,1721.05,14.74,86.23,0.0,-7.389999999999999,-0.003377513711151736,0.14000000000000057,8.220786846741079e-05,5.33,0.003472312703583062,4.42,0.0035587761674718194,7.900000000000006,0.0014071962949768447,4.789999999999999,0.0017168458781362003,-1.5,-0.00023540489642184556,-469.8100000000002,-0.0021444090448499683,2.120000000000001,0.0016798732171156901,-10.450000000000003,-0.0010808853951179151
15,(주)골드앤에스,35290,2012-12-01,1999-12-07,,5,  출판업,13.56,11.3,-26.93,-13.11,15.82,17.4,11.48,71.5,52.9,58.34,0.0,-19.519999999999996,-0.005900846432889962,7.680000000000001,0.02121546961325967,-31.5,-0.06892778993435449,-15.299999999999999,-0.06986301369863013,-46.04,-0.0074426123504688,-15.36,-0.004688644688644689,7.75,0.020777479892761394,-15.349999999999994,-0.001767415083477259,-0.5500000000000043,-0.00010289990645463129,4.540000000000006,0.0008438661710037186
16,(주)골드앤에스,35290,2013-12-01,1999-12-07,,5,  출판업,-40.76,-0.98,-86.53,-32.57,-456.52,3.48,-27.23,28.22,44.21,53.63,0.0,-54.32,-0.040058997050147496,-12.280000000000001,-0.010867256637168143,-59.6,-0.02213145191236539,-19.46,-0.014843630816170862,-472.34,-0.29857142857142854,-13.919999999999998,-0.008,-38.71,-0.03371951219512195,-43.28,-0.006053146853146853,-8.689999999999998,-0.001642722117202268,-4.710000000000001,-0.0008073363044223519
17,(주)골드앤에스,35290,2014-12-01,1999-12-07,,5,  출판업,-4.56,-9.55,-90.29,-19.02,-39.48,12.82,-21.44,146.14,30.48,58.3,0.0,36.199999999999996,0.00888125613346418,-8.57,-0.08744897959183674,-3.760000000000005,-0.0004345313764012487,13.55,0.004160270187288917,417.03999999999996,0.009135196705511259,9.34,0.026839080459770116,5.789999999999999,0.0021263312522952623,117.91999999999999,0.04178596739900779,-13.73,-0.003105632209907261,4.669999999999995,0.0008707812791348116
18,(주)골드퍼시픽,38530,2012-12-01,2000-06-09,,5,  도매 및 상품 중개업,25.98,8.69,-24.69,-12.39,20.26,17.99,15.56,73.29,52.9,58.34,0.0,38.69,0.030440597954366638,-10.17,-0.00539236479321315,-29.66,-0.059678068410462776,-14.82,-0.06098765432098765,-45.72999999999999,-0.006929837854220335,-12.860000000000003,-0.004168557536466775,11.33,0.026784869976359333,-14.349999999999994,-0.00163738019169329,-0.5500000000000043,-0.00010289990645463129,4.540000000000006,0.0008438661710037186
19,(주)골드퍼시픽,38530,2013-12-01,2000-06-09,,5,  도매 및 상품 중개업,-12.2,12.81,-57.94,-27.85,0.0,-59.86,17.61,125.97,0.0,250.56,0.0,-38.18,-0.014695919938414164,4.120000000000001,0.004741081703107021,-33.25,-0.013466990684487647,-15.46,-0.012477804681194513,-20.26,-0.01,-77.85,-0.04327404113396331,2.049999999999999,0.0013174807197943437,52.67999999999999,0.0071878837494883325,-52.9,-0.01,192.22,0.03294823448748714
20,(주)골드퍼시픽,38530,2014-12-01,2000-06-09,,5,  도매 및 상품 중개업,43.01,24.52,-48.56,-17.62,-241.31,9.43,14.19,89.29,0.0,169.29,0.0,55.209999999999994,0.045254098360655734,11.709999999999999,0.009141295862607337,9.379999999999995,0.0016189161201242658,10.23,0.003673249551166966,-241.31,0.0,69.28999999999999,0.011575342465753423,-3.42,-0.0019420783645655876,-36.67999999999999,-0.002911804397872509,0.0,0.0,-81.27000000000001,-0.003243534482758621
21,(주)골프존뉴딘홀딩스,121440,2012-12-01,2011-05-20,,5,  도매 및 상품 중개업,-3.24,43.08,19.34,15.96,70.07,41.92,25.77,6702.54,48.35,12.99,0.0,-47.690000000000005,-0.010728908886389202,25.58,0.014617142857142856,1.3200000000000003,0.0007325194228634852,4.9300000000000015,0.004469628286491389,12.759999999999991,0.002226487523992321,-5.969999999999999,-0.0012466068072666525,15.65,0.015464426877470358,-454.3699999999999,-0.0006348689588104362,-35.21,-0.004213738630923887,-7.339999999999998,-0.003610427939006394
22,(주)골프존뉴딘홀딩스,121440,2013-12-01,2011-05-20,,5,  도매 및 상품 중개업,4.83,17.92,0.67,0.48,63.69,28.71,10.91,2304.23,43.35,13.61,0.0,8.07,0.02490740740740741,-25.159999999999997,-0.005840297121634168,-18.669999999999998,-0.0096535677352637,-15.48,-0.009699248120300753,-6.3799999999999955,-0.0009105180533751957,-13.21,-0.0031512404580152672,-14.86,-0.00576639503298409,-4398.3099999999995,-0.006562154049061996,-5.0,-0.001034126163391934,0.6199999999999992,0.0004772902232486522
23,(주)골프존뉴딘홀딩스,121440,2014-12-01,2011-05-20,,5,  도매 및 상품 중개업,-36.93,19.47,17.4,11.32,68.83,38.5,-2.06,2639.88,46.07,13.09,0.0,-41.76,-0.08645962732919255,1.5499999999999972,0.0008649553571428555,16.729999999999997,0.24970149253731339,10.84,0.22583333333333333,5.140000000000001,0.000807034071282776,9.79,0.0034099616858237545,-12.97,-0.011888175985334556,335.6500000000001,0.0014566688221227919,2.719999999999999,0.0006274509803921566,-0.5199999999999996,-0.00038207200587803055
24,(주)광림,14200,2012-12-01,1993-07-07,,5,  자동차 및 트레일러 제조업,8.27,3.95,16.74,11.13,65.65,41.29,9.67,7284.84,84.92,21.81,0.0,38.870000000000005,0.01270261437908497,25.689999999999998,0.011816927322907083,6.959999999999999,0.007116564417177914,4.090000000000001,0.005809659090909092,8.870000000000005,0.001562169778090878,4.699999999999996,0.0012845039628313734,4.39,0.00831439393939394,734.5299999999997,0.0011213667750075947,15.61,0.0022522002597027847,-6.310000000000002,-0.002243954480796587
25,(주)광림,14200,2013-12-01,1993-07-07,,5,  자동차 및 트레일러 제조업,24.21,13.17,18.74,17.15,70.81,31.23,60.31,5668.06,48.57,12.64,0.0,15.940000000000001,0.019274486094316808,9.219999999999999,0.02334177215189873,2.0,0.0011947431302270013,6.019999999999998,0.005408805031446539,5.159999999999997,0.0007859862909367853,-10.059999999999999,-0.0024364252845725356,50.64,0.05236814891416753,-1616.7799999999997,-0.0022193761290570553,-36.35,-0.004280499293452662,-9.169999999999998,-0.004204493351673544
26,(주)광림,14200,2014-12-01,1993-07-07,,5,  자동차 및 트레일러 제조업,125.53,141.05,1.09,-0.1,17.74,14.75,26.21,342.88,15.23,59.18,0.0,101.32,0.04185047501032631,127.88000000000001,0.09709946848899013,-17.65,-0.009418356456776949,-17.25,-0.010058309037900877,-53.07000000000001,-0.00749470413783364,-16.48,-0.005276977265449888,-34.1,-0.005654120378046758,-5325.18,-0.009395066389558332,-33.34,-0.006864319538809966,46.54,0.036819620253164556
27,(주)광무,29480,2012-12-01,1996-08-27,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-36.72,-26.54,-36.23,-19.16,-190.6,6.96,6.2,456.21,11.93,91.19,0.0,2.8100000000000023,0.0007108525170756393,1.8399999999999999,0.0006483439041578576,94.79000000000002,0.0072347733170508325,46.84,0.007096969696969697,-190.6,0.0,67.42999999999999,0.011150983958987927,1.13,0.0022287968441814594,395.65999999999997,0.06534434351775392,-5.940000000000001,-0.0033240067151650817,29.759999999999998,0.0048445384991046715
28,(주)광무,29480,2013-12-01,1996-08-27,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-39.8,-36.57,-150.0,-63.0,0.0,-93.46,-20.62,93.21,3.95,118.6,0.0,-3.0799999999999983,-0.0008387799564270147,-10.030000000000001,-0.0037792012057272046,-113.77000000000001,-0.03140215291195143,-43.84,-0.022881002087682675,190.6,0.01,-100.41999999999999,-0.14428160919540228,-26.82,-0.043258064516129034,-363.0,-0.007956861971460512,-7.9799999999999995,-0.0066890192791282475,27.409999999999997,0.0030058120407939464
29,(주)구영테크,53270,2012-12-01,2002-02-07,,5,  자동차 및 트레일러 제조업,12.75,7.82,4.49,1.05,44.75,21.87,-30.55,558.29,9.29,51.73,0.0,2.539999999999999,0.002487757100881488,3.08,0.00649789029535865,5.890000000000001,0.04207142857142857,1.49,0.03386363636363637,3.6099999999999994,0.0008774914924647544,1.4600000000000009,0.000715335619794219,-0.15000000000000213,-4.93421052631586e-05,0.5,8.963947005145306e-06,0.28999999999999915,0.00032222222222222125,-3.260000000000005,-0.0005928350609201682
30,(주)구영테크,53270,2013-12-01,2002-02-07,,5,  자동차 및 트레일러 제조업,-19.07,-7.4,5.74,1.4,41.12,23.48,-23.73,593.8,10.55,43.46,0.0,-31.82,-0.02495686274509804,-15.22,-0.01946291560102302,1.25,0.0027839643652561247,0.34999999999999987,0.0033333333333333322,-3.6300000000000026,-0.0008111731843575425,1.6099999999999994,0.0007361682670324643,6.82,0.00223240589198036,35.50999999999999,0.0006360493650253451,1.2600000000000016,0.001356297093649087,-8.269999999999996,-0.0015986854823120038
31,(주)구영테크,53270,2014-12-01,2002-02-07,,5,  자동차 및 트레일러 제조업,6.37,4.44,4.75,1.47,37.18,24.0,-14.26,517.9,11.3,47.95,0.0,25.44,0.013340325117986367,11.84,0.016,-0.9900000000000002,-0.0017247386759581885,0.07000000000000006,0.0005000000000000004,-3.9399999999999977,-0.0009581712062256804,0.5199999999999996,0.0002214650766609879,9.47,0.003990729034976823,-75.89999999999998,-0.0012782081508925561,0.75,0.0007109004739336493,4.490000000000002,0.0010331339162448234
32,(주)국보디자인,66620,2012-12-01,2002-09-05,,5,  전문직별 공사업,25.04,15.81,15.67,9.57,27.55,28.88,43.1,1535.05,29.85,51.64,0.0,16.52,0.019389671361502346,13.790000000000001,0.06826732673267327,2.380000000000001,0.0017908201655379991,1.9400000000000004,0.0025425950196592403,8.46,0.0044316396018858045,0.08999999999999986,3.1260854463355284e-05,7.710000000000001,0.0021785815202034473,251.22000000000003,0.0019568011341065407,8.75,0.004146919431279621,-8.350000000000001,-0.0013918986497749627
33,(주)국보디자인,66620,2013-12-01,2002-09-05,,5,  전문직별 공사업,38.38,37.71,17.76,9.91,27.49,27.07,33.87,1749.28,18.59,46.37,0.0,13.340000000000003,0.00532747603833866,21.9,0.013851992409867172,2.0900000000000016,0.0013337587747287822,0.33999999999999986,0.00035527690700104476,-0.060000000000002274,-2.1778584392015343e-05,-1.8099999999999987,-0.0006267313019390577,-9.230000000000004,-0.0021415313225058015,214.23000000000002,0.0013955897202045538,-11.260000000000002,-0.0037721943048576218,-5.270000000000003,-0.0010205267234701788
34,(주)국보디자인,66620,2014-12-01,2002-09-05,,5,  전문직별 공사업,3.98,3.21,15.64,8.42,26.62,27.32,40.03,1982.69,13.78,47.8,0.0,-34.400000000000006,-0.008963001563314227,-34.5,-0.009148766905330152,-2.120000000000001,-0.001193693693693694,-1.4900000000000002,-0.0015035317860746722,-0.8699999999999974,-0.0003164787195343752,0.25,9.235315847801995e-05,6.160000000000004,0.0018187186300560982,233.41000000000008,0.001334320406109943,-4.8100000000000005,-0.0025874125874125876,1.4299999999999997,0.0003083890446409316
35,(주)국순당,43650,2012-12-01,2000-08-24,,5,  음료 제조업,6.06,5.32,3.46,2.95,39.72,26.19,35.08,2094.75,48.88,37.22,0.0,19.33,0.01456669178598342,6.180000000000001,0.07186046511627908,0.46999999999999975,0.0015719063545150493,0.31000000000000005,0.0011742424242424244,-1.3200000000000003,-0.00032163742690058487,0.13000000000000256,4.9884881043746184e-05,1.9699999999999989,0.000594986408939897,152.05999999999995,0.0007827291024301352,4.650000000000006,0.0010513226316979439,5.030000000000001,0.0015625970798384594
36,(주)국순당,43650,2013-12-01,2000-08-24,,5,  음료 제조업,15.04,4.0,2.89,2.68,34.72,33.11,39.81,2124.5,40.35,41.11,0.0,8.98,0.014818481848184819,-1.3200000000000003,-0.0024812030075187976,-0.5699999999999998,-0.0016473988439306354,-0.27,-0.0009152542372881356,-5.0,-0.0012588116817724068,6.919999999999998,0.002642229858724703,4.730000000000004,0.0013483466362599783,29.75,0.0001420217209690894,-8.530000000000001,-0.0017450900163666124,3.8900000000000006,0.0010451370231058573
37,(주)국순당,43650,2014-12-01,2000-08-24,,5,  음료 제조업,-1.25,-0.29,1.73,1.59,30.89,32.34,39.12,2150.98,40.42,44.38,0.0,-16.29,-0.010831117021276595,-4.29,-0.010725,-1.1600000000000001,-0.004013840830449827,-1.09,-0.004067164179104478,-3.8299999999999983,-0.0011031105990783406,-0.769999999999996,-0.00023255813953488251,-0.6900000000000048,-0.0001733232856066327,26.480000000000018,0.00012464109202165225,0.07000000000000028,1.734820322180924e-05,3.270000000000003,0.0007954269034298231
38,(주)국영지앤엠,6050,2012-12-01,1994-10-07,,5,  비금속 광물제품 제조업,-16.25,-1.35,16.17,10.03,28.14,28.89,42.2,1554.22,31.25,51.53,0.0,-26.310000000000002,-0.026153081510934397,-32.05,-0.01043973941368078,1.660000000000002,0.0011440385940730544,1.4299999999999997,0.0016627906976744184,8.400000000000002,0.004255319148936172,-0.17999999999999972,-6.191950464396275e-05,7.57,0.002185965925498123,261.6200000000001,0.002023982670586416,8.32,0.003628434365460096,-11.21,-0.0017867389225374563
39,(주)국영지앤엠,6050,2013-12-01,1994-10-07,,5,  비금속 광물제품 제조업,18.49,4.83,15.29,8.77,25.58,27.2,33.56,1731.89,18.1,48.88,0.0,34.739999999999995,0.021378461538461534,6.18,0.04577777777777778,-0.8800000000000026,-0.0005442176870748314,-1.2599999999999998,-0.0012562313060817546,-2.5600000000000023,-0.000909737029140015,-1.6900000000000013,-0.0005849775008653518,-8.64,-0.0020473933649289102,177.67000000000007,0.0011431457580007983,-13.149999999999999,-0.004208,-2.6499999999999986,-0.0005142635358043855
40,(주)국영지앤엠,6050,2014-12-01,1994-10-07,,5,  비금속 광물제품 제조업,-9.75,-6.52,11.67,6.38,22.02,27.07,37.78,1878.72,13.01,50.71,0.0,-28.24,-0.01527312060573283,-11.35,-0.02349896480331263,-3.619999999999999,-0.0023675604970568994,-2.3899999999999997,-0.0027251995438996577,-3.5599999999999987,-0.0013917122752150112,-0.129999999999999,-4.779411764705846e-05,4.219999999999999,0.0012574493444576873,146.82999999999993,0.0008478021121433806,-5.090000000000002,-0.002812154696132597,1.8299999999999983,0.00037438625204582615
41,(주)그래디언트,35080,2012-12-01,1999-07-05,,5,  소매업; 자동차 제외,-13.6,-4.84,3.52,1.68,49.61,30.62,-3.91,1276.02,21.15,29.52,0.0,21.619999999999997,0.006138557637705848,-49.120000000000005,-0.011093044263775971,6.33,0.022526690391459075,3.55,0.018983957219251335,50.23,0.8101612903225806,16.560000000000002,0.011778093883357044,4.140000000000001,0.005142857142857143,220.76,0.0020919962852756664,1.6899999999999977,0.0008684480986639249,1.3900000000000006,0.0004941343761109138
42,(주)그래디언트,35080,2013-12-01,1999-07-05,,5,  소매업; 자동차 제외,307.13,116.02,1.94,2.03,52.42,6.02,16.15,1302.96,12.74,44.41,0.0,320.73,0.2358308823529412,120.86,0.2497107438016529,-1.58,-0.004488636363636364,0.34999999999999987,0.0020833333333333324,2.8100000000000023,0.0005664180608748241,-24.6,-0.008033964728935337,20.06,0.051304347826086956,26.940000000000055,0.0002111252174730808,-8.409999999999998,-0.003976359338061465,14.889999999999997,0.005044037940379403
43,(주)그래디언트,35080,2014-12-01,1999-07-05,,5,  소매업; 자동차 제외,16.73,20.13,2.0,1.79,55.12,6.67,13.76,1451.81,6.04,80.73,0.0,-290.4,-0.009455279523328882,-95.89,-0.008264954318220996,0.06000000000000005,0.0003092783505154642,-0.23999999999999977,-0.0011822660098522158,2.6999999999999957,0.0005150705837466608,0.6500000000000004,0.0010797342192691037,-2.389999999999999,-0.0014798761609907116,148.8499999999999,0.001142398845705163,-6.7,-0.0052590266875981164,36.32000000000001,0.00817833821211439
44,(주)글로벌스탠다드테크놀로지,83450,2012-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,-6.78,2.38,20.94,13.16,35.16,39.87,29.02,830.55,13.48,34.86,0.0,-45.09,-0.011769772905246672,-39.16,-0.009427058257101589,8.690000000000001,0.007093877551020409,5.3100000000000005,0.0067643312101910835,7.619999999999997,0.002766884531590413,-0.07000000000000028,-1.75262894341513e-05,6.710000000000001,0.0030076199013895116,111.01999999999998,0.0015429516489930924,2.210000000000001,0.001960958296362024,-51.32000000000001,-0.0059549779531213745
45,(주)글로벌스탠다드테크놀로지,83450,2013-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,19.04,16.35,14.17,10.18,29.79,31.92,32.91,922.31,16.42,30.19,0.0,25.82,0.03808259587020649,13.970000000000002,0.05869747899159665,-6.770000000000001,-0.0032330468003820448,-2.9800000000000004,-0.002264437689969605,-5.369999999999997,-0.0015273037542662112,-7.949999999999996,-0.0019939804364183587,3.889999999999997,0.0013404548587181244,91.75999999999999,0.001104810065619168,2.9400000000000013,0.0021810089020771525,-4.669999999999998,-0.00133964429145152
46,(주)글로벌스탠다드테크놀로지,83450,2014-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,14.16,11.73,16.07,11.89,31.66,32.67,38.51,1044.51,23.17,39.71,0.0,-4.879999999999999,-0.002563025210084033,-4.620000000000001,-0.0028256880733944956,1.9000000000000004,0.0013408609738884971,1.7100000000000009,0.001679764243614932,1.870000000000001,0.0006277274253105072,0.75,0.00023496240601503758,5.600000000000001,0.0017016104527499247,122.20000000000005,0.0013249341327753147,6.75,0.004110840438489646,9.52,0.003153362040410732
47,(주)금화피에스시,36190,2012-12-01,2000-12-26,,5,  전문직별 공사업,13.08,12.01,16.42,14.31,68.3,15.28,73.99,1765.36,68.27,19.11,0.0,-6.389999999999999,-0.0032819722650231117,-7.4399999999999995,-0.003825192802056555,60.14,0.013755718206770356,30.08,0.019074191502853517,4085.6800000000003,0.0101700113008976,14.61,0.2180597014925373,90.81,0.053989298454221166,1631.1899999999998,0.12157635835134531,62.17999999999999,0.10210180623973726,-37.45,-0.006621287128712872
48,(주)금화피에스시,36190,2013-12-01,2000-12-26,,5,  전문직별 공사업,21.41,35.5,19.37,15.94,32.55,65.73,47.51,3920.56,127.94,61.09,0.0,8.33,0.0063685015290519875,23.490000000000002,0.01955870108243131,2.9499999999999993,0.0017965895249695486,1.629999999999999,0.00113906359189378,-35.75,-0.005234260614934114,50.45,0.033017015706806284,-26.479999999999997,-0.0035788620083795106,2155.2,0.012208274799474327,59.67,0.00874029588399004,41.980000000000004,0.021967556253270543
49,(주)금화피에스시,36190,2014-12-01,2000-12-26,,5,  전문직별 공사업,3.12,10.58,17.06,14.22,29.23,68.21,45.39,4438.85,74.42,62.42,0.0,-18.29,-0.00854273703876693,-24.92,-0.007019718309859155,-2.3100000000000023,-0.0011925658234383078,-1.7199999999999989,-0.001079046424090338,-3.3199999999999967,-0.0010199692780337934,2.4799999999999898,0.000377301080176478,-2.1199999999999974,-0.00044622184803199273,518.2900000000004,0.0013219795131307784,-53.519999999999996,-0.004183210880100046,1.3299999999999983,0.00021771157308888499
50,(주)기가레인,49080,2014-12-01,2013-12-19,,5,  기타 기계 및 장비 제조업,-18.52,7.67,11.26,6.1,54.85,29.9,7.34,853.71,20.93,52.57,0.0,-10.42,-0.012864197530864197,3.2699999999999996,0.00743181818181818,-0.8100000000000005,-0.0006710853355426682,-4.300000000000001,-0.004134615384615385,21.950000000000003,0.006671732522796354,-33.22,-0.00526299112801014,-40.040000000000006,-0.00845082313212326,-7710.88,-0.009003209727494252,-54.63999999999999,-0.007230382426888977,20.4,0.0063413117811625735
51,(주)기산텔레콤,35460,2012-12-01,1999-11-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.26,-15.1,-2.03,-2.36,23.0,15.6,26.14,408.56,8.1,74.44,0.0,14.92,0.010177353342428376,-4.23,-0.0038914443422263115,29.83,0.00936283741368487,10.850000000000001,0.008213474640423922,23.0,0.0,21.55,0.036218487394957984,10.84,0.007084967320261438,-13.399999999999977,-0.0003175656460327988,2.01,0.0033004926108374383,-31.019999999999996,-0.0029413995827802008
