,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,유동자산증가율,총자본증가율,자기자본순이익률,총자본순이익률,자본분배율,부가가치율,순운전자본비율,자기자본배율,매입채무회전률,매출채권회전기간,label,유동자산증가율_차이,유동자산증가율_변동률,총자본증가율_차이,총자본증가율_변동률,자기자본순이익률_차이,자기자본순이익률_변동률,총자본순이익률_차이,총자본순이익률_변동률,자본분배율_차이,자본분배율_변동률,부가가치율_차이,부가가치율_변동률,순운전자본비율_차이,순운전자본비율_변동률,자기자본배율_차이,자기자본배율_변동률,매입채무회전률_차이,매입채무회전률_변동률,매출채권회전기간_차이,매출채권회전기간_변동률
583,(주)쎄트렉아이,99320,2014-12-01,2008-06-13,,5,  기타 운송장비 제조업,9.01,-0.18,3.95,3.26,32.15,56.79,38.77,2440.84,64.85,14.67,0.0,24.28,0.01590045841519319,-16.5,-0.01011029411764706,69.73,0.010600486470051688,25.39,0.011473113420695888,32.15,0.0,75.13,0.040965103598691384,60.440000000000005,0.02789109367789571,2232.6800000000003,0.10725787855495773,58.779999999999994,0.09683690280065897,-105.88,-0.008783077561177934
584,(주)쎌바이오텍,49960,2012-12-01,2002-12-13,,5,  의료용 물질 및 의약품 제조업,3.89,9.69,18.03,15.9,58.46,52.4,56.67,774.92,14.83,52.66,0.0,-32.589999999999996,-0.008933662280701754,-7.799999999999999,-0.0044596912521440825,0.490000000000002,0.00027936145952109576,0.5600000000000005,0.0003650586701434162,2.3100000000000023,0.0004113980409617101,0.28000000000000114,5.372217958557198e-05,-0.8900000000000006,-0.00015462126476719953,100.79999999999995,0.0014952827389782227,0.7900000000000009,0.0005626780626780633,0.27999999999999403,5.345551737304201e-05
585,(주)쎌바이오텍,49960,2013-12-01,2002-12-13,,5,  의료용 물질 및 의약품 제조업,6.05,15.86,19.63,17.93,60.41,54.95,52.96,915.97,33.74,40.56,0.0,2.1599999999999997,0.005552699228791773,6.17,0.006367389060887513,1.5999999999999979,0.0008874098724348297,2.0299999999999994,0.0012767295597484272,1.9499999999999957,0.0003335614095107759,2.5500000000000043,0.0004866412213740466,-3.710000000000001,-0.0006546673725074997,141.05000000000007,0.001820187890362877,18.910000000000004,0.012751180040458533,-12.099999999999994,-0.0022977592100265846
586,(주)쎌바이오텍,49960,2014-12-01,2002-12-13,,5,  의료용 물질 및 의약품 제조업,36.91,23.35,21.81,19.95,62.27,53.79,58.32,1114.05,45.93,50.77,0.0,30.859999999999996,0.05100826446280991,7.490000000000002,0.004722572509457757,2.1799999999999997,0.0011105450840550176,2.0199999999999996,0.0011266034578918012,1.8600000000000065,0.00030789604370137503,-1.1600000000000037,-0.00021110100090991878,5.359999999999999,0.001012084592145015,198.07999999999993,0.002162516239614834,12.189999999999998,0.003612922347362181,10.21,0.002517258382642998
587,(주)쏠리드,50890,2012-12-01,2005-07-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",40.93,19.23,9.15,3.02,54.58,18.95,7.97,642.48,5.49,103.36,0.0,21.44,0.011000513083632634,-3.530000000000001,-0.001550966608084359,13.940000000000001,0.02910229645093946,4.59,0.029235668789808916,52.78,0.2932222222222222,0.7300000000000004,0.00040065861690450076,7.31,0.11075757575757575,53.23000000000002,0.000903351718285957,1.8900000000000001,0.00525,-38.239999999999995,-0.002700564971751412
588,(주)쏠리드,50890,2013-12-01,2005-07-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",14.69,9.05,21.97,7.59,62.91,22.24,4.38,781.91,4.61,122.78,0.0,-26.240000000000002,-0.006410945516735891,-10.18,-0.005293811752470099,12.819999999999999,0.014010928961748633,4.57,0.015132450331125829,8.329999999999998,0.001526200073286918,3.289999999999999,0.0017361477572559363,-3.59,-0.004504391468005018,139.42999999999995,0.002170184285892167,-0.8799999999999999,-0.0016029143897996355,19.42,0.0018788699690402478
589,(주)쏠리드,50890,2014-12-01,2005-07-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-0.35,-0.07,16.81,7.38,60.41,22.2,9.44,865.27,6.0,99.74,0.0,-15.04,-0.010238257317903334,-9.120000000000001,-0.010077348066298342,-5.16,-0.0023486572598998634,-0.20999999999999996,-0.00027667984189723313,-2.5,-0.0003973931012557622,-0.03999999999999915,-1.7985611510790984e-05,5.06,0.011552511415525114,83.36000000000001,0.0010661073525086008,1.3899999999999997,0.0030151843817787407,-23.040000000000006,-0.001876527121681056
590,(주)씨씨에스충북방송,66790,2012-12-01,2003-05-30,,5,  방송업,-5.66,80.33,0.1,-0.25,52.36,26.23,-36.15,109.68,3.65,89.37,0.0,-160.09,-0.010366509097973192,35.089999999999996,0.007756410256410256,13.43,0.010075018754688672,4.35,0.009456521739130435,7.979999999999997,0.001798107255520504,-1.4100000000000001,-0.0005101302460202605,-52.08,-0.03269303201506591,2.5200000000000102,0.00023516237402015772,-9.379999999999999,-0.007198772064466614,10.730000000000004,0.0013644455747711093
591,(주)씨씨에스충북방송,66790,2013-12-01,2003-05-30,,5,  방송업,10.16,-43.92,-7.67,-3.66,36.51,21.74,14.53,102.08,4.73,93.97,0.0,15.82,0.02795053003533569,-124.25,-0.01546744678202415,-7.77,-0.7769999999999999,-3.41,-0.1364,-15.850000000000001,-0.003027119938884645,-4.490000000000002,-0.0017117804041174235,50.68,0.014019363762102352,-7.6000000000000085,-0.0006929248723559453,1.0800000000000005,0.0029589041095890423,4.599999999999994,0.0005147141098802724
592,(주)씨씨에스충북방송,66790,2014-12-01,2003-05-30,,5,  방송업,24.19,0.47,-11.39,-6.58,6.02,14.72,18.59,91.45,7.23,77.6,0.0,14.030000000000001,0.013809055118110238,44.39,0.010107012750455373,-3.7200000000000006,-0.00485006518904824,-2.92,-0.007978142076502732,-30.49,-0.008351136674883594,-7.019999999999998,-0.0032290708371665124,4.0600000000000005,0.0027942188575361326,-10.629999999999995,-0.001041340125391849,2.5,0.005285412262156447,-16.370000000000005,-0.0017420453336171122
593,(주)씨앤케이인터내셔널,39530,2013-12-01,2000-03-21,2015-05-19,4,  1차 금속 제조업,99.25,22.26,-7.1,-6.22,-236.08,7.96,45.11,62.13,16.03,12.06,1.0,-81.16,-0.004498641982151766,54.379999999999995,0.016930261519302617,109.91000000000001,0.009393214255191865,5.340000000000001,0.004619377162629759,-228.07000000000002,-0.2847315855181024,-63.919999999999995,-0.008892598775737339,44.58,0.8411320754716981,-5.399999999999999,-0.0007996446023989336,16.03,0.0,-22.08,-0.006467486818980668
594,(주)씨에스,65770,2012-12-01,2004-06-04,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",38.61,27.29,-15.85,-2.18,11.83,18.4,18.67,534.4,16.68,41.84,0.0,38.46,2.564,22.65,0.0488146551724138,-3.629999999999999,-0.0029705400981996717,0.6999999999999997,0.0024305555555555547,7.8,0.01935483870967742,2.0199999999999996,0.001233211233211233,9.180000000000001,0.009673340358271866,-40.10000000000002,-0.0006979982593559621,-0.7800000000000011,-0.0004467353951890041,-11.469999999999999,-0.0021515663102607387
595,(주)씨에스,65770,2013-12-01,2004-06-04,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-34.42,-5.75,-62.27,-14.6,0.0,-7.17,-16.17,289.87,7.34,55.51,0.0,-73.03,-0.018914788914788917,-33.04,-0.012106998900696225,-46.42,-0.029287066246056783,-12.42,-0.05697247706422018,-11.83,-0.01,-25.57,-0.013896739130434784,-34.84,-0.01866095340117836,-244.52999999999997,-0.004575785928143712,-9.34,-0.005599520383693045,13.669999999999995,0.0032672084130019106
596,(주)씨에스,65770,2014-12-01,2004-06-04,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.54,10.8,-72.71,-15.87,0.0,-5.75,-3.96,372.07,7.62,33.39,0.0,129.96,0.03775711795467752,16.55,0.028782608695652176,-10.43999999999999,-0.0016765697767785435,-1.2699999999999996,-0.0008698630136986298,0.0,0.0,1.42,0.00198047419804742,12.21,0.007551020408163265,82.19999999999999,0.002835753958671128,0.28000000000000025,0.0003814713896457769,-22.119999999999997,-0.003984867591424968
597,(주)씨에스에이코스믹,83660,2012-12-01,2006-07-25,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-34.7,-35.43,-69.78,-29.97,0.0,-2.61,13.26,207.65,10.78,125.34,0.0,-39.550000000000004,-0.08154639175257734,-41.55,-0.06789215686274509,-49.24,-0.02397273612463486,-19.25,-0.017957089552238806,22.42,0.01,-19.56,-0.011539823008849556,-5.709999999999999,-0.0030100158144438583,-186.01000000000002,-0.004725143524869177,0.6999999999999993,0.0006944444444444437,-0.519999999999996,-4.131574765612554e-05
598,(주)씨에스에이코스믹,83660,2013-12-01,2006-07-25,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-7.23,-16.58,-8.48,-5.66,11.56,23.57,17.55,201.55,8.66,139.97,0.0,27.470000000000002,0.007916426512968299,18.85,0.005320349985887666,61.3,0.0087847520779593,24.31,0.008111444778111444,11.56,0.0,26.18,0.10030651340996169,4.290000000000001,0.0032352941176470597,-6.099999999999994,-0.0002937635444257161,-2.119999999999999,-0.00196660482374768,14.629999999999995,0.0011672251475985317
599,(주)씨에스에이코스믹,83660,2014-12-01,2006-07-25,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-21.98,-18.35,-9.18,-4.22,-9.0,16.11,20.39,183.89,8.74,127.8,0.0,-14.75,-0.020401106500691563,-1.7700000000000031,-0.0010675512665862506,-0.6999999999999993,-0.0008254716981132067,1.4400000000000004,0.002544169611307421,-20.560000000000002,-0.017785467128027685,-7.460000000000001,-0.003165040305473059,2.84,0.0016182336182336181,-17.660000000000025,-0.0008762093773257268,0.08000000000000007,9.237875288683612e-05,-12.170000000000002,-0.0008694720297206546
600,(주)씨엔플러스,115530,2012-12-01,2011-11-02,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-7.26,5.88,15.0,8.12,54.85,30.67,3.03,1642.12,8.59,51.27,0.0,-18.39,-0.016522911051212938,0.8200000000000003,0.0016205533596837952,118.35,0.011451378809869375,50.79,0.01190297632997422,54.85,0.0,34.64,0.0872544080604534,-9.63,-0.007606635071090048,1579.53,0.2523613995845982,1.17,0.0015768194070080862,-10.36,-0.001680999513224079
601,(주)씨엔플러스,115530,2013-12-01,2011-11-02,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-29.7,-10.64,0.4,0.06,33.6,34.71,0.18,1641.63,8.54,60.84,0.0,-22.439999999999998,-0.030909090909090907,-16.52,-0.028095238095238093,-14.6,-0.009733333333333333,-8.059999999999999,-0.009926108374384237,-21.25,-0.0038742023701002735,4.039999999999999,0.0013172481252037818,-2.8499999999999996,-0.009405940594059406,-0.4899999999997817,-2.9839475799562865e-06,-0.05000000000000071,-5.8207217694995006e-05,9.57,0.0018665886483323583
602,(주)씨엔플러스,115530,2014-12-01,2011-11-02,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-8.18,-3.31,-40.21,-22.33,-966.16,2.23,-15.43,1100.45,10.72,63.61,0.0,21.52,0.0072457912457912456,7.33,0.006889097744360902,-40.61,-1.01525,-22.389999999999997,-3.731666666666666,-999.76,-0.29754761904761906,-32.480000000000004,-0.009357533851915876,-15.61,-0.8672222222222222,-541.1800000000001,-0.003296601548460981,2.1800000000000015,0.0025526932084309153,2.769999999999996,0.0004552925706771854
603,(주)씨유메디칼시스템,115480,2012-12-01,2011-12-15,,5,"  의료, 정밀, 광학기기 및 시계 제조업",5.73,7.48,6.16,4.85,33.9,42.07,55.16,1157.65,27.33,329.99,0.0,-27.55,-0.008278245192307692,8.91,0.06230769230769231,-9.09,-0.005960655737704918,-1.2600000000000007,-0.0020621931260229143,-20.340000000000003,-0.0037500000000000007,-4.530000000000001,-0.0009721030042918457,81.16,0.031215384615384614,707.99,0.015745007338878264,27.33,0.0,320.28000000000003,0.32984552008238927
604,(주)씨유메디칼시스템,115480,2013-12-01,2011-12-15,,5,"  의료, 정밀, 광학기기 및 시계 제조업",26.48,43.0,0.11,0.34,10.7,36.1,46.13,1140.38,48.44,306.73,0.0,20.75,0.036212914485165795,35.519999999999996,0.04748663101604277,-6.05,-0.009821428571428571,-4.51,-0.009298969072164948,-23.2,-0.006843657817109145,-5.969999999999999,-0.0014190634656524837,-9.029999999999994,-0.0016370558375634508,-17.269999999999982,-0.00014918153155098673,21.11,0.007724112696670326,-23.25999999999999,-0.0007048698445407433
605,(주)씨유메디칼시스템,115480,2014-12-01,2011-12-15,,5,"  의료, 정밀, 광학기기 및 시계 제조업",-10.44,-4.98,-9.87,-6.18,-12.11,29.02,25.87,1025.09,47.49,306.44,0.0,-36.92,-0.01394259818731118,-47.980000000000004,-0.011158139534883722,-9.979999999999999,-0.9072727272727271,-6.52,-0.19176470588235292,-22.81,-0.021317757009345795,-7.080000000000002,-0.0019612188365650974,-20.26,-0.004391935833513982,-115.29000000000019,-0.0010109787965415053,-0.9499999999999957,-0.00019611890999174147,-0.29000000000002046,-9.454569165064403e-06
606,(주)씨유전자,56340,2013-12-01,2002-11-08,2014-05-21,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-79.55,-51.23,-87.01,-50.16,0.0,-198.72,-27.26,65.94,1.95,155.41,1.0,-67.22,-0.05451743714517437,-14.389999999999993,-0.0039060803474484235,-31.220000000000006,-0.005595984943538269,-25.909999999999997,-0.010684536082474225,0.0,0.0,-185.34,-0.13852017937219732,-47.730000000000004,-0.023317049340498292,-250.75,-0.007917837633016515,-11.270000000000001,-0.0085249621785174,-3.8799999999999955,-0.00024358089020026338
607,(주)씨제이이엔엠,35760,2012-12-01,1999-11-23,,5,  방송업,53.31,22.87,29.8,8.64,72.16,32.3,-13.82,1894.52,33.57,32.58,0.0,21.520000000000003,0.006769424347279019,2.4800000000000004,0.0012162824914173616,2.900000000000002,0.001078066914498142,1.7500000000000009,0.002539912917271409,72.16,0.0,17.379999999999995,0.011648793565683643,11.52,0.004546172059984215,329.1600000000001,0.0021027750804926667,-10.530000000000001,-0.0023877551020408164,7.259999999999998,0.0028672985781990515
608,(주)씨제이이엔엠,35760,2013-12-01,1999-11-23,,5,  방송업,21.45,26.65,19.98,6.14,65.19,30.12,-4.78,2453.97,34.86,42.62,0.0,-31.860000000000003,-0.005976364659538548,3.7799999999999976,0.0016528202885876685,-9.82,-0.003295302013422819,-2.500000000000001,-0.0028935185185185197,-6.969999999999999,-0.0009659090909090907,-2.179999999999996,-0.0006749226006191939,9.04,0.0065412445730824885,559.4499999999998,0.0029529907311614543,1.2899999999999991,0.00038427167113494167,10.04,0.0030816451810926947
609,(주)씨제이이엔엠,35760,2014-12-01,1999-11-23,,5,  방송업,4.06,4.05,11.76,3.42,63.83,29.38,-3.32,2736.79,42.11,49.93,0.0,-17.39,-0.008107226107226107,-22.599999999999998,-0.00848030018761726,-8.22,-0.004114114114114114,-2.7199999999999998,-0.004429967426710098,-1.3599999999999994,-0.00020862095413406957,-0.740000000000002,-0.00024568393094289575,1.4600000000000004,0.0030543933054393312,282.82000000000016,0.0011524998268112494,7.25,0.0020797475616752725,7.310000000000002,0.0017151572031909906
610,(주)씨젠,96530,2012-12-01,2010-09-10,,5,  의료용 물질 및 의약품 제조업,-16.33,6.53,12.96,9.08,66.25,11.12,57.47,136.42,16.68,25.16,0.0,-118.25,-0.01160223704866562,-81.62,-0.009259217243335225,22.41,0.02371428571428572,15.5,0.024143302180685357,3.5600000000000023,0.0005678736640612541,3.249999999999999,0.004129606099110545,-6.739999999999995,-0.0010496807350879919,21.279999999999987,0.001848184818481847,3.6999999999999993,0.002850539291217257,-33.540000000000006,-0.0057137989778534935
611,(주)씨젠,96530,2013-12-01,2010-09-10,,5,  의료용 물질 및 의약품 제조업,81.69,54.32,-177.91,-86.29,0.0,-15.55,5.72,15.99,10.73,30.54,0.0,98.02,0.0600244947948561,47.79,0.07318529862174579,-190.87,-0.14727623456790123,-95.37,-0.1050330396475771,-66.25,-0.01,-26.67,-0.02398381294964029,-51.75,-0.009004698103358274,-120.42999999999999,-0.008827884474417241,-5.949999999999999,-0.003567146282973621,5.379999999999999,0.0021383147853736087
612,(주)씨젠,96530,2014-12-01,2010-09-10,,5,  의료용 물질 및 의약품 제조업,1.71,7.3,9.65,6.61,54.39,47.41,61.24,748.86,15.62,283.63,0.0,-79.98,-0.009790672052882851,-47.02,-0.008656111929307805,187.56,0.010542409083244338,92.9,0.010766021555220768,54.39,0.0,62.959999999999994,0.04048874598070739,55.52,0.09706293706293707,732.87,0.45833020637898686,4.889999999999999,0.00455731593662628,253.09,0.08287164374590701
613,(주)씨티씨바이오,60590,2012-12-01,2002-02-21,,5,  의료용 물질 및 의약품 제조업,53.23,34.32,15.28,7.48,52.94,20.29,23.13,875.48,25.71,84.53,0.0,37.67999999999999,0.02423151125401929,15.010000000000002,0.0077731745209735905,17.3,0.08564356435643565,8.47,0.08555555555555557,28.08,0.011295253419147224,6.18,0.004379872430900071,8.37,0.005670731707317073,147.76999999999998,0.0020306165917741955,3.0100000000000016,0.0013259911894273136,-3.4200000000000017,-0.00038885730528709513
614,(주)씨티씨바이오,60590,2013-12-01,2002-02-21,,5,  의료용 물질 및 의약품 제조업,20.5,20.03,1.12,0.62,26.08,13.78,33.66,1058.13,19.16,107.25,0.0,-32.73,-0.006148788277287243,-14.29,-0.004163752913752913,-14.16,-0.009267015706806284,-6.86,-0.009171122994652408,-26.86,-0.005073668303740083,-6.51,-0.0032084770823065547,10.529999999999998,0.004552529182879376,182.6500000000001,0.002086284095581853,-6.550000000000001,-0.002547646830027227,22.72,0.0026878031468117827
615,(주)씨티씨바이오,60590,2014-12-01,2002-02-21,,5,  의료용 물질 및 의약품 제조업,-21.6,7.74,-3.94,-2.27,14.47,12.22,11.0,980.67,17.81,104.54,0.0,-42.1,-0.02053658536585366,-12.290000000000001,-0.006135796305541688,-5.0600000000000005,-0.04517857142857143,-2.89,-0.046612903225806454,-11.609999999999998,-0.004451687116564416,-1.5599999999999987,-0.0011320754716981122,-22.659999999999997,-0.006732026143790849,-77.46000000000015,-0.0007320461568994371,-1.3500000000000014,-0.0007045929018789152,-2.7099999999999937,-0.0002526806526806521
616,(주)아가방앤컴퍼니,13990,2012-12-01,2002-01-17,,5,  도매 및 상품 중개업,-2.59,-3.54,1.71,1.21,34.16,13.2,39.68,1062.11,15.28,92.18,0.0,-10.09,-0.013453333333333333,-10.629999999999999,-0.014992947813822283,-3.1900000000000004,-0.006510204081632653,-2.21,-0.006461988304093567,-11.100000000000001,-0.0024524966858152897,-1.9600000000000009,-0.0012928759894459108,2.4099999999999966,0.0006466326804400312,-10.200000000000045,-9.512174650987163e-05,-0.0600000000000005,-3.9113428943937745e-05,-5.3799999999999955,-0.0005514555145551451
617,(주)아가방앤컴퍼니,13990,2013-12-01,2002-01-17,,5,  도매 및 상품 중개업,0.01,-0.24,1.66,1.19,34.24,13.29,39.5,1070.96,15.34,87.65,0.0,2.5999999999999996,0.010038610038610037,3.3,0.009322033898305083,-0.050000000000000044,-0.0002923976608187137,-0.020000000000000018,-0.00016528925619834726,0.0800000000000054,2.3419203747074185e-05,0.08999999999999986,6.818181818181808e-05,-0.17999999999999972,-4.536290322580638e-05,8.850000000000136,8.332470271440941e-05,0.0600000000000005,3.9267015706806605e-05,-4.530000000000001,-0.0004914298112388806
618,(주)아가방앤컴퍼니,13990,2014-12-01,2002-01-17,,5,  도매 및 상품 중개업,16.62,12.73,-4.54,-3.28,-22.49,8.61,41.16,1026.74,13.06,100.38,0.0,16.61,16.61,12.97,0.5404166666666667,-6.2,-0.03734939759036145,-4.47,-0.03756302521008403,-56.730000000000004,-0.016568341121495328,-4.68,-0.0035214446952595933,1.6599999999999966,0.00042025316455696115,-44.22000000000003,-0.0004129005751848811,-2.2799999999999994,-0.0014863102998696216,12.72999999999999,0.0014523673702224746
619,(주)아나패스,123860,2012-12-01,2010-11-05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",23.15,20.92,10.58,8.37,57.1,23.09,43.67,1744.06,7.98,101.31,0.0,19.259999999999998,0.04951156812339331,13.100000000000001,0.016751918158567778,-0.4399999999999995,-0.0003992740471869324,-0.030000000000001137,-3.5714285714287065e-05,4.450000000000003,0.0008452041785375124,5.129999999999999,0.002856347438752783,6.190000000000005,0.0016515474919957325,61.33999999999992,0.00036452885803936436,-0.9399999999999995,-0.0010538116591928247,22.430000000000007,0.0028435598377281957
620,(주)아나패스,123860,2013-12-01,2010-11-05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-31.16,3.7,3.63,3.0,35.16,16.98,51.36,1674.17,9.65,112.83,0.0,-54.31,-0.023460043196544277,-17.220000000000002,-0.008231357552581264,-6.95,-0.0065689981096408315,-5.369999999999999,-0.006415770609318997,-21.940000000000005,-0.0038423817863397556,-6.109999999999999,-0.0026461671719359026,7.689999999999998,0.001760934279825967,-69.88999999999987,-0.0004007316262055197,1.67,0.0020927318295739347,11.519999999999996,0.0011371039384068696
621,(주)아나패스,123860,2014-12-01,2010-11-05,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",46.63,21.49,-2.77,-2.4,-23.48,9.15,53.75,1569.27,15.43,100.62,0.0,77.79,0.02496469833119384,17.79,0.04808108108108108,-6.4,-0.01763085399449036,-5.4,-0.018000000000000002,-58.64,-0.016678043230944257,-7.83,-0.0046113074204947,2.3900000000000006,0.00046534267912772594,-104.90000000000009,-0.0006265791407085307,5.779999999999999,0.005989637305699481,-12.209999999999994,-0.0010821590002658861
622,(주)아난티,25980,2012-12-01,1996-01-06,,5,  숙박업,33.26,5.86,-8.36,-1.13,25.46,28.94,7.2,561.95,199.37,96.47,0.0,51.26,0.028477777777777775,7.9,0.03872549019607843,-10.52,-0.0487037037037037,-2.91,-0.016348314606741573,12.56,0.009736434108527132,10.77,0.005927352779306548,-26.919999999999998,-0.007889800703399766,-703.04,-0.005557672392667135,179.19,0.08879583746283448,12.14,0.00143958259219732
623,(주)아난티,25980,2013-12-01,1996-01-06,,5,  숙박업,23.71,4.9,-15.07,-1.69,5.8,31.15,7.12,489.77,96.46,138.34,0.0,-9.549999999999997,-0.0028713168971737815,-0.96,-0.0016382252559726963,-6.710000000000001,-0.008026315789473685,-0.56,-0.004955752212389382,-19.66,-0.0077219167321288295,2.2099999999999973,0.0007636489288182437,-0.08000000000000007,-0.00011111111111111121,-72.18000000000006,-0.0012844559124477277,-102.91000000000001,-0.005161759542559061,41.870000000000005,0.004340209391520681
624,(주)아난티,25980,2014-12-01,1996-01-06,,5,  숙박업,17.2,33.34,7.99,1.05,59.16,32.77,-6.64,855.1,256.1,60.99,0.0,-6.510000000000002,-0.002745676929565585,28.440000000000005,0.05804081632653062,23.060000000000002,0.015301924353019246,2.74,0.01621301775147929,53.36,0.092,1.6200000000000045,0.0005200642054574654,-13.76,-0.019325842696629212,365.33000000000004,0.007459215550156197,159.64000000000004,0.016549865229110516,-77.35,-0.005591296804973254
625,(주)아라온테크,41060,2013-12-01,2000-06-07,2014-05-08,4,  기타 기계 및 장비 제조업,-62.03,-18.7,7.6,5.81,41.8,73.62,29.79,80.2,5.25,227.68,1.0,-254.48,-0.013223174850610548,-53.89,-0.01531400966183575,18.560000000000002,0.01693430656934307,10.309999999999999,0.022911111111111108,99.69999999999999,0.017219343696027633,52.800000000000004,0.025360230547550433,24.439999999999998,0.0456822429906542,-3928.9100000000003,-0.009799955601118453,-852.75,-0.00993881118881119,221.6,0.3644736842105263
626,(주)아리온테크놀로지,58220,2012-12-01,2005-08-05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",137.9,115.38,5.84,3.76,50.21,29.22,37.41,1844.47,1.73,529.34,0.0,74.18,0.011641556811048337,70.88,0.015928089887640447,-2.9700000000000006,-0.00337116912599319,-1.75,-0.003176043557168784,-12.0,-0.0019289503295290146,-8.620000000000005,-0.00227801268498943,5.799999999999997,0.0018348623853211,62.83999999999992,0.0003527107199586891,0.30000000000000004,0.0020979020979020983,-14.949999999999932,-0.0002746697532565348
627,(주)아리온테크놀로지,58220,2013-12-01,2005-08-05,,6,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-58.28,-48.42,-12.19,-6.41,0.0,-1.55,9.06,1747.64,2.81,359.3,0.0,-196.18,-0.014226250906453953,-163.8,-0.01419656786271451,-18.03,-0.030873287671232878,-10.17,-0.027047872340425532,-50.21,-0.01,-30.77,-0.010530458590006845,-28.349999999999994,-0.007578187650360865,-96.82999999999993,-0.0005249746539656374,1.08,0.006242774566473989,-170.04000000000002,-0.00321230211206408
628,(주)아모텍,52710,2012-12-01,2003-08-01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",64.73,24.55,8.39,3.45,42.17,33.55,-12.67,2342.14,12.41,60.49,0.0,58.400000000000006,0.09225908372827805,11.06,0.008198665678280207,12.38,0.031027568922305765,5.38,0.02787564766839378,19.290000000000003,0.008430944055944058,-1.9100000000000037,-0.000538635081782291,-2.7300000000000004,-0.002746478873239437,156.23999999999978,0.0007147627979322009,-6.469999999999999,-0.0034269067796610163,-13.559999999999995,-0.0018311951384199858
629,(주)아모텍,52710,2013-12-01,2003-08-01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-5.19,2.71,9.12,3.73,41.64,35.24,-6.16,2706.03,13.98,55.96,0.0,-69.92,-0.010801792059323344,-21.84,-0.008896130346232179,0.7299999999999986,0.0008700834326579245,0.2799999999999998,0.0008115942028985502,-0.5300000000000011,-0.0001256817642874084,1.6900000000000048,0.0005037257824143085,6.51,0.005138121546961326,363.8900000000003,0.0015536645973340635,1.5700000000000003,0.0012651087832393233,-4.530000000000001,-0.0007488841130765417
630,(주)아모텍,52710,2014-12-01,2003-08-01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.63,5.09,-1.77,-0.74,25.15,40.1,-4.15,2623.3,14.41,71.7,0.0,16.82,0.032408477842003854,2.38,0.008782287822878229,-10.889999999999999,-0.01194078947368421,-4.47,-0.01198391420911528,-16.490000000000002,-0.003960134486071086,4.859999999999999,0.0013791146424517592,2.01,0.0032629870129870127,-82.73000000000002,-0.00030572462241734206,0.4299999999999997,0.00030758226037195976,15.740000000000002,0.0028127233738384563
631,(주)아미노로직스,74430,2012-12-01,2004-06-04,,5,  도매 및 상품 중개업,-40.26,-37.39,-59.77,-43.81,0.0,-324.44,16.09,614.35,5.84,76.47,0.0,-177.82,-0.012926722884559464,-59.64,-0.02680449438202247,-42.980000000000004,-0.025598570577724838,-31.5,-0.025588952071486596,872.3,0.01,-330.08,-0.5852482269503546,-15.61,-0.004924290220820189,-572.7399999999999,-0.004824739489002519,-6.6899999999999995,-0.005339185953711093,43.42,0.013137670196671712
632,(주)아미노로직스,74430,2013-12-01,2004-06-04,,5,  도매 및 상품 중개업,-17.52,-8.53,-38.29,-27.5,0.0,-360.32,34.96,551.85,3.6,191.73,0.0,22.74,0.005648286140089418,28.86,0.007718641347953998,21.480000000000004,0.0035937761418771965,16.310000000000002,0.003722894316366127,0.0,0.0,-35.879999999999995,-0.0011059055603501416,18.87,0.011727781230577999,-62.5,-0.0010173353951330674,-2.2399999999999998,-0.003835616438356164,115.25999999999999,0.01507257748136524
